id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 35 prediction
568,3.0,1.0,0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,433979,,,0,0,0,0,0.8,447,62,,,0,4,0.0,0.0,0,Cameron,0.0,,1.0,1.0,,3.0,25,,,,,,,,,,,,,,,,,,1.9484182596206665,1.6575520038604736,1.5440901517868042,1.4851280450820925,,1.398884892463684,1.8189518451690676,1.3172321319580078,1.3395187854766846,1.5664701461791992,,,,,,,0,0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,1.6,469,60,False,0.0,633,72,24,Joined Preston on loan until the end of the season - Expected back 01 Jul,2022-01-24T22:30:12.618160Z,45,0,0,,0,,433979.jpg,1.0,0,0,Archer,1.1,False,,u,2,7,Aston Villa,18.0,373,56,3,271066,0,205014,3612,0.2222222222222222,,,0.4714045207910317,0.0,3.5943482187059193,0.7,Archer,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,2.3000000000000007,0.9000000000000004,0.3999999999999986,0.9000000000000021,0.8999999999999986,1.1999999999999993,2.5,0.6000000000000014,0.0,2.8999999999999986,,0.0,0.6000000000000014,1.0,1.1999999999999993,1.8999999999999984,0.5,,,,2.3999999999999995,1.7000000000000002,2.0,2.6,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,16.174566984176636,0,2.098320722579956
596,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,248164,,,0,0,0,0,0.0,517,39,,,0,1,0.5,0.0,0,Viljami,0.0,,,,,,25,,,,,,,,,,,,,,,,,,3.587690830230713,3.3253347873687744,3.1713500022888184,3.0220823287963867,,2.8372130393981934,3.4508426189422607,2.803473234176636,2.58227801322937,3.0718202590942383,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,534,61,False,0.0,530,61,0,,,40,0,0,,0,,248164.jpg,0.0,0,0,Sinisalo,0.1,False,,a,2,7,Aston Villa,0.0,477,27,0,7689,129,5312,80,,,,,0.0,7.897419512271881,0.0,Sinisalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.589678049087524,0,3.737592935562134
610,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,515597,,,0,0,0,0,0.0,546,218,,,0,2,0.5,0.0,0,Lamare,0.0,,,,,,25,,,,,,,,,,,,,,,,,,3.3415896892547607,2.774619102478028,2.452160120010376,2.410430431365967,,2.2255613803863525,2.9360191822052,1.982945799827576,1.8580574989318848,2.5923938751220703,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,563,218,False,0.0,559,218,0,,,40,0,0,,0,,515597.jpg,0.0,0,0,Bogarde,0.1,False,,a,2,7,Aston Villa,0.0,508,207,0,10642,100,8007,146,,,,,0.0,6.5163172185421,0.0,Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0652688741684,0,3.4914917945861816
638,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,490094,,,0,0,0,0,0.0,648,261,,,0,3,0.5,0.0,0,Tim,0.0,,,,,,25,,,,,,,,,,,,,,,,,,2.6673130989074707,2.35387659072876,2.180774688720703,2.215139865875244,,2.0917718410491943,2.449787378311157,1.997780680656433,1.9110220670700075,2.40705680847168,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,653,260,False,0.0,653,260,0,,,45,0,0,,0,,490094.jpg,0.0,0,0,Iroegbunam,0.0,False,,a,2,7,Aston Villa,0.0,631,259,0,252,18,165,12,,,,,0.0,5.118244753943549,0.0,Iroegbunam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03210139274597,0,2.7575783729553223
650,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,462381,,,0,0,0,0,0.0,530,43,,,0,1,0.0,0.0,0,Filip,0.0,,,,,,25,,,,,,,,,,,,,,,,,,3.587690830230713,3.3253347873687744,3.1713500022888184,3.0220823287963867,,2.8372130393981934,3.4508426189422607,2.803473234176636,2.58227801322937,3.0718202590942383,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,547,65,False,0.0,543,65,0,Season long loan to Marschall,2022-02-09T11:09:25.609893Z,40,0,0,,0,,462381.jpg,0.0,0,0,Marschall,0.0,False,,u,2,7,Aston Villa,0.0,491,31,0,933,0,561,58,,,,,0.0,7.897419512271881,0.0,Marschall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.589678049087524,0,3.737592935562134
670,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,536110,,,0,0,0,0,0.0,548,219,,,0,2,0.5,0.0,0,Josh,0.0,,,,,,25,,,,,,,,,,,,,,,,,,3.3415896892547607,2.774619102478028,2.452160120010376,2.410430431365967,,2.2255613803863525,2.9360191822052,1.982945799827576,1.8580574989318848,2.5923938751220703,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,565,219,False,0.0,561,219,0,,,40,0,0,,0,,536110.jpg,0.0,0,0,Feeney,0.0,False,,a,2,7,Aston Villa,0.0,510,208,0,366,30,159,25,,,,,0.0,6.5163172185421,0.0,Feeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0652688741684,0,3.4914917945861816
681,21.26330065793559,5.315825164483898,2,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,,,,,,,3,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,,,,,,,,83,,,1.0213006579355888,1,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,84583,3.0,,1,-1,3,-3,62.9,270,153,2.0,,1,3,7.5,7.0,2,Philippe,7.0,5.324823372711868,5.324823372711868,5.324823372711868,5.324823372711868,4.0,25,,,,,,,,,,,,,,,,,,4.322011947631836,3.931664705276489,4.029433727264404,3.834357261657715,,3.902569532394409,3.950654983520508,3.574179172515869,3.5299477577209477,4.158422946929932,,,,,,,4,2,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,28.3,307,142,False,120.0,315,131,262,,,73,0,0,,0,,84583.jpg,6.8,0,0,Coutinho Correia,17.8,False,,a,2,7,Aston Villa,100.0,233,127,27,1770045,128563,152166,46474,0.7281952280114928,0.7294278592755984,0.7294278592755984,1.9674751631775642,1.0,5.435468138080754,3.7,Coutinho,0.9,2.7,,,,,,,,,,,,,,,0.0,0.0,0.8,0.0999999999999999,,,,,,,,1.2,2.1,0.525,,,,,,,,,,,,,,,1.0,1.1999999999999993,1.8999999999999984,0.5,,,,,,,,6.0,,,,,,,,,,,,,,,0.8,0.1999999999999999,0.1,0.0999999999999998,,,,,,,,3.406530659712632,,,,,,,,,,,,,,,5.0,3.301194211912202,9.591568619222636,3.406530659712632,,,,,,,,39.6789174079895,0,4.445675373077393
684,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,465390,,,0,0,0,0,0.0,533,206,,,0,2,0.5,0.0,0,Kaine,0.0,,,,,,25,,,,,,,,,,,,,,,,,,3.3415896892547607,2.774619102478028,2.452160120010376,2.410430431365967,,2.2255613803863525,2.9360191822052,1.982945799827576,1.8580574989318848,2.5923938751220703,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,550,206,False,0.0,546,206,0,,,40,0,0,,0,,465390.jpg,0.0,0,0,Hayden,0.0,False,,a,2,7,Aston Villa,0.0,494,194,0,377,53,133,31,,,,,0.0,6.5163172185421,0.0,Hayden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0652688741684,0,3.4914917945861816
691,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,111782,,,0,0,0,0,0.0,501,30,,,0,1,0.5,0.0,0,Robin,0.0,,,,,,25,,,,,,,,,,,,,,,,,,3.587690830230713,3.3253347873687744,3.1713500022888184,3.0220823287963867,,2.8372130393981934,3.4508426189422607,2.803473234176636,2.58227801322937,3.0718202590942383,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,518,52,False,0.0,514,52,0,,,40,0,0,,0,,111782.jpg,0.0,0,0,Olsen,0.0,False,,a,2,7,Aston Villa,0.0,461,18,0,1269,173,335,67,,,,,0.0,7.897419512271881,0.0,Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.589678049087524,0,3.737592935562134
703,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,487835,,,0,0,0,0,0.0,646,259,,,0,3,0.5,0.0,0,Benjamin,0.0,,,,,,25,,,,,,,,,,,,,,,,,,2.6673130989074707,2.35387659072876,2.180774688720703,2.215139865875244,,2.0917718410491943,2.449787378311157,1.997780680656433,1.9110220670700075,2.40705680847168,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,651,258,False,0.0,651,258,0,,,45,0,0,,0,,487835.jpg,0.0,0,0,Chrisene,0.0,False,,a,2,7,Aston Villa,0.0,629,257,0,99,52,30,18,,,,,0.0,5.118244753943549,0.0,Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03210139274597,0,2.7575783729553223
76,80.25238470598094,3.2100953882392376,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,397,,,28.13938470598095,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61810,,,0,0,0,0,42.6,307,101,,,0,2,1.2,1.7,7,Pontus,2.2,3.715555963771068,3.1429047567979174,3.342204321869555,3.020738671676048,25.0,25,,,,,,,,,,,,,,,,,,2.7560293674468994,4.029486179351807,4.039778232574463,3.899973630905152,,2.8892199993133545,2.4228193759918213,2.798225879669189,3.606451749801636,2.5550403594970703,,,,,,,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,115,20,False,463.4,41,13,2241,,,45,0,0,,0,,61810.jpg,3.0,0,0,Jansson,6.3,False,,a,3,94,Brentford,260.0,105,12,74,1308954,3502,929942,13973,0.7133545307198306,0.8256791030602373,0.6712752603724551,1.5132534781864186,0.5,7.056234253777398,16.4,Jansson,0.4,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.08,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.1999999999999993,2.0,0.5,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,9.6,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0999999999999999,0.1,0.4,6.026122638850534,2.892520640593719,1.4432126334493351,1.9863878557664272,1.8075860719786203,2.9863412151656394,2.26287181315765,2.0901271721360497,8.026122638850534,,,2.7973158564688854,7.195246544376106,3.797315856468885,2.243240250500872,2.0180663237704506,3.27492301231193,1.5413411329464508,6.026122638850534,7.866246544376106,5.274923012311929,2.9863412151656377,3.33387181315765,4.263520640593719,5.874923012311927,4.386387855766427,31.75305414199829,4,2.7560293674468994
77,68.79545232943543,2.866477180393144,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,310,100.0,100.0,6.7534523294354285,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,128295,,,0,0,0,0,258.5,90,61,,,0,3,1.8,2.3,3,Christian,2.8,3.4932547090607016,3.2800926246230007,3.2954170873115163,3.759384667919012,24.0,25,,,,,,,,,,,,,,,,,,2.826655864715576,3.4662423133850098,3.476534128189087,3.3900904655456543,,2.9155659675598145,2.476257801055908,2.736492156982422,3.3905844688415527,2.5948970317840576,,,,,,,39,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.8,56,38,False,429.0,53,20,2126,,2021-12-27T01:30:11.247407Z,50,0,0,,0,,128295.jpg,2.5,0,0,Nørgaard,0.6,False,,a,3,94,Brentford,326.0,77,44,59,187349,681,189900,1027,0.5732954360786289,0.6986509418121403,0.7518769335838024,1.2819275662621996,0.6,6.019995212554931,11.8,Nørgaard,2.0,6.0,0.0,0.1,0.0,0.0,0.0,0.1999999999999999,0.0,0.1,,,0.0999999999999998,0.0,,0.1,0.5999999999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2999999999999999,2.3,4.3,0.17916666666666667,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.1999999999999993,2.0,0.5,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,11.5,0.7,0.0,0.8999999999999999,0.0,-0.1,0.0,0.0,0.2000000000000001,,,0.0,0.0,,0.0,0.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,2.606530659712633,5.72313016014843,3.181803158362334,6.746596963941607,1.2018965179946552,1.9965853037914087,2.690717953289412,2.2725317930340125,3.9065306597126335,,,1.749328964117221,1.5488116360940265,,4.360810062625218,7.57551658094261,2.118730753077983,2.135335283236613,2.606530659712633,1.5488116360940265,2.818730753077982,2.4965853037914094,2.6907179532894125,1.22313016014843,4.918730753077982,4.646596963941607,30.099976062774655,6,2.826655864715576
78,82.78200000000001,3.9420000000000006,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,3.0,0.0,,,,,0.0,0.0,0.0,0.0,2.0,1.0,,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,268,50.0,50.0,0.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144485,,,-1,1,0,0,326.3,64,7,,,1,4,1.4,1.6,0,Ivan,3.8,4.8,4.477777777777778,4.162214285714286,6.666666666666667,21.0,25,,,,,,,,,,,,,,,,,,3.751957416534424,4.668360710144043,4.678652763366699,4.666810989379883,,4.120328903198242,3.141823530197144,3.6970584392547607,4.392977237701416,3.2735517024993896,,,,,,,35,6,0.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,147.0,23,5,False,397.6,72,5,1890,Calf injury - 50% chance of playing,2022-02-10T01:00:14.772875Z,65,0,0,1.0,0,,144485.jpg,3.7,0,0,Toney,9.2,False,,d,3,94,Brentford,747.0,9,4,77,2366542,929,3865900,52982,0.6064615384615386,0.7384615384615384,1.0256410256410258,1.546179609429443,0.6,6.175919862893911,11.8,Toney,3.6,10.8,0.1,0.0,0.0,0.0,0.0,0.0999999999999996,,,,,0.2000000000000001,0.0,0.0,0.1,0.5,0.0,,,0.0,0.6,0.8,0.7000000000000002,0.2999999999999998,0.0,0.2000000000000001,6.1,9.7,0.4619047619047619,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.1999999999999993,2.0,0.5,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,23.44,0.0,0.3000000000000002,0.1999999999999997,0.3000000000000002,0.6999999999999997,0.3000000000000002,,,,,0.0999999999999996,0.5,0.0,0.4000000000000003,0.8999999999999995,0.5,,,0.5,0.0,0.8,0.1999999999999999,0.1,0.1999999999999997,0.1,,2.3,3.200000000000001,1.799999999999999,3.200000000000001,7.799999999999999,3.5,,,,,1.9999999999999991,4.0,2.0,3.9000000000000017,11.099999999999998,5.0,,,4.0,3.8,11.371,5.671,3.3,2.799999999999999,3.000000000000001,40.143479108810425,5,3.751957416534424
79,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,154138,,,0,0,-4,4,0.0,684,282,,,0,3,0.0,0.0,0,Tariqe,0.0,,,,,,25,,,,,,,,,,,,,,,,,,2.232422351837158,2.7587780952453613,2.7690699100494385,2.654848337173462,,2.488066911697388,2.074472665786743,2.2365095615386963,2.678804636001587,2.0787909030914307,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,686,281,False,0.0,686,281,0,Lack of match fitness - Unknown return date,2021-11-30T17:30:16.450591Z,51,0,0,,0,,154138.jpg,0.0,0,0,Fosu-Henry,0.0,False,,i,3,94,Brentford,0.0,678,282,0,2113,22,8727,17,,,,,0.0,4.7459187694624365,0.0,Fosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.204185724258423,0,2.232422351837158
80,42.38132927063162,3.852848115511965,0,0.0,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,,,,,,,,,,,0.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,100.0,100.0,12.38132927063162,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,154561,,,0,0,-2,2,0.0,557,53,,,1,1,2.0,2.5,10,David,3.0,5.483731885898492,5.483731885898492,4.247361182271118,5.483731885898492,11.0,25,,,,,,,,,,,,,,,,,,3.124743700027466,3.8478071689605713,3.858098983764648,3.7791686058044434,,3.2313365936279297,2.802579879760742,3.1296160221099854,3.604877471923828,2.8592991828918457,,,,,,,11,0,0.0,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,324,22,False,246.8,185,22,990,,2021-10-26T22:00:11.833421Z,43,0,0,,0,,154561.jpg,4.2,0,30,Raya Martin,3.2,False,,a,3,94,Brentford,0.0,523,42,46,939506,7378,992495,2403,0.8960111896539454,1.2752864850926726,1.2752864850926726,1.8580083486184442,0.7,7.758667746255565,10.7,Raya,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.1999999999999993,2.0,0.5,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,0.0,0.0,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.426122638850533,4.89252064059372,,,,,,,,,,,4.195246544376106,,,,,2.541341132946451,8.426122638850533,5.195246544376106,5.274923012311929,3.9863412151656377,2.36287181315765,3.892520640593719,5.274923012311927,2.9863878557664263,33.362271308898926,0,3.124743700027466
