,learning_rate,depth,objective,l2_leaf_reg,random_strength,subsample,colsample_bylevel,test RMSE
86,0.014506018751548333,6,RMSE,0.706318886781472,0.003937666720842024,0.689531560394486,0.9524187227028585,2.829658851847105
87,0.00817433518525934,6,RMSE,0.6673972301767181,0.0046205445444344444,0.6587462341647117,0.9113949150246208,2.828260042348028
88,0.003512868875838275,6,RMSE,0.6581809573197177,0.0045064634234106395,0.6706339239863723,0.9083914081488902,2.832524696620601
89,0.00818728376525342,6,RMSE,0.6887356798831802,0.005236252375108219,0.7041790042401831,0.9247752724727439,2.8284389397381218
90,0.0076924102871086825,5,RMSE,0.6364174439290822,0.0051686274421042545,0.6574368204722474,0.8554614317882266,2.8298575109846595
91,0.0010327783103707428,6,RMSE,0.5886934064432829,0.005469780312677312,0.702022897669213,0.921563848308128,3.069341695221933
92,0.007886274358200817,6,RMSE,0.6995994904623424,0.00485518271090093,0.6732393374305493,0.9321911737893971,2.828229122626664
93,0.008657332204961515,6,RMSE,0.6917144662761622,0.004833315263623069,0.6697450942853896,0.8983285809502896,2.829668727114098
94,0.0032199330256379175,6,RMSE,0.7127316520130309,0.004845819997269116,0.686931423675815,0.9311267372064345,2.835143354170408
95,0.017018905267336997,6,RMSE,0.7707625457685339,0.0052387240628762235,0.6516382928881214,0.9107853587531729,2.8292260936762483
96,0.006636499450574729,6,RMSE,0.6662360622585529,0.004582354155322995,0.6230033100883738,0.888769742095237,2.8292702835568084
97,0.014000398258388325,6,RMSE,0.6941157267729511,0.00427041735565829,0.7145272789727233,0.8735836109376214,2.8277091327237116
98,0.014351211380056673,6,RMSE,0.7263536039572075,0.004970489296060615,0.7194598126947362,0.8666601170294324,2.8309145906412074
99,0.007846269011495701,6,RMSE,0.68415883224807,0.004295691733810031,0.6048568346466757,0.8420291339646975,2.828719847317308
