,learning_rate,depth,objective,l2_leaf_reg,random_strength,subsample,colsample_bylevel,test RMSE
0,0.06273481854197112,4,RMSE,0.0528060013903975,0.0017333429961645544,0.450317157770461,0.7057045611758318,2.835889050759912
1,0.07309314805374727,6,RMSE,0.7690429191597477,0.009226002531378761,0.7568496412693696,0.9711807991953461,2.8310843882555625
2,0.056372710069785094,5,RMSE,0.2728668189630368,0.00573509879162174,0.9885890438641789,0.32442432095455215,2.8371545897652277
3,0.0898911544437821,8,RMSE,0.6957632338511287,0.0074564395795745485,0.5164121846972574,0.8827643110850167,2.8429263834853913
4,0.004973653367194967,4,RMSE,0.13226485727139092,0.009922930023835591,0.8874365752473521,0.9599574099279113,2.8315093453807822
5,0.003872802179806268,7,RMSE,0.3146521847143751,0.009135853337262552,0.582158114279141,0.6310580974676427,2.832385374041898
6,0.034210329193478224,6,RMSE,0.5821999980945276,0.002619724815037948,0.8106780533617584,0.3584319584787091,2.8317614932496555
7,0.09868897784835289,7,RMSE,0.9323475955060561,0.0011786904095817774,0.7158431747565435,0.463115796575685,2.8351565701140897
8,0.08124078573137497,6,RMSE,0.9265744129457522,0.009323524833348957,0.8068193725227779,0.5261283644729237,2.831157875194859
9,0.00945496857188624,7,RMSE,0.9209138126030866,0.003769631023519793,0.7234402430213847,0.9162056630970301,2.829320331287067
10,0.03183920679493511,8,RMSE,0.47007987641743626,0.0039540356342097,0.30171495839528184,0.8285677197304568,2.8347086196135125
11,0.07335042968438177,7,RMSE,0.7755867041152908,0.0055988252325517,0.704692461995891,0.9766181986847712,2.837881951987169
12,0.0420574001982916,5,RMSE,0.9880011305815567,0.00011847452825629844,0.6417836153678427,0.8283964171820808,2.83176193249259
13,0.020031176858791362,6,RMSE,0.7916033678664213,0.004152917939986406,0.744583694340961,0.9749221751426067,2.829593992339108
14,0.018352287383633342,7,RMSE,0.8533116036064912,0.0041688603963552315,0.6628649822343162,0.8643876945030806,2.830432297024064
15,0.01789641664541014,5,RMSE,0.6719690620617557,0.0034624124034939134,0.8686953130764046,0.7396376241897997,2.8311639597834746
16,0.019581763271651623,8,RMSE,0.9968935024897562,0.00523076096973362,0.6257045247760497,0.998635674749031,2.83347606485259
17,0.04506597322349447,7,RMSE,0.8429004883783151,0.0024808961800528813,0.7731072820437677,0.899389217224637,2.8305998514982678
18,0.0019883808045628544,6,RMSE,0.6120298238672403,0.004683840091418917,0.5856263994780311,0.8098297490958186,2.874968881166046
19,0.0269568440949099,5,RMSE,0.8190020842422546,0.006670587416881507,0.7131113784789684,0.9156036913319662,2.830590167536096
20,0.01177324579285835,6,RMSE,0.7099343868520348,0.003304761818567058,0.8916406458278814,0.7677505907751229,2.8299966288148677
21,0.012593533639791587,6,RMSE,0.72691399497248,0.0031453940240117615,0.8699897093085198,0.7699975215953098,2.8309510458247673
22,0.00938121621338908,6,RMSE,0.8713545907431136,0.004277854969760666,0.979313442145667,0.9168161107083359,2.8313654042029697
23,0.012557677722160186,7,RMSE,0.7474862460550245,0.003417376199938961,0.9245132012307404,0.7767381733367709,2.8320550771052972
24,0.026125975643122922,6,RMSE,0.90063317001259,0.002628154726608204,0.8114447780629684,0.8607172510678796,2.8291720792111996
25,0.026410228278667958,5,RMSE,0.9116651464937048,0.00469488684605695,0.813265672800428,0.9340372962687483,2.831411137275956
26,0.03770594204106323,7,RMSE,0.8228412423202198,0.002319851287111089,0.7549066385907942,0.8672733067856185,2.8316243822331946
27,0.0251003778938136,6,RMSE,0.9281919053787098,0.0015958447775101287,0.8215116478978596,0.9949917203720091,2.8303633125119974
28,0.03135927372830691,8,RMSE,0.9953462804546238,0.004276499245478894,0.6878335347354941,0.9458310728726214,2.8350493108244614
29,0.049479289869302945,4,RMSE,0.8722042323235873,0.0019306181053054816,0.7378967888540885,0.6584867013895601,2.8354841575729917
30,0.02219119830750033,7,RMSE,0.7789292204444004,0.0030514268131492488,0.6666274750625025,0.86936093597357,2.831754901776544
31,0.01326099747508286,6,RMSE,0.6890772523165424,0.003537638507385143,0.7779963251139356,0.8232777356371225,2.830105123799496
32,0.0012559315468687396,6,RMSE,0.7908224161423978,0.002671658845923351,0.8482140047349733,0.9256221129360418,2.990318966122204
33,0.009225154339383902,5,RMSE,0.8899089301465041,0.003777028392621068,0.9197102279085329,0.7317654788174935,2.8304593266493208
34,0.01590559595381557,6,RMSE,0.8046963099005057,0.0030877369344646903,0.7707148593885638,0.888526055161936,2.8307338004669367
35,0.022586644699380758,6,RMSE,0.756003316310689,0.0037899881823452194,0.7397372956091736,0.9639748423823474,2.8306004067367785
36,0.008995934547013537,5,RMSE,0.7169012252387926,0.005230106899380358,0.837913343817439,0.9379035729645394,2.8304910810232315
37,0.007016575477475602,7,RMSE,0.6698730163084485,0.004839908658463267,0.9010106233635882,0.8536404516075144,2.831652856662169
38,0.058957875666684374,6,RMSE,0.8470436279912178,0.005964878550167658,0.7919127282709657,0.7942081836403598,2.8338241146299508
39,0.015308366824028391,7,RMSE,0.9484809935929706,0.0029135930861304998,0.8445327323687359,0.9651587483865152,2.830983874577294
40,0.00550994993587726,6,RMSE,0.8938926267406447,0.004455308069976011,0.7267397711344126,0.8970393986230308,2.8291478531496708
41,0.005430800579049223,6,RMSE,0.9063665951037062,0.004059102573835566,0.7477404214333029,0.8932578166316106,2.8288697723597114
42,0.0050003503099213704,6,RMSE,0.8957936129130617,0.004337523856481186,0.736612561548938,0.8983848781456496,2.8297954071867886
43,0.004003157893743403,6,RMSE,0.9478636349491035,0.003823506926646956,0.6893432470419355,0.9999944941035565,2.830312643713773
44,0.005586940930138481,4,RMSE,0.9525274668995278,0.004697225710276229,0.787804407262263,0.836139443697413,2.8321697494069906
45,0.017539669596173955,6,RMSE,0.8697241524875097,0.004001955077562397,0.7136168745160189,0.8999450894116023,2.8315173361304424
46,0.0015269100312263113,5,RMSE,0.9098953472629482,0.005648013027805562,0.7516453842369687,0.9513566719667532,2.932851854940714
47,0.022205403040407648,6,RMSE,0.8246883778040711,0.005070183665442982,0.6333895162656737,0.8524452806735093,2.830776641894276
48,0.008378300532452719,7,RMSE,0.9683243281029948,0.002818669699051251,0.6795178206168405,0.8939170171765607,2.8296118662242775
49,0.015574353881791951,7,RMSE,0.995443335816536,0.0023068214409370878,0.7224711337798098,0.9669449470358695,2.831222054361035
50,0.031110108011877267,8,RMSE,0.9174110358279672,0.0044280677058866616,0.8044424334454635,0.924311964743786,2.83461410768773
51,0.008572550869505174,7,RMSE,0.8553953541414372,0.0027895424470885484,0.6836182399051619,0.8829503866852554,2.8305693247904617
52,0.006387637954923524,7,RMSE,0.9697997515033473,0.0036193016077196247,0.7556208540043551,0.8814989305986772,2.8290515003560475
53,0.012579067513671187,6,RMSE,0.9611918990822726,0.003634145311424858,0.766638559177606,0.8519068315423388,2.8304480989556446
54,0.019300083553902746,7,RMSE,0.8939993399573832,0.00404241190741823,0.7111823581354111,0.8253606001892723,2.832934737558267
55,0.00485241995268302,6,RMSE,0.8026894647726355,0.003250135585074144,0.651893455957282,0.7987129819868322,2.8301585911243583
56,0.0013666240712923074,7,RMSE,0.9320996103816301,0.0035166502534961937,0.7583994244611382,0.9097396864673283,2.9632702075424144
57,0.012226725364005629,6,RMSE,0.9675238760070961,0.004113735365451506,0.7943597426874236,0.9410314617619459,2.830167560462104
58,0.006653695994303184,8,RMSE,0.86875501127882,0.004516327405571538,0.7275407697206161,0.9844743944941994,2.8302936621644212
59,0.01839229837028567,5,RMSE,0.8341303692317759,0.004972957793294661,0.6142228683719276,0.8670047098854768,2.831852404685077
60,0.010773143833783867,6,RMSE,0.9114899399019374,0.0032363381048189964,0.7033077363931031,0.9172026125236937,2.829388638378326
61,0.011431689899641754,6,RMSE,0.9174465632280231,0.0032804474082115506,0.7043718289632219,0.9766262765094678,2.8289662525148
62,0.009448288826078774,6,RMSE,0.9188256809779981,0.003183004762247083,0.6975703664820139,0.9267884541512976,2.8294723807922937
63,0.00548339624994441,6,RMSE,0.996863252528062,0.0024949765371484953,0.655943418279453,0.8813794621628458,2.828377972876036
64,0.005980634388565688,6,RMSE,0.9945857776126883,0.0024572338073444834,0.6707730855893344,0.8830386432862006,2.829819295648633
65,0.004087514634497365,6,RMSE,0.9705922524950519,0.0022287954262720754,0.648465984653965,0.8353385493644172,2.831120307330658
66,0.015003446392213854,6,RMSE,0.936788551774991,0.0017911005191855443,0.6075642159677123,0.9538116883202661,2.8297576040895556
67,0.010982350490408957,7,RMSE,0.8653837730848385,0.003566576408934958,0.7437306455792801,0.9756704001673159,2.831006504714042
68,0.014776365455630155,5,RMSE,0.9949348566177401,0.0029014220653225124,0.7652480807575374,0.8125611202067279,2.8303025309651333
69,0.001372498046185164,7,RMSE,0.896406791376834,0.002632546281010431,0.8180858453066941,0.8741503372447605,2.9616295332150333
70,0.011196391223308837,6,RMSE,0.7604465595832848,0.0038192173588344263,0.6662603712740562,0.9089675309445383,2.8282385814291673
71,0.00802801296534814,6,RMSE,0.8287312704662113,0.003936349704322098,0.6473682777504216,0.9037335336550244,2.82822321438385
72,0.006959165709420047,6,RMSE,0.8330359397087209,0.0037889213618129405,0.6580778656158595,0.9024065283748627,2.829294619199466
73,0.01087254010373918,6,RMSE,0.7801293703711448,0.0034104932029296285,0.6296627555109606,0.9430730720332394,2.828352239717146
74,0.003928831330659256,6,RMSE,0.7761168412152856,0.0034372139842771335,0.570250278998219,0.9453506603897865,2.8314299999461126
75,0.01066628171504122,6,RMSE,0.7408419590316282,0.0041149938341942475,0.6375915812300103,0.9878085979084561,2.8289790299950974
76,0.012366539766896811,6,RMSE,0.7402330532165312,0.004069734837198483,0.63104071258646,0.9830569968532962,2.829824595000276
77,0.01056905750221981,6,RMSE,0.7970251483638483,0.0038772659997530308,0.6615551430730726,0.9584656090690299,2.829412778109589
78,0.016732625440515677,5,RMSE,0.7525550604914835,0.003397722785525372,0.5952179301287577,0.9980279344061814,2.829299087008612
79,0.02014460644915272,6,RMSE,0.7641951817003166,0.0030689162289745026,0.5681236296031709,0.9341724944661637,2.8310897609299728
80,0.007139642313030766,6,RMSE,0.8119511640511142,0.004559934056545554,0.6371874869252253,0.9162112014953732,2.828857240769898
81,0.007585786676363374,6,RMSE,0.8108394269038229,0.004203761657862803,0.635821535385061,0.916972296173515,2.829439246327694
82,0.013623641483891249,6,RMSE,0.7269431331311675,0.0036751576797053,0.6804931330909136,0.9692853108861752,2.829943749085421
83,0.0032456699640357827,6,RMSE,0.8407975747434117,0.004681404227839011,0.6153865214964457,0.940010385801388,2.8354445758939217
84,0.009995101496543186,6,RMSE,0.7888411443402514,0.004356829594349972,0.6427892695571769,0.8814801752161773,2.829950860704911
85,0.0074945944823516745,6,RMSE,0.6854168859152483,0.003991540463319086,0.7004900922784844,0.9115082721616158,2.828777150472594
