,learning_rate,depth,objective,l2_leaf_reg,random_strength,test RMSE
0,0.016075575587472954,4,RMSE,0.08367218010221991,0.07364680687014247,2.8955806180290695
1,0.01453710137765394,6,RMSE,0.030024114643339095,0.08179854575152276,2.8966964746377024
2,0.0024976838062835895,7,RMSE,0.019066715566017817,0.14357619311736014,2.9102334968826407
3,0.011685008329930118,8,RMSE,0.07121531936470903,0.09967796490490204,2.901405433688387
4,0.003382210948273912,7,RMSE,0.14406489756150404,0.07953862023540101,2.9004608681150263
5,0.019097681198305926,7,RMSE,0.12265289372734506,0.06923951555044373,2.8976857060031485
6,0.016052075625168735,8,RMSE,0.03682873224178752,0.12010112822330928,2.9012564808613908
7,0.0077345326119104925,8,RMSE,0.14330834764730693,0.05153536478668086,2.9017862624526094
8,0.007449905073399437,7,RMSE,0.04867469676485528,0.07254492850841812,2.8984074179492674
9,0.015903826475954466,7,RMSE,0.12015406393161064,0.10400922056440587,2.899283369674902
10,0.018866585541427693,4,RMSE,0.08990236679934663,0.05030332644894263,2.896561188260452
11,0.019952818823585718,4,RMSE,0.08761860231399586,0.0518121283730355,2.8945573821434185
12,0.019266155332570672,4,RMSE,0.07915492983515951,0.0650493929702284,2.893684626273318
13,0.019957041527705784,5,RMSE,0.06836826942887651,0.059758652012340194,2.8942423809836866
14,0.01813210783578165,5,RMSE,0.05733271615211649,0.06291207486438134,2.895757743755964
15,0.01264217583562676,5,RMSE,0.0676120639632921,0.06228544685563435,2.895901878175544
16,0.01988797084933242,10,RMSE,0.056232079601791836,0.08351636920454664,2.9069823288392937
17,0.013792967985968676,5,RMSE,0.012677951977937293,0.09060978127865302,2.896337947858762
18,0.01741972618831924,6,RMSE,0.10306991591499373,0.06361117072079063,2.8979327509605466
19,0.017170898003429986,5,RMSE,0.07268731882665413,0.0639923024210822,2.895300907702406
20,0.014431553147127928,6,RMSE,0.04467618680247405,0.09276165536853015,2.896955114963222
21,0.019512274274497945,4,RMSE,0.09317920380194067,0.05008170347786884,2.8945554188495235
22,0.019852480592027336,4,RMSE,0.10042010553974727,0.05874310935587258,2.8943312345189014
23,0.017922944740662274,4,RMSE,0.1035377791200762,0.05876687422233523,2.8962990127188917
24,0.017616562796390497,5,RMSE,0.07531550083314204,0.07379035244965759,2.895091749967797
25,0.016492302675040184,4,RMSE,0.06318382823804508,0.05838675374229867,2.8959162734402897
26,0.01987385775371047,10,RMSE,0.07824681329429685,0.065867268780487,2.9145645835957055
27,0.018190866794224676,6,RMSE,0.06337196365915944,0.0704567611457004,2.8964322082888794
28,0.015846786945490247,5,RMSE,0.08192528321183788,0.05718017631059752,2.895006172461602
29,0.018481582808193498,4,RMSE,0.09716176257636369,0.07611341507587582,2.8970536320111178
30,0.01675573874995864,4,RMSE,0.08134821630766378,0.07022109787580506,2.8956959101255446
31,0.01989618806728695,4,RMSE,0.09403541519448183,0.05399500097922166,2.894377811584019
32,0.019990329116636885,4,RMSE,0.08796816148541081,0.057793498688751506,2.894504492159288
33,0.01872361945126485,5,RMSE,0.09930815549791615,0.05512165510143616,2.896156407385444
34,0.014965301894241842,4,RMSE,0.07793881732553216,0.06557175284611216,2.8947723094615077
35,0.01868762172790868,6,RMSE,0.10834486698002382,0.05652472449782193,2.8983797465655705
36,0.01729418093141029,5,RMSE,0.08503347188549454,0.08108844253322837,2.896246453176549
37,0.01901568081233634,4,RMSE,0.09252649292335352,0.06889754624772099,2.8954646609197767
38,0.016751657028364095,5,RMSE,0.07111458834142344,0.07716176021863397,2.8973961174393357
39,0.01900006419796908,6,RMSE,0.11106861743535147,0.060636756548752294,2.8967694161884534
40,0.015415733692152385,9,RMSE,0.03145023719194617,0.05519547662030633,2.9046253120055083
41,0.01993387485010909,4,RMSE,0.08651671287532786,0.0590724043031341,2.8946266656745965
42,0.018121053045756338,4,RMSE,0.09458059547641001,0.06798646041020952,2.8951432556796655
43,0.019961939920162278,4,RMSE,0.08431728233421681,0.05582610706379976,2.895250704517119
44,0.019039527896972688,4,RMSE,0.07639085929752479,0.05298846741092051,2.895500449845068
45,0.017727028979448712,5,RMSE,0.06941003212411068,0.07329053254365663,2.8953740695365333
46,0.01629657277448384,4,RMSE,0.09174926358159158,0.06132327606736231,2.8958893278705027
47,0.01942982728551699,8,RMSE,0.08760695997269233,0.05242463353688824,2.900940574631262
48,0.018399305006368334,5,RMSE,0.11715342828078715,0.06576072065287378,2.89588005507916
49,0.0171287862151841,4,RMSE,0.10221315445117438,0.05065754067669913,2.896891003724634
50,0.019104392186591716,5,RMSE,0.08156535449296927,0.05995591759377559,2.895372003440215
51,0.019481642913625842,4,RMSE,0.09465123414655273,0.05113489857654418,2.8957591993465703
52,0.019889127859143818,4,RMSE,0.09078255614931038,0.06253686319750655,2.894922891282566
53,0.018057822178165633,4,RMSE,0.10862094865974828,0.05047057060887975,2.8949529744646902
54,0.0190577630265317,4,RMSE,0.09915825782096256,0.06681973194753946,2.8957378765764203
55,0.0174888101447769,5,RMSE,0.08866948239255207,0.05537777309695281,2.896454435321521
56,0.019291209586029433,9,RMSE,0.0735707352050706,0.06273980744601014,2.9057196053605767
57,0.018230843280476285,4,RMSE,0.07925606556029391,0.05869943251951841,2.8957993273808667
