,learning_rate,depth,objective,subsample,colsample_bylevel,min_data_in_leaf,test RMSE
53,0.03349778711586886,4,RMSE,0.660527270122171,0.2893640142790528,83,2.9001583802976443
54,0.0449800358855763,4,RMSE,0.7630610012097209,0.33570219951190833,415,2.9002621763356573
55,0.03956024837811384,5,RMSE,0.7044527838468713,0.12837510112574535,163,2.900380155580257
56,0.03540122870114371,5,RMSE,0.8099967442150904,0.2133996945440512,202,2.902081552680043
57,0.028472000220838848,4,RMSE,0.9020512647528286,0.27706964175955695,283,2.9016060964190444
58,0.04176008826447836,4,RMSE,0.6456210480411196,0.10108352352457708,227,2.901297276634578
59,0.0055759985903345785,5,RMSE,0.7392245221397531,0.4254320884327728,131,2.900529421689069
60,0.032586327863882214,4,RMSE,0.8513276732486411,0.3180351819210011,335,2.9020495054563713
61,0.014658431018863237,4,RMSE,0.969902547219568,0.27434353371502296,250,2.899366938660097
62,0.01494025253443858,4,RMSE,0.9639525475292782,0.24826772400472105,242,2.899022421973601
63,0.019603364961125212,4,RMSE,0.9960527488041183,0.15934596972359377,226,2.8996613095522434
64,0.022835965583539997,4,RMSE,0.8838463745251943,0.18877017655809591,464,2.8993108707910684
65,0.01710345396286342,5,RMSE,0.9092489325562985,0.2354815712101468,83,2.899684281994376
66,0.011428814955483231,4,RMSE,0.7909416759521011,0.3767689957232584,371,2.8994987865107786
67,0.005710510094508793,5,RMSE,0.9504962939814535,0.32890499936615886,213,2.9000075511657877
68,0.0263034732184216,6,RMSE,0.9258782944580042,0.2705897850123517,257,2.9002033713634923
69,0.02053897951312078,4,RMSE,0.8616415766607268,0.35498020801335295,436,2.8981847924200723
70,0.0311722483035074,7,RMSE,0.8168669004344244,0.3686852638425853,451,2.9040596555854084
71,0.01973955129677239,4,RMSE,0.9706539928057445,0.30965798331650835,405,2.9007999442853674
72,0.015582693349889336,4,RMSE,0.8666525263070222,0.41349827851854715,477,2.8987601015737026
73,0.027713673957322646,4,RMSE,0.8629975609226556,0.45105758601969637,479,2.8991163196238916
74,0.023559110321524118,4,RMSE,0.7763544085224028,0.4135625354648206,428,2.898087665970352
75,0.024209415952342682,5,RMSE,0.7819322369996907,0.35062562836159583,421,2.9008385458016974
76,0.020788252148165185,8,RMSE,0.7260417995668815,0.3743460145278307,388,2.906585332716262
77,0.026326137965739793,4,RMSE,0.8389161734535121,0.4351736712940665,437,2.900281900587629
78,0.023090700786688564,5,RMSE,0.7657083099410741,0.3998787617285348,449,2.900015641234379
79,0.0502949014226268,4,RMSE,0.7999878433638284,0.47922562077119596,433,2.8988076146571036
80,0.029421389909991123,4,RMSE,0.6932374064814917,0.33229690546698404,399,2.898136928148737
81,0.030676327243727958,4,RMSE,0.6970159118541918,0.3507425661378297,370,2.900547673334873
82,0.039321885095701406,4,RMSE,0.734539088736831,0.2949926816484,401,2.8984215674553075
83,0.03822117245814473,4,RMSE,0.7412254326698737,0.30040136208857066,401,2.901331089004928
84,0.03410600512634216,4,RMSE,0.7803131852063743,0.32586082438713904,356,2.9014130847800255
85,0.03538537127813456,4,RMSE,0.825168562593198,0.39430155909940856,378,2.8988379763104133
86,0.040023494954648436,4,RMSE,0.7508304015222357,0.354991681814842,417,2.9008583946248514
87,0.04425832584919754,5,RMSE,0.7149883766424937,0.2824253770669478,396,2.9004903837773712
88,0.03628308561829226,6,RMSE,0.8805772292419098,0.4500760031273036,447,2.9021399654849818
89,0.030979721534302028,4,RMSE,0.8032474147919317,0.3132565181448384,425,2.900190699601402
90,0.05394306123057339,5,RMSE,0.683973951105751,0.3328821729527205,50,2.901674249550731
91,0.024587971969698495,4,RMSE,0.7642131140626567,0.2388797014268394,389,2.899987999735514
92,0.018269113603058103,4,RMSE,0.7247188793100123,0.19515356519911978,407,2.900320826664437
93,0.027472322695145105,4,RMSE,0.841607966716605,0.29146820352227965,110,2.8989749496160955
94,0.02219418707442424,4,RMSE,0.6866924314709093,0.2610718863583867,430,2.899474335967339
95,0.02944480818984121,4,RMSE,0.7096882725834079,0.38504045847618507,300,2.900205092422844
96,0.038863042587983995,5,RMSE,0.7453679186060751,0.2126353137539029,73,2.900051657265881
97,0.032346609871672295,4,RMSE,0.7873643444758411,0.41445719722801905,363,2.8992736037685765
98,0.057740148114579753,4,RMSE,0.6669723326109114,0.2292146375685743,412,2.900480798634854
99,0.021190809470563246,4,RMSE,0.9197509125043761,0.36559256236301446,489,2.898979059047681
