,learning_rate,depth,objective,subsample,colsample_bylevel,min_data_in_leaf,test RMSE
0,0.017551341953458265,4,RMSE,0.7116427693334108,0.45286430216060114,411,2.8974586058285015
1,0.05790331652523703,5,RMSE,0.9954815727292836,0.24402376335273052,265,2.8981371967193503
2,0.01526752382503661,7,RMSE,0.8443068625217245,0.8506259086038583,190,2.903096761529562
3,0.008284931669537749,4,RMSE,0.8726512771624126,0.9554271645112805,158,2.900296976979868
4,0.09067803243369589,5,RMSE,0.32863504460382287,0.5341054782555834,315,2.901320310771002
5,0.06697053940000203,6,RMSE,0.5442878899809963,0.4443691344070524,438,2.9046219630434127
6,0.09202843396808177,7,RMSE,0.5637501092931145,0.740630034679681,349,2.9105947259174876
7,0.0628342902926869,8,RMSE,0.1051584408129094,0.5081299485625845,155,2.9113164320752545
8,0.051153403153205074,6,RMSE,0.9638946574041372,0.4849840496287702,125,2.9004478821137702
9,0.044803110127649086,4,RMSE,0.3342757892121311,0.18672327175157855,274,2.901058917500355
10,0.02657345785483198,5,RMSE,0.7222660687022817,0.6915590226012698,500,2.899318132122777
11,0.029975005462107764,5,RMSE,0.9725907115935409,0.25776306686080186,398,2.9000989739614718
12,0.03315023415448949,4,RMSE,0.7561140121283438,0.3261259355934891,249,2.8995039103303686
13,0.00283924389983968,5,RMSE,0.9963971758389354,0.32277176904458166,67,2.914440440831208
14,0.02129348357221887,4,RMSE,0.7211499214231503,0.11723612084057536,231,2.8986129513143157
15,0.040781179229502876,5,RMSE,0.8297823857712489,0.3894237493586876,350,2.9008414712009056
16,0.009831712298597542,4,RMSE,0.8832437550067332,0.20438963301265275,459,2.9003617792623464
17,0.01649337791734442,6,RMSE,0.6164835528103252,0.6381981285272448,321,2.90133909014947
18,0.0563506818445179,5,RMSE,0.6791852052395616,0.378052123146277,384,2.899625161495795
19,0.03692661820685601,6,RMSE,0.797178831103045,0.5765396164461664,226,2.900354756727847
20,0.07299112335915864,4,RMSE,0.8975868484143471,0.26364496319974806,302,2.9028649951485046
21,0.023812390240931697,4,RMSE,0.7165970321293886,0.13821286710461772,213,2.900522174311326
22,0.021552115817687158,4,RMSE,0.7828279595795014,0.11651291439243774,265,2.900073609896381
23,0.04432712349514165,5,RMSE,0.6658196412597382,0.10219398501871615,201,2.9014012151824193
24,0.0023814979762294512,4,RMSE,0.9396230243448647,0.20939252966795274,247,2.9273052229692063
25,0.03411070903494032,5,RMSE,0.7956135058842951,0.27490759464481523,94,2.898163998063442
26,0.03333888196134974,5,RMSE,0.9050818690153731,0.4338231647774863,69,2.8999425448050586
27,0.03709985587288138,7,RMSE,0.8251466677829667,0.30935200099275656,112,2.905496451643447
28,0.05017977154295857,5,RMSE,0.989119526492952,0.3552959686114937,395,2.898221540145933
29,0.017566462622148036,6,RMSE,0.8415241324212638,0.4214511320127571,440,2.9004957109771317
30,0.029798360638489285,8,RMSE,0.9272776239998803,0.2783624717090718,176,2.9065305537324817
31,0.050174782275519456,5,RMSE,0.989363471401576,0.3588680976904976,392,2.900541911282044
32,0.011369995507130328,6,RMSE,0.8721701877441,0.3499348377215156,497,2.9012874557914268
33,0.048438152095009554,5,RMSE,0.924328229115111,0.24957723814235447,360,2.9038965066934956
34,0.05715599364217291,5,RMSE,0.864008465819678,0.46839495025519406,409,2.900432634190181
35,0.04212876270223273,6,RMSE,0.9993440571654548,0.4052665826401871,467,2.9010382009579523
36,0.07523266727658755,5,RMSE,0.7949852022816077,0.3018267857119707,301,2.902893985740009
37,0.026062786154893387,4,RMSE,0.9351032970481417,0.46295221816648846,100,2.899527303597938
38,0.05510196018921977,7,RMSE,0.8593123719746243,0.5324910490009619,427,2.9039179948345097
39,0.037669010944737555,6,RMSE,0.9458151062924529,0.37657306750929975,146,2.9018910505816344
40,0.06223227184150866,5,RMSE,0.7752895108521772,0.4973992095186068,311,2.8996031810016287
41,0.01909286893142665,4,RMSE,0.7261072274211162,0.1477887471274243,372,2.8993139499860803
42,0.012763297563461845,4,RMSE,0.5792152081417148,0.1833660066091739,182,2.9009050670001635
43,0.02159997934745856,4,RMSE,0.8166631264350406,0.21317982504869215,326,2.8999551710173623
44,0.029068688525466707,5,RMSE,0.7420467753456379,0.16241616679660653,288,2.899886552306067
45,0.016369706250353826,4,RMSE,0.9687936419901493,0.25807649630580864,239,2.898999149293449
46,0.008671796873935012,5,RMSE,0.8936555785003998,0.2230207919691224,267,2.900821290177104
47,0.024372608165182844,4,RMSE,0.5025130554258338,0.34284260883479056,342,2.9008663889449933
48,0.0458389878588438,4,RMSE,0.7605505685518232,0.29338785650442734,52,2.89822875364746
49,0.046915748573665934,5,RMSE,0.836635391693355,0.30031889179969995,95,2.901275688834385
50,0.04751687673375757,6,RMSE,0.9618094960699464,0.39762682191455073,62,2.903579145542909
51,0.05238616558239417,4,RMSE,0.7559483221893304,0.17461898093057865,51,2.899306192153
52,0.0415795551650847,4,RMSE,0.6953437345191982,0.24127169755560557,130,2.899213213512334
