,learning_rate,depth,objective,subsample,colsample_bylevel,min_data_in_leaf,test RMSE
68,0.03284011436073076,4,RMSE,0.6909430785192799,0.4088615527071661,57,2.898258135890789
69,0.011092815248461087,5,RMSE,0.714315666132457,0.4111608174243381,55,2.899772512155019
70,0.03037800187129028,8,RMSE,0.6848457397823609,0.349423206512268,47,2.907597898618555
71,0.02458642107979824,4,RMSE,0.568156858418037,0.4591526306563866,58,2.8975276755545454
72,0.022121127201255468,4,RMSE,0.7423389561493112,0.4569186394937802,60,2.899780492821743
73,0.0373377190661049,4,RMSE,0.6299896373212855,0.39179326926679103,59,2.9004884156960093
74,0.0010015189114527569,4,RMSE,0.5689710292987757,0.41877132781093246,50,3.142512765844521
75,0.025689150900392255,7,RMSE,0.6062141832433072,0.4941777502964885,64,2.902300155744322
76,0.014094297713242738,5,RMSE,0.6443501273477508,0.3212470351900443,53,2.899456195984311
77,0.036750463908527806,5,RMSE,0.5129894540502482,0.4561216784203876,95,2.9012630240253428
78,0.0699961453745617,4,RMSE,0.6988706869074426,0.4882967231854395,62,2.9000670098383114
79,0.06094132116728921,4,RMSE,0.6736892690433148,0.37965181231302525,57,2.902039548343569
80,0.04438606176001811,5,RMSE,0.574422153672746,0.5233126708782213,87,2.901635573069931
81,0.02972929563230886,4,RMSE,0.528338209117929,0.43710729447328117,27,2.9003727646792155
82,0.04898327981053076,4,RMSE,0.6070130524017777,0.5276989008959562,65,2.899941380698237
83,0.009909396685361728,4,RMSE,0.5458759209909361,0.4744623546954337,8,2.8989715316812097
84,0.023867824878399807,4,RMSE,0.5757332209481766,0.5053877976655116,74,2.8987810158353584
85,0.017272471925911664,4,RMSE,0.4935722886312331,0.40096396685144,70,2.898610023027861
86,0.05753102729399588,5,RMSE,0.6335096278050276,0.44895393160451424,82,2.9038326730136603
87,0.03210362913483028,4,RMSE,0.5880500350402821,0.42671854208566345,90,2.8991671888182196
88,0.04611045272903851,4,RMSE,0.6662939595202008,0.47584309032279787,67,2.8980238337043045
89,0.043072942506134866,5,RMSE,0.697824981210174,0.4755938463516833,58,2.901378589493878
90,0.008202561972197982,4,RMSE,0.6642441269651214,0.35672491174708754,54,2.8990621976078765
91,0.05371196397954382,4,RMSE,0.5539651569558758,0.534006117591481,67,2.9016451137840056
92,0.03459665064905131,4,RMSE,0.6211190684038735,0.509340298083049,96,2.8980992875631486
93,0.017990497634640286,4,RMSE,0.6230422475823864,0.507612570028586,98,2.8993296141677014
94,0.03505478740043688,4,RMSE,0.6680806186014656,0.46076151617513167,96,2.9019495835580917
95,0.025844190836784846,9,RMSE,0.6418981571825377,0.4264933500761827,50,2.907079990017974
96,0.043865369042294655,12,RMSE,0.7619130553347485,0.49365383245558503,92,2.932303923993512
97,0.03437807437112939,5,RMSE,0.7383203657451286,0.5596963721830819,44,2.9004448177285687
98,0.015360586948059668,4,RMSE,0.6001436313346953,0.5156223165238819,71,2.89831383165632
99,0.06568496763922398,4,RMSE,0.7189805732198978,0.4070986590913334,97,2.9027664200596055
