,learning_rate,depth,objective,subsample,colsample_bylevel,min_data_in_leaf,test RMSE
0,0.03589735486856833,4,RMSE,0.27392252187695576,0.3871410308971011,33,2.9012324169127055
1,0.29020835487355273,9,RMSE,0.956243113112372,0.23490559733744965,25,2.9370410448186757
2,0.08618500860597357,9,RMSE,0.788971638820781,0.8632437628634188,27,2.909583165209609
3,0.1598581639923871,6,RMSE,0.46662075725595986,0.9512740864764859,51,2.9065827603783774
4,0.1375724945424034,12,RMSE,0.12146061643151829,0.46801728368290796,39,2.9540032808996175
5,0.1670139092310713,8,RMSE,0.4049877376521342,0.2223716780455724,79,2.914751685330141
6,0.2980380655680006,8,RMSE,0.22843356333698572,0.4328945119136318,89,2.924126053463743
7,0.10519454488139081,8,RMSE,0.31662281786396324,0.2082651394544463,90,2.913742782945449
8,0.13230156754713235,5,RMSE,0.6862476791939538,0.1843107601082587,57,2.906043417297779
9,0.030010313489586795,12,RMSE,0.4065909660933674,0.7057025610194323,69,2.930232498627061
10,0.0044580398194482285,4,RMSE,0.05330720664175151,0.05698774808063939,2,2.907395850191378
11,0.05427190792160194,4,RMSE,0.5993658809127398,0.376061203790916,59,2.897617451138835
12,0.055677811108535646,4,RMSE,0.6129535290006448,0.5714005653323042,33,2.900657235739054
13,0.0609052715876566,6,RMSE,0.5969708808683348,0.598436730727341,11,2.9019115278145042
14,0.06186714153928074,6,RMSE,0.5754194815205255,0.5771024565315085,64,2.9020203634730075
15,0.005005260831353234,4,RMSE,0.7098001690256037,0.7030486558771396,41,2.901192055422034
16,0.09036235289176961,5,RMSE,0.5206918989860226,0.3284664548002546,15,2.90051934281691
17,0.08862800568882141,5,RMSE,0.513310004828138,0.3255094269690567,14,2.9021943155295014
18,0.11201695079184838,7,RMSE,0.48407503603139096,0.3348362999392919,70,2.909043325125411
19,0.18988689583597462,10,RMSE,0.8317467988269496,0.47311305579386875,48,2.94066436089589
20,0.07738421201843806,5,RMSE,0.6659857275965961,0.33785585416249475,17,2.9047584370332657
21,0.04521057316877117,4,RMSE,0.5911810535180971,0.5310411325166551,1,2.8997077401970204
22,0.04388132808347427,5,RMSE,0.5633275193155461,0.5006002229320702,1,2.8974044116317974
23,0.03349739608856213,6,RMSE,0.5852605716412124,0.5109098410974917,6,2.900008969356644
24,0.026583756569818123,4,RMSE,0.776837899376641,0.5218428856755125,98,2.8982307362524558
25,0.0017640128299995124,7,RMSE,0.7596480995211552,0.4115461574946485,99,2.9679436132377877
26,0.02775482168729353,5,RMSE,0.8617674751966622,0.6451595570783858,79,2.8990391363866577
27,0.06416481707963426,7,RMSE,0.7293878933721896,0.523300985743715,99,2.903970798838533
28,0.020866583795737907,4,RMSE,0.6747134317001282,0.46974742455836055,79,2.8981017748218716
29,0.04111617825161169,4,RMSE,0.6548263379122937,0.37652331379383264,59,2.8997743708499946
30,0.014014295359778502,5,RMSE,0.6578305705188264,0.4278386566310867,77,2.8985906204399123
31,0.02171428526805272,4,RMSE,0.7610516787805937,0.473178199703419,88,2.898645305863056
32,0.04225745027677631,4,RMSE,0.9170738692621622,0.37659775953058194,84,2.8997239337545597
33,0.03089031484295894,5,RMSE,0.7748521081069246,0.5029890002585016,71,2.8990331414616812
34,0.019818869822211878,6,RMSE,0.9909346658248346,0.6405335313788626,93,2.9021085684855343
35,0.05146348442537866,10,RMSE,0.7160310529483663,0.27006240453316566,51,2.914216516408368
36,0.07547149309077242,4,RMSE,0.8417237184647265,0.44023228553340327,30,2.901170698204723
37,0.017262855673237328,5,RMSE,0.6370145261046551,0.4062475957139808,21,2.899448739088582
38,0.04920734892907426,4,RMSE,0.5437028379672018,0.5438303711702223,82,2.898305813687182
39,0.03879276083438041,6,RMSE,0.7025708890664111,0.4792838303258182,63,2.901863972922693
40,0.07335886674639404,9,RMSE,0.4554615155506668,0.4523225829755269,96,2.9163594670297908
41,0.048630277226935,4,RMSE,0.5281169168105743,0.5145018819994313,84,2.901602771007799
42,0.016799997275182534,4,RMSE,0.6353416485012356,0.5688849127580756,77,2.899498758613734
43,0.05413453373988182,5,RMSE,0.5584098439420043,0.5424921748073539,86,2.9039535822208986
44,0.03091170295201654,4,RMSE,0.545915998087372,0.4582929513701753,93,2.8967307448363093
45,0.03019641867332802,5,RMSE,0.6803142899993275,0.3944964643523457,92,2.9006907238720885
46,0.001154492959115079,4,RMSE,0.4304132047857894,0.44823779382526324,42,3.0858040592335474
47,0.06281414759657797,4,RMSE,0.618798639856897,0.4843620910737007,73,2.8999619983340117
48,0.018577029767132984,5,RMSE,0.36802019028780364,0.27631887086523965,94,2.900005598494854
49,0.03401648688788419,6,RMSE,0.48601193499953155,0.6043268959830251,65,2.9010702078878925
50,0.012615008725368975,11,RMSE,0.5566112958917018,0.36765935657574783,45,2.917988796109805
51,0.049450079824898005,4,RMSE,0.5565471453084829,0.4311712370750531,84,2.9006447341982096
52,0.03885125400809307,4,RMSE,0.6032273784056146,0.5498528816057184,36,2.8994133282660597
53,0.06705652503301393,4,RMSE,0.5080756279997578,0.49990548927195994,81,2.903103785429975
54,0.08461543429762419,5,RMSE,0.6235027455259848,0.5500352024915949,56,2.89935290442564
55,0.05680667820742461,4,RMSE,0.5368334443019734,0.4637934931919472,89,2.9016556477022046
56,0.028278423792684474,5,RMSE,0.6835920538904207,0.5956886689902643,98,2.900267812142355
57,0.10241547476438802,4,RMSE,0.58674171004386,0.5154370672577394,73,2.9005973184482805
58,0.010001281476416903,5,RMSE,0.7369968778138029,0.4394103946745341,91,2.8987596920515513
59,0.048102633580743626,4,RMSE,0.8050392648206642,0.394500927980311,100,2.9012177714873775
60,0.024193133693447444,6,RMSE,0.4925367825665278,0.6310742599612146,53,2.9009722885378793
61,0.009751303006003055,5,RMSE,0.653416609777934,0.42081884617620857,78,2.899130017125323
62,0.03862918263391374,5,RMSE,0.6578837941974612,0.4964348913917599,75,2.900612604568273
63,0.010230520791426022,4,RMSE,0.6057080134717465,0.46534423680707726,67,2.89830466633685
64,0.0028778930520357276,4,RMSE,0.5393508809852186,0.5434019508588311,67,2.9144403830711516
65,0.02368045836484054,4,RMSE,0.5810761509481935,0.36249467041299166,61,2.900923967184157
66,0.042802557597845375,4,RMSE,0.45946065666609737,0.4708402184079632,80,2.900531599131386
67,0.055358184408246185,4,RMSE,0.6087447077378599,0.5691526230111618,68,2.8987143093664676
