,learning_rate,depth,objective,l2_leaf_reg,random_strength,test RMSE
0,0.008162392992582475,6,RMSE,0.011144005962175055,0.0009275300181982341,2.896396111211177
1,0.010322135213671568,7,RMSE,0.07325397542547972,0.0008746815623227009,2.898841810662285
2,0.008404197339619612,6,RMSE,0.04428355022771359,0.00029704192676861276,2.8968779803840756
3,0.0133516464148659,4,RMSE,0.04438640014767576,0.000998997267445105,2.8951907652009563
4,0.005771891395660563,6,RMSE,0.04134837388231891,0.0007741048386068364,2.896454357682127
5,0.014550780893066394,8,RMSE,0.07087975842107944,0.0005570102047231118,2.9049955103750396
6,0.010566132848630571,8,RMSE,0.07052597831885965,0.0007548227583702068,2.9022845410433704
7,0.005535768083313352,5,RMSE,0.04743707080203196,0.0002045125320766101,2.8959497444595623
8,0.011106803801426191,4,RMSE,0.04141597511410397,0.0005921207331519723,2.8956117646709796
9,0.005795612006687573,6,RMSE,0.08986816029419586,0.0006076752567864756,2.8978900274695034
10,0.014660754337034515,4,RMSE,0.01981148633444213,0.0009874773303785883,2.8971937718731806
11,0.012558282014023312,4,RMSE,0.02683623467961677,0.00039707177008676,2.895573711421669
12,0.013150812661623252,4,RMSE,0.027841268718649333,0.00040093056798440004,2.896092591740647
13,0.012548213298641432,5,RMSE,0.028486017293071226,0.00040807956898463804,2.8956896423670133
14,0.012402507431835517,5,RMSE,0.056322208432828966,0.0007457553862374191,2.8945549710759844
15,0.013301267017513203,5,RMSE,0.056984006675365295,0.0009982530820717968,2.895738767705365
16,0.011676840745264304,5,RMSE,0.05643580143535917,0.000792970000600616,2.8941062911588658
17,0.01174821989814265,5,RMSE,0.058456220659048944,0.0006941031902161349,2.8942975712764683
18,0.011543777326195177,7,RMSE,0.06520856105833074,0.0007032159247279126,2.899186783070715
19,0.00936103009164336,5,RMSE,0.08328638557434746,0.0008643841805394796,2.895372417339918
20,0.01133177165181576,7,RMSE,0.0954664109765623,0.000650778746760596,2.8989829498974165
21,0.011879932190557925,5,RMSE,0.059513446971198224,0.0008025992151669452,2.8956848300792997
22,0.012117191295635113,5,RMSE,0.05446184881669437,0.0006825264478133709,2.8953307050966837
23,0.011051212291416632,5,RMSE,0.05167653691294949,0.0007331173890981713,2.8952679305166464
24,0.009636967836377332,5,RMSE,0.0620906568147606,0.0008097589358637145,2.8951962944181577
25,0.014113180338811093,6,RMSE,0.053185850588328226,0.0006670955575477102,2.897864392221448
26,0.012204358576546667,5,RMSE,0.07756374905791698,0.0008453543034862778,2.8950957930023558
27,0.013826799549357092,4,RMSE,0.06665454078488538,0.000503767501107518,2.896436069903208
28,0.014987724330042959,6,RMSE,0.060631083100874984,0.0007383451512586508,2.8968278373328458
29,0.012735182926511863,6,RMSE,0.06555683848809069,0.0009197234997509685,2.897468813159358
30,0.011770157807099993,5,RMSE,0.04967931194253334,0.0008228105043723928,2.8944313428380246
31,0.01164878526982368,5,RMSE,0.050210608281558024,0.0008016684645133519,2.8947971668928085
32,0.010399636965695926,5,RMSE,0.05680815824114095,0.0009044342869942543,2.895620347928018
33,0.010815208158809451,4,RMSE,0.048147848226568264,0.0008370743331341718,2.896034136633083
34,0.01158766133165548,6,RMSE,0.03712318500086553,0.0007477573239921053,2.8990773151381313
35,0.012091663560910414,5,RMSE,0.05450554164991163,0.0008859277753432286,2.8960943298738866
36,0.010203908215757422,6,RMSE,0.06093164084136157,0.0007699084473848157,2.896585920677971
37,0.012967905210419588,4,RMSE,0.04661616733949932,0.000705911344303154,2.896232181940871
38,0.013660418509953545,7,RMSE,0.0741211652833174,0.0008457378395074726,2.902325035590682
39,0.010840815315534123,6,RMSE,0.04152686511601775,0.0009500499504438833,2.896566709786403
40,0.01226614875838762,5,RMSE,0.04879344985447706,0.0006300291082421292,2.8943914484581743
41,0.012546199274363139,5,RMSE,0.052266539614447285,0.0006384323391562054,2.894202042761192
