,learning_rate,depth,objective,l2_leaf_reg,random_strength,subsample,colsample_bylevel,test RMSE
0,0.07641601645496224,4,RMSE,0.9367637782775388,0.0026721338804082217,0.6381464025752315,0.5678145344769977,2.8988318919592864
1,0.03268014365230897,6,RMSE,0.6206140459508428,0.006085648646520181,0.9854002259011199,0.7439578478245006,2.8994805176730596
2,0.06305497938375904,6,RMSE,0.6738821922368139,0.0014757163393358883,0.8799507607406998,0.8315174650622856,2.900206578778213
3,0.08097063052836544,6,RMSE,0.665967478839539,0.009384298958280336,0.35476477029046666,0.7753294036969107,2.9051794478806303
4,0.028672028901439883,4,RMSE,0.9100925533908159,0.00421965827660903,0.8946682619136073,0.8794378060886467,2.8986318574342773
5,0.09477417640670643,7,RMSE,0.35761400668489673,0.001546587481320856,0.6887316712501755,0.5267941080337579,2.905519220724676
6,0.06455735099232308,4,RMSE,0.8421823167580716,0.00023691664208313448,0.8443495505351031,0.9118745518543756,2.9017038786804292
7,0.0938747917457278,8,RMSE,0.6336046867057368,0.006434522637235361,0.81681407666874,0.9163896440163295,2.9092086923511475
8,0.05285611349344711,5,RMSE,0.38472267245030844,0.00941780535973651,0.9874063132259563,0.6556061572268679,2.898958842836455
9,0.06483370050716317,7,RMSE,0.6265402840703368,0.007614092146772198,0.7550697734371642,0.7160035972872356,2.9023602975913443
10,0.004508457490600727,5,RMSE,0.1596139325659066,0.00467381378637519,0.5864769273518077,0.3274565689942569,2.896762301048633
11,0.0012846571320637712,5,RMSE,0.07550058926702136,0.004150697584672782,0.578098708759414,0.3097639800121735,3.032161923783508
12,0.014414021176179336,5,RMSE,0.04950339285864985,0.004539042238984603,0.5255123312655255,0.9947681660634726,2.8971855106915085
13,0.004171264018366969,5,RMSE,0.014948043824732221,0.004140488419542826,0.5076755709000691,0.30479154771781625,2.896775169044946
14,0.0033028214974639624,5,RMSE,0.17953220513012663,0.003649987970311126,0.4723093421596281,0.32228238305398416,2.900665090638669
15,0.02187698995600108,5,RMSE,0.1904478999170151,0.00547747753094298,0.4449000061679327,0.4104452550175328,2.8973734787559424
16,0.03744803668241051,7,RMSE,0.03449875780535505,0.0031922853157029044,0.5940645009492455,0.4210390504065816,2.9041196708834764
17,0.013435552739773735,4,RMSE,0.19228346971055837,0.005077627208155988,0.701442379936981,0.4179338208819907,2.895004009024166
18,0.014887319269527785,4,RMSE,0.28064931713657376,0.005416279067395634,0.7068824671484254,0.4255638310658757,2.895345198354835
19,0.01746017501141231,4,RMSE,0.31491570127235075,0.007314467070150989,0.7128495590187456,0.5205590862151254,2.8955229461120124
20,0.03896999857166815,4,RMSE,0.28540619831398817,0.005407960650643731,0.756185557960377,0.435553863897354,2.8965938911024263
21,0.016246490915007777,4,RMSE,0.31096630681639414,0.007037256282279659,0.7014882586880139,0.5162597346289928,2.895577281722254
22,0.015491875830649635,4,RMSE,0.4873329986387109,0.0076276964765429845,0.6776608161454435,0.4867947005801521,2.8954074515195867
