,learning_rate,depth,objective,l2_leaf_reg,random_strength,subsample,colsample_bylevel,test RMSE
0,0.023177781088287254,4,RMSE,0.6720949788235793,0.009912842826187583,0.4832115637179688,0.9258907552954538,2.8558196494976684
1,0.06633806558914529,4,RMSE,0.943875992132559,0.006377157298596464,0.7328595307335619,0.8081496897058353,2.8601553740555454
2,0.044799267790939165,7,RMSE,0.3219886145290367,0.008701737756993833,0.6685437748719616,0.5411974218121817,2.8607304687427755
3,0.07753452308549727,4,RMSE,0.6620521085958828,0.00485639139448252,0.3604843877497337,0.486761300607215,2.855460141687964
4,0.014224404576910984,8,RMSE,0.7935838915429987,0.008505641943543333,0.7152215782963873,0.3576995977073625,2.8629267318945653
5,0.04052439159881232,8,RMSE,0.7681931014518932,0.0012641889735792212,0.6417975934352665,0.8216125649741282,2.8639989118073013
6,0.06861305140832195,8,RMSE,0.7985870337892991,0.005545952682913327,0.7144491491493468,0.7813237802655046,2.8724375497270644
7,0.011400620738957153,5,RMSE,0.4243690405059385,0.002640425884360203,0.587022496257827,0.8531995279862628,2.8563515325662494
8,0.08718171642429379,4,RMSE,0.7054449124025215,0.0005733491364612939,0.8608685081921446,0.6790419688689253,2.8627702345768933
9,0.04699080186475161,8,RMSE,0.5715698525358606,0.009752323570679166,0.5077901195969868,0.9568487361718752,2.862305851475233
10,0.09679102691498045,6,RMSE,0.07907886032890477,0.0035530862203547687,0.3106014769936156,0.4881883761108257,2.860004898149699
11,0.023782307503595737,5,RMSE,0.5832199581795634,0.00683574290859615,0.38574841363209694,0.9985539314251816,2.8559599138078875
12,0.03257672365759619,5,RMSE,0.6179065696063613,0.004403589469529354,0.45934762871909535,0.6565416146889925,2.8579714128671894
13,0.0011852721497799742,4,RMSE,0.972731841961556,0.007319097482970195,0.308266784094829,0.538944302745676,3.0361426209804088
14,0.059681795207081105,6,RMSE,0.475414190782886,0.005151589969577606,0.4449703239725696,0.3115784307215196,2.8619045203738502
15,0.07668278471232312,4,RMSE,0.6805541739575628,0.009893623950536714,0.5315164244150065,0.9227856208089498,2.858674750737827
16,0.0585502637860677,5,RMSE,0.8631170090721754,0.006010210362145866,0.39771230436871047,0.7224380281485032,2.859581670686242
17,0.03307095493299381,4,RMSE,0.6703999920550578,0.007525048891827227,0.5450664928307399,0.8914573885400439,2.856609259488477
18,0.08064608782840738,7,RMSE,0.8798978266890398,0.0037505022578951464,0.4208640929802301,0.6075703844958638,2.865641909660714
19,0.05688350671723489,5,RMSE,0.4899192976405672,0.005211809524084715,0.3544489565579349,0.7353749544188035,2.860209629525958
20,0.09745765597773537,6,RMSE,0.35436602651714083,0.00602934002866945,0.45791215615145753,0.42382382168139016,2.8578995428520173
21,0.02522885397590737,5,RMSE,0.5934808533030853,0.007233965240263264,0.37838262929605504,0.9713491658809029,2.8557739064350116
22,0.02372140325617543,4,RMSE,0.5590207755153662,0.00805277266910433,0.3692230022867501,0.8883058646489217,2.854736758560877
23,0.05104802928845931,5,RMSE,0.5376052018095833,0.007714447851273987,0.3797771968654056,0.9769345662161383,2.859509729893046
24,0.03744605588333638,4,RMSE,0.6021227649867464,0.00686406798419751,0.3389209112050066,0.8896035317748257,2.855849374006949
25,0.024374903571835332,5,RMSE,0.5120983733595095,0.00794619336075069,0.3018893846419991,0.8447405578258761,2.854829264207126
26,0.05152867198945355,4,RMSE,0.40915858298721935,0.007933802757836932,0.3152044940589015,0.8591243428411582,2.857918498835203
27,0.04065805351965104,6,RMSE,0.49614077861758443,0.008758868678937787,0.4213529888383613,0.7713592696946486,2.8575983612488756
28,0.031112774353802122,5,RMSE,0.7323799094344956,0.005719247745129898,0.3026894818488421,0.6249292076615459,2.854702807192888
29,0.029196468154655184,5,RMSE,0.7259354561395249,0.006365184526037973,0.30408814492430103,0.9231881437665634,2.8560014577685933
30,0.01774689554903621,7,RMSE,0.7526114801006453,0.00797258855614649,0.4868123302533117,0.7022887434796994,2.8599599483525324
31,0.021156646755378816,4,RMSE,0.6592045239938037,0.005879840342112467,0.3544360610691008,0.6173027506125588,2.855382267073875
32,0.01904050665730998,4,RMSE,0.6511166912967223,0.006792649500765046,0.4075844872588626,0.623460947200221,2.854364181287634
33,0.0277542673702482,5,RMSE,0.5427309642760049,0.006616203119071686,0.40034371210173403,0.7647727846042471,2.85516083944787
34,0.018737072533322824,4,RMSE,0.6271878023614873,0.0068963242205814825,0.3368955582124676,0.6307695137160001,2.8546765943487515
35,0.00908719404928859,4,RMSE,0.6517667624087506,0.006689308928232868,0.43589796771170886,0.6225009280534282,2.854980065513928
36,0.019135749204357108,4,RMSE,0.724093094472815,0.006231028714941834,0.35448218115101326,0.5819426690677936,2.853737152230094
37,0.016994683439372642,4,RMSE,0.806618992195888,0.005604995764938505,0.3440196694102685,0.5858653146039194,2.8557018588709067
38,0.008451574537101781,4,RMSE,0.725724669900476,0.006235182669527372,0.4720160371047558,0.6562546274847743,2.854394260683766
39,0.0077861535404948005,4,RMSE,0.8290291103662117,0.006329570269606342,0.4868250667574665,0.6718825911407914,2.8554523401642915
40,0.014640554440173582,4,RMSE,0.7589093432142793,0.006964139950447233,0.41430354174244965,0.5650432620269499,2.8538688859072834
41,0.01678860626642783,4,RMSE,0.759175761665921,0.006964777482253923,0.4128443658092391,0.5481557888949997,2.8548314640602244
42,0.012551422412304588,4,RMSE,0.7083853852308715,0.00621981482051512,0.4614626280139945,0.5783918762488722,2.855903163448925
43,0.004415326808349465,4,RMSE,0.6340302949195988,0.007128896585673843,0.40960565351450534,0.6505583506630319,2.856714914683339
44,0.011356980719829587,4,RMSE,0.7782742183604439,0.006555312507123227,0.5758871419207522,0.6478205191943927,2.8555878040283096
45,0.006988676370263338,4,RMSE,0.7090422340830593,0.005552456976881646,0.509946167666343,0.690920573316067,2.8553793146356234
46,0.014618697146262228,4,RMSE,0.8811780350392316,0.007152054221020958,0.3373140943603412,0.5185961173154574,2.85461036294734
47,0.014134389253034025,4,RMSE,0.9256171182681036,0.004720016070531356,0.43535036579534386,0.5071616321141292,2.8544740813670946
48,0.0034993982600438596,4,RMSE,0.9393607407722728,0.004700039572720645,0.44981860375584465,0.4833263511929283,2.860367139805025
49,0.012150482489298925,5,RMSE,0.8295289160244097,0.005231207615497389,0.47754036703892566,0.5807113404142135,2.8557679267456098
50,0.021795790416942972,7,RMSE,0.9232642789750236,0.00459161626010064,0.43714095068603126,0.5647428062830159,2.8579551701645096
51,0.01473052880459591,4,RMSE,0.9772895937277073,0.007466248945766446,0.37740250535320885,0.5258723643010123,2.85532339818906
52,0.014004928218508766,4,RMSE,0.8906192686433949,0.0060879032803267145,0.3960955413877076,0.5163564832599856,2.8549748122794067
53,0.007371168746349872,4,RMSE,0.8431054550865925,0.00644561936901075,0.36090419674583835,0.601608643295793,2.854949849119363
54,0.0018823869614707882,4,RMSE,0.800168556909916,0.005337011327034701,0.4226411255862617,0.5015938237749641,2.9102734082608763
55,0.020169149970192222,4,RMSE,0.8981061228172572,0.004851579108420239,0.3995640286198971,0.5455255897806152,2.855305418152006
56,0.015558198830303958,4,RMSE,0.8582939657296114,0.005935729672969185,0.33346961469750164,0.472615149451475,2.8560566546283352
57,0.010744559704367048,5,RMSE,0.7769739215281275,0.007306504275809247,0.3698808295859859,0.4487327385865779,2.8552566515323914
58,0.005634024961810952,4,RMSE,0.6768306757583845,0.007114560602222371,0.46747076353382744,0.5499568451176219,2.8546722038844496
59,0.0012186680310175124,5,RMSE,0.9129857095059372,0.004346484403501154,0.436277277451828,0.5952425815417255,3.021281356873068
60,0.025701412156746952,4,RMSE,0.9866771859636603,0.006659586219513435,0.5011521535640859,0.5309360452552238,2.855215171061684
61,0.0044658267134374974,4,RMSE,0.6646016151751255,0.007141044934398196,0.46731811151571895,0.5759104133490095,2.85730028316363
62,0.02004273553044701,4,RMSE,0.6794655378588674,0.007628811011010903,0.3885772008599966,0.5477188906715974,2.8543202058108896
63,0.020391709024189998,4,RMSE,0.7543179378557958,0.0083685722756485,0.3871160470460714,0.5077739758733538,2.8554759746549334
64,0.009670864010357758,4,RMSE,0.7329084131072618,0.00760672995806951,0.3282375823326987,0.561314991635082,2.8552722357716744
65,0.015878062860241796,4,RMSE,0.8624777568628618,0.006245377097705149,0.35716253011990573,0.6013913211047962,2.855375369120352
66,0.018554285406376055,4,RMSE,0.701691960076346,0.005703877516465097,0.42155157887317135,0.5317538519159252,2.8555246282188036
67,0.023196743055968853,8,RMSE,0.950235425015642,0.0068446385158971975,0.3949001080435881,0.6575605293714591,2.8609413934387935
68,0.026655851274749624,5,RMSE,0.8012436323708566,0.007583211567994948,0.3282091238439475,0.5648449252582851,2.8563378588670645
69,0.011994632362584112,4,RMSE,0.605204459501075,0.006006887602963214,0.37689589148700686,0.6368644479286124,2.8552964575563418
70,0.029702511023530172,4,RMSE,0.8838128647076922,0.00647584170329904,0.3527885328250881,0.614157619568649,2.8556716711506027
71,0.014294045971467656,4,RMSE,0.6719082809345249,0.007047276128212284,0.46087201463284694,0.5569815902463158,2.8537494198565874
72,0.013390137301517946,4,RMSE,0.6932443193618046,0.006969865929833856,0.4187070623628823,0.5065584069838399,2.8540859477487195
73,0.009095908720249938,4,RMSE,0.6951383872531522,0.006824221410868527,0.44714197196936156,0.49818028699420397,2.854714106156895
74,0.022250643402460146,4,RMSE,0.6423115451892716,0.007603644024434656,0.4268833701464245,0.5883486857500906,2.8553150797658797
75,0.018435721182353794,6,RMSE,0.5884282929326712,0.007310115997459565,0.4536706161796047,0.5515264208341426,2.855627320356862
76,0.013548640402257603,5,RMSE,0.7363544189739893,0.006249134402898159,0.412157162941616,0.45963627074869856,2.8568152942463354
77,0.0069885012936878035,4,RMSE,0.625966943422476,0.006587502782229748,0.5305849266124114,0.6121256906157986,2.855021436274182
78,0.019278708317557885,4,RMSE,0.6784700862907912,0.005439031186258901,0.4801160616916652,0.5379791179876388,2.8528822133340777
79,0.02060155924849488,4,RMSE,0.6894827236051803,0.0058072577770375364,0.49928192200085975,0.6326925584179277,2.8563760369566564
80,0.026004658926104894,4,RMSE,0.6588902714926229,0.006916243943095045,0.48244413929710167,0.6686818427162874,2.8543847287779625
81,0.02643044513193995,4,RMSE,0.6586432425675511,0.00691464455772145,0.4764413154001929,0.6675246514158996,2.855932531894081
82,0.017267331919501874,4,RMSE,0.7226287753367536,0.007831384993836878,0.4514621522237998,0.5751478439578823,2.855574751431063
83,0.02373999100929596,4,RMSE,0.6797303764942505,0.005435595459166281,0.40875540869292837,0.6863151549375678,2.8549760894469647
84,0.010277260564799518,4,RMSE,0.6107859656147846,0.006403808484394708,0.5245075334793933,0.6393823673276656,2.854814836568648
85,0.03254806995266741,4,RMSE,0.7533778900436486,0.0074252859692688754,0.48867557703749687,0.6036763474061361,2.8569334021503265
86,0.01928381180224774,4,RMSE,0.6360151664813593,0.00674206137384367,0.5130322199459476,0.5351429160351051,2.8549148782841733
87,0.016845450134968198,4,RMSE,0.5737950867180313,0.006105781234319084,0.5466029633768554,0.565374247651772,2.8561031924913944
88,0.022989222087129585,4,RMSE,0.7103229620747792,0.007003762205332895,0.3881527809502689,0.5908521447542026,2.8562973629236263
89,0.013124279706494595,4,RMSE,0.6808664000797421,0.008139185599570265,0.4636907453944813,0.6215219685977331,2.855617533730954
90,0.015517086380340704,7,RMSE,0.7672711239177354,0.006617043360296004,0.4365513782503936,0.6613644509249633,2.856937081327281
91,0.013379787812259143,4,RMSE,0.655890981563713,0.005822386088507414,0.428370033368278,0.4915474946863935,2.8563403953681172
92,0.020014503672574464,4,RMSE,0.7356874338660204,0.005022629976768047,0.41171571116142525,0.5108611018723397,2.85423839289679
93,0.02127775712618698,4,RMSE,0.7341481493746238,0.004954073178620252,0.4074135693141407,0.5195819843942762,2.854804884630094
94,0.018216073111933087,4,RMSE,0.7828732272539133,0.005497746445702387,0.37199953360731997,0.539843283796515,2.8557775023166396
95,0.028424152094447437,4,RMSE,0.7091357643087117,0.005111654128361701,0.47528541870340446,0.5623247668188506,2.8563664080760907
96,0.02556470759704387,5,RMSE,0.6865985116217993,0.007371828698639256,0.38879231797465197,0.6451469850274971,2.855440883904829
97,0.00916009309376158,4,RMSE,0.6453208370878333,0.006249383830207903,0.45014016685800506,0.5071493795734798,2.8547138025332113
98,0.019242927760840925,4,RMSE,0.7544150618534691,0.007093441812159242,0.48960053707916973,0.5496057916338879,2.8544307447999504
99,0.010940286170785534,4,RMSE,0.6135726102229239,0.005676433532740989,0.4199749123856674,0.6775112396859366,2.854064375598589
