,learning_rate,depth,objective,l2_leaf_reg,subsample,colsample_bylevel,test RMSE
0,0.07395827623178994,7,RMSE,0.9091643627842952,0.516580362698338,0.7885553353730443,2.9054347896151143
1,0.07373602448100812,5,RMSE,0.5690281145878047,0.8810119492640718,0.6761782791200308,2.9003135964965288
2,0.0844544523543799,7,RMSE,0.08422008546709775,0.7859784937049444,0.7933016675959838,2.9052149042186404
3,0.0015226724469284097,6,RMSE,0.350286007327898,0.9512033061382752,0.997208051393814,2.9931517708013997
4,0.011482433096469395,4,RMSE,0.018899455008536833,0.7929702842399273,0.866811864242458,2.898260335005717
5,0.07036943606363462,7,RMSE,0.9049815329058257,0.4780579636228674,0.6504599554419744,2.908400361689388
6,0.05838477411313446,7,RMSE,0.8266980499995742,0.8780175246139974,0.870303486526643,2.9058011052255166
7,0.043219529661414,8,RMSE,0.08206289188087512,0.6850942343141246,0.4115241906728497,2.9077861934219724
8,0.029188335671311513,5,RMSE,0.7412234342912496,0.8656836369911352,0.9216010876722665,2.8987235269733724
9,0.09663588039551582,4,RMSE,0.25617970912598936,0.9874475035436638,0.5380075889901965,2.901989683948055
10,0.001104249892339218,4,RMSE,0.425525178753765,0.34733603187676854,0.3460080445405108,3.101870689094493
11,0.027263590982852446,5,RMSE,0.646338906875231,0.753921619600683,0.9830965981312747,2.899651504117343
12,0.020837092480933524,5,RMSE,0.6860073564723423,0.8014003377830807,0.8761759672663674,2.898773901420736
13,0.02392647417936457,4,RMSE,0.5000462082592687,0.6578616198202965,0.8915699645388282,2.897120547070459
14,0.014388973513588466,4,RMSE,0.4988892941004063,0.6403372477333072,0.7779823962432333,2.8962237620043014
15,0.038538272835043984,4,RMSE,0.5768143671901791,0.6125201012885282,0.7483849210159295,2.8994641178924425
16,0.017326849931366635,6,RMSE,0.4911956163142414,0.6425099980750941,0.6977382645116949,2.899295239694577
17,0.030121040445994215,4,RMSE,0.9996378743140542,0.5497498868955272,0.5869260243508352,2.8980743424232744
18,0.050571681583941305,6,RMSE,0.4178019833434554,0.7111148930257313,0.7845832983874613,2.900439776537853
19,0.012229413318095224,5,RMSE,0.2937771721009558,0.6009996589323959,0.9281484635829723,2.8986139288652026
20,0.04195249043708363,4,RMSE,0.522377977730221,0.6816028022623046,0.7233544607957093,2.8973256384879553
21,0.039923798509503325,4,RMSE,0.5402565702321981,0.6839993934747403,0.7443480416063142,2.897849388271988
22,0.021724289366740403,4,RMSE,0.49221086115992024,0.7125813209320921,0.8251411110382862,2.89852106977793
23,0.03441008560804444,5,RMSE,0.6320446470449158,0.5991178460446334,0.7200811883750386,2.8995888559136036
24,0.04786506865754199,4,RMSE,0.4579778367822,0.6696872501914141,0.8290034642023127,2.899926839557477
25,0.0248554770740379,5,RMSE,0.5827605917785497,0.7406317696192282,0.5953262550225737,2.8979087631680724
26,0.013449415133120875,4,RMSE,0.3865159903412848,0.6417685474313086,0.7148376322645077,2.8976963452947766
27,0.03251558385911367,8,RMSE,0.5161329621020774,0.5676834506568186,0.759675849033462,2.9036308690366273
28,0.03434595141534452,5,RMSE,0.6899045067529439,0.48929742707085305,0.8189881681845719,2.8998074307672037
29,0.023425760152970786,4,RMSE,0.7643706099363285,0.5295044411534223,0.778758363310034,2.897984727783103
30,0.0093435531330777,6,RMSE,0.46185249472294476,0.6630813628002121,0.6733173370941228,2.8984518754692554
31,0.017349255951504435,4,RMSE,0.364007671110276,0.631782424573868,0.7103678085832963,2.8972215180584002
32,0.018697301954028706,4,RMSE,0.35191560209683664,0.6077362015267443,0.712751945904953,2.8969284326351907
33,0.01860559087896229,4,RMSE,0.33575672278598656,0.5795964768213977,0.6763387736217046,2.8976595800595786
34,0.008660724016037128,5,RMSE,0.24630949854428172,0.622850298205547,0.7693748840951915,2.896829663104945
35,0.00660552900195757,5,RMSE,0.24491935655269714,0.5220133997096391,0.8019782316714104,2.897620109988776
36,0.004788903233933054,5,RMSE,0.21687838329952092,0.5834698275532053,0.7667109122467107,2.89978908111166
37,0.007962807726328545,5,RMSE,0.19616783482275635,0.6233663417545237,0.8401976862449607,2.8985679392306363
38,0.01706193483506934,6,RMSE,0.31067243247910237,0.5491276231455516,0.8672175728576058,2.8988057935702454
39,0.012673612491916328,4,RMSE,0.37911008883912556,0.45443200672579964,0.7903078937690468,2.8983945062131804
40,0.025328220399824176,5,RMSE,0.42331633687210196,0.6484036629602621,0.907131358901911,2.8958722628115554
41,0.027252393699797324,5,RMSE,0.4279459077947003,0.6429911293173828,0.9081512637148503,2.8972963242682104
42,0.00432301371583696,6,RMSE,0.31039883439068605,0.6063398021546221,0.9515231683816148,2.8999665364021014
43,0.024402889883259758,7,RMSE,0.3924546123635282,0.6938584120334417,0.8878643348887479,2.8989370006481683
44,0.012936185434391376,4,RMSE,0.16199784391483618,0.724111352398848,0.8550121188501292,2.8972360952587524
45,0.0014293296124537336,5,RMSE,0.3454146937291309,0.7554345037447395,0.9964688560751637,3.0111630478155322
46,0.019531026903037135,4,RMSE,0.46614528952863754,0.6618443361015761,0.9428238316255086,2.898445721022667
47,0.02826371205322229,4,RMSE,0.2706130390289275,0.7952146051780429,0.8963728909719594,2.8995168160107747
48,0.008902259821093756,5,RMSE,0.42781098812875534,0.6126629197239526,0.8432851439756075,2.8981956149476638
49,0.016018774285121412,6,RMSE,0.33084047863045024,0.6467945245907144,0.801000189913372,2.8985462878939297
50,0.022149965595933095,4,RMSE,0.5473443031418278,0.5739932319604744,0.969805743442119,2.897199707220325
51,0.02188557780591471,4,RMSE,0.5548631886454597,0.5775472989620194,0.9049921543763435,2.896805496796232
