,learning_rate,depth,objective,test RMSE
41,0.019822262222242124,4,RMSE,2.8987725062901433
42,0.01710244906808199,4,RMSE,2.898255516285422
43,0.018435595078886067,5,RMSE,2.897825666578279
44,0.03484809802916316,5,RMSE,2.8990936371392615
45,0.0193475055688503,5,RMSE,2.8985915140269096
46,0.008510193653533152,6,RMSE,2.9006208828835214
47,0.011316498005955617,5,RMSE,2.8988910629858387
48,0.016676778358213074,6,MAE,3.0933688836927904
49,0.039625979368722246,7,RMSE,2.9038268438285755
50,0.0557227399078904,5,RMSE,2.902983922162531
51,0.019554060620946355,4,RMSE,2.899610875727541
52,0.030101133373181856,4,RMSE,2.8996452541034134
53,0.0198906631200363,5,RMSE,2.8994256823501385
54,0.015012759993823654,6,RMSE,2.899793461230722
55,0.029729520807138917,5,RMSE,2.898684134107668
56,0.028109913226108944,5,RMSE,2.900111857668872
57,0.03797168148198739,6,RMSE,2.900830547278897
58,0.010089525915334496,9,RMSE,2.9070250903208996
59,0.029626162988721536,6,RMSE,2.8979742993930073
60,0.022308001309423113,6,MAE,3.086986035626177
61,0.03064165904474671,5,RMSE,2.899590247738753
62,0.04833005065698849,5,RMSE,2.90097311376538
63,0.03573391505564419,7,RMSE,2.902470500181148
64,0.015876868662896663,6,RMSE,2.89999027475966
65,0.023700732574962944,4,RMSE,2.8985150050407027
66,0.023663770970965975,4,RMSE,2.89841700866288
67,0.013051339853058981,4,RMSE,2.899964598593453
68,0.021532638026627887,4,RMSE,2.9006610601883844
69,0.017121143813029854,3,RMSE,2.899085279467177
70,0.025849224074729032,4,RMSE,2.9008138587862877
71,0.02250687124089343,5,RMSE,2.900466134732112
72,0.024146312568763692,4,RMSE,2.899513378560698
73,0.010977613614835936,3,RMSE,2.899954035951865
74,0.014751148739542828,4,RMSE,2.9001901003609465
75,0.027792857865307347,3,RMSE,2.8996598298593583
76,0.01900374942729916,4,RMSE,2.899344922992072
77,0.03603034372403679,5,RMSE,2.9006314316994883
78,0.04347633651763301,8,MAE,3.0414692379767674
79,0.022063615085621806,6,RMSE,2.9006786231766326
80,0.012579947883322505,3,RMSE,2.8998408892239227
81,0.02950424991388358,5,RMSE,2.9001678576076384
82,0.026402935151516062,5,RMSE,2.8991750453064626
83,0.01746386662352948,5,RMSE,2.899053003642946
84,0.03358893524316675,4,RMSE,2.8985702563728766
85,0.03277612001473046,4,RMSE,2.9011894222672074
86,0.019367357678598804,4,RMSE,2.899216746134785
87,0.014772247749023132,4,RMSE,2.899654832701835
88,0.02245606261139364,3,RMSE,2.8986578721804177
89,0.041614400079552215,4,MAE,3.0947678938619787
90,0.026816328116727947,12,RMSE,2.9309689522649953
91,0.02245405585855242,3,RMSE,2.898279590004267
92,0.017765358994262584,3,RMSE,2.8998967614431286
93,0.034954251579113825,3,RMSE,2.9007650898822614
94,0.024757060523556234,4,RMSE,2.898521866006127
95,0.020637886293528602,3,RMSE,2.8993051064352366
96,0.04890950046172153,4,RMSE,2.9002977685387417
97,0.03235510065717307,3,RMSE,2.8989145708290085
98,0.016178576678006602,4,RMSE,2.8990712526693323
99,0.0233304047331758,3,RMSE,2.8993081387089887
100,0.039204013707971185,4,RMSE,2.900768073780572
101,0.02480970974546808,5,RMSE,2.8974476047810103
102,0.028573666605940934,5,RMSE,2.899945000518925
103,0.02466301006983816,5,RMSE,2.8992284439369116
104,0.019107826570527002,4,RMSE,2.899755092054783
105,0.03166724684985336,6,RMSE,2.8993210391417277
106,0.013283870749345875,11,RMSE,2.922619243766385
107,0.02097522816454894,4,RMSE,2.8996946495198763
108,0.015985720844546806,5,MAE,3.1066705711902927
109,0.024619130013452065,4,RMSE,2.8995795084781864
110,0.01832818195167648,3,RMSE,2.8986352879152872
111,0.02664940215800598,5,RMSE,2.8990639545690104
112,0.032667182477743674,5,RMSE,2.8998345446570903
113,0.02201942228946779,4,RMSE,2.9004831690190374
114,0.03764051336711287,7,RMSE,2.902919799832145
115,0.027465380767483824,6,RMSE,2.900543946124653
116,0.014982214531344875,5,RMSE,2.9004885319851885
117,0.024604227215598653,5,RMSE,2.8991575254788526
118,0.019646745996967308,4,RMSE,2.8994322850067173
119,0.011820779270806946,4,RMSE,2.900933141689267
120,0.030225436870382393,3,RMSE,2.9000527682860473
121,0.01701288288972656,3,RMSE,2.8994037418665677
122,0.01879167438324019,3,RMSE,2.9003863767102174
123,0.02114796352884695,3,RMSE,2.8991269038849063
124,0.01756578988416526,4,RMSE,2.9000018498123135
125,0.013713071028206554,3,RMSE,2.9004799500536342
126,0.024159069337126103,5,RMSE,2.8987026006758025
127,0.028738178753578893,6,MAE,3.082021438316829
128,0.03699975849861976,4,RMSE,2.900250200084569
129,0.021774306330117496,3,RMSE,2.899290698517767
130,0.03264601188538111,4,RMSE,2.8993391163727074
131,0.02402261448869087,3,RMSE,2.899103734168156
132,0.01860776283247154,3,RMSE,2.898612085075369
133,0.01589311300041954,3,RMSE,2.89827580303041
134,0.014341137677395492,3,RMSE,2.8986124041303376
135,0.014657002818944416,3,RMSE,2.9006249430635367
136,0.010651097439958642,3,RMSE,2.9005657832706144
137,0.015947286074159926,3,RMSE,2.89938286858672
138,0.019844041943526392,3,RMSE,2.898987446189279
139,0.012341125166371805,4,RMSE,2.9006543327154555
140,0.014329335613936995,3,RMSE,2.900740674802231
141,0.0258727377159895,5,RMSE,2.898972053205571
142,0.009127467864164154,4,RMSE,2.898855467489522
143,0.017346845392101462,4,RMSE,2.8995866470597904
144,0.023096940630958965,3,RMSE,2.899214108943872
145,0.020267634166392868,5,RMSE,2.900166151522859
146,0.02773944030446356,4,RMSE,2.899862407387827
147,0.013022172844741248,3,RMSE,2.901079785968629
148,0.015957024873623694,5,RMSE,2.900334485201033
149,0.031589811156754355,4,MAE,3.1063847156183764
150,0.01839480002962768,6,RMSE,2.899769390916262
151,0.021646358723176707,3,RMSE,2.8986290198149667
152,0.021565966919053516,3,RMSE,2.9012475768735615
153,0.026355318794860954,9,RMSE,2.9107089358355696
154,0.022052523461742496,3,RMSE,2.8985246484961413
155,0.02222890239909113,3,RMSE,2.8993025323834267
156,0.018483255367234473,3,RMSE,2.9004918408131357
157,0.016124615317441086,3,RMSE,2.9006043006860396
158,0.028589777106401978,3,RMSE,2.899513182870232
159,0.02370197342588932,3,RMSE,2.8988094829699915
160,0.020126874604292348,4,RMSE,2.8997671832912957
161,0.034763748407731554,3,RMSE,2.9008180623647384
162,0.0249912458726983,3,RMSE,2.900077404106239
163,0.029288314811657105,7,RMSE,2.9008502639039437
164,0.01766275710873534,4,RMSE,2.8987873905710155
165,0.02115138302938878,3,RMSE,2.8995479792685566
166,0.042400050751371814,4,RMSE,2.9003756084084094
167,0.014589459140227804,5,RMSE,2.8988923406566216
168,0.025467365762766925,4,RMSE,2.900548266152066
169,0.011452141434285083,3,RMSE,2.9009472108191403
170,0.030987818875624868,5,RMSE,2.9001138924779895
171,0.018789946486492744,3,RMSE,2.9001282864907107
172,0.017531645120511728,3,RMSE,2.899024337578513
173,0.023152733390783928,3,RMSE,2.8999874203905724
174,0.02011481021194354,3,RMSE,2.8991045867615743
175,0.013312879820019968,3,RMSE,2.9005768630189155
176,0.022724813327664774,4,RMSE,2.8997480959484894
177,0.01657969423885357,3,MAE,3.125299556950091
178,0.0276424481223678,4,RMSE,2.900334573379612
179,0.03571599189255467,3,RMSE,2.899680899895826
180,0.01928980125299535,8,RMSE,2.905943631220942
181,0.021365484539942747,3,RMSE,2.9011872510298833
182,0.025240298894812094,3,RMSE,2.9001682223787366
183,0.015284629817278007,3,RMSE,2.899731078546883
184,0.022420401235066265,3,RMSE,2.8990324265529295
185,0.018935187303166377,5,RMSE,2.8985673530201526
186,0.016778502703745007,5,RMSE,2.8993474682410905
187,0.01870289802562955,5,RMSE,2.898689132548684
188,0.026723609182059873,5,RMSE,2.9000032004747514
189,0.014472767494630912,6,RMSE,2.8997332606294344
190,0.030233577818250378,5,RMSE,2.900325894388897
191,0.020876570137865123,4,RMSE,2.9001546473784647
192,0.023459575664338157,3,RMSE,2.8995502106405877
193,0.0189635066356516,3,RMSE,2.9000593703854864
194,0.024503517727851427,5,RMSE,2.897425212609337
195,0.026312321788406985,5,RMSE,2.899801019492701
196,0.01722095549467735,5,RMSE,2.8984428355778915
197,0.03378822672004917,5,RMSE,2.900523276158038
198,0.01676969448456142,5,RMSE,2.8986133634144458
199,0.016277761177206352,5,RMSE,2.8992716827108547
