,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Liverpool,0,30,3.074368
1,Granit Xhaka,Arsenal,West Ham,0,31,3.0428753
2,Granit Xhaka,Arsenal,Southampton,1,32,4.066178
3,Granit Xhaka,Arsenal,Manchester City,0,33,2.3474712
4,Granit Xhaka,Arsenal,Chelsea,1,34,3.1593063
5,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.591549
6,Granit Xhaka,Arsenal,Brighton,1,36,2.932823
7,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.490561
8,Granit Xhaka,Arsenal,Wolves,1,38,3.4434204
9,Mohamed Elneny,Arsenal,Liverpool,0,30,1.9259617
10,Mohamed Elneny,Arsenal,West Ham,0,31,2.1322052
11,Mohamed Elneny,Arsenal,Southampton,1,32,2.2366269
12,Mohamed Elneny,Arsenal,Manchester City,0,33,1.8311294
13,Mohamed Elneny,Arsenal,Chelsea,1,34,2.4819589
14,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,2.2747574
15,Mohamed Elneny,Arsenal,Brighton,1,36,2.1442068
16,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.7510874
17,Mohamed Elneny,Arsenal,Wolves,1,38,2.7880442
18,Rob Holding,Arsenal,Liverpool,0,30,2.2289467
19,Rob Holding,Arsenal,West Ham,0,31,2.4106755
20,Rob Holding,Arsenal,Southampton,1,32,3.0194728
21,Rob Holding,Arsenal,Manchester City,0,33,1.8011452
22,Rob Holding,Arsenal,Chelsea,1,34,2.5408685
23,Rob Holding,Arsenal,Newcastle Utd,0,35,2.299961
24,Rob Holding,Arsenal,Brighton,1,36,2.2175257
25,Rob Holding,Arsenal,Nottingham Forest,0,37,3.0451043
26,Rob Holding,Arsenal,Wolves,1,38,2.8585129
27,Thomas Partey,Arsenal,Liverpool,0,30,2.6408
28,Thomas Partey,Arsenal,West Ham,0,31,2.6332405
29,Thomas Partey,Arsenal,Southampton,1,32,3.1376119
30,Thomas Partey,Arsenal,Manchester City,0,33,2.1204388
31,Thomas Partey,Arsenal,Chelsea,1,34,2.8016105
32,Thomas Partey,Arsenal,Newcastle Utd,0,35,2.4679928
33,Thomas Partey,Arsenal,Brighton,1,36,2.4940474
34,Thomas Partey,Arsenal,Nottingham Forest,0,37,3.1909106
35,Thomas Partey,Arsenal,Wolves,1,38,2.898837
36,Martin degaard,Arsenal,Liverpool,0,30,4.7337
37,Martin degaard,Arsenal,West Ham,0,31,4.694522
38,Martin degaard,Arsenal,Southampton,1,32,6.173001
39,Martin degaard,Arsenal,Manchester City,0,33,5.473373
40,Martin degaard,Arsenal,Chelsea,1,34,4.563059
41,Martin degaard,Arsenal,Newcastle Utd,0,35,4.1722
42,Martin degaard,Arsenal,Brighton,1,36,4.001244
43,Martin degaard,Arsenal,Nottingham Forest,0,37,5.667295
44,Martin degaard,Arsenal,Wolves,1,38,5.462543
45,Kieran Tierney,Arsenal,Liverpool,0,30,1.9282298
46,Kieran Tierney,Arsenal,West Ham,0,31,2.2622955
47,Kieran Tierney,Arsenal,Southampton,1,32,2.6746867
48,Kieran Tierney,Arsenal,Manchester City,0,33,1.8822145
49,Kieran Tierney,Arsenal,Chelsea,1,34,2.641952
50,Kieran Tierney,Arsenal,Newcastle Utd,0,35,2.3621883
51,Kieran Tierney,Arsenal,Brighton,1,36,2.3824623
52,Kieran Tierney,Arsenal,Nottingham Forest,0,37,3.1553547
53,Kieran Tierney,Arsenal,Wolves,1,38,2.918052
54,Ben White,Arsenal,Liverpool,0,30,2.975667
55,Ben White,Arsenal,West Ham,0,31,3.1644297
56,Ben White,Arsenal,Southampton,1,32,4.1580462
57,Ben White,Arsenal,Manchester City,0,33,2.5123897
58,Ben White,Arsenal,Chelsea,1,34,3.3253489
59,Ben White,Arsenal,Newcastle Utd,0,35,3.0571933
60,Ben White,Arsenal,Brighton,1,36,3.0588915
61,Ben White,Arsenal,Nottingham Forest,0,37,4.1439195
62,Ben White,Arsenal,Wolves,1,38,3.9314172
63,Eddie Nketiah,Arsenal,Liverpool,0,30,3.198634
64,Eddie Nketiah,Arsenal,West Ham,0,31,3.4716132
65,Eddie Nketiah,Arsenal,Southampton,1,32,3.278306
66,Eddie Nketiah,Arsenal,Manchester City,0,33,2.8018
67,Eddie Nketiah,Arsenal,Chelsea,1,34,2.8973403
68,Eddie Nketiah,Arsenal,Newcastle Utd,0,35,2.1595163
69,Eddie Nketiah,Arsenal,Brighton,1,36,2.7594182
70,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.4575295
71,Eddie Nketiah,Arsenal,Wolves,1,38,3.645434
72,Emile Smith Rowe,Arsenal,Liverpool,0,30,1.9641454
73,Emile Smith Rowe,Arsenal,West Ham,0,31,2.1922207
74,Emile Smith Rowe,Arsenal,Southampton,1,32,2.5404537
75,Emile Smith Rowe,Arsenal,Manchester City,0,33,1.8890877
76,Emile Smith Rowe,Arsenal,Chelsea,1,34,2.5934353
77,Emile Smith Rowe,Arsenal,Newcastle Utd,0,35,2.430369
78,Emile Smith Rowe,Arsenal,Brighton,1,36,2.3966944
79,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,3.073134
80,Emile Smith Rowe,Arsenal,Wolves,1,38,2.925664
81,Bukayo Saka,Arsenal,Liverpool,0,30,4.7006702
82,Bukayo Saka,Arsenal,West Ham,0,31,4.6350055
83,Bukayo Saka,Arsenal,Southampton,1,32,5.228346
84,Bukayo Saka,Arsenal,Manchester City,0,33,3.8321035
85,Bukayo Saka,Arsenal,Chelsea,1,34,4.6599455
86,Bukayo Saka,Arsenal,Newcastle Utd,0,35,3.8627918
87,Bukayo Saka,Arsenal,Brighton,1,36,4.6182323
88,Bukayo Saka,Arsenal,Nottingham Forest,0,37,6.5343766
89,Bukayo Saka,Arsenal,Wolves,1,38,5.57405
90,Takehiro Tomiyasu,Arsenal,Liverpool,0,30,2.025077
91,Takehiro Tomiyasu,Arsenal,West Ham,0,31,2.3143804
92,Takehiro Tomiyasu,Arsenal,Southampton,1,32,2.7535024
