,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Brighton,0,18,2.8352368
1,Granit Xhaka,Arsenal,Newcastle Utd,1,19,2.932894
2,Granit Xhaka,Arsenal,Tottenham,0,20,2.5324326
3,Granit Xhaka,Arsenal,Manchester Utd,1,21,2.8919873
4,Granit Xhaka,Arsenal,Everton,0,22,3.2220578
5,Granit Xhaka,Arsenal,Brentford,1,23,2.8077376
6,Granit Xhaka,Arsenal,Manchester City,1,23,2.0938761
7,Granit Xhaka,Arsenal,Aston Villa,0,24,2.5017395
8,Granit Xhaka,Arsenal,Leicester City,0,25,2.8463945
9,Granit Xhaka,Arsenal,Bournemouth,1,26,3.2141528
10,Granit Xhaka,Arsenal,Fulham,0,27,2.98263
11,Mohamed Elneny,Arsenal,Brighton,0,18,1.9120954
12,Mohamed Elneny,Arsenal,Newcastle Utd,1,19,2.0854406
13,Mohamed Elneny,Arsenal,Tottenham,0,20,2.0467825
14,Mohamed Elneny,Arsenal,Manchester Utd,1,21,2.350664
15,Mohamed Elneny,Arsenal,Everton,0,22,2.4819252
16,Mohamed Elneny,Arsenal,Brentford,1,23,2.336434
17,Mohamed Elneny,Arsenal,Manchester City,1,23,1.8978369
18,Mohamed Elneny,Arsenal,Aston Villa,0,24,2.1490357
19,Mohamed Elneny,Arsenal,Leicester City,0,25,2.2525864
20,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.9369686
21,Mohamed Elneny,Arsenal,Fulham,0,27,2.6058068
22,Rob Holding,Arsenal,Brighton,0,18,1.965287
23,Rob Holding,Arsenal,Newcastle Utd,1,19,2.1396308
24,Rob Holding,Arsenal,Tottenham,0,20,2.072264
25,Rob Holding,Arsenal,Manchester Utd,1,21,2.3686347
26,Rob Holding,Arsenal,Everton,0,22,2.7994666
27,Rob Holding,Arsenal,Brentford,1,23,2.4713874
28,Rob Holding,Arsenal,Manchester City,1,23,1.9230405
29,Rob Holding,Arsenal,Aston Villa,0,24,2.172003
30,Rob Holding,Arsenal,Leicester City,0,25,2.483686
