,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Manchester Utd,1,21,2.7528398,0.1229306
1,Granit Xhaka,Arsenal,Everton,0,22,3.1744545,0.19386789
2,Granit Xhaka,Arsenal,Brentford,1,23,2.8806798,0.16350913
3,Granit Xhaka,Arsenal,Manchester City,1,23,2.392095,0.1265319
4,Granit Xhaka,Arsenal,Aston Villa,0,24,2.9093614,0.16590843
5,Granit Xhaka,Arsenal,Leicester City,0,25,2.8552306,0.12851594
6,Granit Xhaka,Arsenal,Bournemouth,1,26,3.5050483,0.19146152
7,Granit Xhaka,Arsenal,Fulham,0,27,2.9118602,0.1461614
8,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.4298637,0.17676096
9,Granit Xhaka,Arsenal,Leeds United,1,29,3.102781,0.12890583
10,Granit Xhaka,Arsenal,Liverpool,0,30,2.4279299,0.118348174
11,Mohamed Elneny,Arsenal,Manchester Utd,1,21,2.2634559,0.19706488
12,Mohamed Elneny,Arsenal,Everton,0,22,2.465294,0.1886988
13,Mohamed Elneny,Arsenal,Brentford,1,23,2.3312168,0.21342169
14,Mohamed Elneny,Arsenal,Manchester City,1,23,1.9708335,0.1713877
15,Mohamed Elneny,Arsenal,Aston Villa,0,24,2.3096163,0.1913754
16,Mohamed Elneny,Arsenal,Leicester City,0,25,2.3154094,0.1810611
17,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.7119699,0.15584177
18,Mohamed Elneny,Arsenal,Fulham,0,27,2.346441,0.16974461
19,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.6361737,0.18471837
20,Mohamed Elneny,Arsenal,Leeds United,1,29,2.530155,0.23065707
21,Mohamed Elneny,Arsenal,Liverpool,0,30,2.0135536,0.2385549
22,Rob Holding,Arsenal,Manchester Utd,1,21,2.312945,0.21873151
23,Rob Holding,Arsenal,Everton,0,22,2.685862,0.21078521
24,Rob Holding,Arsenal,Brentford,1,23,2.4090333,0.25173917
25,Rob Holding,Arsenal,Manchester City,1,23,1.9056193,0.22809844
26,Rob Holding,Arsenal,Aston Villa,0,24,2.443983,0.22940363
27,Rob Holding,Arsenal,Leicester City,0,25,2.418716,0.21132195
28,Rob Holding,Arsenal,Bournemouth,1,26,2.9654305,0.19186442
29,Rob Holding,Arsenal,Fulham,0,27,2.4820876,0.19491129
30,Rob Holding,Arsenal,Crystal Palace,1,28,2.869501,0.22341391
31,Rob Holding,Arsenal,Leeds United,1,29,2.6219862,0.2275274
32,Rob Holding,Arsenal,Liverpool,0,30,2.0015042,0.2597336
33,Thomas Partey,Arsenal,Manchester Utd,1,21,2.617877,0.089020304
34,Thomas Partey,Arsenal,Everton,0,22,2.9854887,0.08698017
35,Thomas Partey,Arsenal,Brentford,1,23,2.7280006,0.11117796
36,Thomas Partey,Arsenal,Manchester City,1,23,2.287719,0.09615362
37,Thomas Partey,Arsenal,Aston Villa,0,24,2.771988,0.11294203
38,Thomas Partey,Arsenal,Leicester City,0,25,2.745126,0.0820639
39,Thomas Partey,Arsenal,Bournemouth,1,26,3.2574108,0.12390908
40,Thomas Partey,Arsenal,Fulham,0,27,2.7832294,0.11766861
41,Thomas Partey,Arsenal,Crystal Palace,1,28,3.1767433,0.1370089
42,Thomas Partey,Arsenal,Leeds United,1,29,2.9485083,0.1890332
43,Thomas Partey,Arsenal,Liverpool,0,30,2.3439195,0.12945855
44,Martin degaard,Arsenal,Manchester Utd,1,21,4.7250824,0.34642503
45,Martin degaard,Arsenal,Everton,0,22,5.4757648,0.36945522
46,Martin degaard,Arsenal,Brentford,1,23,5.404992,0.6065577
47,Martin degaard,Arsenal,Manchester City,1,23,4.3458147,0.47938454
48,Martin degaard,Arsenal,Aston Villa,0,24,5.0891886,0.27690592
49,Martin degaard,Arsenal,Leicester City,0,25,5.3039894,0.21988764
50,Martin degaard,Arsenal,Bournemouth,1,26,6.041311,0.4702253
51,Martin degaard,Arsenal,Fulham,0,27,5.3221865,0.31852877
52,Martin degaard,Arsenal,Crystal Palace,1,28,5.5219526,0.44325116
53,Martin degaard,Arsenal,Leeds United,1,29,5.8446927,0.45818377
54,Martin degaard,Arsenal,Liverpool,0,30,4.249903,0.30612588
55,Kieran Tierney,Arsenal,Manchester Utd,1,21,2.4284394,0.1978374
56,Kieran Tierney,Arsenal,Everton,0,22,2.870064,0.19358236
57,Kieran Tierney,Arsenal,Brentford,1,23,2.54622,0.2395138
58,Kieran Tierney,Arsenal,Manchester City,1,23,2.0235786,0.1992351
59,Kieran Tierney,Arsenal,Aston Villa,0,24,2.5939333,0.18881865
60,Kieran Tierney,Arsenal,Leicester City,0,25,2.560157,0.18836555
61,Kieran Tierney,Arsenal,Bournemouth,1,26,3.1723201,0.21526581
62,Kieran Tierney,Arsenal,Fulham,0,27,2.6199098,0.1622237
63,Kieran Tierney,Arsenal,Crystal Palace,1,28,3.081697,0.22955696
64,Kieran Tierney,Arsenal,Leeds United,1,29,2.762022,0.24147052
65,Kieran Tierney,Arsenal,Liverpool,0,30,2.1204016,0.2430824
