,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Bournemouth,1,26,3.6054451,0.22023559
1,Granit Xhaka,Arsenal,Fulham,0,27,3.1951308,0.22473553
2,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.5791073,0.19830471
3,Granit Xhaka,Arsenal,Leeds United,1,29,3.3208408,0.15527742
4,Granit Xhaka,Arsenal,Liverpool,0,30,2.5108447,0.13311476
5,Granit Xhaka,Arsenal,West Ham,0,31,2.8482904,0.11843011
6,Granit Xhaka,Arsenal,Southampton,1,32,3.6252341,0.22436558
7,Granit Xhaka,Arsenal,Manchester City,0,33,2.256615,0.08126912
8,Granit Xhaka,Arsenal,Chelsea,1,34,3.0208507,0.118052386
9,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.7983851,0.36063805
10,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.657803,0.17114206
11,Mohamed Elneny,Arsenal,Fulham,0,27,2.407194,0.18890902
12,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.6307285,0.21603101
13,Mohamed Elneny,Arsenal,Leeds United,1,29,2.5217466,0.16562785
14,Mohamed Elneny,Arsenal,Liverpool,0,30,2.0080705,0.22926207
15,Mohamed Elneny,Arsenal,West Ham,0,31,2.2126496,0.17440954
16,Mohamed Elneny,Arsenal,Southampton,1,32,2.6559598,0.18052813
17,Mohamed Elneny,Arsenal,Manchester City,0,33,1.8191159,0.19332401
18,Mohamed Elneny,Arsenal,Chelsea,1,34,2.3236566,0.18089068
19,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,2.1535242,0.2170857
20,Rob Holding,Arsenal,Bournemouth,1,26,2.876307,0.22144508
21,Rob Holding,Arsenal,Fulham,0,27,2.5521746,0.22976221
22,Rob Holding,Arsenal,Crystal Palace,1,28,2.842758,0.26503474
23,Rob Holding,Arsenal,Leeds United,1,29,2.6261423,0.21477786
24,Rob Holding,Arsenal,Liverpool,0,30,1.9925216,0.26309484
25,Rob Holding,Arsenal,West Ham,0,31,2.2875936,0.21092018
