,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Brighton,0,18,2.6689937,0.18356673
1,Granit Xhaka,Arsenal,Newcastle Utd,1,19,2.8156571,0.17494513
2,Granit Xhaka,Arsenal,Tottenham,0,20,2.5404582,0.14075616
3,Granit Xhaka,Arsenal,Manchester Utd,1,21,2.7977545,0.14353773
4,Granit Xhaka,Arsenal,Everton,0,22,3.0806332,0.09220606
5,Granit Xhaka,Arsenal,Brentford,1,23,2.8779614,0.17992367
6,Granit Xhaka,Arsenal,Manchester City,1,23,2.3818,0.14868744
7,Granit Xhaka,Arsenal,Aston Villa,0,24,2.9041781,0.17030022
8,Granit Xhaka,Arsenal,Leicester City,0,25,2.7892342,0.12467657
9,Granit Xhaka,Arsenal,Bournemouth,1,26,3.3966496,0.108569205
10,Granit Xhaka,Arsenal,Fulham,0,27,2.8927286,0.16165061
11,Mohamed Elneny,Arsenal,Brighton,0,18,2.179236,0.23678829
12,Mohamed Elneny,Arsenal,Newcastle Utd,1,19,2.308354,0.19548364
13,Mohamed Elneny,Arsenal,Tottenham,0,20,2.1147194,0.23575325
14,Mohamed Elneny,Arsenal,Manchester Utd,1,21,2.3052976,0.199405
15,Mohamed Elneny,Arsenal,Everton,0,22,2.4521835,0.17136891
16,Mohamed Elneny,Arsenal,Brentford,1,23,2.3354793,0.22068124
17,Mohamed Elneny,Arsenal,Manchester City,1,23,1.985426,0.18454926
18,Mohamed Elneny,Arsenal,Aston Villa,0,24,2.323586,0.19580698
19,Mohamed Elneny,Arsenal,Leicester City,0,25,2.2685418,0.19872694
20,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.6631582,0.1743464
21,Mohamed Elneny,Arsenal,Fulham,0,27,2.3426147,0.17336424
22,Rob Holding,Arsenal,Brighton,0,18,2.2506204,0.27090782
23,Rob Holding,Arsenal,Newcastle Utd,1,19,2.4093752,0.22205767
24,Rob Holding,Arsenal,Tottenham,0,20,2.1572175,0.24582843
25,Rob Holding,Arsenal,Manchester Utd,1,21,2.3784804,0.23108222
26,Rob Holding,Arsenal,Everton,0,22,2.6647422,0.21371059
27,Rob Holding,Arsenal,Brentford,1,23,2.4249716,0.25995415
28,Rob Holding,Arsenal,Manchester City,1,23,1.9128897,0.22562803
29,Rob Holding,Arsenal,Aston Villa,0,24,2.4644933,0.23315337
30,Rob Holding,Arsenal,Leicester City,0,25,2.37086,0.2284038
31,Rob Holding,Arsenal,Bournemouth,1,26,2.920375,0.1900936
32,Rob Holding,Arsenal,Fulham,0,27,2.4816267,0.1982886
33,Thomas Partey,Arsenal,Brighton,0,18,2.5480075,0.17124695
34,Thomas Partey,Arsenal,Newcastle Utd,1,19,2.6648552,0.15552811
35,Thomas Partey,Arsenal,Tottenham,0,20,2.42528,0.13315219
36,Thomas Partey,Arsenal,Manchester Utd,1,21,2.6534925,0.12790331
37,Thomas Partey,Arsenal,Everton,0,22,2.968276,0.08441962
38,Thomas Partey,Arsenal,Brentford,1,23,2.7166076,0.18269555
39,Thomas Partey,Arsenal,Manchester City,1,23,2.2530189,0.12652245
40,Thomas Partey,Arsenal,Aston Villa,0,24,2.7895064,0.13181648
