,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Brighton,1,36,2.8637214,0.10772874
1,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.4502392,0.23672567
2,Granit Xhaka,Arsenal,Wolves,1,38,3.6827435,0.1927708
3,Mohamed Elneny,Arsenal,Brighton,1,36,2.2715828,0.15538321
4,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.5291643,0.17138222
5,Mohamed Elneny,Arsenal,Wolves,1,38,2.685431,0.18041453
6,Rob Holding,Arsenal,Brighton,1,36,2.4321399,0.085213795
7,Rob Holding,Arsenal,Nottingham Forest,0,37,2.8802707,0.096726365
8,Rob Holding,Arsenal,Wolves,1,38,3.1052403,0.102127865
9,Thomas Partey,Arsenal,Brighton,1,36,2.3694139,0.10737745
10,Thomas Partey,Arsenal,Nottingham Forest,0,37,2.6624916,0.10640008
11,Thomas Partey,Arsenal,Wolves,1,38,2.8252444,0.13255619
12,Martin degaard,Arsenal,Brighton,1,36,4.870467,0.7368761
13,Martin degaard,Arsenal,Nottingham Forest,0,37,5.4395676,0.5443964
14,Martin degaard,Arsenal,Wolves,1,38,5.795305,0.47892135
15,Kieran Tierney,Arsenal,Brighton,1,36,2.3963423,0.16345523
16,Kieran Tierney,Arsenal,Nottingham Forest,0,37,2.8346877,0.17361705
17,Kieran Tierney,Arsenal,Wolves,1,38,3.0310311,0.18692216
18,Ben White,Arsenal,Brighton,1,36,3.0010166,0.16369385
19,Ben White,Arsenal,Nottingham Forest,0,37,3.7507343,0.12596904
20,Ben White,Arsenal,Wolves,1,38,4.0233974,0.12600787
21,Eddie Nketiah,Arsenal,Brighton,1,36,2.569322,0.16752484
22,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.1349669,0.11429749
23,Eddie Nketiah,Arsenal,Wolves,1,38,3.3246322,0.13126284
24,Emile Smith Rowe,Arsenal,Brighton,1,36,2.3453076,0.2211104
25,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,2.7587676,0.20551382
26,Emile Smith Rowe,Arsenal,Wolves,1,38,2.9361644,0.22877021
27,Bukayo Saka,Arsenal,Brighton,1,36,5.036212,0.32238752
28,Bukayo Saka,Arsenal,Nottingham Forest,0,37,5.802863,0.58028793
29,Bukayo Saka,Arsenal,Wolves,1,38,5.89042,0.43654624
30,Takehiro Tomiyasu,Arsenal,Brighton,1,36,2.3650355,0.15967052
31,Takehiro Tomiyasu,Arsenal,Nottingham Forest,0,37,2.794046,0.1612689
32,Takehiro Tomiyasu,Arsenal,Wolves,1,38,3.0025046,0.1853171
33,Aaron Ramsdale,Arsenal,Brighton,1,36,3.1445537,0.16502112
34,Aaron Ramsdale,Arsenal,Nottingham Forest,0,37,3.8452106,0.107222855
35,Aaron Ramsdale,Arsenal,Wolves,1,38,4.129475,0.14664626
36,Gabriel Dos Santos,Arsenal,Brighton,1,36,3.3941798,0.07114109
37,Gabriel Dos Santos,Arsenal,Nottingham Forest,0,37,3.9846816,0.115158714
38,Gabriel Dos Santos,Arsenal,Wolves,1,38,4.274139,0.11983342
39,Nuno Tavares,Arsenal,Brighton,1,36,2.513025,0.15165783
40,Nuno Tavares,Arsenal,Nottingham Forest,0,37,3.0896895,0.11238914
41,Nuno Tavares,Arsenal,Wolves,1,38,3.313544,0.11418503
42,Martinelli,Arsenal,Brighton,1,36,4.3242245,0.2685879
43,Martinelli,Arsenal,Nottingham Forest,0,37,4.982932,0.2620516
44,Martinelli,Arsenal,Wolves,1,38,5.302392,0.28261915
45,Reiss Nelson,Arsenal,Brighton,1,36,2.6133075,0.5907442
46,Reiss Nelson,Arsenal,Nottingham Forest,0,37,3.0288312,0.6451573
47,Reiss Nelson,Arsenal,Wolves,1,38,3.2292793,0.6534505
48,William Saliba,Arsenal,Brighton,1,36,3.2959294,0.107152335
49,William Saliba,Arsenal,Nottingham Forest,0,37,3.9988666,0.11540498
50,William Saliba,Arsenal,Wolves,1,38,4.298665,0.09205805
51,Gabriel Jesus,Arsenal,Brighton,1,36,4.235655,0.3667958
52,Gabriel Jesus,Arsenal,Nottingham Forest,0,37,5.091191,0.20639174
53,Gabriel Jesus,Arsenal,Wolves,1,38,5.347776,0.32519197
54,Leandro Trossard,Arsenal,Brighton,1,36,3.1393142,0.23232721
55,Leandro Trossard,Arsenal,Nottingham Forest,0,37,3.629652,0.14937721
56,Leandro Trossard,Arsenal,Wolves,1,38,3.8357081,0.15152282
57,Oleksandr Zinchenko,Arsenal,Brighton,1,36,2.9339905,0.24116243
58,Oleksandr Zinchenko,Arsenal,Nottingham Forest,0,37,3.6282468,0.15450238
59,Oleksandr Zinchenko,Arsenal,Wolves,1,38,3.8882146,0.16882595
60,Ethan Nwaneri,Arsenal,Brighton,1,36,2.595623,0.58073604
61,Ethan Nwaneri,Arsenal,Nottingham Forest,0,37,2.8761094,0.24305543
62,Ethan Nwaneri,Arsenal,Wolves,1,38,3.198811,0.5259857
63,Jakub Kiwior,Arsenal,Brighton,1,36,2.4096465,0.19164163
64,Jakub Kiwior,Arsenal,Nottingham Forest,0,37,2.8905058,0.19171147
65,Jakub Kiwior,Arsenal,Wolves,1,38,3.0996063,0.17222111
66,Philippe Coutinho,Aston Villa,Tottenham,1,36,2.452636,0.14047873
67,Philippe Coutinho,Aston Villa,Liverpool,0,37,2.117947,0.13730323
68,Philippe Coutinho,Aston Villa,Brighton,1,38,2.3087556,0.14571989
69,Emiliano Martinez,Aston Villa,Tottenham,1,36,3.0375993,0.16610947
70,Emiliano Martinez,Aston Villa,Liverpool,0,37,2.4363492,0.15115051
71,Emiliano Martinez,Aston Villa,Brighton,1,38,2.7728956,0.15788653
72,Calum Chambers,Aston Villa,Tottenham,1,36,2.3156476,0.21020336
73,Calum Chambers,Aston Villa,Liverpool,0,37,1.9296061,0.19439247
74,Calum Chambers,Aston Villa,Brighton,1,38,2.1759734,0.21901892
75,Lucas Digne,Aston Villa,Tottenham,1,36,2.441492,0.22396797
76,Lucas Digne,Aston Villa,Liverpool,0,37,2.0070133,0.21265237
77,Lucas Digne,Aston Villa,Brighton,1,38,2.281614,0.22505431
78,Bertrand Traore,Aston Villa,Tottenham,1,36,2.4192126,0.15895103
79,Bertrand Traore,Aston Villa,Liverpool,0,37,2.0634258,0.15695643
80,Bertrand Traore,Aston Villa,Brighton,1,38,2.265825,0.16338252
81,Robin Olsen,Aston Villa,Tottenham,1,36,2.5024514,0.19616815
82,Robin Olsen,Aston Villa,Liverpool,0,37,2.0854268,0.1763383
83,Robin Olsen,Aston Villa,Brighton,1,38,2.3694477,0.18237989
84,Morgan Sanson,Aston Villa,Tottenham,1,36,2.274252,0.18443675
85,Morgan Sanson,Aston Villa,Liverpool,0,37,1.9440224,0.1857155
86,Morgan Sanson,Aston Villa,Brighton,1,38,2.1307988,0.18939717
