,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Brighton,1,36,2.9626539
1,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.5672178
2,Granit Xhaka,Arsenal,Wolves,1,38,4.048299
3,Mohamed Elneny,Arsenal,Brighton,1,36,1.9561886
4,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.4218514
5,Mohamed Elneny,Arsenal,Wolves,1,38,2.2842462
6,Rob Holding,Arsenal,Brighton,1,36,2.358312
7,Rob Holding,Arsenal,Nottingham Forest,0,37,2.9877431
8,Rob Holding,Arsenal,Wolves,1,38,2.8934753
9,Thomas Partey,Arsenal,Brighton,1,36,2.2353556
10,Thomas Partey,Arsenal,Nottingham Forest,0,37,2.660881
11,Thomas Partey,Arsenal,Wolves,1,38,2.4912212
12,Martin degaard,Arsenal,Brighton,1,36,4.692229
13,Martin degaard,Arsenal,Nottingham Forest,0,37,5.866642
14,Martin degaard,Arsenal,Wolves,1,38,5.651819
15,Kieran Tierney,Arsenal,Brighton,1,36,2.0911834
16,Kieran Tierney,Arsenal,Nottingham Forest,0,37,2.789031
17,Kieran Tierney,Arsenal,Wolves,1,38,2.7098284
18,Ben White,Arsenal,Brighton,1,36,2.8386111
19,Ben White,Arsenal,Nottingham Forest,0,37,3.9574025
20,Ben White,Arsenal,Wolves,1,38,3.9354587
21,Eddie Nketiah,Arsenal,Brighton,1,36,2.3482137
22,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.3344526
23,Eddie Nketiah,Arsenal,Wolves,1,38,3.102829
24,Emile Smith Rowe,Arsenal,Brighton,1,36,1.9827329
25,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,2.6069384
26,Emile Smith Rowe,Arsenal,Wolves,1,38,2.54487
27,Bukayo Saka,Arsenal,Brighton,1,36,4.6551013
28,Bukayo Saka,Arsenal,Nottingham Forest,0,37,5.3225384
29,Bukayo Saka,Arsenal,Wolves,1,38,5.552112
30,Takehiro Tomiyasu,Arsenal,Brighton,1,36,2.0132172
31,Takehiro Tomiyasu,Arsenal,Nottingham Forest,0,37,2.743082
32,Takehiro Tomiyasu,Arsenal,Wolves,1,38,2.5964065
33,Aaron Ramsdale,Arsenal,Brighton,1,36,2.9834187
34,Aaron Ramsdale,Arsenal,Nottingham Forest,0,37,3.9587984
35,Aaron Ramsdale,Arsenal,Wolves,1,38,3.971129
36,Gabriel Dos Santos,Arsenal,Brighton,1,36,3.2812238
37,Gabriel Dos Santos,Arsenal,Nottingham Forest,0,37,4.1197605
38,Gabriel Dos Santos,Arsenal,Wolves,1,38,4.0807242
39,Nuno Tavares,Arsenal,Brighton,1,36,2.4288046
40,Nuno Tavares,Arsenal,Nottingham Forest,0,37,3.188918
41,Nuno Tavares,Arsenal,Wolves,1,38,3.0928624
42,Martinelli,Arsenal,Brighton,1,36,4.3111577
43,Martinelli,Arsenal,Nottingham Forest,0,37,5.060463
44,Martinelli,Arsenal,Wolves,1,38,5.752863
45,Reiss Nelson,Arsenal,Brighton,1,36,2.1492517
46,Reiss Nelson,Arsenal,Nottingham Forest,0,37,4.885017
47,Reiss Nelson,Arsenal,Wolves,1,38,2.7403996
48,William Saliba,Arsenal,Brighton,1,36,3.2603552
49,William Saliba,Arsenal,Nottingham Forest,0,37,4.019239
50,William Saliba,Arsenal,Wolves,1,38,4.2160263
51,Gabriel Jesus,Arsenal,Brighton,1,36,4.314434
52,Gabriel Jesus,Arsenal,Nottingham Forest,0,37,5.046198
53,Gabriel Jesus,Arsenal,Wolves,1,38,5.361239
54,Leandro Trossard,Arsenal,Brighton,1,36,2.983934
55,Leandro Trossard,Arsenal,Nottingham Forest,0,37,3.6472738
56,Leandro Trossard,Arsenal,Wolves,1,38,4.065858
57,Oleksandr Zinchenko,Arsenal,Brighton,1,36,2.9555607
58,Oleksandr Zinchenko,Arsenal,Nottingham Forest,0,37,3.6709414
59,Oleksandr Zinchenko,Arsenal,Wolves,1,38,3.7726028
60,Ethan Nwaneri,Arsenal,Brighton,1,36,1.9328867
61,Ethan Nwaneri,Arsenal,Nottingham Forest,0,37,3.1305304
62,Ethan Nwaneri,Arsenal,Wolves,1,38,2.8827353
63,Jakub Kiwior,Arsenal,Brighton,1,36,2.2643824
64,Jakub Kiwior,Arsenal,Nottingham Forest,0,37,2.9565396
65,Jakub Kiwior,Arsenal,Wolves,1,38,2.918497
66,Philippe Coutinho,Aston Villa,Tottenham,1,36,2.2991037
67,Philippe Coutinho,Aston Villa,Liverpool,0,37,1.8216623
68,Philippe Coutinho,Aston Villa,Brighton,1,38,2.143118
69,Emiliano Martinez,Aston Villa,Tottenham,1,36,2.9825099
70,Emiliano Martinez,Aston Villa,Liverpool,0,37,2.3145592
71,Emiliano Martinez,Aston Villa,Brighton,1,38,2.99714
72,Calum Chambers,Aston Villa,Tottenham,1,36,1.9115676
73,Calum Chambers,Aston Villa,Liverpool,0,37,1.5491831
74,Calum Chambers,Aston Villa,Brighton,1,38,2.343171
75,Lucas Digne,Aston Villa,Tottenham,1,36,2.068379
76,Lucas Digne,Aston Villa,Liverpool,0,37,1.5725092
77,Lucas Digne,Aston Villa,Brighton,1,38,2.427314
78,Bertrand Traore,Aston Villa,Tottenham,1,36,2.2041361
