,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Leeds United,0,11,3.1342423
1,Granit Xhaka,Arsenal,Southampton,0,13,3.02349
2,Granit Xhaka,Arsenal,Nottingham Forest,1,14,3.4392564
3,Granit Xhaka,Arsenal,Chelsea,0,15,2.629588
4,Granit Xhaka,Arsenal,Wolves,0,16,3.1945393
5,Granit Xhaka,Arsenal,West Ham,1,17,3.030308
6,Granit Xhaka,Arsenal,Brighton,0,18,2.746724
7,Granit Xhaka,Arsenal,Newcastle Utd,1,19,2.9807916
8,Granit Xhaka,Arsenal,Tottenham,0,20,2.6865115
9,Mohamed Elneny,Arsenal,Leeds United,0,11,2.3373868
10,Mohamed Elneny,Arsenal,Southampton,0,13,2.6427164
11,Mohamed Elneny,Arsenal,Nottingham Forest,1,14,2.8221414
12,Mohamed Elneny,Arsenal,Chelsea,0,15,2.305312
13,Mohamed Elneny,Arsenal,Wolves,0,16,2.7029686
14,Mohamed Elneny,Arsenal,West Ham,1,17,2.2464645
15,Mohamed Elneny,Arsenal,Brighton,0,18,2.2498164
16,Mohamed Elneny,Arsenal,Newcastle Utd,1,19,2.5941894
17,Mohamed Elneny,Arsenal,Tottenham,0,20,2.3927538
18,Rob Holding,Arsenal,Leeds United,0,11,2.2468553
19,Rob Holding,Arsenal,Southampton,0,13,2.741563
20,Rob Holding,Arsenal,Nottingham Forest,1,14,3.003249
21,Rob Holding,Arsenal,Chelsea,0,15,2.2198102
22,Rob Holding,Arsenal,Wolves,0,16,2.9082317
23,Rob Holding,Arsenal,West Ham,1,17,2.3852537
24,Rob Holding,Arsenal,Brighton,0,18,2.3607783
25,Rob Holding,Arsenal,Newcastle Utd,1,19,2.631244
26,Rob Holding,Arsenal,Tottenham,0,20,2.429868
27,Thomas Partey,Arsenal,Leeds United,0,11,2.870186
28,Thomas Partey,Arsenal,Southampton,0,13,2.9398718
29,Thomas Partey,Arsenal,Nottingham Forest,1,14,3.224001
30,Thomas Partey,Arsenal,Chelsea,0,15,2.4984477
31,Thomas Partey,Arsenal,Wolves,0,16,3.122662
32,Thomas Partey,Arsenal,West Ham,1,17,2.712127
33,Thomas Partey,Arsenal,Brighton,0,18,2.6108549
34,Thomas Partey,Arsenal,Newcastle Utd,1,19,2.7534728
35,Thomas Partey,Arsenal,Tottenham,0,20,2.5053427
36,Martin degaard,Arsenal,Leeds United,0,11,5.3457484
37,Martin degaard,Arsenal,Southampton,0,13,5.299893
38,Martin degaard,Arsenal,Nottingham Forest,1,14,5.3261805
39,Martin degaard,Arsenal,Chelsea,0,15,3.8356225
40,Martin degaard,Arsenal,Wolves,0,16,4.802517
41,Martin degaard,Arsenal,West Ham,1,17,4.290088
42,Martin degaard,Arsenal,Brighton,0,18,4.022752
43,Martin degaard,Arsenal,Newcastle Utd,1,19,4.196479
44,Martin degaard,Arsenal,Tottenham,0,20,3.734535
45,Kieran Tierney,Arsenal,Leeds United,0,11,3.0788455
46,Kieran Tierney,Arsenal,Southampton,0,13,3.395081
47,Kieran Tierney,Arsenal,Nottingham Forest,1,14,3.751804
48,Kieran Tierney,Arsenal,Chelsea,0,15,2.7385676
49,Kieran Tierney,Arsenal,Wolves,0,16,3.4895945
50,Kieran Tierney,Arsenal,West Ham,1,17,3.284784
51,Kieran Tierney,Arsenal,Brighton,0,18,2.6453469
52,Kieran Tierney,Arsenal,Newcastle Utd,1,19,3.1178534
53,Kieran Tierney,Arsenal,Tottenham,0,20,2.712826
54,Ben White,Arsenal,Leeds United,0,11,3.3447342
55,Ben White,Arsenal,Southampton,0,13,3.7417922
56,Ben White,Arsenal,Nottingham Forest,1,14,4.181129
57,Ben White,Arsenal,Chelsea,0,15,2.7552712
58,Ben White,Arsenal,Wolves,0,16,3.616587
59,Ben White,Arsenal,West Ham,1,17,3.4554548
60,Ben White,Arsenal,Brighton,0,18,2.890437
61,Ben White,Arsenal,Newcastle Utd,1,19,3.3968236
62,Ben White,Arsenal,Tottenham,0,20,3.0358572
63,Eddie Nketiah,Arsenal,Leeds United,0,11,2.1443589
64,Eddie Nketiah,Arsenal,Southampton,0,13,2.5945644
65,Eddie Nketiah,Arsenal,Nottingham Forest,1,14,2.9296737
66,Eddie Nketiah,Arsenal,Chelsea,0,15,2.337527
67,Eddie Nketiah,Arsenal,Wolves,0,16,2.906103
68,Eddie Nketiah,Arsenal,West Ham,1,17,2.6147742
69,Eddie Nketiah,Arsenal,Brighton,0,18,2.434969
70,Eddie Nketiah,Arsenal,Newcastle Utd,1,19,2.7652
71,Eddie Nketiah,Arsenal,Tottenham,0,20,2.5221598
72,Emile Smith Rowe,Arsenal,Leeds United,0,11,2.1742375
73,Emile Smith Rowe,Arsenal,Southampton,0,13,2.6691382
74,Emile Smith Rowe,Arsenal,Nottingham Forest,1,14,2.9310808
75,Emile Smith Rowe,Arsenal,Chelsea,0,15,2.3780103
76,Emile Smith Rowe,Arsenal,Wolves,0,16,3.0386395
77,Emile Smith Rowe,Arsenal,West Ham,1,17,2.567792
78,Emile Smith Rowe,Arsenal,Brighton,0,18,2.4567091
79,Emile Smith Rowe,Arsenal,Newcastle Utd,1,19,2.7486265
80,Emile Smith Rowe,Arsenal,Tottenham,0,20,2.566143
81,Bukayo Saka,Arsenal,Leeds United,0,11,5.5052695
82,Bukayo Saka,Arsenal,Southampton,0,13,4.61139
83,Bukayo Saka,Arsenal,Nottingham Forest,1,14,5.2406697
84,Bukayo Saka,Arsenal,Chelsea,0,15,4.0464053
85,Bukayo Saka,Arsenal,Wolves,0,16,5.156709
86,Bukayo Saka,Arsenal,West Ham,1,17,5.499422
87,Bukayo Saka,Arsenal,Brighton,0,18,4.413675
88,Bukayo Saka,Arsenal,Newcastle Utd,1,19,5.1591344
89,Bukayo Saka,Arsenal,Tottenham,0,20,4.0010986
90,Takehiro Tomiyasu,Arsenal,Leeds United,0,11,2.3258655
91,Takehiro Tomiyasu,Arsenal,Southampton,0,13,2.7185152
92,Takehiro Tomiyasu,Arsenal,Nottingham Forest,1,14,2.964441
93,Takehiro Tomiyasu,Arsenal,Chelsea,0,15,2.3202386
94,Takehiro Tomiyasu,Arsenal,Wolves,0,16,2.837922
95,Takehiro Tomiyasu,Arsenal,West Ham,1,17,2.5808277
96,Takehiro Tomiyasu,Arsenal,Brighton,0,18,2.4198763
97,Takehiro Tomiyasu,Arsenal,Newcastle Utd,1,19,2.690783
98,Takehiro Tomiyasu,Arsenal,Tottenham,0,20,2.4407105
99,Aaron Ramsdale,Arsenal,Leeds United,0,11,3.293468
100,Aaron Ramsdale,Arsenal,Southampton,0,13,3.56112
101,Aaron Ramsdale,Arsenal,Nottingham Forest,1,14,4.120223
102,Aaron Ramsdale,Arsenal,Chelsea,0,15,2.780064
103,Aaron Ramsdale,Arsenal,Wolves,0,16,3.5167692
104,Aaron Ramsdale,Arsenal,West Ham,1,17,3.4122837
105,Aaron Ramsdale,Arsenal,Brighton,0,18,2.920048
106,Aaron Ramsdale,Arsenal,Newcastle Utd,1,19,3.4570286
107,Aaron Ramsdale,Arsenal,Tottenham,0,20,3.0658307
108,Gabriel Dos Santos,Arsenal,Leeds United,0,11,4.0338063
109,Gabriel Dos Santos,Arsenal,Southampton,0,13,4.2668066
110,Gabriel Dos Santos,Arsenal,Nottingham Forest,1,14,4.6548905
111,Gabriel Dos Santos,Arsenal,Chelsea,0,15,3.169804
112,Gabriel Dos Santos,Arsenal,Wolves,0,16,3.8225036
113,Gabriel Dos Santos,Arsenal,West Ham,1,17,4.111702
114,Gabriel Dos Santos,Arsenal,Brighton,0,18,3.3140795
115,Gabriel Dos Santos,Arsenal,Newcastle Utd,1,19,3.3717372
116,Gabriel Dos Santos,Arsenal,Tottenham,0,20,3.274848
117,Nuno Tavares,Arsenal,Leeds United,0,11,2.614348
118,Nuno Tavares,Arsenal,Southampton,0,13,3.011758
119,Nuno Tavares,Arsenal,Nottingham Forest,1,14,3.0862496
120,Nuno Tavares,Arsenal,Chelsea,0,15,2.5123882
121,Nuno Tavares,Arsenal,Wolves,0,16,3.2112894
122,Nuno Tavares,Arsenal,West Ham,1,17,2.7614763
123,Nuno Tavares,Arsenal,Brighton,0,18,2.416322
124,Nuno Tavares,Arsenal,Newcastle Utd,1,19,2.7524898
125,Nuno Tavares,Arsenal,Tottenham,0,20,2.4653728
126,Albert Sambi Lokonga,Arsenal,Leeds United,0,11,2.1341467
127,Albert Sambi Lokonga,Arsenal,Southampton,0,13,2.4106233
128,Albert Sambi Lokonga,Arsenal,Nottingham Forest,1,14,2.6411078
129,Albert Sambi Lokonga,Arsenal,Chelsea,0,15,2.2346318
130,Albert Sambi Lokonga,Arsenal,Wolves,0,16,2.7029686
131,Albert Sambi Lokonga,Arsenal,West Ham,1,17,2.5338454
132,Albert Sambi Lokonga,Arsenal,Brighton,0,18,2.3249629
133,Albert Sambi Lokonga,Arsenal,Newcastle Utd,1,19,2.6041682
134,Albert Sambi Lokonga,Arsenal,Tottenham,0,20,2.3961987
135,Martinelli,Arsenal,Leeds United,0,11,4.6629825
136,Martinelli,Arsenal,Southampton,0,13,4.5359097
137,Martinelli,Arsenal,Nottingham Forest,1,14,4.7748914
138,Martinelli,Arsenal,Chelsea,0,15,3.6277363
139,Martinelli,Arsenal,Wolves,0,16,4.4829984
140,Martinelli,Arsenal,West Ham,1,17,4.380436
141,Martinelli,Arsenal,Brighton,0,18,3.9448173
142,Martinelli,Arsenal,Newcastle Utd,1,19,4.3700275
143,Martinelli,Arsenal,Tottenham,0,20,3.709697
144,Reiss Nelson,Arsenal,Leeds United,0,11,2.113161
145,Reiss Nelson,Arsenal,Southampton,0,13,3.0180094
146,Reiss Nelson,Arsenal,Nottingham Forest,1,14,2.9033961
147,Reiss Nelson,Arsenal,Chelsea,0,15,2.3715255
148,Reiss Nelson,Arsenal,Wolves,0,16,2.8438756
149,Reiss Nelson,Arsenal,West Ham,1,17,2.577432
150,Reiss Nelson,Arsenal,Brighton,0,18,2.5937283
151,Reiss Nelson,Arsenal,Newcastle Utd,1,19,2.6808043
152,Reiss Nelson,Arsenal,Tottenham,0,20,2.4834137
153,William Saliba,Arsenal,Leeds United,0,11,3.7911737
154,William Saliba,Arsenal,Southampton,0,13,4.1744018
155,William Saliba,Arsenal,Nottingham Forest,1,14,4.7625446
156,William Saliba,Arsenal,Chelsea,0,15,3.0809786
157,William Saliba,Arsenal,Wolves,0,16,4.2441297
158,William Saliba,Arsenal,West Ham,1,17,3.4864202
159,William Saliba,Arsenal,Brighton,0,18,3.250745
160,William Saliba,Arsenal,Newcastle Utd,1,19,3.4156032
161,William Saliba,Arsenal,Tottenham,0,20,3.2297246
162,Gabriel Jesus,Arsenal,Leeds United,0,11,4.4503145
163,Gabriel Jesus,Arsenal,Southampton,0,13,4.7531323
164,Gabriel Jesus,Arsenal,Nottingham Forest,1,14,5.2424703
165,Gabriel Jesus,Arsenal,Chelsea,0,15,3.3607616
166,Gabriel Jesus,Arsenal,Wolves,0,16,5.0680666
167,Gabriel Jesus,Arsenal,West Ham,1,17,4.7551937
168,Gabriel Jesus,Arsenal,Brighton,0,18,3.4543452
169,Gabriel Jesus,Arsenal,Newcastle Utd,1,19,4.3237405
170,Gabriel Jesus,Arsenal,Tottenham,0,20,3.865861
171,Oleksandr Zinchenko,Arsenal,Leeds United,0,11,3.4567657
172,Oleksandr Zinchenko,Arsenal,Southampton,0,13,3.9677029
173,Oleksandr Zinchenko,Arsenal,Nottingham Forest,1,14,4.280894
174,Oleksandr Zinchenko,Arsenal,Chelsea,0,15,2.900314
175,Oleksandr Zinchenko,Arsenal,Wolves,0,16,3.5895085
176,Oleksandr Zinchenko,Arsenal,West Ham,1,17,3.947887
177,Oleksandr Zinchenko,Arsenal,Brighton,0,18,3.232319
178,Oleksandr Zinchenko,Arsenal,Newcastle Utd,1,19,3.526322
179,Oleksandr Zinchenko,Arsenal,Tottenham,0,20,3.2633135
180,Ethan Nwaneri,Arsenal,Leeds United,0,11,2.2147653
181,Ethan Nwaneri,Arsenal,Southampton,0,13,3.0544064
182,Ethan Nwaneri,Arsenal,Nottingham Forest,1,14,2.9033961
183,Ethan Nwaneri,Arsenal,Chelsea,0,15,2.757952
184,Ethan Nwaneri,Arsenal,Wolves,0,16,2.837922
185,Ethan Nwaneri,Arsenal,West Ham,1,17,4.141618
186,Ethan Nwaneri,Arsenal,Brighton,0,18,2.2265935
187,Ethan Nwaneri,Arsenal,Newcastle Utd,1,19,2.6808043
188,Ethan Nwaneri,Arsenal,Tottenham,0,20,2.394322
189,Philippe Coutinho,Aston Villa,Chelsea,1,11,2.6573055
190,Philippe Coutinho,Aston Villa,Fulham,0,12,3.2971659
191,Philippe Coutinho,Aston Villa,Brentford,1,13,3.1773665
192,Philippe Coutinho,Aston Villa,Newcastle Utd,0,14,2.6992052
193,Philippe Coutinho,Aston Villa,Manchester Utd,1,15,2.80649
194,Philippe Coutinho,Aston Villa,Brighton,0,16,2.539543
195,Philippe Coutinho,Aston Villa,Liverpool,1,17,2.6530044
196,Philippe Coutinho,Aston Villa,Tottenham,0,18,2.6403008
197,Philippe Coutinho,Aston Villa,Wolves,1,19,3.3388436
198,Philippe Coutinho,Aston Villa,Leeds United,1,20,3.0753694
199,Danny Ings,Aston Villa,Chelsea,1,11,1.9537321
200,Danny Ings,Aston Villa,Fulham,0,12,3.015296
201,Danny Ings,Aston Villa,Brentford,1,13,2.780256
202,Danny Ings,Aston Villa,Newcastle Utd,0,14,2.610979
203,Danny Ings,Aston Villa,Manchester Utd,1,15,2.5889752
204,Danny Ings,Aston Villa,Brighton,0,16,2.5416026
205,Danny Ings,Aston Villa,Liverpool,1,17,3.068176
206,Danny Ings,Aston Villa,Tottenham,0,18,2.55628
207,Danny Ings,Aston Villa,Wolves,1,19,3.2488654
208,Danny Ings,Aston Villa,Leeds United,1,20,3.02854
209,Emiliano Martinez,Aston Villa,Chelsea,1,11,3.0873578
210,Emiliano Martinez,Aston Villa,Fulham,0,12,3.7509828
211,Emiliano Martinez,Aston Villa,Brentford,1,13,3.717402
212,Emiliano Martinez,Aston Villa,Newcastle Utd,0,14,3.2357006
213,Emiliano Martinez,Aston Villa,Manchester Utd,1,15,3.5120819
214,Emiliano Martinez,Aston Villa,Brighton,0,16,2.9785216
215,Emiliano Martinez,Aston Villa,Liverpool,1,17,3.2659805
216,Emiliano Martinez,Aston Villa,Tottenham,0,18,2.9790807
217,Emiliano Martinez,Aston Villa,Wolves,1,19,4.0248456
218,Emiliano Martinez,Aston Villa,Leeds United,1,20,3.543704
219,Calum Chambers,Aston Villa,Chelsea,1,11,2.4938884
220,Calum Chambers,Aston Villa,Fulham,0,12,2.9224277
221,Calum Chambers,Aston Villa,Brentford,1,13,2.4584162
222,Calum Chambers,Aston Villa,Newcastle Utd,0,14,2.351704
223,Calum Chambers,Aston Villa,Manchester Utd,1,15,2.6038926
224,Calum Chambers,Aston Villa,Brighton,0,16,2.4432194
225,Calum Chambers,Aston Villa,Liverpool,1,17,2.1513996
226,Calum Chambers,Aston Villa,Tottenham,0,18,2.2511916
227,Calum Chambers,Aston Villa,Wolves,1,19,3.058856
228,Calum Chambers,Aston Villa,Leeds United,1,20,2.8750257
229,Lucas Digne,Aston Villa,Chelsea,1,11,2.737342
230,Lucas Digne,Aston Villa,Fulham,0,12,3.7376192
231,Lucas Digne,Aston Villa,Brentford,1,13,2.8220818
232,Lucas Digne,Aston Villa,Newcastle Utd,0,14,2.5903928
233,Lucas Digne,Aston Villa,Manchester Utd,1,15,2.935582
234,Lucas Digne,Aston Villa,Brighton,0,16,2.6585035
235,Lucas Digne,Aston Villa,Liverpool,1,17,2.488801
236,Lucas Digne,Aston Villa,Tottenham,0,18,2.614032
237,Lucas Digne,Aston Villa,Wolves,1,19,3.4282165
238,Lucas Digne,Aston Villa,Leeds United,1,20,3.0956101
239,Robin Olsen,Aston Villa,Chelsea,1,11,2.3834028
240,Robin Olsen,Aston Villa,Fulham,0,12,3.2649565
241,Robin Olsen,Aston Villa,Brentford,1,13,2.2437036
242,Robin Olsen,Aston Villa,Newcastle Utd,0,14,2.4907517
243,Robin Olsen,Aston Villa,Manchester Utd,1,15,2.5806491
244,Robin Olsen,Aston Villa,Brighton,0,16,2.2450492
245,Robin Olsen,Aston Villa,Liverpool,1,17,2.1582823
246,Robin Olsen,Aston Villa,Tottenham,0,18,2.3730247
247,Robin Olsen,Aston Villa,Wolves,1,19,3.1519525
248,Robin Olsen,Aston Villa,Leeds United,1,20,2.9548898
249,Morgan Sanson,Aston Villa,Chelsea,1,11,1.9158317
250,Morgan Sanson,Aston Villa,Fulham,0,12,2.319848
251,Morgan Sanson,Aston Villa,Brentford,1,13,2.229675
252,Morgan Sanson,Aston Villa,Newcastle Utd,0,14,2.143407
253,Morgan Sanson,Aston Villa,Manchester Utd,1,15,2.2553127
254,Morgan Sanson,Aston Villa,Brighton,0,16,2.126428
255,Morgan Sanson,Aston Villa,Liverpool,1,17,2.0931907
256,Morgan Sanson,Aston Villa,Tottenham,0,18,2.0922613
257,Morgan Sanson,Aston Villa,Wolves,1,19,2.7054172
258,Morgan Sanson,Aston Villa,Leeds United,1,20,2.5501664
259,John McGinn,Aston Villa,Chelsea,1,11,2.4174662
260,John McGinn,Aston Villa,Fulham,0,12,2.6540265
261,John McGinn,Aston Villa,Brentford,1,13,2.4570057
262,John McGinn,Aston Villa,Newcastle Utd,0,14,2.3583453
263,John McGinn,Aston Villa,Manchester Utd,1,15,2.4467428
264,John McGinn,Aston Villa,Brighton,0,16,2.2211769
265,John McGinn,Aston Villa,Liverpool,1,17,2.3011777
266,John McGinn,Aston Villa,Tottenham,0,18,2.1524727
267,John McGinn,Aston Villa,Wolves,1,19,2.7445247
268,John McGinn,Aston Villa,Leeds United,1,20,2.6470854
269,Kortney Hause,Aston Villa,Chelsea,1,11,2.2567115
270,Kortney Hause,Aston Villa,Fulham,0,12,2.8812368
271,Kortney Hause,Aston Villa,Brentford,1,13,2.3798301
272,Kortney Hause,Aston Villa,Newcastle Utd,0,14,2.4235902
273,Kortney Hause,Aston Villa,Manchester Utd,1,15,2.369992
274,Kortney Hause,Aston Villa,Brighton,0,16,2.21139
275,Kortney Hause,Aston Villa,Liverpool,1,17,1.9742814
276,Kortney Hause,Aston Villa,Tottenham,0,18,2.15807
277,Kortney Hause,Aston Villa,Wolves,1,19,3.0921257
278,Kortney Hause,Aston Villa,Leeds United,1,20,2.8286755
279,Tyrone Mings,Aston Villa,Chelsea,1,11,2.5875099
280,Tyrone Mings,Aston Villa,Fulham,0,12,3.1187634
281,Tyrone Mings,Aston Villa,Brentford,1,13,2.6014311
282,Tyrone Mings,Aston Villa,Newcastle Utd,0,14,2.4630122
283,Tyrone Mings,Aston Villa,Manchester Utd,1,15,2.7494762
284,Tyrone Mings,Aston Villa,Brighton,0,16,2.4684231
285,Tyrone Mings,Aston Villa,Liverpool,1,17,2.2819839
286,Tyrone Mings,Aston Villa,Tottenham,0,18,2.3938046
287,Tyrone Mings,Aston Villa,Wolves,1,19,3.3622847
288,Tyrone Mings,Aston Villa,Leeds United,1,20,3.0170946
289,Ollie Watkins,Aston Villa,Chelsea,1,11,3.3057218
290,Ollie Watkins,Aston Villa,Fulham,0,12,4.1336484
291,Ollie Watkins,Aston Villa,Brentford,1,13,3.6153786
292,Ollie Watkins,Aston Villa,Newcastle Utd,0,14,3.6036553
293,Ollie Watkins,Aston Villa,Manchester Utd,1,15,3.7292178
294,Ollie Watkins,Aston Villa,Brighton,0,16,3.233429
295,Ollie Watkins,Aston Villa,Liverpool,1,17,4.1300645
296,Ollie Watkins,Aston Villa,Tottenham,0,18,3.3144655
297,Ollie Watkins,Aston Villa,Wolves,1,19,4.4909477
298,Ollie Watkins,Aston Villa,Leeds United,1,20,4.188545
299,Marvelous Nakamba,Aston Villa,Chelsea,1,11,1.86019
300,Marvelous Nakamba,Aston Villa,Fulham,0,12,2.319848
301,Marvelous Nakamba,Aston Villa,Brentford,1,13,2.1669056
302,Marvelous Nakamba,Aston Villa,Newcastle Utd,0,14,2.1219356
303,Marvelous Nakamba,Aston Villa,Manchester Utd,1,15,2.228698
304,Marvelous Nakamba,Aston Villa,Brighton,0,16,2.126428
305,Marvelous Nakamba,Aston Villa,Liverpool,1,17,2.1538515
306,Marvelous Nakamba,Aston Villa,Tottenham,0,18,2.0785816
307,Marvelous Nakamba,Aston Villa,Wolves,1,19,2.8096502
308,Marvelous Nakamba,Aston Villa,Leeds United,1,20,2.5897443
309,Emi Buendia,Aston Villa,Chelsea,1,11,2.1344702
310,Emi Buendia,Aston Villa,Fulham,0,12,2.4529097
311,Emi Buendia,Aston Villa,Brentford,1,13,2.2825773
312,Emi Buendia,Aston Villa,Newcastle Utd,0,14,2.2013724
313,Emi Buendia,Aston Villa,Manchester Utd,1,15,2.3390384
314,Emi Buendia,Aston Villa,Brighton,0,16,2.1886551
315,Emi Buendia,Aston Villa,Liverpool,1,17,2.1538515
316,Emi Buendia,Aston Villa,Tottenham,0,18,2.264206
317,Emi Buendia,Aston Villa,Wolves,1,19,2.8744965
318,Emi Buendia,Aston Villa,Leeds United,1,20,2.6576264
319,Matty Cash,Aston Villa,Chelsea,1,11,2.5194657
320,Matty Cash,Aston Villa,Fulham,0,12,3.1924736
321,Matty Cash,Aston Villa,Brentford,1,13,2.5150435
322,Matty Cash,Aston Villa,Newcastle Utd,0,14,2.472357
323,Matty Cash,Aston Villa,Manchester Utd,1,15,2.6746652
324,Matty Cash,Aston Villa,Brighton,0,16,2.4086645
325,Matty Cash,Aston Villa,Liverpool,1,17,2.2101536
326,Matty Cash,Aston Villa,Tottenham,0,18,2.385787
327,Matty Cash,Aston Villa,Wolves,1,19,3.339621
328,Matty Cash,Aston Villa,Leeds United,1,20,2.9107525
329,Ezri Konsa,Aston Villa,Chelsea,1,11,2.370388
330,Ezri Konsa,Aston Villa,Fulham,0,12,3.0563085
331,Ezri Konsa,Aston Villa,Brentford,1,13,2.4267125
332,Ezri Konsa,Aston Villa,Newcastle Utd,0,14,2.408436
333,Ezri Konsa,Aston Villa,Manchester Utd,1,15,2.5830033
334,Ezri Konsa,Aston Villa,Brighton,0,16,2.1852906
335,Ezri Konsa,Aston Villa,Liverpool,1,17,2.0207772
336,Ezri Konsa,Aston Villa,Tottenham,0,18,2.2517433
337,Ezri Konsa,Aston Villa,Wolves,1,19,3.2177944
338,Ezri Konsa,Aston Villa,Leeds United,1,20,2.8791602
339,Leon Bailey,Aston Villa,Chelsea,1,11,2.4662147
340,Leon Bailey,Aston Villa,Fulham,0,12,3.1632364
341,Leon Bailey,Aston Villa,Brentford,1,13,2.335018
342,Leon Bailey,Aston Villa,Newcastle Utd,0,14,2.3818183
343,Leon Bailey,Aston Villa,Manchester Utd,1,15,2.3984182
344,Leon Bailey,Aston Villa,Brighton,0,16,2.2820394
345,Leon Bailey,Aston Villa,Liverpool,1,17,2.4812632
346,Leon Bailey,Aston Villa,Tottenham,0,18,2.2626266
347,Leon Bailey,Aston Villa,Wolves,1,19,2.9663043
348,Leon Bailey,Aston Villa,Leeds United,1,20,2.724237
349,Douglas Luiz,Aston Villa,Chelsea,1,11,2.3701544
350,Douglas Luiz,Aston Villa,Fulham,0,12,2.5313935
351,Douglas Luiz,Aston Villa,Brentford,1,13,2.2816634
352,Douglas Luiz,Aston Villa,Newcastle Utd,0,14,2.2048135
353,Douglas Luiz,Aston Villa,Manchester Utd,1,15,2.3618217
