,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Tottenham,1,9,2.6317744,0.13327497
1,Granit Xhaka,Arsenal,Liverpool,1,10,2.5208004,0.10228324
2,Granit Xhaka,Arsenal,Leeds United,0,11,2.7533755,0.15697557
3,Granit Xhaka,Arsenal,Southampton,0,13,3.0028477,0.11293269
4,Granit Xhaka,Arsenal,Nottingham Forest,1,14,3.2081115,0.18224825
5,Granit Xhaka,Arsenal,Chelsea,0,15,2.4908547,0.09680852
6,Granit Xhaka,Arsenal,Wolves,0,16,3.0225785,0.11134172
7,Granit Xhaka,Arsenal,West Ham,1,17,3.1030962,0.13969398
8,Granit Xhaka,Arsenal,Brighton,0,18,2.5695653,0.10041325
9,Mohamed Elneny,Arsenal,Tottenham,1,9,2.2774422,0.15207434
10,Mohamed Elneny,Arsenal,Liverpool,1,10,2.1803827,0.11988492
11,Mohamed Elneny,Arsenal,Leeds United,0,11,2.4217567,0.109925345
12,Mohamed Elneny,Arsenal,Southampton,0,13,2.5983229,0.10548699
13,Mohamed Elneny,Arsenal,Nottingham Forest,1,14,2.7208164,0.104261264
14,Mohamed Elneny,Arsenal,Chelsea,0,15,2.1714113,0.1318818
15,Mohamed Elneny,Arsenal,Wolves,0,16,2.6414652,0.11510995
16,Mohamed Elneny,Arsenal,West Ham,1,17,2.6674275,0.13313891
17,Mohamed Elneny,Arsenal,Brighton,0,18,2.2424443,0.108562134
18,Rob Holding,Arsenal,Tottenham,1,9,2.2215106,0.12758791
19,Rob Holding,Arsenal,Liverpool,1,10,2.0863705,0.12807651
20,Rob Holding,Arsenal,Leeds United,0,11,2.4303222,0.175963
21,Rob Holding,Arsenal,Southampton,0,13,2.722179,0.17980951
22,Rob Holding,Arsenal,Nottingham Forest,1,14,2.8450375,0.1463155
23,Rob Holding,Arsenal,Chelsea,0,15,2.111985,0.14192231
24,Rob Holding,Arsenal,Wolves,0,16,2.7676435,0.17599133
25,Rob Holding,Arsenal,West Ham,1,17,2.782763,0.17189729
26,Rob Holding,Arsenal,Brighton,0,18,2.204613,0.15034798
27,Thomas Partey,Arsenal,Tottenham,1,9,2.412298,0.117932044
28,Thomas Partey,Arsenal,Liverpool,1,10,2.303003,0.09916819
29,Thomas Partey,Arsenal,Leeds United,0,11,2.5990882,0.13238883
30,Thomas Partey,Arsenal,Southampton,0,13,2.8862963,0.10622622
31,Thomas Partey,Arsenal,Nottingham Forest,1,14,3.0291731,0.1481332
32,Thomas Partey,Arsenal,Chelsea,0,15,2.302153,0.07301279
33,Thomas Partey,Arsenal,Wolves,0,16,2.9255567,0.08634351
34,Thomas Partey,Arsenal,West Ham,1,17,2.9515612,0.10261609
35,Thomas Partey,Arsenal,Brighton,0,18,2.3890338,0.07471911
36,Martin degaard,Arsenal,Tottenham,1,9,3.94315,0.19770722
37,Martin degaard,Arsenal,Liverpool,1,10,3.8770034,0.18233055
38,Martin degaard,Arsenal,Leeds United,0,11,4.9649916,0.42085359
39,Martin degaard,Arsenal,Southampton,0,13,5.043485,0.362658
40,Martin degaard,Arsenal,Nottingham Forest,1,14,5.280122,0.3569773
41,Martin degaard,Arsenal,Chelsea,0,15,3.9443238,0.32460922
42,Martin degaard,Arsenal,Wolves,0,16,5.149286,0.34021
43,Martin degaard,Arsenal,West Ham,1,17,4.910976,0.32642615
44,Martin degaard,Arsenal,Brighton,0,18,4.2737637,0.4897508
45,Kieran Tierney,Arsenal,Tottenham,1,9,2.8331113,0.18371847
46,Kieran Tierney,Arsenal,Liverpool,1,10,2.6520376,0.15872055
47,Kieran Tierney,Arsenal,Leeds United,0,11,3.1353974,0.20412382
48,Kieran Tierney,Arsenal,Southampton,0,13,3.6056771,0.15547204
49,Kieran Tierney,Arsenal,Nottingham Forest,1,14,3.7569022,0.19646151
50,Kieran Tierney,Arsenal,Chelsea,0,15,2.7389987,0.09317258
51,Kieran Tierney,Arsenal,Wolves,0,16,3.6851888,0.14668383
52,Kieran Tierney,Arsenal,West Ham,1,17,3.5458233,0.19317816
53,Kieran Tierney,Arsenal,Brighton,0,18,2.8682256,0.08683322
54,Ben White,Arsenal,Tottenham,1,9,2.9061208,0.12137342
55,Ben White,Arsenal,Liverpool,1,10,2.7100644,0.10356546
56,Ben White,Arsenal,Leeds United,0,11,3.2536378,0.19635801
57,Ben White,Arsenal,Southampton,0,13,3.6613839,0.08979063
58,Ben White,Arsenal,Nottingham Forest,1,14,3.8689265,0.10436036
59,Ben White,Arsenal,Chelsea,0,15,2.7933722,0.074044175
60,Ben White,Arsenal,Wolves,0,16,3.722475,0.08985996
61,Ben White,Arsenal,West Ham,1,17,3.6513195,0.12982602
62,Ben White,Arsenal,Brighton,0,18,2.9406602,0.08642099
63,Eddie Nketiah,Arsenal,Tottenham,1,9,2.3270717,0.110014975
64,Eddie Nketiah,Arsenal,Liverpool,1,10,2.2250965,0.15279642
65,Eddie Nketiah,Arsenal,Leeds United,0,11,2.479976,0.18680812
66,Eddie Nketiah,Arsenal,Southampton,0,13,2.741259,0.14064667
67,Eddie Nketiah,Arsenal,Nottingham Forest,1,14,2.8288047,0.11374665
68,Eddie Nketiah,Arsenal,Chelsea,0,15,2.2389328,0.1346071
69,Eddie Nketiah,Arsenal,Wolves,0,16,2.7896917,0.13537551
70,Eddie Nketiah,Arsenal,West Ham,1,17,2.756681,0.1336849
71,Eddie Nketiah,Arsenal,Brighton,0,18,2.301436,0.13255535
72,Emile Smith Rowe,Arsenal,Tottenham,1,9,2.3093755,0.16333875
73,Emile Smith Rowe,Arsenal,Liverpool,1,10,2.2169685,0.18963817
74,Emile Smith Rowe,Arsenal,Leeds United,0,11,2.4691741,0.23054995
75,Emile Smith Rowe,Arsenal,Southampton,0,13,2.7160506,0.21697475
76,Emile Smith Rowe,Arsenal,Nottingham Forest,1,14,2.8193188,0.15479308
77,Emile Smith Rowe,Arsenal,Chelsea,0,15,2.2096226,0.19170557
78,Emile Smith Rowe,Arsenal,Wolves,0,16,2.746411,0.21767877
79,Emile Smith Rowe,Arsenal,West Ham,1,17,2.7717361,0.19426356
80,Emile Smith Rowe,Arsenal,Brighton,0,18,2.2701008,0.19105972
81,Bukayo Saka,Arsenal,Tottenham,1,9,3.843722,0.28380263
82,Bukayo Saka,Arsenal,Liverpool,1,10,3.8200812,0.28029117
83,Bukayo Saka,Arsenal,Leeds United,0,11,4.686585,0.48692584
84,Bukayo Saka,Arsenal,Southampton,0,13,4.760186,0.35458884
85,Bukayo Saka,Arsenal,Nottingham Forest,1,14,5.1111383,0.3220598
86,Bukayo Saka,Arsenal,Chelsea,0,15,3.7523007,0.28882864
87,Bukayo Saka,Arsenal,Wolves,0,16,4.849126,0.4056415
88,Bukayo Saka,Arsenal,West Ham,1,17,4.698161,0.26436973
89,Bukayo Saka,Arsenal,Brighton,0,18,3.959565,0.43273795
