,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Chelsea,0,15,2.6751857,0.17811938
1,Granit Xhaka,Arsenal,Wolves,0,16,3.216589,0.1482324
2,Granit Xhaka,Arsenal,West Ham,1,17,3.0416145,0.19385622
3,Granit Xhaka,Arsenal,Brighton,0,18,2.7723374,0.35580283
4,Granit Xhaka,Arsenal,Newcastle Utd,1,19,3.0637953,0.33095932
5,Granit Xhaka,Arsenal,Tottenham,0,20,2.6495726,0.13943484
6,Granit Xhaka,Arsenal,Manchester Utd,1,21,3.0351717,0.11423478
7,Granit Xhaka,Arsenal,Everton,0,22,3.2465432,0.15629835
8,Granit Xhaka,Arsenal,Brentford,1,23,3.0840132,0.15108779
9,Granit Xhaka,Arsenal,Aston Villa,0,24,3.0475097,0.20272852
10,Mohamed Elneny,Arsenal,Chelsea,0,15,2.207043,0.18783349
11,Mohamed Elneny,Arsenal,Wolves,0,16,2.5907207,0.11395147
12,Mohamed Elneny,Arsenal,West Ham,1,17,2.4648614,0.12264689
13,Mohamed Elneny,Arsenal,Brighton,0,18,2.2209587,0.14755304
14,Mohamed Elneny,Arsenal,Newcastle Utd,1,19,2.4396422,0.083197884
15,Mohamed Elneny,Arsenal,Tottenham,0,20,2.2245765,0.113101795
16,Mohamed Elneny,Arsenal,Manchester Utd,1,21,2.4509912,0.113462895
17,Mohamed Elneny,Arsenal,Everton,0,22,2.614933,0.09874885
18,Mohamed Elneny,Arsenal,Brentford,1,23,2.4779792,0.15115327
19,Mohamed Elneny,Arsenal,Aston Villa,0,24,2.4379604,0.1318549
20,Rob Holding,Arsenal,Chelsea,0,15,2.140616,0.23768727
21,Rob Holding,Arsenal,Wolves,0,16,2.6451385,0.22436434
22,Rob Holding,Arsenal,West Ham,1,17,2.4186184,0.1566947
23,Rob Holding,Arsenal,Brighton,0,18,2.1471567,0.16880724
24,Rob Holding,Arsenal,Newcastle Utd,1,19,2.4027553,0.1403457
25,Rob Holding,Arsenal,Tottenham,0,20,2.1403046,0.19001988
26,Rob Holding,Arsenal,Manchester Utd,1,21,2.4091496,0.21398519
27,Rob Holding,Arsenal,Everton,0,22,2.6607063,0.19682008
28,Rob Holding,Arsenal,Brentford,1,23,2.4425924,0.2170595
29,Rob Holding,Arsenal,Aston Villa,0,24,2.4459844,0.18344449
30,Thomas Partey,Arsenal,Chelsea,0,15,2.5223145,0.15393038
31,Thomas Partey,Arsenal,Wolves,0,16,3.04193,0.111422546
32,Thomas Partey,Arsenal,West Ham,1,17,2.8409607,0.13608381
33,Thomas Partey,Arsenal,Brighton,0,18,2.5179133,0.13571371
34,Thomas Partey,Arsenal,Newcastle Utd,1,19,2.7700927,0.098958
35,Thomas Partey,Arsenal,Tottenham,0,20,2.4954565,0.12867373
36,Thomas Partey,Arsenal,Manchester Utd,1,21,2.8237367,0.09426436
37,Thomas Partey,Arsenal,Everton,0,22,3.0701022,0.11417902
38,Thomas Partey,Arsenal,Brentford,1,23,2.8698552,0.11584784
39,Thomas Partey,Arsenal,Aston Villa,0,24,2.8559713,0.15527369
40,Martin degaard,Arsenal,Chelsea,0,15,4.157473,0.22399843
41,Martin degaard,Arsenal,Wolves,0,16,5.0102644,0.21857885
42,Martin degaard,Arsenal,West Ham,1,17,4.5804873,0.25839072
43,Martin degaard,Arsenal,Brighton,0,18,4.173905,0.42901316
44,Martin degaard,Arsenal,Newcastle Utd,1,19,4.5983505,0.41926828
45,Martin degaard,Arsenal,Tottenham,0,20,4.124745,0.5170662
46,Martin degaard,Arsenal,Manchester Utd,1,21,4.77907,0.19477414
47,Martin degaard,Arsenal,Everton,0,22,5.049463,0.23938851
48,Martin degaard,Arsenal,Brentford,1,23,4.8580785,0.24178877
49,Martin degaard,Arsenal,Aston Villa,0,24,4.9370337,0.18983458
50,Kieran Tierney,Arsenal,Chelsea,0,15,2.3652942,0.14796005
51,Kieran Tierney,Arsenal,Wolves,0,16,2.9875855,0.106316224
52,Kieran Tierney,Arsenal,West Ham,1,17,2.694767,0.082000665
53,Kieran Tierney,Arsenal,Brighton,0,18,2.3740191,0.075837895
54,Kieran Tierney,Arsenal,Newcastle Utd,1,19,2.6429935,0.083292544
55,Kieran Tierney,Arsenal,Tottenham,0,20,2.3568435,0.11818525
56,Kieran Tierney,Arsenal,Manchester Utd,1,21,2.666736,0.15007433
57,Kieran Tierney,Arsenal,Everton,0,22,2.9922664,0.10646296
58,Kieran Tierney,Arsenal,Brentford,1,23,2.7149568,0.14232153
59,Kieran Tierney,Arsenal,Aston Villa,0,24,2.744315,0.117361076
60,Ben White,Arsenal,Chelsea,0,15,2.9331756,0.108714454
61,Ben White,Arsenal,Wolves,0,16,3.685349,0.08802082
62,Ben White,Arsenal,West Ham,1,17,3.3345153,0.10878654
63,Ben White,Arsenal,Brighton,0,18,2.9232898,0.0815222
64,Ben White,Arsenal,Newcastle Utd,1,19,3.2392647,0.08603852
65,Ben White,Arsenal,Tottenham,0,20,2.863798,0.13618226
66,Ben White,Arsenal,Manchester Utd,1,21,3.3749814,0.15907454
67,Ben White,Arsenal,Everton,0,22,3.703518,0.100438625
