,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Everton,0,22,3.7523289
1,Granit Xhaka,Arsenal,Brentford,1,23,3.2566428
2,Granit Xhaka,Arsenal,Manchester City,1,23,2.646726
3,Granit Xhaka,Arsenal,Aston Villa,0,24,3.1461663
4,Granit Xhaka,Arsenal,Leicester City,0,25,2.9593086
5,Granit Xhaka,Arsenal,Bournemouth,1,26,3.6911495
6,Granit Xhaka,Arsenal,Fulham,0,27,2.8189209
7,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.4719675
8,Granit Xhaka,Arsenal,Leeds United,1,29,3.1644962
9,Granit Xhaka,Arsenal,Liverpool,0,30,2.7764919
10,Granit Xhaka,Arsenal,West Ham,0,31,3.1006303
11,Mohamed Elneny,Arsenal,Everton,0,22,2.3166764
12,Mohamed Elneny,Arsenal,Brentford,1,23,2.1952958
13,Mohamed Elneny,Arsenal,Manchester City,1,23,1.7524327
14,Mohamed Elneny,Arsenal,Aston Villa,0,24,2.15777
15,Mohamed Elneny,Arsenal,Leicester City,0,25,2.276977
16,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.7104807
17,Mohamed Elneny,Arsenal,Fulham,0,27,2.2681928
18,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.5258899
19,Mohamed Elneny,Arsenal,Leeds United,1,29,2.4681451
20,Mohamed Elneny,Arsenal,Liverpool,0,30,2.467167
21,Mohamed Elneny,Arsenal,West Ham,0,31,2.580001
22,Rob Holding,Arsenal,Everton,0,22,2.3749132
23,Rob Holding,Arsenal,Brentford,1,23,2.249486
24,Rob Holding,Arsenal,Manchester City,1,23,1.7552406
25,Rob Holding,Arsenal,Aston Villa,0,24,2.3772485
26,Rob Holding,Arsenal,Leicester City,0,25,2.3924131
27,Rob Holding,Arsenal,Bournemouth,1,26,3.0429757
28,Rob Holding,Arsenal,Fulham,0,27,2.4031463
29,Rob Holding,Arsenal,Crystal Palace,1,28,2.6745129
30,Rob Holding,Arsenal,Leeds United,1,29,2.6213694
31,Rob Holding,Arsenal,Liverpool,0,30,2.392582
32,Rob Holding,Arsenal,West Ham,0,31,2.7996924
33,Thomas Partey,Arsenal,Everton,0,22,3.2038274
34,Thomas Partey,Arsenal,Brentford,1,23,2.9350014
35,Thomas Partey,Arsenal,Manchester City,1,23,2.445807
36,Thomas Partey,Arsenal,Aston Villa,0,24,2.6807802
37,Thomas Partey,Arsenal,Leicester City,0,25,2.7234495
38,Thomas Partey,Arsenal,Bournemouth,1,26,3.2876513
39,Thomas Partey,Arsenal,Fulham,0,27,2.6953647
40,Thomas Partey,Arsenal,Crystal Palace,1,28,3.169463
41,Thomas Partey,Arsenal,Leeds United,1,29,2.8668146
42,Thomas Partey,Arsenal,Liverpool,0,30,2.6657383
43,Thomas Partey,Arsenal,West Ham,0,31,2.8251383
44,Martin degaard,Arsenal,Everton,0,22,5.4681535
45,Martin degaard,Arsenal,Brentford,1,23,5.569898
46,Martin degaard,Arsenal,Manchester City,1,23,4.5247626
47,Martin degaard,Arsenal,Aston Villa,0,24,5.4597764
48,Martin degaard,Arsenal,Leicester City,0,25,5.4487185
49,Martin degaard,Arsenal,Bournemouth,1,26,6.085031
50,Martin degaard,Arsenal,Fulham,0,27,5.2754655
51,Martin degaard,Arsenal,Crystal Palace,1,28,5.7855926
52,Martin degaard,Arsenal,Leeds United,1,29,5.3967986
53,Martin degaard,Arsenal,Liverpool,0,30,4.790336
54,Martin degaard,Arsenal,West Ham,0,31,4.605943
55,Kieran Tierney,Arsenal,Everton,0,22,2.45878
56,Kieran Tierney,Arsenal,Brentford,1,23,2.454465
57,Kieran Tierney,Arsenal,Manchester City,1,23,1.9602197
58,Kieran Tierney,Arsenal,Aston Villa,0,24,2.5144246
59,Kieran Tierney,Arsenal,Leicester City,0,25,2.4517787
60,Kieran Tierney,Arsenal,Bournemouth,1,26,3.2079272
61,Kieran Tierney,Arsenal,Fulham,0,27,2.59791
62,Kieran Tierney,Arsenal,Crystal Palace,1,28,3.0790803
63,Kieran Tierney,Arsenal,Leeds United,1,29,2.8167996
64,Kieran Tierney,Arsenal,Liverpool,0,30,2.4482632
65,Kieran Tierney,Arsenal,West Ham,0,31,2.8619835
66,Ben White,Arsenal,Everton,0,22,3.7884693
67,Ben White,Arsenal,Brentford,1,23,3.335198
68,Ben White,Arsenal,Manchester City,1,23,2.5344403
69,Ben White,Arsenal,Aston Villa,0,24,3.4394178
70,Ben White,Arsenal,Leicester City,0,25,3.2790074
71,Ben White,Arsenal,Bournemouth,1,26,3.9259698
72,Ben White,Arsenal,Fulham,0,27,3.2543173
73,Ben White,Arsenal,Crystal Palace,1,28,3.8547165
74,Ben White,Arsenal,Leeds United,1,29,3.346958
75,Ben White,Arsenal,Liverpool,0,30,2.8577888
76,Ben White,Arsenal,West Ham,0,31,3.1763318
77,Eddie Nketiah,Arsenal,Everton,0,22,3.9207428
78,Eddie Nketiah,Arsenal,Brentford,1,23,3.4412882
79,Eddie Nketiah,Arsenal,Manchester City,1,23,2.7724261
80,Eddie Nketiah,Arsenal,Aston Villa,0,24,3.1792593
81,Eddie Nketiah,Arsenal,Leicester City,0,25,3.4874372
82,Eddie Nketiah,Arsenal,Bournemouth,1,26,3.7098486
83,Eddie Nketiah,Arsenal,Fulham,0,27,3.5532622
84,Eddie Nketiah,Arsenal,Crystal Palace,1,28,3.336005
85,Eddie Nketiah,Arsenal,Leeds United,1,29,2.9901118
86,Eddie Nketiah,Arsenal,Liverpool,0,30,2.8903065
87,Eddie Nketiah,Arsenal,West Ham,0,31,3.1015742
88,Emile Smith Rowe,Arsenal,Everton,0,22,2.3413332
89,Emile Smith Rowe,Arsenal,Brentford,1,23,2.2434926
90,Emile Smith Rowe,Arsenal,Manchester City,1,23,1.749247
91,Emile Smith Rowe,Arsenal,Aston Villa,0,24,2.301967
92,Emile Smith Rowe,Arsenal,Leicester City,0,25,2.39808
93,Emile Smith Rowe,Arsenal,Bournemouth,1,26,3.0472994
94,Emile Smith Rowe,Arsenal,Fulham,0,27,2.533554
95,Emile Smith Rowe,Arsenal,Crystal Palace,1,28,2.7177167
96,Emile Smith Rowe,Arsenal,Leeds United,1,29,2.754773
97,Emile Smith Rowe,Arsenal,Liverpool,0,30,2.4583654
98,Emile Smith Rowe,Arsenal,West Ham,0,31,2.887433
99,Bukayo Saka,Arsenal,Everton,0,22,5.1805487
100,Bukayo Saka,Arsenal,Brentford,1,23,4.641745
101,Bukayo Saka,Arsenal,Manchester City,1,23,3.5679724
102,Bukayo Saka,Arsenal,Aston Villa,0,24,4.1770215
103,Bukayo Saka,Arsenal,Leicester City,0,25,5.2054806
104,Bukayo Saka,Arsenal,Bournemouth,1,26,7.053066
105,Bukayo Saka,Arsenal,Fulham,0,27,5.605044
106,Bukayo Saka,Arsenal,Crystal Palace,1,28,6.1015816
107,Bukayo Saka,Arsenal,Leeds United,1,29,6.0242877
108,Bukayo Saka,Arsenal,Liverpool,0,30,4.087923
109,Bukayo Saka,Arsenal,West Ham,0,31,4.4394784
110,Takehiro Tomiyasu,Arsenal,Everton,0,22,2.7808754
111,Takehiro Tomiyasu,Arsenal,Brentford,1,23,2.5409873
112,Takehiro Tomiyasu,Arsenal,Manchester City,1,23,1.9981498
113,Takehiro Tomiyasu,Arsenal,Aston Villa,0,24,2.4890444
114,Takehiro Tomiyasu,Arsenal,Leicester City,0,25,2.4825842
115,Takehiro Tomiyasu,Arsenal,Bournemouth,1,26,3.1129467
116,Takehiro Tomiyasu,Arsenal,Fulham,0,27,2.4653735
117,Takehiro Tomiyasu,Arsenal,Crystal Palace,1,28,2.8803964
118,Takehiro Tomiyasu,Arsenal,Leeds United,1,29,2.6440005
119,Takehiro Tomiyasu,Arsenal,Liverpool,0,30,2.4091554
120,Takehiro Tomiyasu,Arsenal,West Ham,0,31,2.7787154
121,Aaron Ramsdale,Arsenal,Everton,0,22,3.9704053
122,Aaron Ramsdale,Arsenal,Brentford,1,23,3.3006592
123,Aaron Ramsdale,Arsenal,Manchester City,1,23,2.516988
124,Aaron Ramsdale,Arsenal,Aston Villa,0,24,3.4268675
125,Aaron Ramsdale,Arsenal,Leicester City,0,25,3.5422013
126,Aaron Ramsdale,Arsenal,Bournemouth,1,26,4.0233164
127,Aaron Ramsdale,Arsenal,Fulham,0,27,3.767838
128,Aaron Ramsdale,Arsenal,Crystal Palace,1,28,3.904519
129,Aaron Ramsdale,Arsenal,Leeds United,1,29,3.7666717
130,Aaron Ramsdale,Arsenal,Liverpool,0,30,3.2748947
131,Aaron Ramsdale,Arsenal,West Ham,0,31,3.5850224
132,Gabriel Dos Santos,Arsenal,Everton,0,22,4.3111687
133,Gabriel Dos Santos,Arsenal,Brentford,1,23,3.87232
134,Gabriel Dos Santos,Arsenal,Manchester City,1,23,2.7908735
135,Gabriel Dos Santos,Arsenal,Aston Villa,0,24,3.812087
136,Gabriel Dos Santos,Arsenal,Leicester City,0,25,3.992869
137,Gabriel Dos Santos,Arsenal,Bournemouth,1,26,4.389986
138,Gabriel Dos Santos,Arsenal,Fulham,0,27,3.7656407
139,Gabriel Dos Santos,Arsenal,Crystal Palace,1,28,4.354901
140,Gabriel Dos Santos,Arsenal,Leeds United,1,29,3.800601
141,Gabriel Dos Santos,Arsenal,Liverpool,0,30,3.210017
142,Gabriel Dos Santos,Arsenal,West Ham,0,31,3.6212928
143,Nuno Tavares,Arsenal,Everton,0,22,3.039339
144,Nuno Tavares,Arsenal,Brentford,1,23,2.7512167
145,Nuno Tavares,Arsenal,Manchester City,1,23,2.1983554
146,Nuno Tavares,Arsenal,Aston Villa,0,24,2.6453626
147,Nuno Tavares,Arsenal,Leicester City,0,25,2.545758
148,Nuno Tavares,Arsenal,Bournemouth,1,26,3.338915
149,Nuno Tavares,Arsenal,Fulham,0,27,2.8387403
150,Nuno Tavares,Arsenal,Crystal Palace,1,28,3.2400148
151,Nuno Tavares,Arsenal,Leeds United,1,29,2.7653973
152,Nuno Tavares,Arsenal,Liverpool,0,30,2.470074
153,Nuno Tavares,Arsenal,West Ham,0,31,2.8119156
154,Martinelli,Arsenal,Everton,0,22,4.865993
155,Martinelli,Arsenal,Brentford,1,23,4.489424
156,Martinelli,Arsenal,Manchester City,1,23,3.2583847
157,Martinelli,Arsenal,Aston Villa,0,24,4.3540087
158,Martinelli,Arsenal,Leicester City,0,25,4.4830756
159,Martinelli,Arsenal,Bournemouth,1,26,5.570594
160,Martinelli,Arsenal,Fulham,0,27,4.4829984
161,Martinelli,Arsenal,Crystal Palace,1,28,5.216353
162,Martinelli,Arsenal,Leeds United,1,29,4.9548197
163,Martinelli,Arsenal,Liverpool,0,30,3.7580345
164,Martinelli,Arsenal,West Ham,0,31,4.1590257
165,Reiss Nelson,Arsenal,Everton,0,22,2.9496675
166,Reiss Nelson,Arsenal,Brentford,1,23,2.677161
167,Reiss Nelson,Arsenal,Manchester City,1,23,2.0871136
168,Reiss Nelson,Arsenal,Aston Villa,0,24,2.624125
169,Reiss Nelson,Arsenal,Leicester City,0,25,2.5091257
170,Reiss Nelson,Arsenal,Bournemouth,1,26,3.4004123
171,Reiss Nelson,Arsenal,Fulham,0,27,2.797566
172,Reiss Nelson,Arsenal,Crystal Palace,1,28,2.970912
173,Reiss Nelson,Arsenal,Leeds United,1,29,2.8361206
174,Reiss Nelson,Arsenal,Liverpool,0,30,2.4837403
175,Reiss Nelson,Arsenal,West Ham,0,31,2.7874875
176,William Saliba,Arsenal,Everton,0,22,4.1486216
177,William Saliba,Arsenal,Brentford,1,23,3.7699215
178,William Saliba,Arsenal,Manchester City,1,23,2.653213
179,William Saliba,Arsenal,Aston Villa,0,24,3.6573162
180,William Saliba,Arsenal,Leicester City,0,25,3.6144266
181,William Saliba,Arsenal,Bournemouth,1,26,4.3137245
182,William Saliba,Arsenal,Fulham,0,27,3.596165
183,William Saliba,Arsenal,Crystal Palace,1,28,4.233011
184,William Saliba,Arsenal,Leeds United,1,29,3.8060834
185,William Saliba,Arsenal,Liverpool,0,30,3.259855
186,William Saliba,Arsenal,West Ham,0,31,3.5585504
187,Gabriel Jesus,Arsenal,Everton,0,22,4.807656
188,Gabriel Jesus,Arsenal,Brentford,1,23,4.875164
189,Gabriel Jesus,Arsenal,Manchester City,1,23,3.828574
190,Gabriel Jesus,Arsenal,Aston Villa,0,24,4.715251
191,Gabriel Jesus,Arsenal,Leicester City,0,25,4.974023
192,Gabriel Jesus,Arsenal,Bournemouth,1,26,5.9778414
193,Gabriel Jesus,Arsenal,Fulham,0,27,4.727947
194,Gabriel Jesus,Arsenal,Crystal Palace,1,28,5.00672
195,Gabriel Jesus,Arsenal,Leeds United,1,29,4.7934465
196,Gabriel Jesus,Arsenal,Liverpool,0,30,3.7294073
197,Gabriel Jesus,Arsenal,West Ham,0,31,4.0858364
198,Leandro Trossard,Arsenal,Everton,0,22,4.375128
199,Leandro Trossard,Arsenal,Brentford,1,23,4.324833
200,Leandro Trossard,Arsenal,Manchester City,1,23,3.3223224
201,Leandro Trossard,Arsenal,Aston Villa,0,24,4.321742
202,Leandro Trossard,Arsenal,Leicester City,0,25,3.9433951
203,Leandro Trossard,Arsenal,Bournemouth,1,26,4.8739314
204,Leandro Trossard,Arsenal,Fulham,0,27,3.911019
205,Leandro Trossard,Arsenal,Crystal Palace,1,28,4.6408653
206,Leandro Trossard,Arsenal,Leeds United,1,29,4.17056
207,Leandro Trossard,Arsenal,Liverpool,0,30,3.6152668
208,Leandro Trossard,Arsenal,West Ham,0,31,3.7209718
209,Oleksandr Zinchenko,Arsenal,Everton,0,22,3.8575132
210,Oleksandr Zinchenko,Arsenal,Brentford,1,23,3.532843
211,Oleksandr Zinchenko,Arsenal,Manchester City,1,23,2.750183
212,Oleksandr Zinchenko,Arsenal,Aston Villa,0,24,3.7413836
213,Oleksandr Zinchenko,Arsenal,Leicester City,0,25,3.538179
214,Oleksandr Zinchenko,Arsenal,Bournemouth,1,26,4.216648
215,Oleksandr Zinchenko,Arsenal,Fulham,0,27,3.2777143
216,Oleksandr Zinchenko,Arsenal,Crystal Palace,1,28,4.3356476
217,Oleksandr Zinchenko,Arsenal,Leeds United,1,29,3.5796964
218,Oleksandr Zinchenko,Arsenal,Liverpool,0,30,3.0987837
219,Oleksandr Zinchenko,Arsenal,West Ham,0,31,3.292505
220,Ethan Nwaneri,Arsenal,Everton,0,22,2.5137467
221,Ethan Nwaneri,Arsenal,Brentford,1,23,2.4261072
