,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Liverpool,0,30,2.7786794,0.13277198
1,Granit Xhaka,Arsenal,West Ham,0,31,3.0891979,0.14733104
2,Granit Xhaka,Arsenal,Southampton,1,32,3.7684753,0.20069656
3,Granit Xhaka,Arsenal,Manchester City,0,33,2.3153613,0.095898785
4,Granit Xhaka,Arsenal,Chelsea,1,34,3.0423734,0.15256116
5,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.7295527,0.10980835
6,Granit Xhaka,Arsenal,Brighton,1,36,3.0007393,0.11509032
7,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.5305114,0.26165205
8,Granit Xhaka,Arsenal,Wolves,1,38,3.737248,0.2140961
9,Mohamed Elneny,Arsenal,Liverpool,0,30,2.137689,0.16620332
10,Mohamed Elneny,Arsenal,West Ham,0,31,2.2929776,0.18634182
11,Mohamed Elneny,Arsenal,Southampton,1,32,2.6797,0.18593915
12,Mohamed Elneny,Arsenal,Manchester City,0,33,1.839001,0.16575138
13,Mohamed Elneny,Arsenal,Chelsea,1,34,2.3148444,0.17421411
14,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,2.128912,0.1681401
15,Mohamed Elneny,Arsenal,Brighton,1,36,2.337055,0.12718819
16,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.553754,0.16828048
17,Mohamed Elneny,Arsenal,Wolves,1,38,2.659442,0.15652171
18,Rob Holding,Arsenal,Liverpool,0,30,2.244636,0.105080746
19,Rob Holding,Arsenal,West Ham,0,31,2.4807603,0.12573868
20,Rob Holding,Arsenal,Southampton,1,32,3.029919,0.08246514
21,Rob Holding,Arsenal,Manchester City,0,33,1.8265616,0.17430167
22,Rob Holding,Arsenal,Chelsea,1,34,2.4492009,0.12122722
23,Rob Holding,Arsenal,Newcastle Utd,0,35,2.2332046,0.14085187
24,Rob Holding,Arsenal,Brighton,1,36,2.4437308,0.10984348
25,Rob Holding,Arsenal,Nottingham Forest,0,37,2.855651,0.122165106
26,Rob Holding,Arsenal,Wolves,1,38,2.9976175,0.12182166
27,Thomas Partey,Arsenal,Liverpool,0,30,2.4633012,0.112630345
28,Thomas Partey,Arsenal,West Ham,0,31,2.6732888,0.10852731
29,Thomas Partey,Arsenal,Southampton,1,32,3.2157104,0.13174045
30,Thomas Partey,Arsenal,Manchester City,0,33,2.11578,0.089336656
31,Thomas Partey,Arsenal,Chelsea,1,34,2.6532724,0.121688746
32,Thomas Partey,Arsenal,Newcastle Utd,0,35,2.3945563,0.11567053
33,Thomas Partey,Arsenal,Brighton,1,36,2.643194,0.10459587
34,Thomas Partey,Arsenal,Nottingham Forest,0,37,3.0250635,0.17126323
35,Thomas Partey,Arsenal,Wolves,1,38,3.1814487,0.13625218
36,Martin degaard,Arsenal,Liverpool,0,30,4.5461783,0.2650523
37,Martin degaard,Arsenal,West Ham,0,31,5.0287027,0.22428437
38,Martin degaard,Arsenal,Southampton,1,32,5.835332,0.27843043
39,Martin degaard,Arsenal,Manchester City,0,33,3.984652,0.5822107
40,Martin degaard,Arsenal,Chelsea,1,34,4.605023,0.3748973
41,Martin degaard,Arsenal,Newcastle Utd,0,35,4.337813,0.65027785
42,Martin degaard,Arsenal,Brighton,1,36,4.7703066,0.52735275
43,Martin degaard,Arsenal,Nottingham Forest,0,37,5.6317797,0.3278062
44,Martin degaard,Arsenal,Wolves,1,38,5.846315,0.26864937
45,Kieran Tierney,Arsenal,Liverpool,0,30,2.248017,0.18963891
46,Kieran Tierney,Arsenal,West Ham,0,31,2.4706597,0.22548324
47,Kieran Tierney,Arsenal,Southampton,1,32,3.0044022,0.23612335
48,Kieran Tierney,Arsenal,Manchester City,0,33,1.8570411,0.20342283
49,Kieran Tierney,Arsenal,Chelsea,1,34,2.4405522,0.19315131
50,Kieran Tierney,Arsenal,Newcastle Utd,0,35,2.238743,0.17743815
51,Kieran Tierney,Arsenal,Brighton,1,36,2.4394145,0.16686246
52,Kieran Tierney,Arsenal,Nottingham Forest,0,37,2.8306642,0.18010306
53,Kieran Tierney,Arsenal,Wolves,1,38,2.9608653,0.21526127
54,Ben White,Arsenal,Liverpool,0,30,3.019085,0.18533327
55,Ben White,Arsenal,West Ham,0,31,3.394355,0.20005265
56,Ben White,Arsenal,Southampton,1,32,4.183223,0.16951476
57,Ben White,Arsenal,Manchester City,0,33,2.4048457,0.24704762
58,Ben White,Arsenal,Chelsea,1,34,3.2309055,0.13442966
59,Ben White,Arsenal,Newcastle Utd,0,35,2.9365692,0.15429856
60,Ben White,Arsenal,Brighton,1,36,3.2045054,0.12656747
61,Ben White,Arsenal,Nottingham Forest,0,37,3.925368,0.21174866
62,Ben White,Arsenal,Wolves,1,38,4.147637,0.18389517
63,Eddie Nketiah,Arsenal,Liverpool,0,30,2.8452353,0.3667313
64,Eddie Nketiah,Arsenal,West Ham,0,31,3.2256477,0.2565695
65,Eddie Nketiah,Arsenal,Southampton,1,32,3.7712848,0.30025256
66,Eddie Nketiah,Arsenal,Manchester City,0,33,2.4489815,0.3052422
67,Eddie Nketiah,Arsenal,Chelsea,1,34,3.0160718,0.3278939
68,Eddie Nketiah,Arsenal,Newcastle Utd,0,35,2.7801738,0.31673005
69,Eddie Nketiah,Arsenal,Brighton,1,36,2.9390738,0.31560048
70,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.6354496,0.28799996
71,Eddie Nketiah,Arsenal,Wolves,1,38,3.734303,0.2978948
72,Emile Smith Rowe,Arsenal,Liverpool,0,30,2.2513363,0.20999187
73,Emile Smith Rowe,Arsenal,West Ham,0,31,2.434876,0.24575628
74,Emile Smith Rowe,Arsenal,Southampton,1,32,2.935533,0.23456639
75,Emile Smith Rowe,Arsenal,Manchester City,0,33,1.9421345,0.20652929
