,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Brentford,1,23,3.0455103,0.13594727
1,Granit Xhaka,Arsenal,Manchester City,1,23,2.5140605,0.14326252
2,Granit Xhaka,Arsenal,Aston Villa,0,24,3.0086763,0.13900301
3,Granit Xhaka,Arsenal,Everton,1,25,3.6112468,0.2186048
4,Granit Xhaka,Arsenal,Leicester City,0,25,3.0061588,0.13901067
5,Granit Xhaka,Arsenal,Bournemouth,1,26,3.6738148,0.22390072
6,Granit Xhaka,Arsenal,Fulham,0,27,3.1390567,0.15537204
7,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.6415806,0.22626573
8,Granit Xhaka,Arsenal,Leeds United,1,29,3.3316422,0.17203459
9,Granit Xhaka,Arsenal,Liverpool,0,30,2.5885832,0.111102045
10,Granit Xhaka,Arsenal,West Ham,0,31,2.9067645,0.14991465
11,Granit Xhaka,Arsenal,Southampton,1,32,3.6238885,0.19476828
12,Mohamed Elneny,Arsenal,Brentford,1,23,2.3286831,0.190099
13,Mohamed Elneny,Arsenal,Manchester City,1,23,1.9764252,0.16610534
14,Mohamed Elneny,Arsenal,Aston Villa,0,24,2.2709017,0.18572637
15,Mohamed Elneny,Arsenal,Everton,1,25,2.6307657,0.15229332
16,Mohamed Elneny,Arsenal,Leicester City,0,25,2.3192353,0.17593785
17,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.6804426,0.1801706
18,Mohamed Elneny,Arsenal,Fulham,0,27,2.3656087,0.17424972
19,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.6391044,0.19052167
20,Mohamed Elneny,Arsenal,Leeds United,1,29,2.4932804,0.1601884
21,Mohamed Elneny,Arsenal,Liverpool,0,30,2.0413113,0.23012379
22,Mohamed Elneny,Arsenal,West Ham,0,31,2.2249634,0.1933373
23,Mohamed Elneny,Arsenal,Southampton,1,32,2.627415,0.19089733
24,Rob Holding,Arsenal,Brentford,1,23,2.4130473,0.22634158
25,Rob Holding,Arsenal,Manchester City,1,23,1.9407294,0.23516145
26,Rob Holding,Arsenal,Aston Villa,0,24,2.3948398,0.22238763
27,Rob Holding,Arsenal,Everton,1,25,2.8558044,0.19124933
28,Rob Holding,Arsenal,Leicester City,0,25,2.4230967,0.1987523
29,Rob Holding,Arsenal,Bournemouth,1,26,2.923286,0.19626322
30,Rob Holding,Arsenal,Fulham,0,27,2.505947,0.20954695
31,Rob Holding,Arsenal,Crystal Palace,1,28,2.871079,0.22626127
32,Rob Holding,Arsenal,Leeds United,1,29,2.6138425,0.20396903
33,Rob Holding,Arsenal,Liverpool,0,30,2.0462878,0.23600428
34,Rob Holding,Arsenal,West Ham,0,31,2.3233266,0.22782123
35,Rob Holding,Arsenal,Southampton,1,32,2.8618474,0.21550499
36,Thomas Partey,Arsenal,Brentford,1,23,2.6877294,0.119144954
37,Thomas Partey,Arsenal,Manchester City,1,23,2.281427,0.12559697
38,Thomas Partey,Arsenal,Aston Villa,0,24,2.6495173,0.105823755
39,Thomas Partey,Arsenal,Everton,1,25,3.1130786,0.13517311
40,Thomas Partey,Arsenal,Leicester City,0,25,2.6705089,0.082933076
41,Thomas Partey,Arsenal,Bournemouth,1,26,3.1808558,0.16563836
42,Thomas Partey,Arsenal,Fulham,0,27,2.7533555,0.12249246
43,Thomas Partey,Arsenal,Crystal Palace,1,28,3.1414814,0.15122962
44,Thomas Partey,Arsenal,Leeds United,1,29,2.9055967,0.084823005
45,Thomas Partey,Arsenal,Liverpool,0,30,2.3377495,0.11517067
46,Thomas Partey,Arsenal,West Ham,0,31,2.5763178,0.09448015
47,Thomas Partey,Arsenal,Southampton,1,32,3.125279,0.14778903
48,Martin degaard,Arsenal,Brentford,1,23,4.7910533,0.30870804
49,Martin degaard,Arsenal,Manchester City,1,23,4.0288153,0.3880052
50,Martin degaard,Arsenal,Aston Villa,0,24,4.833836,0.3031526
51,Martin degaard,Arsenal,Everton,1,25,5.6145315,0.28023997
52,Martin degaard,Arsenal,Leicester City,0,25,5.0283113,0.23669988
53,Martin degaard,Arsenal,Bournemouth,1,26,5.768382,0.3795908
54,Martin degaard,Arsenal,Fulham,0,27,5.0182524,0.27129057
55,Martin degaard,Arsenal,Crystal Palace,1,28,5.3780904,0.2846958
56,Martin degaard,Arsenal,Leeds United,1,29,5.402874,0.24258073
57,Martin degaard,Arsenal,Liverpool,0,30,4.16105,0.33431935
58,Martin degaard,Arsenal,West Ham,0,31,4.4127684,0.24742602
59,Martin degaard,Arsenal,Southampton,1,32,5.5598483,0.2862048
60,Kieran Tierney,Arsenal,Brentford,1,23,2.5436862,0.22712617
61,Kieran Tierney,Arsenal,Manchester City,1,23,2.02917,0.19885811
62,Kieran Tierney,Arsenal,Aston Villa,0,24,2.5323539,0.1876467
63,Kieran Tierney,Arsenal,Everton,1,25,3.041479,0.1973286
64,Kieran Tierney,Arsenal,Leicester City,0,25,2.5536942,0.18471444
65,Kieran Tierney,Arsenal,Bournemouth,1,26,3.1379478,0.21009324
66,Kieran Tierney,Arsenal,Fulham,0,27,2.6486363,0.18102181
67,Kieran Tierney,Arsenal,Crystal Palace,1,28,3.084628,0.23557273
68,Kieran Tierney,Arsenal,Leeds United,1,29,2.7600791,0.20969132
69,Kieran Tierney,Arsenal,Liverpool,0,30,2.1532302,0.21675463
70,Kieran Tierney,Arsenal,West Ham,0,31,2.4422812,0.20750509
71,Kieran Tierney,Arsenal,Southampton,1,32,3.0727131,0.22878253
72,Ben White,Arsenal,Brentford,1,23,3.1349528,0.10077917
73,Ben White,Arsenal,Manchester City,1,23,2.3853476,0.19283801
74,Ben White,Arsenal,Aston Villa,0,24,3.1203194,0.11100755
75,Ben White,Arsenal,Everton,1,25,3.803846,0.10676355
76,Ben White,Arsenal,Leicester City,0,25,3.1280665,0.0799498
77,Ben White,Arsenal,Bournemouth,1,26,3.9046147,0.07286505
78,Ben White,Arsenal,Fulham,0,27,3.2923782,0.11019274
79,Ben White,Arsenal,Crystal Palace,1,28,3.8306415,0.11099272
80,Ben White,Arsenal,Leeds United,1,29,3.4126048,0.11049674
81,Ben White,Arsenal,Liverpool,0,30,2.6059632,0.12807065
82,Ben White,Arsenal,West Ham,0,31,2.99596,0.080144316
83,Ben White,Arsenal,Southampton,1,32,3.8402755,0.06281624
84,Eddie Nketiah,Arsenal,Brentford,1,23,3.025404,0.20620987
85,Eddie Nketiah,Arsenal,Manchester City,1,23,2.5384078,0.21292847
86,Eddie Nketiah,Arsenal,Aston Villa,0,24,3.1345716,0.24091491
87,Eddie Nketiah,Arsenal,Everton,1,25,3.6510231,0.28046602
88,Eddie Nketiah,Arsenal,Leicester City,0,25,3.1335428,0.23219514
