,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.4465775,0.14119369
1,Granit Xhaka,Arsenal,Leeds United,1,29,3.2176533,0.1725267
2,Granit Xhaka,Arsenal,Liverpool,0,30,2.4280357,0.15464236
3,Granit Xhaka,Arsenal,West Ham,0,31,2.8024554,0.19571242
4,Granit Xhaka,Arsenal,Southampton,1,32,3.4240386,0.14802839
5,Granit Xhaka,Arsenal,Manchester City,0,33,2.1899042,0.1480545
6,Granit Xhaka,Arsenal,Chelsea,1,34,2.9047613,0.1410691
7,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.736239,0.35142958
8,Granit Xhaka,Arsenal,Brighton,1,36,2.732071,0.17983821
9,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.135016,0.20206091
10,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.690621,0.18339707
11,Mohamed Elneny,Arsenal,Leeds United,1,29,2.5729897,0.15769662
12,Mohamed Elneny,Arsenal,Liverpool,0,30,2.0076747,0.24810852
13,Mohamed Elneny,Arsenal,West Ham,0,31,2.2576509,0.2274286
14,Mohamed Elneny,Arsenal,Southampton,1,32,2.666779,0.19736597
15,Mohamed Elneny,Arsenal,Manchester City,0,33,1.8196094,0.2111084
16,Mohamed Elneny,Arsenal,Chelsea,1,34,2.354115,0.22082287
17,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,2.1702046,0.2447802
18,Mohamed Elneny,Arsenal,Brighton,1,36,2.2512634,0.19136836
19,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.5180225,0.17890844
20,Rob Holding,Arsenal,Crystal Palace,1,28,2.9197578,0.24137025
21,Rob Holding,Arsenal,Leeds United,1,29,2.694346,0.21707861
22,Rob Holding,Arsenal,Liverpool,0,30,1.9912531,0.29357472
23,Rob Holding,Arsenal,West Ham,0,31,2.3396924,0.27572095
24,Rob Holding,Arsenal,Southampton,1,32,2.8821912,0.26235864
25,Rob Holding,Arsenal,Manchester City,0,33,1.7530218,0.2799418
26,Rob Holding,Arsenal,Chelsea,1,34,2.4031098,0.27135307
27,Rob Holding,Arsenal,Newcastle Utd,0,35,2.22594,0.27168694
28,Rob Holding,Arsenal,Brighton,1,36,2.2834568,0.22377522
29,Rob Holding,Arsenal,Nottingham Forest,0,37,2.6819985,0.2388293
30,Thomas Partey,Arsenal,Crystal Palace,1,28,3.3299222,0.12294118
31,Thomas Partey,Arsenal,Leeds United,1,29,3.1317573,0.09440997
32,Thomas Partey,Arsenal,Liverpool,0,30,2.371139,0.1466929
33,Thomas Partey,Arsenal,West Ham,0,31,2.7234435,0.1584342
34,Thomas Partey,Arsenal,Southampton,1,32,3.3139167,0.11075761
35,Thomas Partey,Arsenal,Manchester City,0,33,2.1554837,0.13666262
36,Thomas Partey,Arsenal,Chelsea,1,34,2.832613,0.10026064
37,Thomas Partey,Arsenal,Newcastle Utd,0,35,2.5842795,0.15039745
38,Thomas Partey,Arsenal,Brighton,1,36,2.6550047,0.13372122
39,Thomas Partey,Arsenal,Nottingham Forest,0,37,3.064113,0.15158588
40,Martin degaard,Arsenal,Crystal Palace,1,28,5.8262167,0.36340094
41,Martin degaard,Arsenal,Leeds United,1,29,5.8966727,0.34987366
42,Martin degaard,Arsenal,Liverpool,0,30,4.216046,0.3117404
43,Martin degaard,Arsenal,West Ham,0,31,4.8863535,0.21221098
44,Martin degaard,Arsenal,Southampton,1,32,6.003048,0.38632596
45,Martin degaard,Arsenal,Manchester City,0,33,4.121853,0.64091325
46,Martin degaard,Arsenal,Chelsea,1,34,4.965266,0.380082
47,Martin degaard,Arsenal,Newcastle Utd,0,35,4.618245,0.4148877
48,Martin degaard,Arsenal,Brighton,1,36,4.718685,0.49077892
49,Martin degaard,Arsenal,Nottingham Forest,0,37,5.6958666,0.4668529
50,Kieran Tierney,Arsenal,Crystal Palace,1,28,3.0514698,0.2562614
51,Kieran Tierney,Arsenal,Leeds United,1,29,2.8031957,0.22695313
52,Kieran Tierney,Arsenal,Liverpool,0,30,2.0937793,0.2893959
53,Kieran Tierney,Arsenal,West Ham,0,31,2.4338498,0.26499963
54,Kieran Tierney,Arsenal,Southampton,1,32,3.0113323,0.28472766
55,Kieran Tierney,Arsenal,Manchester City,0,33,1.855629,0.2610375
56,Kieran Tierney,Arsenal,Chelsea,1,34,2.4947858,0.28176552
57,Kieran Tierney,Arsenal,Newcastle Utd,0,35,2.314895,0.2495661
58,Kieran Tierney,Arsenal,Brighton,1,36,2.3679655,0.22222482
59,Kieran Tierney,Arsenal,Nottingham Forest,0,37,2.796493,0.24319372
60,Ben White,Arsenal,Crystal Palace,1,28,4.0034175,0.1447674
61,Ben White,Arsenal,Leeds United,1,29,3.6025352,0.11543603
62,Ben White,Arsenal,Liverpool,0,30,2.621562,0.19299622
63,Ben White,Arsenal,West Ham,0,31,3.0998695,0.12756154
64,Ben White,Arsenal,Southampton,1,32,3.9786582,0.14614746
65,Ben White,Arsenal,Manchester City,0,33,2.2448812,0.1711285
66,Ben White,Arsenal,Chelsea,1,34,3.233749,0.15553473
67,Ben White,Arsenal,Newcastle Utd,0,35,2.949203,0.08741833
68,Ben White,Arsenal,Brighton,1,36,3.0262418,0.10056264
69,Ben White,Arsenal,Nottingham Forest,0,37,3.624611,0.18004388
70,Eddie Nketiah,Arsenal,Crystal Palace,1,28,3.837017,0.24051169
71,Eddie Nketiah,Arsenal,Leeds United,1,29,3.6206212,0.23149349
72,Eddie Nketiah,Arsenal,Liverpool,0,30,2.7172942,0.2103895
73,Eddie Nketiah,Arsenal,West Ham,0,31,3.1686435,0.23591013
74,Eddie Nketiah,Arsenal,Southampton,1,32,3.8230064,0.20372547
75,Eddie Nketiah,Arsenal,Manchester City,0,33,2.4999528,0.21113685
76,Eddie Nketiah,Arsenal,Chelsea,1,34,3.1788206,0.17145374
77,Eddie Nketiah,Arsenal,Newcastle Utd,0,35,3.0718074,0.39033502
78,Eddie Nketiah,Arsenal,Brighton,1,36,2.9820194,0.23184878
79,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.6132424,0.22062586
80,Emile Smith Rowe,Arsenal,Crystal Palace,1,28,2.980632,0.2159528
81,Emile Smith Rowe,Arsenal,Leeds United,1,29,2.768634,0.19874048
82,Emile Smith Rowe,Arsenal,Liverpool,0,30,2.1552253,0.2820416
83,Emile Smith Rowe,Arsenal,West Ham,0,31,2.4326751,0.2525243
84,Emile Smith Rowe,Arsenal,Southampton,1,32,2.949984,0.23315316
85,Emile Smith Rowe,Arsenal,Manchester City,0,33,1.9547007,0.2267747
86,Emile Smith Rowe,Arsenal,Chelsea,1,34,2.4974678,0.23667859
87,Emile Smith Rowe,Arsenal,Newcastle Utd,0,35,2.3346632,0.23525529
88,Emile Smith Rowe,Arsenal,Brighton,1,36,2.3979805,0.17843659
89,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,2.7618682,0.22609207
90,Bukayo Saka,Arsenal,Crystal Palace,1,28,5.1461115,0.2555125
91,Bukayo Saka,Arsenal,Leeds United,1,29,5.3380384,0.53690696
92,Bukayo Saka,Arsenal,Liverpool,0,30,4.0004673,0.37444392
93,Bukayo Saka,Arsenal,West Ham,0,31,4.448798,0.3937237
94,Bukayo Saka,Arsenal,Southampton,1,32,5.3351235,0.2787263
95,Bukayo Saka,Arsenal,Manchester City,0,33,3.711282,0.3861125
96,Bukayo Saka,Arsenal,Chelsea,1,34,4.465914,0.31589082
97,Bukayo Saka,Arsenal,Newcastle Utd,0,35,4.2187047,0.5607169
98,Bukayo Saka,Arsenal,Brighton,1,36,4.228525,0.37762922
99,Bukayo Saka,Arsenal,Nottingham Forest,0,37,5.210088,0.5689381
100,Takehiro Tomiyasu,Arsenal,Crystal Palace,1,28,3.0302615,0.18171133
101,Takehiro Tomiyasu,Arsenal,Leeds United,1,29,2.7707665,0.16109625
102,Takehiro Tomiyasu,Arsenal,Liverpool,0,30,2.0627656,0.25266612
