,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Everton,1,25,3.5709019,0.20287713
1,Granit Xhaka,Arsenal,Leicester City,0,25,3.0410383,0.16143067
2,Granit Xhaka,Arsenal,Bournemouth,1,26,3.5974007,0.21940657
3,Granit Xhaka,Arsenal,Fulham,0,27,3.1501718,0.15863746
4,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.5523822,0.19991544
5,Granit Xhaka,Arsenal,Leeds United,1,29,3.3098145,0.16843116
6,Granit Xhaka,Arsenal,Liverpool,0,30,2.523509,0.11797322
7,Granit Xhaka,Arsenal,West Ham,0,31,2.956472,0.118141636
8,Granit Xhaka,Arsenal,Southampton,1,32,3.582199,0.21085341
9,Granit Xhaka,Arsenal,Manchester City,0,33,2.2489712,0.07948473
10,Granit Xhaka,Arsenal,Chelsea,1,34,2.972559,0.11162161
11,Mohamed Elneny,Arsenal,Everton,1,25,2.6272788,0.17828532
12,Mohamed Elneny,Arsenal,Leicester City,0,25,2.380583,0.13588588
13,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.6531544,0.17148961
14,Mohamed Elneny,Arsenal,Fulham,0,27,2.3944736,0.1824448
15,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.6056852,0.18719715
16,Mohamed Elneny,Arsenal,Leeds United,1,29,2.4951336,0.14271364
17,Mohamed Elneny,Arsenal,Liverpool,0,30,2.0177758,0.2211488
18,Mohamed Elneny,Arsenal,West Ham,0,31,2.2415729,0.18629415
19,Mohamed Elneny,Arsenal,Southampton,1,32,2.6279736,0.20082352
20,Mohamed Elneny,Arsenal,Manchester City,0,33,1.8105476,0.18066244
21,Mohamed Elneny,Arsenal,Chelsea,1,34,2.3065474,0.18611841
22,Rob Holding,Arsenal,Everton,1,25,2.8381577,0.2325212
23,Rob Holding,Arsenal,Leicester City,0,25,2.4711783,0.1608885
24,Rob Holding,Arsenal,Bournemouth,1,26,2.8703613,0.22436404
25,Rob Holding,Arsenal,Fulham,0,27,2.53459,0.22467223
26,Rob Holding,Arsenal,Crystal Palace,1,28,2.818639,0.23773007
27,Rob Holding,Arsenal,Leeds United,1,29,2.5978165,0.20130028
28,Rob Holding,Arsenal,Liverpool,0,30,2.001354,0.2459048
29,Rob Holding,Arsenal,West Ham,0,31,2.336619,0.2350681
30,Rob Holding,Arsenal,Southampton,1,32,2.8433855,0.2414953
31,Rob Holding,Arsenal,Manchester City,0,33,1.74396,0.25246158
32,Rob Holding,Arsenal,Chelsea,1,34,2.349172,0.2375806
33,Thomas Partey,Arsenal,Everton,1,25,3.1250665,0.12854545
34,Thomas Partey,Arsenal,Leicester City,0,25,2.747633,0.11426193
35,Thomas Partey,Arsenal,Bournemouth,1,26,3.1523564,0.13774896
36,Thomas Partey,Arsenal,Fulham,0,27,2.7915587,0.14503215
37,Thomas Partey,Arsenal,Crystal Palace,1,28,3.1067271,0.14380641
38,Thomas Partey,Arsenal,Leeds United,1,29,2.9021752,0.095307425
39,Thomas Partey,Arsenal,Liverpool,0,30,2.3123136,0.13342616
40,Thomas Partey,Arsenal,West Ham,0,31,2.628594,0.10372875
41,Thomas Partey,Arsenal,Southampton,1,32,3.135973,0.1600859
42,Thomas Partey,Arsenal,Manchester City,0,33,2.0888066,0.11111042
43,Thomas Partey,Arsenal,Chelsea,1,34,2.6584578,0.10030134
44,Martin degaard,Arsenal,Everton,1,25,5.8515496,0.3791936
45,Martin degaard,Arsenal,Leicester City,0,25,5.4319987,0.25017616
46,Martin degaard,Arsenal,Bournemouth,1,26,5.990985,0.4778931
47,Martin degaard,Arsenal,Fulham,0,27,5.310859,0.19514553
