,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Wolves,1,38,3.5108936,0.23115575
1,Mohamed Elneny,Arsenal,Wolves,1,38,2.6512918,0.1626674
2,Rob Holding,Arsenal,Wolves,1,38,3.0579457,0.103188954
3,Thomas Partey,Arsenal,Wolves,1,38,2.7758753,0.12503968
4,Martin degaard,Arsenal,Wolves,1,38,5.3863645,0.43268785
5,Kieran Tierney,Arsenal,Wolves,1,38,2.985472,0.16373812
6,Ben White,Arsenal,Wolves,1,38,3.8822408,0.13207205
7,Eddie Nketiah,Arsenal,Wolves,1,38,3.0636983,0.134788
8,Emile Smith Rowe,Arsenal,Wolves,1,38,2.8941002,0.21057497
9,Bukayo Saka,Arsenal,Wolves,1,38,5.6887183,0.5139345
10,Takehiro Tomiyasu,Arsenal,Wolves,1,38,2.9488978,0.17192891
11,Aaron Ramsdale,Arsenal,Wolves,1,38,4.0124173,0.091788426
12,Gabriel Dos Santos,Arsenal,Wolves,1,38,4.117754,0.088494465
13,Nuno Tavares,Arsenal,Wolves,1,38,3.2599373,0.13928784
14,Martinelli,Arsenal,Wolves,1,38,4.93633,0.3173363
15,Reiss Nelson,Arsenal,Wolves,1,38,3.190545,0.6259245
16,William Saliba,Arsenal,Wolves,1,38,4.215875,0.12356132
17,Gabriel Jesus,Arsenal,Wolves,1,38,5.2647405,0.2918946
18,Leandro Trossard,Arsenal,Wolves,1,38,3.808688,0.16446689
19,Oleksandr Zinchenko,Arsenal,Wolves,1,38,3.7899718,0.14328563
20,Ethan Nwaneri,Arsenal,Wolves,1,38,3.1417034,0.5651183
21,Jakub Kiwior,Arsenal,Wolves,1,38,3.0791407,0.08803618
22,Philippe Coutinho,Aston Villa,Brighton,1,38,2.3164132,0.12659551
23,Emiliano Martinez,Aston Villa,Brighton,1,38,2.7464385,0.13290678
24,Calum Chambers,Aston Villa,Brighton,1,38,2.1856847,0.2188263
25,Lucas Digne,Aston Villa,Brighton,1,38,2.3046994,0.1830777
26,Bertrand Traore,Aston Villa,Brighton,1,38,2.2783978,0.15593384
27,Robin Olsen,Aston Villa,Brighton,1,38,2.3756158,0.16962628
28,Morgan Sanson,Aston Villa,Brighton,1,38,2.1433716,0.18620718
29,John McGinn,Aston Villa,Brighton,1,38,2.3648663,0.091409445
30,Kortney Hause,Aston Villa,Brighton,1,38,2.3368323,0.14431676
31,Tyrone Mings,Aston Villa,Brighton,1,38,2.7886784,0.20761167
32,Ollie Watkins,Aston Villa,Brighton,1,38,4.134427,0.3309515
33,Marvelous Nakamba,Aston Villa,Brighton,1,38,2.1564505,0.17826106
34,Emi Buendia,Aston Villa,Brighton,1,38,2.8047886,0.18301253
35,Matty Cash,Aston Villa,Brighton,1,38,2.3417513,0.16656171
36,Ezri Konsa,Aston Villa,Brighton,1,38,2.5636036,0.14460927
37,Leon Bailey,Aston Villa,Brighton,1,38,2.4902134,0.1155773
38,Douglas Luiz,Aston Villa,Brighton,1,38,2.5951552,0.08897843
39,Jacob Ramsey,Aston Villa,Brighton,1,38,2.8016691,0.132742
40,Tim Iroegbunam,Aston Villa,Brighton,1,38,2.1773221,0.22129454
41,Anwar El Ghazi,Aston Villa,Brighton,1,38,2.3412075,0.21246529
42,Keinan Davis,Aston Villa,Brighton,1,38,2.1785161,0.20499998
43,Boubacar Kamara,Aston Villa,Brighton,1,38,2.1788151,0.15513329
44,Cameron Archer,Aston Villa,Brighton,1,38,2.1722462,0.17801206
45,Leander Dendoncker,Aston Villa,Brighton,1,38,2.2343466,0.12281447
46,Ludwig Augustinsson,Aston Villa,Brighton,1,38,2.6493206,1.2928652
47,Ashley Young,Aston Villa,Brighton,1,38,2.2808857,0.12554742
48,Jhon Duran,Aston Villa,Brighton,1,38,2.6103623,0.8481181
49,Adam Smith,Bournemouth,Everton,0,38,2.520213,0.06827957
50,Junior Stanislas,Bournemouth,Everton,0,38,2.858208,1.1910434
51,Ryan Fredericks,Bournemouth,Everton,0,38,2.4575095,0.08580429
52,David Brooks,Bournemouth,Everton,0,38,2.5416105,0.1459409
53,Jamal Lowe,Bournemouth,Everton,0,38,2.682461,0.9477192
54,Kieffer Moore,Bournemouth,Everton,0,38,2.507773,0.08077499
55,Emiliano Marcondes,Bournemouth,Everton,0,38,2.6784828,0.94867224
56,Jefferson Lerma,Bournemouth,Everton,0,38,2.5457234,0.108684056
57,Jack Stacey,Bournemouth,Everton,0,38,2.452455,0.1085862
58,Dominic Solanke,Bournemouth,Everton,0,38,3.689897,0.17328304
59,Lewis Cook,Bournemouth,Everton,0,38,2.3876858,0.079620644
60,Ben Pearson,Bournemouth,Everton,0,38,2.3547788,0.08803426
61,Ryan Christie,Bournemouth,Everton,0,38,2.725833,0.1411454
62,Philip Billing,Bournemouth,Everton,0,38,2.934777,0.17330848
63,Chris Mepham,Bournemouth,Everton,0,38,2.5675895,0.10059624
64,Mark Travers,Bournemouth,Everton,0,38,2.7468143,0.1271433
65,Lloyd Kelly,Bournemouth,Everton,0,38,2.6172144,0.077939495
66,Siriki Dembele,Bournemouth,Everton,0,38,2.4760056,0.10332754
67,Jaidon Anthony,Bournemouth,Everton,0,38,2.5052962,0.07951434
68,Jordan Zemura,Bournemouth,Everton,0,38,2.6193008,0.071161054
69,Jack Stephens,Bournemouth,Everton,0,38,2.5587482,0.062558204
70,Joe Rothwell,Bournemouth,Everton,0,38,2.425057,0.07882552
71,Marcus Tavernier,Bournemouth,Everton,0,38,3.5337493,0.17867626
72,Darren Randolph,Bournemouth,Everton,0,38,3.1238837,0.14556263
73,Marcos Senesi,Bournemouth,Everton,0,38,2.580641,0.0849775
74,Owen Bevan,Bournemouth,Everton,0,38,2.421926,0.10021324
75,Dango Ouattara,Bournemouth,Everton,0,38,3.1604702,0.86570007
76,Antoine Semenyo,Bournemouth,Everton,0,38,2.4981837,0.13856697
77,Matias Vina,Bournemouth,Everton,0,38,2.6234822,0.18439323
78,Illia Zabarnyi,Bournemouth,Everton,0,38,2.6133027,0.17599478
79,Pontus Jansson,Brentford,Manchester City,1,38,1.9991944,0.11386384
80,Christian Nrgaard,Brentford,Manchester City,1,38,2.124795,0.09189302
81,Ivan Toney,Brentford,Manchester City,1,38,3.9140823,0.22505014
82,David Raya,Brentford,Manchester City,1,38,2.7953124,0.1573055
83,Josh Dasilva,Brentford,Manchester City,1,38,2.0134292,0.12968002
84,Kristoffer Ajer,Brentford,Manchester City,1,38,2.1172564,0.13132854
85,Rico Henry,Brentford,Manchester City,1,38,2.1112676,0.12653975
86,Vitaly Janelt,Brentford,Manchester City,1,38,2.046288,0.10056948
87,Saman Ghoddos,Brentford,Manchester City,1,38,2.253516,0.62960446
88,Mathias Jensen,Brentford,Manchester City,1,38,2.301756,0.091918536
89,Yoane Wissa,Brentford,Manchester City,1,38,2.216621,0.099705376
90,Mads Bech Srensen,Brentford,Manchester City,1,38,2.372311,1.3640158
91,Ethan Pinnock,Brentford,Manchester City,1,38,2.1643615,0.14334589
92,Frank Onyeka,Brentford,Manchester City,1,38,2.2590587,0.59868795
93,Shandon Baptiste,Brentford,Manchester City,1,38,1.9829134,0.16317181
94,Bryan Mbeumo,Brentford,Manchester City,1,38,3.3771744,0.12284471
95,Charlie Goode,Brentford,Manchester City,1,38,2.0540652,0.13790374
96,Marcus Forss,Brentford,Manchester City,1,38,1.973562,0.16560131
97,Dominic Thompson,Brentford,Manchester City,1,38,2.1034358,0.1105222
98,Mads Bidstrup,Brentford,Manchester City,1,38,1.9400756,0.17488785
99,Aaron Hickey,Brentford,Manchester City,1,38,2.0302846,0.11257782
100,Keane Lewis-Potter,Brentford,Manchester City,1,38,2.4917514,1.3272372
101,Ben Mee,Brentford,Manchester City,1,38,2.360318,0.17769226
102,Halil Dervisoglu,Brentford,Manchester City,1,38,2.0916572,0.2630402
103,Mikkel Damsgaard,Brentford,Manchester City,1,38,2.0859828,0.106408305
104,Kevin Schade,Brentford,Manchester City,1,38,2.3882585,0.5336165
105,Adam Lallana,Brighton,Aston Villa,0,38,2.4299903,0.09783258
106,Jason Steele,Brighton,Aston Villa,0,38,3.046878,0.27234137
107,Danny Welbeck,Brighton,Aston Villa,0,38,3.1416125,0.16429256
108,Pascal Gro,Brighton,Aston Villa,0,38,3.6319385,0.1308981
109,Lewis Dunk,Brighton,Aston Villa,0,38,3.061734,0.16727738
110,Solly March,Brighton,Aston Villa,0,38,4.868918,0.35583624
111,Adam Webster,Brighton,Aston Villa,0,38,2.8021202,0.07060377
112,Joel Veltman,Brighton,Aston Villa,0,38,2.9520218,0.1672258
113,Robert Sanchez,Brighton,Aston Villa,0,38,3.0505385,0.16075605
114,Tariq Lamptey,Brighton,Aston Villa,0,38,2.4363022,0.15347676
115,Steven Alzate,Brighton,Aston Villa,0,38,2.3432739,0.13121234
116,Alexis Mac Allister,Brighton,Aston Villa,0,38,3.8227699,0.43588743
117,Jakub Moder,Brighton,Aston Villa,0,38,2.3910968,0.11208719
118,Enock Mwepu,Brighton,Aston Villa,0,38,2.431122,0.12058883
119,Moises Caicedo,Brighton,Aston Villa,0,38,2.5348847,0.0745045
120,Taylor Richards,Brighton,Aston Villa,0,38,2.3461766,0.17168687
121,Deniz Undav,Brighton,Aston Villa,0,38,2.4156766,0.15204516
122,Kaoru Mitoma,Brighton,Aston Villa,0,38,4.0190644,0.18515976
123,Billy Gilmour,Brighton,Aston Villa,0,38,2.3260138,0.12644537
124,Jan Paul van Hecke,Brighton,Aston Villa,0,38,2.600573,0.11119024
125,Levi Colwill,Brighton,Aston Villa,0,38,2.7657008,0.09320775
126,Pervis Estupinan,Brighton,Aston Villa,0,38,3.10642,0.13127638
127,Evan Ferguson,Brighton,Aston Villa,0,38,2.848867,0.1421087
128,Andrew Moran,Brighton,Aston Villa,0,38,2.5546412,0.3584335
129,Facundo Buonanotte,Brighton,Aston Villa,0,38,2.6502323,0.1845176
130,Odeluga Offiah,Brighton,Aston Villa,0,38,2.436166,0.24747464
131,Carney Chukwuemeka,Chelsea,Newcastle Utd,1,38,2.109666,0.19951214
132,Marc Cucurella,Chelsea,Newcastle Utd,1,38,2.4089544,0.21434739
133,Cesar Azpilicueta,Chelsea,Newcastle Utd,1,38,2.2076945,0.1649225
134,Thiago Silva,Chelsea,Newcastle Utd,1,38,2.6746411,0.24457414
135,Marcos Alonso,Chelsea,Newcastle Utd,1,38,3.6569862,0.5897584
136,Ross Barkley,Chelsea,Newcastle Utd,1,38,2.3673484,0.09377672
137,Mateo Kovacic,Chelsea,Newcastle Utd,1,38,2.260426,0.14031854
138,Kepa Arrizabalaga,Chelsea,Newcastle Utd,1,38,3.0067365,0.16030702
139,N'Golo Kante,Chelsea,Newcastle Utd,1,38,2.6660569,0.30247682
140,Hakim Ziyech,Chelsea,Newcastle Utd,1,38,2.3548214,0.13125832
141,Ruben Loftus-Cheek,Chelsea,Newcastle Utd,1,38,2.1738176,0.15532032
142,Timo Werner,Chelsea,Newcastle Utd,1,38,3.171974,0.16407359
143,Ben Chilwell,Chelsea,Newcastle Utd,1,38,2.9998035,0.23198526
144,Christian Pulisic,Chelsea,Newcastle Utd,1,38,2.32822,0.13036259
145,Trevoh Chalobah,Chelsea,Newcastle Utd,1,38,2.2527108,0.12815748
146,Mason Mount,Chelsea,Newcastle Utd,1,38,2.9332182,0.24392655
147,Malang Sarr,Chelsea,Newcastle Utd,1,38,2.375467,0.18799077
148,Callum Hudson-Odoi,Chelsea,Newcastle Utd,1,38,2.6912658,0.17971075
149,Kai Havertz,Chelsea,Newcastle Utd,1,38,3.1454146,0.19687854
150,Reece James,Chelsea,Newcastle Utd,1,38,3.136866,0.303315
151,Edouard Mendy,Chelsea,Newcastle Utd,1,38,2.664764,0.16012663
152,Conor Gallagher,Chelsea,Newcastle Utd,1,38,2.2687752,0.07742558
153,Armando Broja,Chelsea,Newcastle Utd,1,38,2.309805,0.22645214
154,Ethan Ampadu,Chelsea,Newcastle Utd,1,38,2.1752133,0.15684007
155,Wesley Fofana,Chelsea,Newcastle Utd,1,38,2.3495774,0.130022
156,Raheem Sterling,Chelsea,Newcastle Utd,1,38,3.8670363,0.5963811
157,Kalidou Koulibaly,Chelsea,Newcastle Utd,1,38,2.3276782,0.15415452
158,Denis Zakaria,Chelsea,Newcastle Utd,1,38,2.5363317,1.0674647
159,Pierre-Emerick Aubameyang,Chelsea,Newcastle Utd,1,38,2.6406631,0.27756563
160,Marcus Bettinelli,Chelsea,Newcastle Utd,1,38,2.395803,0.1214587
161,Lewis Hall,Chelsea,Newcastle Utd,1,38,2.5658824,0.5154795
162,Benoit Badiashile,Chelsea,Newcastle Utd,1,38,2.7556381,0.21770734
163,Joao Felix,Chelsea,Newcastle Utd,1,38,2.7346575,0.18154213
164,Mykhailo Mudryk,Chelsea,Newcastle Utd,1,38,2.2684367,0.1023147
165,Noni Madueke,Chelsea,Newcastle Utd,1,38,2.7654042,0.2539856
166,Enzo Fernandez,Chelsea,Newcastle Utd,1,38,2.4333665,0.15580507
167,Albert Sambi Lokonga,Crystal Palace,Nottingham Forest,1,38,2.5789316,0.14997499
168,Vicente Guaita,Crystal Palace,Nottingham Forest,1,38,3.7598152,0.16089027
169,James Tomkins,Crystal Palace,Nottingham Forest,1,38,2.7900038,0.17152725
170,James McArthur,Crystal Palace,Nottingham Forest,1,38,2.8075013,0.54349864
171,Christian Benteke,Crystal Palace,Nottingham Forest,1,38,3.0549226,0.2979128
172,Joel Ward,Crystal Palace,Nottingham Forest,1,38,3.3720527,0.18707442
173,Nathaniel Clyne,Crystal Palace,Nottingham Forest,1,38,2.8352752,0.13324155
174,Luka Milivojevic,Crystal Palace,Nottingham Forest,1,38,2.5467265,0.13402127
175,Jordan Ayew,Crystal Palace,Nottingham Forest,1,38,3.2140388,0.19900736
176,Wilfried Zaha,Crystal Palace,Nottingham Forest,1,38,4.7369413,0.2915805
