,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,West Ham,0,31,3.3020592
1,Granit Xhaka,Arsenal,Southampton,1,32,3.9700363
2,Granit Xhaka,Arsenal,Manchester City,0,33,2.2490442
3,Granit Xhaka,Arsenal,Chelsea,1,34,2.860618
4,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.7204385
5,Granit Xhaka,Arsenal,Brighton,1,36,2.869147
6,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.3116064
7,Granit Xhaka,Arsenal,Wolves,1,38,3.4052582
8,Mohamed Elneny,Arsenal,West Ham,0,31,2.009434
9,Mohamed Elneny,Arsenal,Southampton,1,32,2.6713223
10,Mohamed Elneny,Arsenal,Manchester City,0,33,1.6226683
11,Mohamed Elneny,Arsenal,Chelsea,1,34,2.3589995
12,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,2.245379
13,Mohamed Elneny,Arsenal,Brighton,1,36,2.4372392
14,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.6138892
15,Mohamed Elneny,Arsenal,Wolves,1,38,2.7477667
16,Rob Holding,Arsenal,West Ham,0,31,2.2756596
17,Rob Holding,Arsenal,Southampton,1,32,3.032459
18,Rob Holding,Arsenal,Manchester City,0,33,1.827723
19,Rob Holding,Arsenal,Chelsea,1,34,2.383843
20,Rob Holding,Arsenal,Newcastle Utd,0,35,2.2845144
21,Rob Holding,Arsenal,Brighton,1,36,2.4624429
22,Rob Holding,Arsenal,Nottingham Forest,0,37,2.6872082
23,Rob Holding,Arsenal,Wolves,1,38,3.0417836
24,Thomas Partey,Arsenal,West Ham,0,31,2.8004405
25,Thomas Partey,Arsenal,Southampton,1,32,3.302131
26,Thomas Partey,Arsenal,Manchester City,0,33,2.099089
27,Thomas Partey,Arsenal,Chelsea,1,34,2.5265987
28,Thomas Partey,Arsenal,Newcastle Utd,0,35,2.4723718
29,Thomas Partey,Arsenal,Brighton,1,36,2.745591
30,Thomas Partey,Arsenal,Nottingham Forest,0,37,3.1118164
31,Thomas Partey,Arsenal,Wolves,1,38,3.1630704
32,Martin degaard,Arsenal,West Ham,0,31,4.8130884
33,Martin degaard,Arsenal,Southampton,1,32,5.871832
34,Martin degaard,Arsenal,Manchester City,0,33,4.1210933
35,Martin degaard,Arsenal,Chelsea,1,34,4.4917774
36,Martin degaard,Arsenal,Newcastle Utd,0,35,4.1251736
37,Martin degaard,Arsenal,Brighton,1,36,4.144183
38,Martin degaard,Arsenal,Nottingham Forest,0,37,5.511861
39,Martin degaard,Arsenal,Wolves,1,38,5.1916933
40,Kieran Tierney,Arsenal,West Ham,0,31,2.1349928
41,Kieran Tierney,Arsenal,Southampton,1,32,2.9294221
42,Kieran Tierney,Arsenal,Manchester City,0,33,1.633566
43,Kieran Tierney,Arsenal,Chelsea,1,34,2.4115071
44,Kieran Tierney,Arsenal,Newcastle Utd,0,35,2.4059467
45,Kieran Tierney,Arsenal,Brighton,1,36,2.5246701
46,Kieran Tierney,Arsenal,Nottingham Forest,0,37,2.7993188
47,Kieran Tierney,Arsenal,Wolves,1,38,3.152034
48,Ben White,Arsenal,West Ham,0,31,3.3552551
49,Ben White,Arsenal,Southampton,1,32,4.202098
50,Ben White,Arsenal,Manchester City,0,33,2.2040575
51,Ben White,Arsenal,Chelsea,1,34,3.1159816
52,Ben White,Arsenal,Newcastle Utd,0,35,2.8367348
53,Ben White,Arsenal,Brighton,1,36,3.2350624
54,Ben White,Arsenal,Nottingham Forest,0,37,3.6440039
55,Ben White,Arsenal,Wolves,1,38,4.018693
56,Eddie Nketiah,Arsenal,West Ham,0,31,3.6364958
57,Eddie Nketiah,Arsenal,Southampton,1,32,4.197736
58,Eddie Nketiah,Arsenal,Manchester City,0,33,2.8834352
59,Eddie Nketiah,Arsenal,Chelsea,1,34,3.4614673
60,Eddie Nketiah,Arsenal,Newcastle Utd,0,35,2.7269142
61,Eddie Nketiah,Arsenal,Brighton,1,36,2.3629088
62,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.3416874
63,Eddie Nketiah,Arsenal,Wolves,1,38,3.464895
64,Emile Smith Rowe,Arsenal,West Ham,0,31,2.0696628
65,Emile Smith Rowe,Arsenal,Southampton,1,32,2.758694
66,Emile Smith Rowe,Arsenal,Manchester City,0,33,1.6903427
67,Emile Smith Rowe,Arsenal,Chelsea,1,34,2.3835347
68,Emile Smith Rowe,Arsenal,Newcastle Utd,0,35,2.385205
69,Emile Smith Rowe,Arsenal,Brighton,1,36,2.592851
70,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,2.866377
71,Emile Smith Rowe,Arsenal,Wolves,1,38,3.0698133
72,Bukayo Saka,Arsenal,West Ham,0,31,4.9022045
73,Bukayo Saka,Arsenal,Southampton,1,32,5.6617703
74,Bukayo Saka,Arsenal,Manchester City,0,33,3.2014449
75,Bukayo Saka,Arsenal,Chelsea,1,34,4.110069
76,Bukayo Saka,Arsenal,Newcastle Utd,0,35,4.740681
77,Bukayo Saka,Arsenal,Brighton,1,36,4.303342
78,Bukayo Saka,Arsenal,Nottingham Forest,0,37,5.967086
79,Bukayo Saka,Arsenal,Wolves,1,38,5.3229427
80,Takehiro Tomiyasu,Arsenal,West Ham,0,31,2.200642
81,Takehiro Tomiyasu,Arsenal,Southampton,1,32,3.0328078
82,Takehiro Tomiyasu,Arsenal,Manchester City,0,33,1.743924
83,Takehiro Tomiyasu,Arsenal,Chelsea,1,34,2.386156
84,Takehiro Tomiyasu,Arsenal,Newcastle Utd,0,35,2.3254502
85,Takehiro Tomiyasu,Arsenal,Brighton,1,36,2.5246701
86,Takehiro Tomiyasu,Arsenal,Nottingham Forest,0,37,2.8324306
87,Takehiro Tomiyasu,Arsenal,Wolves,1,38,3.0644147
88,Aaron Ramsdale,Arsenal,West Ham,0,31,3.3252506
89,Aaron Ramsdale,Arsenal,Southampton,1,32,4.217258
90,Aaron Ramsdale,Arsenal,Manchester City,0,33,2.062971
91,Aaron Ramsdale,Arsenal,Chelsea,1,34,3.0580997
92,Aaron Ramsdale,Arsenal,Newcastle Utd,0,35,2.9466627
93,Aaron Ramsdale,Arsenal,Brighton,1,36,3.3347914
94,Aaron Ramsdale,Arsenal,Nottingham Forest,0,37,3.691332
95,Aaron Ramsdale,Arsenal,Wolves,1,38,4.207803
96,Gabriel Dos Santos,Arsenal,West Ham,0,31,3.92815
97,Gabriel Dos Santos,Arsenal,Southampton,1,32,4.5902367
98,Gabriel Dos Santos,Arsenal,Manchester City,0,33,2.4839513
99,Gabriel Dos Santos,Arsenal,Chelsea,1,34,3.2948592
100,Gabriel Dos Santos,Arsenal,Newcastle Utd,0,35,3.396028
101,Gabriel Dos Santos,Arsenal,Brighton,1,36,3.504267
102,Gabriel Dos Santos,Arsenal,Nottingham Forest,0,37,4.152301
103,Gabriel Dos Santos,Arsenal,Wolves,1,38,4.341846
104,Nuno Tavares,Arsenal,West Ham,0,31,2.6460028
105,Nuno Tavares,Arsenal,Southampton,1,32,3.4786437
106,Nuno Tavares,Arsenal,Manchester City,0,33,1.9466466
107,Nuno Tavares,Arsenal,Chelsea,1,34,2.5177808
108,Nuno Tavares,Arsenal,Newcastle Utd,0,35,2.5540323
109,Nuno Tavares,Arsenal,Brighton,1,36,2.7050111
110,Nuno Tavares,Arsenal,Nottingham Forest,0,37,3.192049
111,Nuno Tavares,Arsenal,Wolves,1,38,3.2586703
112,Martinelli,Arsenal,West Ham,0,31,4.8803663
113,Martinelli,Arsenal,Southampton,1,32,5.9764
114,Martinelli,Arsenal,Manchester City,0,33,3.2837548
115,Martinelli,Arsenal,Chelsea,1,34,3.988573
116,Martinelli,Arsenal,Newcastle Utd,0,35,3.9271944
117,Martinelli,Arsenal,Brighton,1,36,4.347955
118,Martinelli,Arsenal,Nottingham Forest,0,37,4.9785404
119,Martinelli,Arsenal,Wolves,1,38,5.382271
120,Reiss Nelson,Arsenal,West Ham,0,31,2.5224712
121,Reiss Nelson,Arsenal,Southampton,1,32,7.0240273
122,Reiss Nelson,Arsenal,Manchester City,0,33,1.8436571
123,Reiss Nelson,Arsenal,Chelsea,1,34,2.5763636
124,Reiss Nelson,Arsenal,Newcastle Utd,0,35,2.5231311
125,Reiss Nelson,Arsenal,Brighton,1,36,2.7320669
126,Reiss Nelson,Arsenal,Nottingham Forest,0,37,2.9229462
127,Reiss Nelson,Arsenal,Wolves,1,38,3.1509342
128,William Saliba,Arsenal,West Ham,0,31,3.809467
129,William Saliba,Arsenal,Southampton,1,32,4.3306007
130,William Saliba,Arsenal,Manchester City,0,33,2.402684
131,William Saliba,Arsenal,Chelsea,1,34,3.011446
132,William Saliba,Arsenal,Newcastle Utd,0,35,3.0931334
133,William Saliba,Arsenal,Brighton,1,36,3.3347914
134,William Saliba,Arsenal,Nottingham Forest,0,37,4.0256014
135,William Saliba,Arsenal,Wolves,1,38,4.290025
136,Gabriel Jesus,Arsenal,West Ham,0,31,4.8350925
137,Gabriel Jesus,Arsenal,Southampton,1,32,5.5555882
138,Gabriel Jesus,Arsenal,Manchester City,0,33,2.980936
139,Gabriel Jesus,Arsenal,Chelsea,1,34,3.6970212
140,Gabriel Jesus,Arsenal,Newcastle Utd,0,35,3.6498225
141,Gabriel Jesus,Arsenal,Brighton,1,36,3.7500522
142,Gabriel Jesus,Arsenal,Nottingham Forest,0,37,5.733701
143,Gabriel Jesus,Arsenal,Wolves,1,38,5.3769956
144,Leandro Trossard,Arsenal,West Ham,0,31,3.665681
145,Leandro Trossard,Arsenal,Southampton,1,32,4.8021755
146,Leandro Trossard,Arsenal,Manchester City,0,33,2.7740376
147,Leandro Trossard,Arsenal,Chelsea,1,34,3.4529335
148,Leandro Trossard,Arsenal,Newcastle Utd,0,35,3.6018398
149,Leandro Trossard,Arsenal,Brighton,1,36,3.3591723
150,Leandro Trossard,Arsenal,Nottingham Forest,0,37,4.450973
151,Leandro Trossard,Arsenal,Wolves,1,38,5.134865
152,Oleksandr Zinchenko,Arsenal,West Ham,0,31,3.5391781
153,Oleksandr Zinchenko,Arsenal,Southampton,1,32,4.273754
154,Oleksandr Zinchenko,Arsenal,Manchester City,0,33,2.126301
155,Oleksandr Zinchenko,Arsenal,Chelsea,1,34,3.066465
156,Oleksandr Zinchenko,Arsenal,Newcastle Utd,0,35,2.9942532
157,Oleksandr Zinchenko,Arsenal,Brighton,1,36,3.3730848
158,Oleksandr Zinchenko,Arsenal,Nottingham Forest,0,37,4.250382
159,Oleksandr Zinchenko,Arsenal,Wolves,1,38,4.158753
160,Ethan Nwaneri,Arsenal,West Ham,0,31,2.2179208
