,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Everton,0,22,3.45785,0.25054404
1,Granit Xhaka,Arsenal,Brentford,1,23,3.1801698,0.09315173
2,Granit Xhaka,Arsenal,Manchester City,1,23,2.505274,0.15512595
3,Granit Xhaka,Arsenal,Aston Villa,0,24,3.0730317,0.19302137
4,Granit Xhaka,Arsenal,Leicester City,0,25,3.09817,0.19780485
5,Granit Xhaka,Arsenal,Bournemouth,1,26,3.7628987,0.26063544
6,Granit Xhaka,Arsenal,Fulham,0,27,3.1370256,0.18833303
7,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.6834927,0.22007096
8,Granit Xhaka,Arsenal,Leeds United,1,29,3.3143604,0.14150615
9,Granit Xhaka,Arsenal,Liverpool,0,30,2.574098,0.15202354
10,Granit Xhaka,Arsenal,West Ham,0,31,2.916169,0.17733979
11,Mohamed Elneny,Arsenal,Everton,0,22,2.4998193,0.1834994
12,Mohamed Elneny,Arsenal,Brentford,1,23,2.4057698,0.19908434
13,Mohamed Elneny,Arsenal,Manchester City,1,23,1.9804618,0.18017715
14,Mohamed Elneny,Arsenal,Aston Villa,0,24,2.303495,0.19366793
15,Mohamed Elneny,Arsenal,Leicester City,0,25,2.3213859,0.17885417
16,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.689055,0.18068068
17,Mohamed Elneny,Arsenal,Fulham,0,27,2.368361,0.17520179
18,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.6693501,0.17949748
19,Mohamed Elneny,Arsenal,Leeds United,1,29,2.5126672,0.16086039
20,Mohamed Elneny,Arsenal,Liverpool,0,30,2.039553,0.24765801
21,Mohamed Elneny,Arsenal,West Ham,0,31,2.2380931,0.208769
22,Rob Holding,Arsenal,Everton,0,22,2.728702,0.20619744
23,Rob Holding,Arsenal,Brentford,1,23,2.5007632,0.23718138
24,Rob Holding,Arsenal,Manchester City,1,23,1.9503,0.2501224
25,Rob Holding,Arsenal,Aston Villa,0,24,2.434862,0.22432108
26,Rob Holding,Arsenal,Leicester City,0,25,2.436644,0.21519735
27,Rob Holding,Arsenal,Bournemouth,1,26,2.9306011,0.19980897
28,Rob Holding,Arsenal,Fulham,0,27,2.5055387,0.20349817
29,Rob Holding,Arsenal,Crystal Palace,1,28,2.909181,0.22028694
30,Rob Holding,Arsenal,Leeds United,1,29,2.6226478,0.19485159
31,Rob Holding,Arsenal,Liverpool,0,30,2.050306,0.26355475
32,Rob Holding,Arsenal,West Ham,0,31,2.3316329,0.23322424
33,Thomas Partey,Arsenal,Everton,0,22,3.0546598,0.099623054
34,Thomas Partey,Arsenal,Brentford,1,23,2.8648076,0.12201788
35,Thomas Partey,Arsenal,Manchester City,1,23,2.3303194,0.12773007
36,Thomas Partey,Arsenal,Aston Villa,0,24,2.7740183,0.1263899
37,Thomas Partey,Arsenal,Leicester City,0,25,2.771685,0.111617126
38,Thomas Partey,Arsenal,Bournemouth,1,26,3.2840798,0.1324695
39,Thomas Partey,Arsenal,Fulham,0,27,2.8298004,0.11397847
40,Thomas Partey,Arsenal,Crystal Palace,1,28,3.254993,0.12948795
41,Thomas Partey,Arsenal,Leeds United,1,29,2.9701457,0.10127906
42,Thomas Partey,Arsenal,Liverpool,0,30,2.399217,0.14116608
43,Thomas Partey,Arsenal,West Ham,0,31,2.6555371,0.12560746
44,Martin degaard,Arsenal,Everton,0,22,5.610098,0.22018242
45,Martin degaard,Arsenal,Brentford,1,23,5.1409492,0.2937663
46,Martin degaard,Arsenal,Manchester City,1,23,4.2823377,0.40631318
47,Martin degaard,Arsenal,Aston Villa,0,24,5.06296,0.29393917
48,Martin degaard,Arsenal,Leicester City,0,25,5.4177747,0.17764567
49,Martin degaard,Arsenal,Bournemouth,1,26,6.051421,0.23719524
50,Martin degaard,Arsenal,Fulham,0,27,5.2418213,0.21217704
51,Martin degaard,Arsenal,Crystal Palace,1,28,5.563084,0.20060618
52,Martin degaard,Arsenal,Leeds United,1,29,5.6898932,0.3333546
53,Martin degaard,Arsenal,Liverpool,0,30,4.3289537,0.33151525
54,Martin degaard,Arsenal,West Ham,0,31,4.6595373,0.20257635
55,Kieran Tierney,Arsenal,Everton,0,22,2.9266775,0.1922099
56,Kieran Tierney,Arsenal,Brentford,1,23,2.6423366,0.24228363
57,Kieran Tierney,Arsenal,Manchester City,1,23,2.0380433,0.21468455
58,Kieran Tierney,Arsenal,Aston Villa,0,24,2.5768538,0.18452322
59,Kieran Tierney,Arsenal,Leicester City,0,25,2.574492,0.18699455
