,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.7210896,0.15030655
1,Granit Xhaka,Arsenal,Brighton,1,36,2.9108052,0.12758924
2,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.5510623,0.26615646
3,Granit Xhaka,Arsenal,Wolves,1,38,3.7407563,0.22455707
4,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,2.1281335,0.14623721
5,Mohamed Elneny,Arsenal,Brighton,1,36,2.279371,0.13682605
6,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.5464482,0.18754163
7,Mohamed Elneny,Arsenal,Wolves,1,38,2.6739757,0.19194843
8,Rob Holding,Arsenal,Newcastle Utd,0,35,2.257417,0.11286387
9,Rob Holding,Arsenal,Brighton,1,36,2.4346173,0.061465215
10,Rob Holding,Arsenal,Nottingham Forest,0,37,2.943645,0.07054855
11,Rob Holding,Arsenal,Wolves,1,38,3.1124897,0.06786538
12,Thomas Partey,Arsenal,Newcastle Utd,0,35,2.2488427,0.08748626
13,Thomas Partey,Arsenal,Brighton,1,36,2.4104562,0.08223597
14,Thomas Partey,Arsenal,Nottingham Forest,0,37,2.73724,0.08270886
15,Thomas Partey,Arsenal,Wolves,1,38,2.8720207,0.07751935
16,Martin degaard,Arsenal,Newcastle Utd,0,35,4.188695,0.89665306
17,Martin degaard,Arsenal,Brighton,1,36,4.5370245,0.8066568
18,Martin degaard,Arsenal,Nottingham Forest,0,37,5.2665124,0.33241466
19,Martin degaard,Arsenal,Wolves,1,38,5.5651608,0.3359623
20,Kieran Tierney,Arsenal,Newcastle Utd,0,35,2.2314248,0.11614223
21,Kieran Tierney,Arsenal,Brighton,1,36,2.382501,0.13497077
22,Kieran Tierney,Arsenal,Nottingham Forest,0,37,2.8894043,0.18942595
23,Kieran Tierney,Arsenal,Wolves,1,38,3.0181665,0.20314492
24,Ben White,Arsenal,Newcastle Utd,0,35,2.810191,0.11047308
25,Ben White,Arsenal,Brighton,1,36,2.9903607,0.08719622
26,Ben White,Arsenal,Nottingham Forest,0,37,3.8594406,0.121137
27,Ben White,Arsenal,Wolves,1,38,4.0482707,0.104772635
28,Eddie Nketiah,Arsenal,Newcastle Utd,0,35,2.5555615,0.14661099
29,Eddie Nketiah,Arsenal,Brighton,1,36,2.6612668,0.13377853
30,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.335912,0.11623284
31,Eddie Nketiah,Arsenal,Wolves,1,38,3.4531903,0.102225184
32,Emile Smith Rowe,Arsenal,Newcastle Utd,0,35,2.2138016,0.16059427
33,Emile Smith Rowe,Arsenal,Brighton,1,36,2.3397877,0.17711544
34,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,2.7990994,0.21096925
35,Emile Smith Rowe,Arsenal,Wolves,1,38,2.9177442,0.23472676
36,Bukayo Saka,Arsenal,Newcastle Utd,0,35,4.693678,0.34124595
37,Bukayo Saka,Arsenal,Brighton,1,36,4.913913,0.3199401
38,Bukayo Saka,Arsenal,Nottingham Forest,0,37,5.9823847,0.62995636
39,Bukayo Saka,Arsenal,Wolves,1,38,6.0023007,0.48808497
40,Takehiro Tomiyasu,Arsenal,Newcastle Utd,0,35,2.2197995,0.13297167
41,Takehiro Tomiyasu,Arsenal,Brighton,1,36,2.3766708,0.12133612
42,Takehiro Tomiyasu,Arsenal,Nottingham Forest,0,37,2.8691838,0.13891023
43,Takehiro Tomiyasu,Arsenal,Wolves,1,38,3.004556,0.14973386
44,Aaron Ramsdale,Arsenal,Newcastle Utd,0,35,2.8682485,0.13745853
45,Aaron Ramsdale,Arsenal,Brighton,1,36,3.0542836,0.12411305
46,Aaron Ramsdale,Arsenal,Nottingham Forest,0,37,3.8081696,0.16041945
47,Aaron Ramsdale,Arsenal,Wolves,1,38,3.9970977,0.12307453
48,Gabriel Dos Santos,Arsenal,Newcastle Utd,0,35,3.1530423,0.118438445
49,Gabriel Dos Santos,Arsenal,Brighton,1,36,3.336202,0.07539906
50,Gabriel Dos Santos,Arsenal,Nottingham Forest,0,37,4.060872,0.1382283
51,Gabriel Dos Santos,Arsenal,Wolves,1,38,4.2595286,0.11991045
52,Nuno Tavares,Arsenal,Newcastle Utd,0,35,2.3440704,0.1267262
53,Nuno Tavares,Arsenal,Brighton,1,36,2.5152802,0.08501469
54,Nuno Tavares,Arsenal,Nottingham Forest,0,37,3.1614623,0.10785588
55,Nuno Tavares,Arsenal,Wolves,1,38,3.3182225,0.097304456
56,Martinelli,Arsenal,Newcastle Utd,0,35,3.853428,0.29210028
57,Martinelli,Arsenal,Brighton,1,36,4.146001,0.31229424
58,Martinelli,Arsenal,Nottingham Forest,0,37,4.9590406,0.3344261
59,Martinelli,Arsenal,Wolves,1,38,5.232451,0.32106462
60,Reiss Nelson,Arsenal,Newcastle Utd,0,35,2.5964723,1.0223695
61,Reiss Nelson,Arsenal,Brighton,1,36,2.7613087,1.0076399
62,Reiss Nelson,Arsenal,Nottingham Forest,0,37,3.2401168,1.0344207
63,Reiss Nelson,Arsenal,Wolves,1,38,3.375243,1.0576628
64,William Saliba,Arsenal,Newcastle Utd,0,35,3.0629218,0.14635046
65,William Saliba,Arsenal,Brighton,1,36,3.2510529,0.0987076
66,William Saliba,Arsenal,Nottingham Forest,0,37,4.098669,0.14160362
67,William Saliba,Arsenal,Wolves,1,38,4.3105927,0.09395093
68,Gabriel Jesus,Arsenal,Newcastle Utd,0,35,3.7953124,0.25728232
69,Gabriel Jesus,Arsenal,Brighton,1,36,3.9910378,0.24635763
70,Gabriel Jesus,Arsenal,Nottingham Forest,0,37,5.160489,0.3005577
71,Gabriel Jesus,Arsenal,Wolves,1,38,5.356382,0.32513508
72,Leandro Trossard,Arsenal,Newcastle Utd,0,35,3.077227,0.19938822
73,Leandro Trossard,Arsenal,Brighton,1,36,3.336343,0.33723095
74,Leandro Trossard,Arsenal,Nottingham Forest,0,37,3.8832645,0.20670827
75,Leandro Trossard,Arsenal,Wolves,1,38,4.1476474,0.3164481
76,Oleksandr Zinchenko,Arsenal,Newcastle Utd,0,35,2.7675803,0.18155655
77,Oleksandr Zinchenko,Arsenal,Brighton,1,36,2.9800732,0.20575845
78,Oleksandr Zinchenko,Arsenal,Nottingham Forest,0,37,3.7531257,0.18563655
79,Oleksandr Zinchenko,Arsenal,Wolves,1,38,3.963847,0.16207437
80,Ethan Nwaneri,Arsenal,Newcastle Utd,0,35,2.3122234,0.26366797
81,Ethan Nwaneri,Arsenal,Brighton,1,36,2.5889032,0.5329148
82,Ethan Nwaneri,Arsenal,Nottingham Forest,0,37,2.9293618,0.17648618
83,Ethan Nwaneri,Arsenal,Wolves,1,38,3.1803908,0.5296376
84,Jakub Kiwior,Arsenal,Newcastle Utd,0,35,2.2966855,0.289908
85,Jakub Kiwior,Arsenal,Brighton,1,36,2.6526556,0.5735547
86,Jakub Kiwior,Arsenal,Nottingham Forest,0,37,2.9340377,0.19417821
87,Jakub Kiwior,Arsenal,Wolves,1,38,3.2633526,0.50731957
88,Philippe Coutinho,Aston Villa,Wolves,0,35,2.7358246,0.1280959
89,Philippe Coutinho,Aston Villa,Tottenham,1,36,2.4612553,0.12650664
90,Philippe Coutinho,Aston Villa,Liverpool,0,37,2.135362,0.15080476
91,Philippe Coutinho,Aston Villa,Brighton,1,38,2.2867122,0.10783628
92,Emiliano Martinez,Aston Villa,Wolves,0,35,3.5139613,0.16261064
93,Emiliano Martinez,Aston Villa,Tottenham,1,36,3.033341,0.15163505
94,Emiliano Martinez,Aston Villa,Liverpool,0,37,2.4712963,0.18022579
95,Emiliano Martinez,Aston Villa,Brighton,1,38,2.747487,0.14247698
96,Calum Chambers,Aston Villa,Wolves,0,35,2.5385253,0.1625959
97,Calum Chambers,Aston Villa,Tottenham,1,36,2.3279796,0.19795659
98,Calum Chambers,Aston Villa,Liverpool,0,37,1.9470208,0.1958555
