,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Southampton,0,13,3.208696
1,Granit Xhaka,Arsenal,Nottingham Forest,1,14,3.1576333
2,Granit Xhaka,Arsenal,Chelsea,0,15,2.6157742
3,Granit Xhaka,Arsenal,Wolves,0,16,3.1083646
4,Granit Xhaka,Arsenal,West Ham,1,17,2.9256346
5,Granit Xhaka,Arsenal,Brighton,0,18,2.5132253
6,Granit Xhaka,Arsenal,Newcastle Utd,1,19,3.0039217
7,Granit Xhaka,Arsenal,Tottenham,0,20,2.3673005
8,Granit Xhaka,Arsenal,Manchester Utd,1,21,2.8885167
9,Mohamed Elneny,Arsenal,Southampton,0,13,2.6568909
10,Mohamed Elneny,Arsenal,Nottingham Forest,1,14,2.7356603
11,Mohamed Elneny,Arsenal,Chelsea,0,15,2.272602
12,Mohamed Elneny,Arsenal,Wolves,0,16,2.6219256
13,Mohamed Elneny,Arsenal,West Ham,1,17,2.4188147
14,Mohamed Elneny,Arsenal,Brighton,0,18,1.9796258
15,Mohamed Elneny,Arsenal,Newcastle Utd,1,19,2.4104242
16,Mohamed Elneny,Arsenal,Tottenham,0,20,2.3135993
17,Mohamed Elneny,Arsenal,Manchester Utd,1,21,2.6098666
18,Rob Holding,Arsenal,Southampton,0,13,2.4224682
19,Rob Holding,Arsenal,Nottingham Forest,1,14,2.8500175
20,Rob Holding,Arsenal,Chelsea,0,15,2.1820803
21,Rob Holding,Arsenal,Wolves,0,16,2.844921
22,Rob Holding,Arsenal,West Ham,1,17,2.491541
23,Rob Holding,Arsenal,Brighton,0,18,2.0577538
24,Rob Holding,Arsenal,Newcastle Utd,1,19,2.504252
25,Rob Holding,Arsenal,Tottenham,0,20,2.2407165
26,Rob Holding,Arsenal,Manchester Utd,1,21,2.7671854
27,Thomas Partey,Arsenal,Southampton,0,13,2.9832022
28,Thomas Partey,Arsenal,Nottingham Forest,1,14,3.0976536
29,Thomas Partey,Arsenal,Chelsea,0,15,2.433356
30,Thomas Partey,Arsenal,Wolves,0,16,2.957173
31,Thomas Partey,Arsenal,West Ham,1,17,2.8132808
32,Thomas Partey,Arsenal,Brighton,0,18,2.4144049
33,Thomas Partey,Arsenal,Newcastle Utd,1,19,2.7320542
34,Thomas Partey,Arsenal,Tottenham,0,20,2.3299065
35,Thomas Partey,Arsenal,Manchester Utd,1,21,2.8496332
36,Martin degaard,Arsenal,Southampton,0,13,5.2781553
37,Martin degaard,Arsenal,Nottingham Forest,1,14,5.5934386
38,Martin degaard,Arsenal,Chelsea,0,15,3.5763059
39,Martin degaard,Arsenal,Wolves,0,16,4.9873767
40,Martin degaard,Arsenal,West Ham,1,17,4.2842145
41,Martin degaard,Arsenal,Brighton,0,18,3.394016
42,Martin degaard,Arsenal,Newcastle Utd,1,19,4.2831593
43,Martin degaard,Arsenal,Tottenham,0,20,3.646494
44,Martin degaard,Arsenal,Manchester Utd,1,21,4.4025536
45,Kieran Tierney,Arsenal,Southampton,0,13,3.2454922
46,Kieran Tierney,Arsenal,Nottingham Forest,1,14,3.425436
47,Kieran Tierney,Arsenal,Chelsea,0,15,2.4041188
48,Kieran Tierney,Arsenal,Wolves,0,16,3.2583857
49,Kieran Tierney,Arsenal,West Ham,1,17,2.9601316
50,Kieran Tierney,Arsenal,Brighton,0,18,3.161112
51,Kieran Tierney,Arsenal,Newcastle Utd,1,19,2.834264
52,Kieran Tierney,Arsenal,Tottenham,0,20,2.4694388
53,Kieran Tierney,Arsenal,Manchester Utd,1,21,3.0631971
54,Ben White,Arsenal,Southampton,0,13,3.621783
55,Ben White,Arsenal,Nottingham Forest,1,14,3.8447232
56,Ben White,Arsenal,Chelsea,0,15,2.853917
57,Ben White,Arsenal,Wolves,0,16,3.5590332
58,Ben White,Arsenal,West Ham,1,17,3.1482687
59,Ben White,Arsenal,Brighton,0,18,3.0296006
60,Ben White,Arsenal,Newcastle Utd,1,19,3.013358
61,Ben White,Arsenal,Tottenham,0,20,2.609594
62,Ben White,Arsenal,Manchester Utd,1,21,3.3562527
63,Eddie Nketiah,Arsenal,Southampton,0,13,2.4762583
64,Eddie Nketiah,Arsenal,Nottingham Forest,1,14,2.6820714
65,Eddie Nketiah,Arsenal,Chelsea,0,15,2.1818497
66,Eddie Nketiah,Arsenal,Wolves,0,16,2.7296908
67,Eddie Nketiah,Arsenal,West Ham,1,17,2.6219487
68,Eddie Nketiah,Arsenal,Brighton,0,18,2.3479352
69,Eddie Nketiah,Arsenal,Newcastle Utd,1,19,2.5955768
70,Eddie Nketiah,Arsenal,Tottenham,0,20,2.3716025
71,Eddie Nketiah,Arsenal,Manchester Utd,1,21,2.7145522
72,Emile Smith Rowe,Arsenal,Southampton,0,13,2.4094768
73,Emile Smith Rowe,Arsenal,Nottingham Forest,1,14,2.7998486
74,Emile Smith Rowe,Arsenal,Chelsea,0,15,2.2097445
75,Emile Smith Rowe,Arsenal,Wolves,0,16,2.8337698
76,Emile Smith Rowe,Arsenal,West Ham,1,17,2.7544851
77,Emile Smith Rowe,Arsenal,Brighton,0,18,2.300953
78,Emile Smith Rowe,Arsenal,Newcastle Utd,1,19,2.617317
79,Emile Smith Rowe,Arsenal,Tottenham,0,20,2.355029
80,Emile Smith Rowe,Arsenal,Manchester Utd,1,21,2.835519
81,Bukayo Saka,Arsenal,Southampton,0,13,4.9972916
82,Bukayo Saka,Arsenal,Nottingham Forest,1,14,4.666245
83,Bukayo Saka,Arsenal,Chelsea,0,15,4.059133
84,Bukayo Saka,Arsenal,Wolves,0,16,4.964449
85,Bukayo Saka,Arsenal,West Ham,1,17,4.6137714
86,Bukayo Saka,Arsenal,Brighton,0,18,4.320617
87,Bukayo Saka,Arsenal,Newcastle Utd,1,19,4.253053
88,Bukayo Saka,Arsenal,Tottenham,0,20,3.989487
89,Bukayo Saka,Arsenal,Manchester Utd,1,21,4.7542725
90,Takehiro Tomiyasu,Arsenal,Southampton,0,13,2.4824002
91,Takehiro Tomiyasu,Arsenal,Nottingham Forest,1,14,2.913419
92,Takehiro Tomiyasu,Arsenal,Chelsea,0,15,2.2092369
93,Takehiro Tomiyasu,Arsenal,Wolves,0,16,2.8418767
94,Takehiro Tomiyasu,Arsenal,West Ham,1,17,2.5537682
95,Takehiro Tomiyasu,Arsenal,Brighton,0,18,2.313989
96,Takehiro Tomiyasu,Arsenal,Newcastle Utd,1,19,2.562216
97,Takehiro Tomiyasu,Arsenal,Tottenham,0,20,2.297186
98,Takehiro Tomiyasu,Arsenal,Manchester Utd,1,21,2.7783818
99,Aaron Ramsdale,Arsenal,Southampton,0,13,3.5796282
100,Aaron Ramsdale,Arsenal,Nottingham Forest,1,14,3.842656
101,Aaron Ramsdale,Arsenal,Chelsea,0,15,2.7984173
102,Aaron Ramsdale,Arsenal,Wolves,0,16,3.6700897
103,Aaron Ramsdale,Arsenal,West Ham,1,17,3.5002599
104,Aaron Ramsdale,Arsenal,Brighton,0,18,3.0794032
105,Aaron Ramsdale,Arsenal,Newcastle Utd,1,19,3.1612768
106,Aaron Ramsdale,Arsenal,Tottenham,0,20,2.8984985
107,Aaron Ramsdale,Arsenal,Manchester Utd,1,21,3.460136
108,Gabriel Dos Santos,Arsenal,Southampton,0,13,4.0277853
109,Gabriel Dos Santos,Arsenal,Nottingham Forest,1,14,4.3625207
110,Gabriel Dos Santos,Arsenal,Chelsea,0,15,2.8746374
111,Gabriel Dos Santos,Arsenal,Wolves,0,16,4.2303705
112,Gabriel Dos Santos,Arsenal,West Ham,1,17,3.6697357
113,Gabriel Dos Santos,Arsenal,Brighton,0,18,3.2879689
114,Gabriel Dos Santos,Arsenal,Newcastle Utd,1,19,3.5566657
115,Gabriel Dos Santos,Arsenal,Tottenham,0,20,2.7869346
116,Gabriel Dos Santos,Arsenal,Manchester Utd,1,21,3.7446127
117,Nuno Tavares,Arsenal,Southampton,0,13,2.9982548
118,Nuno Tavares,Arsenal,Nottingham Forest,1,14,3.1033177
