,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Leeds United,1,29,3.5480628
1,Granit Xhaka,Arsenal,Liverpool,0,30,2.3512664
2,Granit Xhaka,Arsenal,West Ham,0,31,2.8670206
3,Granit Xhaka,Arsenal,Southampton,1,32,3.4509616
4,Granit Xhaka,Arsenal,Manchester City,0,33,2.3273304
5,Granit Xhaka,Arsenal,Chelsea,1,34,2.9074135
6,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.3729842
7,Granit Xhaka,Arsenal,Brighton,1,36,2.8590224
8,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.2526376
9,Granit Xhaka,Arsenal,Wolves,1,38,3.5024428
10,Mohamed Elneny,Arsenal,Leeds United,1,29,2.2939458
11,Mohamed Elneny,Arsenal,Liverpool,0,30,1.4340531
12,Mohamed Elneny,Arsenal,West Ham,0,31,2.070641
13,Mohamed Elneny,Arsenal,Southampton,1,32,2.5891376
14,Mohamed Elneny,Arsenal,Manchester City,0,33,1.9944711
15,Mohamed Elneny,Arsenal,Chelsea,1,34,2.336434
16,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,1.9351796
17,Mohamed Elneny,Arsenal,Brighton,1,36,2.3658023
18,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.841089
19,Mohamed Elneny,Arsenal,Wolves,1,38,2.895292
20,Rob Holding,Arsenal,Leeds United,1,29,2.492845
21,Rob Holding,Arsenal,Liverpool,0,30,1.3703469
22,Rob Holding,Arsenal,West Ham,0,31,2.1894152
23,Rob Holding,Arsenal,Southampton,1,32,2.9334574
24,Rob Holding,Arsenal,Manchester City,0,33,1.997751
25,Rob Holding,Arsenal,Chelsea,1,34,2.3616376
26,Rob Holding,Arsenal,Newcastle Utd,0,35,1.9478376
27,Rob Holding,Arsenal,Brighton,1,36,2.450781
28,Rob Holding,Arsenal,Nottingham Forest,0,37,2.9115577
29,Rob Holding,Arsenal,Wolves,1,38,3.2330968
30,Thomas Partey,Arsenal,Leeds United,1,29,3.101887
31,Thomas Partey,Arsenal,Liverpool,0,30,2.0925212
32,Thomas Partey,Arsenal,West Ham,0,31,2.7886996
33,Thomas Partey,Arsenal,Southampton,1,32,3.144205
34,Thomas Partey,Arsenal,Manchester City,0,33,2.2232425
35,Thomas Partey,Arsenal,Chelsea,1,34,2.6447856
36,Thomas Partey,Arsenal,Newcastle Utd,0,35,2.2541366
37,Thomas Partey,Arsenal,Brighton,1,36,2.6641717
38,Thomas Partey,Arsenal,Nottingham Forest,0,37,3.0602105
39,Thomas Partey,Arsenal,Wolves,1,38,3.285587
40,Martin degaard,Arsenal,Leeds United,1,29,5.886186
