,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Bournemouth,0,3,3.0565634
1,Granit Xhaka,Arsenal,Fulham,1,4,3.1850379
2,Granit Xhaka,Arsenal,Aston Villa,1,5,2.79893
3,Granit Xhaka,Arsenal,Manchester Utd,0,6,2.5477076
4,Granit Xhaka,Arsenal,Everton,1,7,3.1542335
5,Granit Xhaka,Arsenal,Brentford,0,8,2.4887404
6,Granit Xhaka,Arsenal,Tottenham,1,9,2.3993492
7,Granit Xhaka,Arsenal,Liverpool,1,10,2.4553723
8,Granit Xhaka,Arsenal,Leeds United,0,11,2.5881767
9,Granit Xhaka,Arsenal,Manchester City,1,12,2.288357
10,Rob Holding,Arsenal,Bournemouth,0,3,2.5681286
11,Rob Holding,Arsenal,Fulham,1,4,3.084515
12,Rob Holding,Arsenal,Aston Villa,1,5,2.8620238
13,Rob Holding,Arsenal,Manchester Utd,0,6,2.3079417
14,Rob Holding,Arsenal,Everton,1,7,3.0104327
15,Rob Holding,Arsenal,Brentford,0,8,2.5213537
16,Rob Holding,Arsenal,Tottenham,1,9,2.111177
17,Rob Holding,Arsenal,Liverpool,1,10,2.1137383
18,Rob Holding,Arsenal,Leeds United,0,11,2.514397
19,Rob Holding,Arsenal,Manchester City,1,12,1.9453487
20,Thomas Partey,Arsenal,Bournemouth,0,3,2.9901621
21,Thomas Partey,Arsenal,Fulham,1,4,3.1530898
22,Thomas Partey,Arsenal,Aston Villa,1,5,2.8889441
23,Thomas Partey,Arsenal,Manchester Utd,0,6,2.6505203
24,Thomas Partey,Arsenal,Everton,1,7,3.0529358
25,Thomas Partey,Arsenal,Brentford,0,8,2.7553544
26,Thomas Partey,Arsenal,Tottenham,1,9,2.5143557
27,Thomas Partey,Arsenal,Liverpool,1,10,2.3719058
28,Thomas Partey,Arsenal,Leeds United,0,11,2.5758095
29,Thomas Partey,Arsenal,Manchester City,1,12,2.3070672
30,Martin degaard,Arsenal,Bournemouth,0,3,3.7179503
31,Martin degaard,Arsenal,Fulham,1,4,4.002754
32,Martin degaard,Arsenal,Aston Villa,1,5,3.5918276
33,Martin degaard,Arsenal,Manchester Utd,0,6,3.4241784
34,Martin degaard,Arsenal,Everton,1,7,3.9731014
35,Martin degaard,Arsenal,Brentford,0,8,3.2275443
36,Martin degaard,Arsenal,Tottenham,1,9,3.0721416
37,Martin degaard,Arsenal,Liverpool,1,10,2.8983858
38,Martin degaard,Arsenal,Leeds United,0,11,3.2175875
39,Martin degaard,Arsenal,Manchester City,1,12,2.639629
40,Kieran Tierney,Arsenal,Bournemouth,0,3,3.4961157
41,Kieran Tierney,Arsenal,Fulham,1,4,3.7328527
42,Kieran Tierney,Arsenal,Aston Villa,1,5,3.6444309
43,Kieran Tierney,Arsenal,Manchester Utd,0,6,3.0185373
44,Kieran Tierney,Arsenal,Everton,1,7,3.7074227
45,Kieran Tierney,Arsenal,Brentford,0,8,2.9680753
46,Kieran Tierney,Arsenal,Tottenham,1,9,2.8748686
47,Kieran Tierney,Arsenal,Liverpool,1,10,2.4638495
48,Kieran Tierney,Arsenal,Leeds United,0,11,2.9304037
49,Kieran Tierney,Arsenal,Manchester City,1,12,2.457466
50,Nicolas Pepe,Arsenal,Bournemouth,0,3,2.3535511
51,Nicolas Pepe,Arsenal,Fulham,1,4,2.6464982
52,Nicolas Pepe,Arsenal,Aston Villa,1,5,2.8621526
53,Nicolas Pepe,Arsenal,Manchester Utd,0,6,2.4331434
54,Nicolas Pepe,Arsenal,Everton,1,7,2.9840052
55,Nicolas Pepe,Arsenal,Brentford,0,8,2.6776755
56,Nicolas Pepe,Arsenal,Tottenham,1,9,2.3966944
57,Nicolas Pepe,Arsenal,Liverpool,1,10,2.4740393
58,Nicolas Pepe,Arsenal,Leeds United,0,11,2.7882626
