,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.6444163
1,Granit Xhaka,Arsenal,Leeds United,1,29,3.3291695
2,Granit Xhaka,Arsenal,Liverpool,0,30,2.5136878
3,Granit Xhaka,Arsenal,West Ham,0,31,2.7499554
4,Granit Xhaka,Arsenal,Southampton,1,32,3.3718603
5,Granit Xhaka,Arsenal,Manchester City,0,33,1.92859
6,Granit Xhaka,Arsenal,Chelsea,1,34,2.6504724
7,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.8336778
8,Granit Xhaka,Arsenal,Brighton,1,36,2.701416
9,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.088232
10,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.456211
11,Mohamed Elneny,Arsenal,Leeds United,1,29,2.410914
12,Mohamed Elneny,Arsenal,Liverpool,0,30,1.8478004
13,Mohamed Elneny,Arsenal,West Ham,0,31,2.2555313
14,Mohamed Elneny,Arsenal,Southampton,1,32,2.6679747
15,Mohamed Elneny,Arsenal,Manchester City,0,33,1.7353549
16,Mohamed Elneny,Arsenal,Chelsea,1,34,2.2191195
17,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,2.4051802
18,Mohamed Elneny,Arsenal,Brighton,1,36,2.5027037
19,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.7284522
20,Rob Holding,Arsenal,Crystal Palace,1,28,2.4942236
21,Rob Holding,Arsenal,Leeds United,1,29,2.4647815
22,Rob Holding,Arsenal,Liverpool,0,30,1.8690487
23,Rob Holding,Arsenal,West Ham,0,31,2.342601
24,Rob Holding,Arsenal,Southampton,1,32,2.976016
25,Rob Holding,Arsenal,Manchester City,0,33,1.7605585
26,Rob Holding,Arsenal,Chelsea,1,34,2.2317774
27,Rob Holding,Arsenal,Newcastle Utd,0,35,2.490159
28,Rob Holding,Arsenal,Brighton,1,36,2.45861
29,Rob Holding,Arsenal,Nottingham Forest,0,37,3.0559673
30,Thomas Partey,Arsenal,Crystal Palace,1,28,3.4898517
31,Thomas Partey,Arsenal,Leeds United,1,29,3.1264775
32,Thomas Partey,Arsenal,Liverpool,0,30,2.5331762
33,Thomas Partey,Arsenal,West Ham,0,31,2.7459438
34,Thomas Partey,Arsenal,Southampton,1,32,3.3692443
35,Thomas Partey,Arsenal,Manchester City,0,33,1.92859
36,Thomas Partey,Arsenal,Chelsea,1,34,2.6504724
37,Thomas Partey,Arsenal,Newcastle Utd,0,35,2.7206838
38,Thomas Partey,Arsenal,Brighton,1,36,2.588904
39,Thomas Partey,Arsenal,Nottingham Forest,0,37,3.0341227
40,Martin degaard,Arsenal,Crystal Palace,1,28,5.7758894
41,Martin degaard,Arsenal,Leeds United,1,29,6.3516684
42,Martin degaard,Arsenal,Liverpool,0,30,4.109574
43,Martin degaard,Arsenal,West Ham,0,31,5.1624503
44,Martin degaard,Arsenal,Southampton,1,32,5.8535266
45,Martin degaard,Arsenal,Manchester City,0,33,3.5930796
46,Martin degaard,Arsenal,Chelsea,1,34,5.4164653
47,Martin degaard,Arsenal,Newcastle Utd,0,35,4.938328
48,Martin degaard,Arsenal,Brighton,1,36,4.11403
49,Martin degaard,Arsenal,Nottingham Forest,0,37,5.227035
50,Kieran Tierney,Arsenal,Crystal Palace,1,28,2.5198722
51,Kieran Tierney,Arsenal,Leeds United,1,29,2.607991
52,Kieran Tierney,Arsenal,Liverpool,0,30,2.0137641
53,Kieran Tierney,Arsenal,West Ham,0,31,2.3892307
54,Kieran Tierney,Arsenal,Southampton,1,32,3.1409678
55,Kieran Tierney,Arsenal,Manchester City,0,33,1.8227857
56,Kieran Tierney,Arsenal,Chelsea,1,34,2.396714
57,Kieran Tierney,Arsenal,Newcastle Utd,0,35,2.6129835
58,Kieran Tierney,Arsenal,Brighton,1,36,2.4751835
59,Kieran Tierney,Arsenal,Nottingham Forest,0,37,3.1054387
60,Ben White,Arsenal,Crystal Palace,1,28,3.9179304
61,Ben White,Arsenal,Leeds United,1,29,3.498443
62,Ben White,Arsenal,Liverpool,0,30,2.6575196
63,Ben White,Arsenal,West Ham,0,31,3.128109
64,Ben White,Arsenal,Southampton,1,32,3.9093611
65,Ben White,Arsenal,Manchester City,0,33,2.4253652
66,Ben White,Arsenal,Chelsea,1,34,3.536967
67,Ben White,Arsenal,Newcastle Utd,0,35,3.0375547
68,Ben White,Arsenal,Brighton,1,36,2.839024
69,Ben White,Arsenal,Nottingham Forest,0,37,3.6584003
70,Eddie Nketiah,Arsenal,Crystal Palace,1,28,4.2009583
71,Eddie Nketiah,Arsenal,Leeds United,1,29,3.780247
72,Eddie Nketiah,Arsenal,Liverpool,0,30,2.379713
73,Eddie Nketiah,Arsenal,West Ham,0,31,3.5285742
74,Eddie Nketiah,Arsenal,Southampton,1,32,3.7318547
75,Eddie Nketiah,Arsenal,Manchester City,0,33,2.1242218
76,Eddie Nketiah,Arsenal,Chelsea,1,34,3.0760627
77,Eddie Nketiah,Arsenal,Newcastle Utd,0,35,3.0238907
78,Eddie Nketiah,Arsenal,Brighton,1,36,2.9607093
79,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.6229155
80,Emile Smith Rowe,Arsenal,Crystal Palace,1,28,2.7046611
81,Emile Smith Rowe,Arsenal,Leeds United,1,29,2.4583356
82,Emile Smith Rowe,Arsenal,Liverpool,0,30,2.038482
83,Emile Smith Rowe,Arsenal,West Ham,0,31,2.346569
84,Emile Smith Rowe,Arsenal,Southampton,1,32,2.9478316
85,Emile Smith Rowe,Arsenal,Manchester City,0,33,1.8909664
86,Emile Smith Rowe,Arsenal,Chelsea,1,34,2.4109461
87,Emile Smith Rowe,Arsenal,Newcastle Utd,0,35,2.5645585
88,Emile Smith Rowe,Arsenal,Brighton,1,36,2.523916
89,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,3.0782282
90,Bukayo Saka,Arsenal,Crystal Palace,1,28,5.4873266
91,Bukayo Saka,Arsenal,Leeds United,1,29,5.011611
92,Bukayo Saka,Arsenal,Liverpool,0,30,3.768812
93,Bukayo Saka,Arsenal,West Ham,0,31,4.413929
94,Bukayo Saka,Arsenal,Southampton,1,32,5.826894
95,Bukayo Saka,Arsenal,Manchester City,0,33,3.752238
96,Bukayo Saka,Arsenal,Chelsea,1,34,3.991937
97,Bukayo Saka,Arsenal,Newcastle Utd,0,35,4.9902415
98,Bukayo Saka,Arsenal,Brighton,1,36,3.9049952
99,Bukayo Saka,Arsenal,Nottingham Forest,0,37,5.012897
100,Takehiro Tomiyasu,Arsenal,Crystal Palace,1,28,2.691361
101,Takehiro Tomiyasu,Arsenal,Leeds United,1,29,2.6251035
102,Takehiro Tomiyasu,Arsenal,Liverpool,0,30,1.9582853
103,Takehiro Tomiyasu,Arsenal,West Ham,0,31,2.3449142
104,Takehiro Tomiyasu,Arsenal,Southampton,1,32,3.0074399
105,Takehiro Tomiyasu,Arsenal,Manchester City,0,33,1.8227857
106,Takehiro Tomiyasu,Arsenal,Chelsea,1,34,2.437661
107,Takehiro Tomiyasu,Arsenal,Newcastle Utd,0,35,2.5810356
