,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Newcastle Utd,1,19,2.7696378,0.12640487
1,Granit Xhaka,Arsenal,Tottenham,0,20,2.5437036,0.11271822
2,Granit Xhaka,Arsenal,Manchester Utd,1,21,2.7603443,0.09355659
3,Granit Xhaka,Arsenal,Everton,0,22,3.0801392,0.058209915
4,Granit Xhaka,Arsenal,Brentford,1,23,2.8420444,0.1550155
5,Granit Xhaka,Arsenal,Manchester City,1,23,2.375204,0.11970003
6,Granit Xhaka,Arsenal,Aston Villa,0,24,2.8779702,0.14574167
7,Granit Xhaka,Arsenal,Leicester City,0,25,2.7858133,0.09876538
8,Granit Xhaka,Arsenal,Bournemouth,1,26,3.3359418,0.08965409
9,Granit Xhaka,Arsenal,Fulham,0,27,2.8230667,0.13308667
10,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.2400475,0.08017198
11,Mohamed Elneny,Arsenal,Newcastle Utd,1,19,2.2951684,0.18903263
12,Mohamed Elneny,Arsenal,Tottenham,0,20,2.1269693,0.24342686
13,Mohamed Elneny,Arsenal,Manchester Utd,1,21,2.2942457,0.19212896
14,Mohamed Elneny,Arsenal,Everton,0,22,2.481472,0.20307507
15,Mohamed Elneny,Arsenal,Brentford,1,23,2.3369277,0.21634845
16,Mohamed Elneny,Arsenal,Manchester City,1,23,1.980957,0.1799243
17,Mohamed Elneny,Arsenal,Aston Villa,0,24,2.3261154,0.19530822
18,Mohamed Elneny,Arsenal,Leicester City,0,25,2.286026,0.19027145
19,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.6850255,0.18367933
20,Mohamed Elneny,Arsenal,Fulham,0,27,2.301575,0.19798832
21,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.5815907,0.21199775
22,Rob Holding,Arsenal,Newcastle Utd,1,19,2.3811047,0.23063897
23,Rob Holding,Arsenal,Tottenham,0,20,2.1721256,0.2610247
24,Rob Holding,Arsenal,Manchester Utd,1,21,2.3603342,0.21694146
25,Rob Holding,Arsenal,Everton,0,22,2.7151773,0.22307321
26,Rob Holding,Arsenal,Brentford,1,23,2.41789,0.25942457
27,Rob Holding,Arsenal,Manchester City,1,23,1.9123547,0.23221889
28,Rob Holding,Arsenal,Aston Villa,0,24,2.4606361,0.24495594
29,Rob Holding,Arsenal,Leicester City,0,25,2.384321,0.22711454
30,Rob Holding,Arsenal,Bournemouth,1,26,2.927,0.20044862
31,Rob Holding,Arsenal,Fulham,0,27,2.4312563,0.2345537
32,Rob Holding,Arsenal,Crystal Palace,1,28,2.8041961,0.2417005
33,Thomas Partey,Arsenal,Newcastle Utd,1,19,2.6426136,0.1262265
34,Thomas Partey,Arsenal,Tottenham,0,20,2.4317393,0.13620998
35,Thomas Partey,Arsenal,Manchester Utd,1,21,2.6188772,0.09654883
36,Thomas Partey,Arsenal,Everton,0,22,2.9824457,0.11011191
37,Thomas Partey,Arsenal,Brentford,1,23,2.6982622,0.16453189
38,Thomas Partey,Arsenal,Manchester City,1,23,2.2555504,0.115143895
39,Thomas Partey,Arsenal,Aston Villa,0,24,2.7599962,0.1328744
40,Thomas Partey,Arsenal,Leicester City,0,25,2.6886957,0.085756466
41,Thomas Partey,Arsenal,Bournemouth,1,26,3.2202306,0.13148744
42,Thomas Partey,Arsenal,Fulham,0,27,2.709251,0.1393791
43,Thomas Partey,Arsenal,Crystal Palace,1,28,3.1103454,0.11143245
44,Martin degaard,Arsenal,Newcastle Utd,1,19,4.9293685,0.23675981
45,Martin degaard,Arsenal,Tottenham,0,20,4.163094,0.30300346
46,Martin degaard,Arsenal,Manchester Utd,1,21,4.9359117,0.35759205
47,Martin degaard,Arsenal,Everton,0,22,5.464576,0.37509978
48,Martin degaard,Arsenal,Brentford,1,23,5.423602,0.4058299
49,Martin degaard,Arsenal,Manchester City,1,23,4.4003077,0.42287728
50,Martin degaard,Arsenal,Aston Villa,0,24,4.972848,0.27890888
51,Martin degaard,Arsenal,Leicester City,0,25,5.277911,0.3807537
52,Martin degaard,Arsenal,Bournemouth,1,26,6.128691,0.4821253
53,Martin degaard,Arsenal,Fulham,0,27,5.0617266,0.2949544
54,Martin degaard,Arsenal,Crystal Palace,1,28,5.3621345,0.5181653
55,Kieran Tierney,Arsenal,Newcastle Utd,1,19,2.5172858,0.17818247
56,Kieran Tierney,Arsenal,Tottenham,0,20,2.2929041,0.20369835
57,Kieran Tierney,Arsenal,Manchester Utd,1,21,2.4923325,0.17509031
58,Kieran Tierney,Arsenal,Everton,0,22,2.9306004,0.17459129
59,Kieran Tierney,Arsenal,Brentford,1,23,2.5715804,0.22257516
60,Kieran Tierney,Arsenal,Manchester City,1,23,2.0415108,0.18449195
61,Kieran Tierney,Arsenal,Aston Villa,0,24,2.6340063,0.18514411
62,Kieran Tierney,Arsenal,Leicester City,0,25,2.5522077,0.1738831
63,Kieran Tierney,Arsenal,Bournemouth,1,26,3.1556184,0.18419605
64,Kieran Tierney,Arsenal,Fulham,0,27,2.5979123,0.17360632
65,Kieran Tierney,Arsenal,Crystal Palace,1,28,3.0217364,0.19458075
66,Ben White,Arsenal,Newcastle Utd,1,19,3.1798198,0.16175728
67,Ben White,Arsenal,Tottenham,0,20,2.9322095,0.12159396
68,Ben White,Arsenal,Manchester Utd,1,21,3.2020283,0.10643599
69,Ben White,Arsenal,Everton,0,22,3.793239,0.09693389
70,Ben White,Arsenal,Brentford,1,23,3.3289075,0.1657302
71,Ben White,Arsenal,Manchester City,1,23,2.4970484,0.2184389
72,Ben White,Arsenal,Aston Villa,0,24,3.4411883,0.16169317
73,Ben White,Arsenal,Leicester City,0,25,3.3460884,0.14568938
74,Ben White,Arsenal,Bournemouth,1,26,4.0641828,0.10921729
75,Ben White,Arsenal,Fulham,0,27,3.371308,0.14236307
76,Ben White,Arsenal,Crystal Palace,1,28,3.878236,0.119205564
77,Eddie Nketiah,Arsenal,Newcastle Utd,1,19,2.5983357,0.14488937
78,Eddie Nketiah,Arsenal,Tottenham,0,20,2.4074311,0.1545574
79,Eddie Nketiah,Arsenal,Manchester Utd,1,21,2.554163,0.14988604
80,Eddie Nketiah,Arsenal,Everton,0,22,2.9226534,0.09543126
81,Eddie Nketiah,Arsenal,Brentford,1,23,2.6091352,0.15444942
82,Eddie Nketiah,Arsenal,Manchester City,1,23,2.1746814,0.15979163
83,Eddie Nketiah,Arsenal,Aston Villa,0,24,2.6782393,0.0990271
84,Eddie Nketiah,Arsenal,Leicester City,0,25,2.5990055,0.121951856
85,Eddie Nketiah,Arsenal,Bournemouth,1,26,3.1293907,0.10547678
86,Eddie Nketiah,Arsenal,Fulham,0,27,2.638173,0.124497496
87,Eddie Nketiah,Arsenal,Crystal Palace,1,28,2.994886,0.10290739
88,Emile Smith Rowe,Arsenal,Newcastle Utd,1,19,2.4668803,0.2109857
89,Emile Smith Rowe,Arsenal,Tottenham,0,20,2.278738,0.24597682
90,Emile Smith Rowe,Arsenal,Manchester Utd,1,21,2.4353244,0.22589509
91,Emile Smith Rowe,Arsenal,Everton,0,22,2.7957525,0.24152839
92,Emile Smith Rowe,Arsenal,Brentford,1,23,2.500321,0.26079655
93,Emile Smith Rowe,Arsenal,Manchester City,1,23,2.1096973,0.21227807
94,Emile Smith Rowe,Arsenal,Aston Villa,0,24,2.5607,0.22496383
95,Emile Smith Rowe,Arsenal,Leicester City,0,25,2.4929957,0.2250516
