,name,team,opp_team,was_home,gameweek,xP,std
0,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.2737489,0.24749236
1,Granit Xhaka,Arsenal,Wolves,1,38,3.6217384,0.27728537
2,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.4735928,0.15906247
3,Mohamed Elneny,Arsenal,Wolves,1,38,2.7086666,0.119983196
4,Rob Holding,Arsenal,Nottingham Forest,0,37,2.8055701,0.12576891
5,Rob Holding,Arsenal,Wolves,1,38,3.1368027,0.09799474
6,Thomas Partey,Arsenal,Nottingham Forest,0,37,2.5755682,0.13532832
7,Thomas Partey,Arsenal,Wolves,1,38,2.8258536,0.100177534
8,Martin degaard,Arsenal,Nottingham Forest,0,37,5.215279,0.37066573
9,Martin degaard,Arsenal,Wolves,1,38,5.6741505,0.38657153
10,Kieran Tierney,Arsenal,Nottingham Forest,0,37,2.7719684,0.18008836
11,Kieran Tierney,Arsenal,Wolves,1,38,3.0707138,0.14601131
12,Ben White,Arsenal,Nottingham Forest,0,37,3.540765,0.20288858
13,Ben White,Arsenal,Wolves,1,38,3.9357617,0.18383044
14,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,2.9861236,0.13369814
15,Eddie Nketiah,Arsenal,Wolves,1,38,3.287999,0.12533616
16,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,2.6986897,0.20157495
17,Emile Smith Rowe,Arsenal,Wolves,1,38,2.961111,0.17737482
18,Bukayo Saka,Arsenal,Nottingham Forest,0,37,5.4896126,0.36176115
19,Bukayo Saka,Arsenal,Wolves,1,38,5.9237056,0.54841006
20,Takehiro Tomiyasu,Arsenal,Nottingham Forest,0,37,2.7279587,0.16723932
21,Takehiro Tomiyasu,Arsenal,Wolves,1,38,3.041047,0.12974149
22,Aaron Ramsdale,Arsenal,Nottingham Forest,0,37,3.7014802,0.122116566
23,Aaron Ramsdale,Arsenal,Wolves,1,38,4.0997252,0.09839033
24,Gabriel Dos Santos,Arsenal,Nottingham Forest,0,37,3.8763168,0.14720942
25,Gabriel Dos Santos,Arsenal,Wolves,1,38,4.258218,0.12193943
26,Nuno Tavares,Arsenal,Nottingham Forest,0,37,3.014989,0.14099659
27,Nuno Tavares,Arsenal,Wolves,1,38,3.3520865,0.12086686
28,Martinelli,Arsenal,Nottingham Forest,0,37,4.6710205,0.32743493
29,Martinelli,Arsenal,Wolves,1,38,5.0274982,0.32828584
30,Reiss Nelson,Arsenal,Nottingham Forest,0,37,2.7677293,0.19848555
31,Reiss Nelson,Arsenal,Wolves,1,38,3.2714787,0.5875679
32,William Saliba,Arsenal,Nottingham Forest,0,37,3.9125755,0.14390726
33,William Saliba,Arsenal,Wolves,1,38,4.3096647,0.13148366
34,Gabriel Jesus,Arsenal,Nottingham Forest,0,37,5.0591354,0.2690795
35,Gabriel Jesus,Arsenal,Wolves,1,38,5.3614297,0.344078
36,Leandro Trossard,Arsenal,Nottingham Forest,0,37,3.5874393,0.1554783
37,Leandro Trossard,Arsenal,Wolves,1,38,3.8956153,0.17469116
38,Oleksandr Zinchenko,Arsenal,Nottingham Forest,0,37,3.54537,0.16745703
39,Oleksandr Zinchenko,Arsenal,Wolves,1,38,3.8948922,0.20453563
40,Ethan Nwaneri,Arsenal,Nottingham Forest,0,37,2.7953057,0.24410564
41,Ethan Nwaneri,Arsenal,Wolves,1,38,3.2246099,0.535162
42,Jakub Kiwior,Arsenal,Nottingham Forest,0,37,2.8170588,0.21025175
43,Jakub Kiwior,Arsenal,Wolves,1,38,3.1432614,0.16778089
44,Philippe Coutinho,Aston Villa,Liverpool,0,37,2.1147265,0.13538347
45,Philippe Coutinho,Aston Villa,Brighton,1,38,2.3489592,0.12996271
46,Emiliano Martinez,Aston Villa,Liverpool,0,37,2.3599112,0.15531509
47,Emiliano Martinez,Aston Villa,Brighton,1,38,2.7738888,0.16654305
48,Calum Chambers,Aston Villa,Liverpool,0,37,1.9178293,0.18631043
49,Calum Chambers,Aston Villa,Brighton,1,38,2.2200508,0.22465532
50,Lucas Digne,Aston Villa,Liverpool,0,37,1.9896694,0.19897783
51,Lucas Digne,Aston Villa,Brighton,1,38,2.3294382,0.2275144
52,Bertrand Traore,Aston Villa,Liverpool,0,37,2.0551822,0.15276405
53,Bertrand Traore,Aston Villa,Brighton,1,38,2.3133647,0.16289997
54,Robin Olsen,Aston Villa,Liverpool,0,37,2.0641918,0.15318191
55,Robin Olsen,Aston Villa,Brighton,1,38,2.4101636,0.18781468
56,Morgan Sanson,Aston Villa,Liverpool,0,37,1.9322456,0.1767696
57,Morgan Sanson,Aston Villa,Brighton,1,38,2.1762397,0.1985271
58,John McGinn,Aston Villa,Liverpool,0,37,2.0944965,0.08946548
59,John McGinn,Aston Villa,Brighton,1,38,2.3849332,0.09724129
60,Kortney Hause,Aston Villa,Liverpool,0,37,1.9782301,0.13572468
61,Kortney Hause,Aston Villa,Brighton,1,38,2.375299,0.153782
62,Tyrone Mings,Aston Villa,Liverpool,0,37,2.393901,0.1609443
63,Tyrone Mings,Aston Villa,Brighton,1,38,2.855507,0.25493464
64,Ollie Watkins,Aston Villa,Liverpool,0,37,3.3642762,0.13681023
65,Ollie Watkins,Aston Villa,Brighton,1,38,3.951795,0.30475163
66,Marvelous Nakamba,Aston Villa,Liverpool,0,37,1.9242483,0.16831657
67,Marvelous Nakamba,Aston Villa,Brighton,1,38,2.1914177,0.17982402
68,Emi Buendia,Aston Villa,Liverpool,0,37,2.6132922,0.13172047
69,Emi Buendia,Aston Villa,Brighton,1,38,2.9296405,0.14452302
70,Matty Cash,Aston Villa,Liverpool,0,37,2.014316,0.13484348
71,Matty Cash,Aston Villa,Brighton,1,38,2.3408484,0.16150889
