,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Chelsea,1,34,3.0279963
1,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.5703187
2,Granit Xhaka,Arsenal,Brighton,1,36,2.7036102
3,Granit Xhaka,Arsenal,Nottingham Forest,0,37,2.9978175
4,Granit Xhaka,Arsenal,Wolves,1,38,3.3510835
5,Mohamed Elneny,Arsenal,Chelsea,1,34,2.171647
6,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,1.8769829
7,Mohamed Elneny,Arsenal,Brighton,1,36,2.3723354
8,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.3718317
9,Mohamed Elneny,Arsenal,Wolves,1,38,2.6566436
10,Rob Holding,Arsenal,Chelsea,1,34,2.636331
11,Rob Holding,Arsenal,Newcastle Utd,0,35,2.160035
12,Rob Holding,Arsenal,Brighton,1,36,2.5473166
13,Rob Holding,Arsenal,Nottingham Forest,0,37,2.7399242
14,Rob Holding,Arsenal,Wolves,1,38,3.069336
15,Thomas Partey,Arsenal,Chelsea,1,34,2.7271965
16,Thomas Partey,Arsenal,Newcastle Utd,0,35,2.395115
17,Thomas Partey,Arsenal,Brighton,1,36,2.5624123
18,Thomas Partey,Arsenal,Nottingham Forest,0,37,2.6304376
19,Thomas Partey,Arsenal,Wolves,1,38,2.9569154
20,Martin degaard,Arsenal,Chelsea,1,34,4.9714246
21,Martin degaard,Arsenal,Newcastle Utd,0,35,4.2112274
22,Martin degaard,Arsenal,Brighton,1,36,5.6041994
23,Martin degaard,Arsenal,Nottingham Forest,0,37,5.3077645
24,Martin degaard,Arsenal,Wolves,1,38,5.3899813
25,Kieran Tierney,Arsenal,Chelsea,1,34,2.2990375
26,Kieran Tierney,Arsenal,Newcastle Utd,0,35,2.1032374
27,Kieran Tierney,Arsenal,Brighton,1,36,2.497386
28,Kieran Tierney,Arsenal,Nottingham Forest,0,37,2.6742325
29,Kieran Tierney,Arsenal,Wolves,1,38,3.1113567
30,Ben White,Arsenal,Chelsea,1,34,3.2785509
31,Ben White,Arsenal,Newcastle Utd,0,35,3.0142772
32,Ben White,Arsenal,Brighton,1,36,3.0060344
33,Ben White,Arsenal,Nottingham Forest,0,37,3.85804
34,Ben White,Arsenal,Wolves,1,38,3.9500928
35,Eddie Nketiah,Arsenal,Chelsea,1,34,2.982228
36,Eddie Nketiah,Arsenal,Newcastle Utd,0,35,2.618845
37,Eddie Nketiah,Arsenal,Brighton,1,36,2.3493044
38,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.143517
39,Eddie Nketiah,Arsenal,Wolves,1,38,3.377251
40,Emile Smith Rowe,Arsenal,Chelsea,1,34,2.1981912
41,Emile Smith Rowe,Arsenal,Newcastle Utd,0,35,1.9803913
42,Emile Smith Rowe,Arsenal,Brighton,1,36,2.0700545
43,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,2.6742325
44,Emile Smith Rowe,Arsenal,Wolves,1,38,2.9509993
45,Bukayo Saka,Arsenal,Chelsea,1,34,4.8819976
46,Bukayo Saka,Arsenal,Newcastle Utd,0,35,4.334438
47,Bukayo Saka,Arsenal,Brighton,1,36,5.463611
48,Bukayo Saka,Arsenal,Nottingham Forest,0,37,5.525169
49,Bukayo Saka,Arsenal,Wolves,1,38,6.3868246
50,Takehiro Tomiyasu,Arsenal,Chelsea,1,34,2.2707622
51,Takehiro Tomiyasu,Arsenal,Newcastle Utd,0,35,1.99709
52,Takehiro Tomiyasu,Arsenal,Brighton,1,36,2.4944143
53,Takehiro Tomiyasu,Arsenal,Nottingham Forest,0,37,2.6488814
54,Takehiro Tomiyasu,Arsenal,Wolves,1,38,3.0205624
55,Aaron Ramsdale,Arsenal,Chelsea,1,34,3.2336252
56,Aaron Ramsdale,Arsenal,Newcastle Utd,0,35,2.9659748
57,Aaron Ramsdale,Arsenal,Brighton,1,36,3.2796876
58,Aaron Ramsdale,Arsenal,Nottingham Forest,0,37,3.8462136
59,Aaron Ramsdale,Arsenal,Wolves,1,38,3.8987408
60,Gabriel Dos Santos,Arsenal,Chelsea,1,34,3.6905706
61,Gabriel Dos Santos,Arsenal,Newcastle Utd,0,35,3.4502232
62,Gabriel Dos Santos,Arsenal,Brighton,1,36,3.4895267
63,Gabriel Dos Santos,Arsenal,Nottingham Forest,0,37,4.119683
64,Gabriel Dos Santos,Arsenal,Wolves,1,38,4.1980124
65,Nuno Tavares,Arsenal,Chelsea,1,34,2.7529461
66,Nuno Tavares,Arsenal,Newcastle Utd,0,35,2.364849
67,Nuno Tavares,Arsenal,Brighton,1,36,2.31015
68,Nuno Tavares,Arsenal,Nottingham Forest,0,37,2.8128378
69,Nuno Tavares,Arsenal,Wolves,1,38,3.33293
70,Martinelli,Arsenal,Chelsea,1,34,5.062558
71,Martinelli,Arsenal,Newcastle Utd,0,35,4.2374973
72,Martinelli,Arsenal,Brighton,1,36,4.6615834
73,Martinelli,Arsenal,Nottingham Forest,0,37,4.862024
74,Martinelli,Arsenal,Wolves,1,38,5.3469543
75,Reiss Nelson,Arsenal,Chelsea,1,34,2.5448606
76,Reiss Nelson,Arsenal,Newcastle Utd,0,35,1.9835368
77,Reiss Nelson,Arsenal,Brighton,1,36,2.1612186
78,Reiss Nelson,Arsenal,Nottingham Forest,0,37,2.6404963
79,Reiss Nelson,Arsenal,Wolves,1,38,3.6291263
80,William Saliba,Arsenal,Chelsea,1,34,3.6588435
81,William Saliba,Arsenal,Newcastle Utd,0,35,3.3423705
82,William Saliba,Arsenal,Brighton,1,36,3.2272441
83,William Saliba,Arsenal,Nottingham Forest,0,37,4.0044775
84,William Saliba,Arsenal,Wolves,1,38,4.2573943
85,Gabriel Jesus,Arsenal,Chelsea,1,34,4.6826615
86,Gabriel Jesus,Arsenal,Newcastle Utd,0,35,3.99551
87,Gabriel Jesus,Arsenal,Brighton,1,36,3.7605543
88,Gabriel Jesus,Arsenal,Nottingham Forest,0,37,4.706643
89,Gabriel Jesus,Arsenal,Wolves,1,38,4.8958116
90,Leandro Trossard,Arsenal,Chelsea,1,34,3.3781705
91,Leandro Trossard,Arsenal,Newcastle Utd,0,35,3.0975955
92,Leandro Trossard,Arsenal,Brighton,1,36,3.872976
93,Leandro Trossard,Arsenal,Nottingham Forest,0,37,3.892951
94,Leandro Trossard,Arsenal,Wolves,1,38,3.8885212
95,Oleksandr Zinchenko,Arsenal,Chelsea,1,34,3.279702
96,Oleksandr Zinchenko,Arsenal,Newcastle Utd,0,35,2.9796412
97,Oleksandr Zinchenko,Arsenal,Brighton,1,36,2.8849092
98,Oleksandr Zinchenko,Arsenal,Nottingham Forest,0,37,3.52608
99,Oleksandr Zinchenko,Arsenal,Wolves,1,38,3.9361806
100,Ethan Nwaneri,Arsenal,Chelsea,1,34,2.148345
101,Ethan Nwaneri,Arsenal,Newcastle Utd,0,35,2.4219725
102,Ethan Nwaneri,Arsenal,Brighton,1,36,2.4680274
103,Ethan Nwaneri,Arsenal,Nottingham Forest,0,37,2.6111116
104,Ethan Nwaneri,Arsenal,Wolves,1,38,3.6335726
105,Jakub Kiwior,Arsenal,Chelsea,1,34,2.1879902
106,Jakub Kiwior,Arsenal,Newcastle Utd,0,35,1.9361166
107,Jakub Kiwior,Arsenal,Brighton,1,36,2.047743
108,Jakub Kiwior,Arsenal,Nottingham Forest,0,37,2.6226041
109,Jakub Kiwior,Arsenal,Wolves,1,38,3.2124062
110,Philippe Coutinho,Aston Villa,Manchester Utd,0,34,2.192555
111,Philippe Coutinho,Aston Villa,Wolves,0,35,2.6126363
112,Philippe Coutinho,Aston Villa,Tottenham,1,36,2.3022873
113,Philippe Coutinho,Aston Villa,Liverpool,0,37,1.9946445
114,Philippe Coutinho,Aston Villa,Brighton,1,38,2.3511324
115,Emiliano Martinez,Aston Villa,Manchester Utd,0,34,2.7502303
116,Emiliano Martinez,Aston Villa,Wolves,0,35,3.6755307
117,Emiliano Martinez,Aston Villa,Tottenham,1,36,3.0680063
118,Emiliano Martinez,Aston Villa,Liverpool,0,37,2.222222
119,Emiliano Martinez,Aston Villa,Brighton,1,38,2.6306715
120,Calum Chambers,Aston Villa,Manchester Utd,0,34,1.8363304
121,Calum Chambers,Aston Villa,Wolves,0,35,2.3259208
122,Calum Chambers,Aston Villa,Tottenham,1,36,2.2612712
123,Calum Chambers,Aston Villa,Liverpool,0,37,1.914773
124,Calum Chambers,Aston Villa,Brighton,1,38,2.2806723
125,Lucas Digne,Aston Villa,Manchester Utd,0,34,1.9325219
126,Lucas Digne,Aston Villa,Wolves,0,35,2.609993
127,Lucas Digne,Aston Villa,Tottenham,1,36,2.4492903
128,Lucas Digne,Aston Villa,Liverpool,0,37,2.01352
129,Lucas Digne,Aston Villa,Brighton,1,38,2.3619924
130,Bertrand Traore,Aston Villa,Manchester Utd,0,34,1.9121808
131,Bertrand Traore,Aston Villa,Wolves,0,35,2.4864714
132,Bertrand Traore,Aston Villa,Tottenham,1,36,2.2235336
133,Bertrand Traore,Aston Villa,Liverpool,0,37,2.1621182
134,Bertrand Traore,Aston Villa,Brighton,1,38,2.3007636
135,Robin Olsen,Aston Villa,Manchester Utd,0,34,2.2044473
136,Robin Olsen,Aston Villa,Wolves,0,35,2.7652102
137,Robin Olsen,Aston Villa,Tottenham,1,36,2.3550537
138,Robin Olsen,Aston Villa,Liverpool,0,37,1.9476311
139,Robin Olsen,Aston Villa,Brighton,1,38,2.3244
140,Morgan Sanson,Aston Villa,Manchester Utd,0,34,1.7747405
141,Morgan Sanson,Aston Villa,Wolves,0,35,2.324279
142,Morgan Sanson,Aston Villa,Tottenham,1,36,2.2483437
143,Morgan Sanson,Aston Villa,Liverpool,0,37,1.8831822
144,Morgan Sanson,Aston Villa,Brighton,1,38,2.2358518
145,John McGinn,Aston Villa,Manchester Utd,0,34,2.4747622
146,John McGinn,Aston Villa,Wolves,0,35,2.8213778
147,John McGinn,Aston Villa,Tottenham,1,36,2.4708397
148,John McGinn,Aston Villa,Liverpool,0,37,2.0773745
149,John McGinn,Aston Villa,Brighton,1,38,2.4224753
150,Kortney Hause,Aston Villa,Manchester Utd,0,34,2.1991944
151,Kortney Hause,Aston Villa,Wolves,0,35,2.8527462
152,Kortney Hause,Aston Villa,Tottenham,1,36,2.4295971
153,Kortney Hause,Aston Villa,Liverpool,0,37,1.9588172
154,Kortney Hause,Aston Villa,Brighton,1,38,2.288251
155,Tyrone Mings,Aston Villa,Manchester Utd,0,34,2.8046696
