,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Everton,1,25,3.7631202
1,Granit Xhaka,Arsenal,Leicester City,0,25,3.4300742
2,Granit Xhaka,Arsenal,Bournemouth,1,26,3.5984926
3,Granit Xhaka,Arsenal,Fulham,0,27,3.2727242
4,Granit Xhaka,Arsenal,Crystal Palace,1,28,3.4349685
5,Granit Xhaka,Arsenal,Leeds United,1,29,3.2251086
6,Granit Xhaka,Arsenal,Liverpool,0,30,2.4251752
7,Granit Xhaka,Arsenal,West Ham,0,31,2.9181504
8,Granit Xhaka,Arsenal,Southampton,1,32,3.2394726
9,Granit Xhaka,Arsenal,Manchester City,0,33,2.2142212
10,Granit Xhaka,Arsenal,Chelsea,1,34,3.014907
11,Mohamed Elneny,Arsenal,Everton,1,25,2.418693
12,Mohamed Elneny,Arsenal,Leicester City,0,25,2.2281919
13,Mohamed Elneny,Arsenal,Bournemouth,1,26,2.53516
14,Mohamed Elneny,Arsenal,Fulham,0,27,2.2859142
15,Mohamed Elneny,Arsenal,Crystal Palace,1,28,2.5662987
16,Mohamed Elneny,Arsenal,Leeds United,1,29,2.534128
17,Mohamed Elneny,Arsenal,Liverpool,0,30,1.969312
18,Mohamed Elneny,Arsenal,West Ham,0,31,2.2386143
19,Mohamed Elneny,Arsenal,Southampton,1,32,2.6151395
20,Mohamed Elneny,Arsenal,Manchester City,0,33,2.12504
21,Mohamed Elneny,Arsenal,Chelsea,1,34,2.567639
22,Rob Holding,Arsenal,Everton,1,25,2.4127638
23,Rob Holding,Arsenal,Leicester City,0,25,2.264265
24,Rob Holding,Arsenal,Bournemouth,1,26,2.7153351
25,Rob Holding,Arsenal,Fulham,0,27,2.407867
26,Rob Holding,Arsenal,Crystal Palace,1,28,2.9106185
27,Rob Holding,Arsenal,Leeds United,1,29,2.7348948
28,Rob Holding,Arsenal,Liverpool,0,30,1.9945157
29,Rob Holding,Arsenal,West Ham,0,31,2.2512722
30,Rob Holding,Arsenal,Southampton,1,32,2.9091563
31,Rob Holding,Arsenal,Manchester City,0,33,2.0059342
32,Rob Holding,Arsenal,Chelsea,1,34,2.7894473
33,Thomas Partey,Arsenal,Everton,1,25,3.3215866
34,Thomas Partey,Arsenal,Leicester City,0,25,2.998171
35,Thomas Partey,Arsenal,Bournemouth,1,26,3.1563687
36,Thomas Partey,Arsenal,Fulham,0,27,2.7204902
37,Thomas Partey,Arsenal,Crystal Palace,1,28,2.803997
38,Thomas Partey,Arsenal,Leeds United,1,29,2.911416
39,Thomas Partey,Arsenal,Liverpool,0,30,2.1625476
40,Thomas Partey,Arsenal,West Ham,0,31,2.5575716
41,Thomas Partey,Arsenal,Southampton,1,32,3.1030617
42,Thomas Partey,Arsenal,Manchester City,0,33,2.2227972
43,Thomas Partey,Arsenal,Chelsea,1,34,2.8014655
44,Martin degaard,Arsenal,Everton,1,25,5.6146874
45,Martin degaard,Arsenal,Leicester City,0,25,5.5351763
46,Martin degaard,Arsenal,Bournemouth,1,26,6.1033216
47,Martin degaard,Arsenal,Fulham,0,27,5.6068172
48,Martin degaard,Arsenal,Crystal Palace,1,28,6.009499
49,Martin degaard,Arsenal,Leeds United,1,29,5.582241
50,Martin degaard,Arsenal,Liverpool,0,30,4.151905
51,Martin degaard,Arsenal,West Ham,0,31,4.830965
52,Martin degaard,Arsenal,Southampton,1,32,5.7490892
53,Martin degaard,Arsenal,Manchester City,0,33,3.9921367
54,Martin degaard,Arsenal,Chelsea,1,34,4.652493
55,Kieran Tierney,Arsenal,Everton,1,25,2.4384124
56,Kieran Tierney,Arsenal,Leicester City,0,25,2.3087785
57,Kieran Tierney,Arsenal,Bournemouth,1,26,2.9252298
58,Kieran Tierney,Arsenal,Fulham,0,27,2.6710742
59,Kieran Tierney,Arsenal,Crystal Palace,1,28,2.948697
60,Kieran Tierney,Arsenal,Leeds United,1,29,2.8253891
61,Kieran Tierney,Arsenal,Liverpool,0,30,2.0567431
62,Kieran Tierney,Arsenal,West Ham,0,31,2.4162087
63,Kieran Tierney,Arsenal,Southampton,1,32,3.158925
64,Kieran Tierney,Arsenal,Manchester City,0,33,2.0225077
65,Kieran Tierney,Arsenal,Chelsea,1,34,2.8713696
66,Ben White,Arsenal,Everton,1,25,3.8713613
67,Ben White,Arsenal,Leicester City,0,25,3.516849
68,Ben White,Arsenal,Bournemouth,1,26,3.9241064
69,Ben White,Arsenal,Fulham,0,27,3.551878
70,Ben White,Arsenal,Crystal Palace,1,28,4.0113535
71,Ben White,Arsenal,Leeds United,1,29,3.302839
72,Ben White,Arsenal,Liverpool,0,30,2.6520188
73,Ben White,Arsenal,West Ham,0,31,3.3008995
74,Ben White,Arsenal,Southampton,1,32,3.780099
75,Ben White,Arsenal,Manchester City,0,33,2.3060298
76,Ben White,Arsenal,Chelsea,1,34,3.2846155
