,name,team,opp_team,was_home,gameweek,xP
0,Granit Xhaka,Arsenal,Manchester City,0,33,2.291481
1,Granit Xhaka,Arsenal,Chelsea,1,34,3.0593445
2,Granit Xhaka,Arsenal,Newcastle Utd,0,35,2.6194978
3,Granit Xhaka,Arsenal,Brighton,1,36,2.7374272
4,Granit Xhaka,Arsenal,Nottingham Forest,0,37,3.2484303
5,Granit Xhaka,Arsenal,Wolves,1,38,3.5563922
6,Mohamed Elneny,Arsenal,Manchester City,0,33,1.6712842
7,Mohamed Elneny,Arsenal,Chelsea,1,34,2.20933
8,Mohamed Elneny,Arsenal,Newcastle Utd,0,35,2.262565
9,Mohamed Elneny,Arsenal,Brighton,1,36,2.3556523
10,Mohamed Elneny,Arsenal,Nottingham Forest,0,37,2.4568884
11,Mohamed Elneny,Arsenal,Wolves,1,38,2.8368344
12,Rob Holding,Arsenal,Manchester City,0,33,1.8545533
13,Rob Holding,Arsenal,Chelsea,1,34,2.611008
14,Rob Holding,Arsenal,Newcastle Utd,0,35,2.4375458
15,Rob Holding,Arsenal,Brighton,1,36,2.4211044
16,Rob Holding,Arsenal,Nottingham Forest,0,37,2.7179255
17,Rob Holding,Arsenal,Wolves,1,38,2.971788
18,Thomas Partey,Arsenal,Manchester City,0,33,2.255737
19,Thomas Partey,Arsenal,Chelsea,1,34,2.8291647
20,Thomas Partey,Arsenal,Newcastle Utd,0,35,2.3737507
21,Thomas Partey,Arsenal,Brighton,1,36,2.501333
22,Thomas Partey,Arsenal,Nottingham Forest,0,37,2.8458126
23,Thomas Partey,Arsenal,Wolves,1,38,3.1033351
24,Martin degaard,Arsenal,Manchester City,0,33,3.7705784
25,Martin degaard,Arsenal,Chelsea,1,34,4.72969
26,Martin degaard,Arsenal,Newcastle Utd,0,35,5.3960385
27,Martin degaard,Arsenal,Brighton,1,36,4.3950276
28,Martin degaard,Arsenal,Nottingham Forest,0,37,6.524537
29,Martin degaard,Arsenal,Wolves,1,38,5.8398175
30,Kieran Tierney,Arsenal,Manchester City,0,33,1.6847526
31,Kieran Tierney,Arsenal,Chelsea,1,34,2.4736435
32,Kieran Tierney,Arsenal,Newcastle Utd,0,35,2.384969
33,Kieran Tierney,Arsenal,Brighton,1,36,2.387876
34,Kieran Tierney,Arsenal,Nottingham Forest,0,37,2.7977822
35,Kieran Tierney,Arsenal,Wolves,1,38,2.971788
36,Ben White,Arsenal,Manchester City,0,33,2.2720866
37,Ben White,Arsenal,Chelsea,1,34,3.369968
38,Ben White,Arsenal,Newcastle Utd,0,35,3.1760106
39,Ben White,Arsenal,Brighton,1,36,3.0616727
40,Ben White,Arsenal,Nottingham Forest,0,37,4.0045004
41,Ben White,Arsenal,Wolves,1,38,3.9917884
42,Eddie Nketiah,Arsenal,Manchester City,0,33,2.3349006
43,Eddie Nketiah,Arsenal,Chelsea,1,34,3.1150572
44,Eddie Nketiah,Arsenal,Newcastle Utd,0,35,2.9088957
45,Eddie Nketiah,Arsenal,Brighton,1,36,2.9764664
46,Eddie Nketiah,Arsenal,Nottingham Forest,0,37,3.4300954
47,Eddie Nketiah,Arsenal,Wolves,1,38,3.1461577
48,Emile Smith Rowe,Arsenal,Manchester City,0,33,1.6208376
49,Emile Smith Rowe,Arsenal,Chelsea,1,34,2.1940353
50,Emile Smith Rowe,Arsenal,Newcastle Utd,0,35,1.9394166
51,Emile Smith Rowe,Arsenal,Brighton,1,36,2.3599036
52,Emile Smith Rowe,Arsenal,Nottingham Forest,0,37,2.6882172
53,Emile Smith Rowe,Arsenal,Wolves,1,38,3.1021957
54,Bukayo Saka,Arsenal,Manchester City,0,33,4.110264
55,Bukayo Saka,Arsenal,Chelsea,1,34,4.9018455
56,Bukayo Saka,Arsenal,Newcastle Utd,0,35,5.1951776
57,Bukayo Saka,Arsenal,Brighton,1,36,4.814612
58,Bukayo Saka,Arsenal,Nottingham Forest,0,37,7.6458364
59,Bukayo Saka,Arsenal,Wolves,1,38,6.055176
60,Takehiro Tomiyasu,Arsenal,Manchester City,0,33,1.5995579
