id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,ppg next 5,ppg next 10,value,valuePoints_metric,games_played
61,0,2,50,75.0,,0,223911,0,0,0,0,2.5,1,2,3.0,3.0,1,Chris,3.0,7,1,16.6,False,91.6,270,Knock - 75% chance of playing,2019-09-10T14:00:13.321043Z,45,0,0,0,223911.jpg,4.0,0,0,Mepham,1.5,False,,d,3,91,72.0,12,80990,5054,52340,9576,0.7,2.7,Mepham,0,3.56,4.612,2.936000000000001,0.7911111111111111,1.6782000940160728,3.0
62,0,0,0,0.0,0.0,0,15149,0,0,0,0,0.0,0,2,0.0,0.0,0,Simon,0.0,0,0,0.0,False,0.0,0,Anterior cruciate ligament - Unknown return date,2019-06-25T11:30:06.976202Z,45,0,0,0,15149.jpg,0.0,0,0,Francis,0.0,False,,i,3,91,0.0,0,92,20,325,51,0.0,0.0,Francis,0,2.4,2.4,2.3999999999999995,0.5333333333333333,1.131370849898476,0.0
63,0,0,39,75.0,,0,54469,0,0,0,0,10.0,0,2,0.9,1.2,1,Adam,1.2,7,0,9.9,False,26.6,310,Hamstring injury - 75% chance of playing,2019-08-31T17:30:17.323480Z,45,0,0,0,54469.jpg,1.2,0,0,Smith,1.0,False,,d,3,91,63.0,5,8885,464,41597,11085,0.3,1.1,Adam Smith,1,1.37,1.682,1.586,0.30444444444444446,0.6458241934837134,3.4444444444444446
64,0,0,0,0.0,0.0,0,235530,0,0,-1,1,0.0,0,2,0.0,0.0,0,Lloyd,0.0,0,0,0.0,False,0.0,0,Ankle injury - Unknown return date,2019-08-04T16:00:15.955778Z,44,0,0,0,235530.jpg,0.0,0,0,Kelly,0.1,False,,i,3,91,0.0,0,567,207,3431,433,0.0,0.0,Kelly,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
65,0,0,13,,,0,171129,0,0,0,0,16.6,0,2,0.5,0.5,0,Diego,0.5,1,0,4.1,False,21.0,90,,,40,0,0,0,171129.jpg,2.0,0,0,Rico,7.3,False,,a,3,91,3.0,2,269392,85421,159824,37825,0.1,0.5,Rico,0,1.62,1.4360000000000002,1.0679999999999998,0.405,0.81,1.0
66,0,0,0,,,0,222434,0,0,0,0,0.0,0,2,0.0,0.0,0,Jack,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,222434.jpg,0.0,0,0,Simpson,7.2,False,,a,3,91,0.0,0,67913,23337,125981,21583,0.0,0.0,Simpson,0,2.0,2.0,2.0,0.5,1.0,0.0
67,3,0,59,,,0,75115,-1,1,-2,2,98.3,0,4,5.0,5.0,5,Callum,5.0,8,1,25.3,False,54.8,337,,,78,0,0,0,75115.jpg,5.0,0,0,Wilson,9.6,False,,a,3,91,99.0,20,102499,23721,619016,61805,0.6,2.6,Callum Wilson,1,5.15,5.26,5.300000000000002,0.6602564102564104,1.8439958006515398,3.7444444444444445
68,0,0,35,,,0,78007,0,0,-1,1,51.6,0,4,3.0,3.0,2,Joshua,3.0,8,1,18.2,False,63.8,348,,,64,0,0,0,78007.jpg,3.0,0,0,King,10.3,False,,a,3,91,67.0,12,158211,21890,731113,132029,0.5,1.9,King,0,3.17,3.7659999999999996,3.2979999999999996,0.4953125,1.2530525228417202,3.8666666666666667
69,0,0,11,,,0,154566,0,0,-1,1,12.9,0,4,1.0,1.0,1,Dominic,1.0,1,0,9.0,False,11.8,62,,,54,0,0,0,154566.jpg,1.0,0,0,Solanke,0.4,False,,a,3,91,65.0,4,9912,1672,21368,3335,0.2,0.7,Solanke,0,1.06,1.1440000000000001,1.1920000000000002,0.1962962962962963,0.45615137188665134,0.6888888888888889
71,0,0,0,0.0,0.0,0,217331,0,0,-1,1,0.0,0,4,0.0,0.0,0,Sam,0.0,0,0,0.0,False,0.0,0,Joined Swansea City on loan until the end of the season on 6/8. - Expected back 01 Jul,2019-08-07T20:00:14.104634Z,44,0,0,0,217331.jpg,0.0,0,0,Surridge,0.8,False,,n,3,91,0.0,0,28707,15645,39963,9342,0.0,0.0,Surridge,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
72,0,0,0,0.0,,0,40349,0,0,-1,1,0.0,0,1,0.0,0.0,0,Asmir,0.0,0,0,0.0,False,0.0,0,Joined Qarabag on loan until January on 2/9. - Expected back 01 Feb,2019-09-02T17:00:12.309749Z,44,0,0,0,40349.jpg,0.0,0,0,Begovic,1.8,False,,n,3,91,0.0,0,10877,946,86079,18792,0.0,0.0,Begovic,0,2.6,2.6,2.6000000000000005,0.5909090909090908,1.23950136601927,0.0
73,0,0,0,,,0,18726,0,0,-1,1,0.0,0,1,0.0,0.0,0,Artur,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,18726.jpg,0.0,0,0,Boruc,0.3,False,,a,3,91,0.0,0,2433,993,9054,1329,0.0,0.0,Boruc,0,3.8000000000000003,3.8,3.8,0.8636363636363636,1.8115789195666254,0.0
74,0,0,0,,,0,229600,0,0,-1,1,0.0,0,1,0.0,0.0,0,Mark,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,229600.jpg,0.0,0,0,Travers,0.2,False,,a,3,91,0.0,0,1088,308,6278,798,0.0,0.0,Travers,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
75,1,1,37,,,0,90105,0,0,-2,2,100.7,0,3,2.8,2.8,6,Ryan,2.8,8,0,20.9,False,49.4,360,,,73,0,0,0,90105.jpg,2.8,0,0,Fraser,6.7,False,,a,3,91,60.0,11,44381,9390,755670,47851,0.4,1.5,Fraser,1,3.08,2.428,3.4620000000000006,0.4219178082191781,1.1399591437043122,4.0
76,0,0,0,0.0,0.0,0,111317,0,0,-1,1,0.0,0,3,0.0,0.0,0,David,0.0,0,0,0.0,False,0.0,0,Ankle injury - Expected back 26 Oct,2019-07-31T21:00:14.727782Z,64,0,0,0,111317.jpg,0.0,0,0,Brooks,0.1,False,,i,3,91,0.0,0,308,43,15325,1279,0.0,0.0,Brooks,0,4.1,4.1,4.1000000000000005,0.6406249999999999,1.6206673008362942,0.0
77,0,0,0,0.0,0.0,0,56872,-1,1,-1,1,0.0,0,3,0.0,0.0,0,Junior,0.0,0,0,0.0,False,0.0,0,Knee injury - Unknown return date,2019-06-25T11:30:06.990995Z,59,0,0,0,56872.jpg,0.0,0,0,Stanislas,0.0,False,,i,3,91,0.0,0,86,19,233,45,0.0,0.0,Stanislas,0,2.4,2.4,2.3999999999999995,0.4067796610169491,0.9880643635111419,0.0
78,0,0,10,,,0,103912,0,0,-1,1,5.4,0,3,0.5,0.5,1,Jordon,0.5,1,0,1.2,False,6.8,48,,,49,0,0,0,103912.jpg,1.0,0,0,Ibe,0.2,False,,a,3,91,0.0,2,2801,431,13016,1304,0.1,0.4,Ibe,0,1.08,1.592,1.376,0.22040816326530613,0.4878942675688357,0.5333333333333333
79,0,0,0,50.0,0.0,0,155408,0,0,0,0,0.0,0,3,0.0,0.0,0,Lewis,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 50% chance of playing,2019-06-25T11:30:07.007116Z,50,0,0,0,155408.jpg,0.0,0,0,Cook,0.0,False,,d,3,91,0.0,0,72,12,209,32,0.0,0.0,Lewis Cook,0,1.7,1.7,1.6999999999999997,0.33999999999999997,0.7602631123499285,0.0
80,0,0,6,100.0,100.0,0,15237,0,0,-1,1,2.2,0,3,0.5,0.5,1,Andrew,0.5,1,0,0.9,False,6.4,56,,2019-06-25T11:30:07.022396Z,49,0,0,0,15237.jpg,1.0,0,0,Surman,0.0,False,,a,3,91,0.0,2,495,71,2017,246,0.1,0.4,Surman,0,1.12,1.392,1.468,0.22857142857142856,0.5059644256269407,0.6222222222222222
81,0,0,0,0.0,0.0,0,40387,0,0,-1,1,0.0,0,3,0.0,0.0,0,Dan,0.0,0,0,0.0,False,0.0,0,Hip injury - Expected back 02 Nov,2019-07-30T10:30:13.907385Z,49,0,0,0,40387.jpg,0.0,0,0,Gosling,0.0,False,,i,3,91,0.0,0,52,8,650,94,0.0,0.0,Gosling,0,2.2,2.2,2.1999999999999997,0.4489795918367347,0.9938586931957764,0.0
82,0,0,42,,,0,152551,-1,1,-1,1,9.1,0,3,1.5,1.5,1,Jefferson,1.5,8,0,5.8,False,39.6,360,,,49,0,0,0,152551.jpg,1.5,0,0,Lerma,0.2,False,,a,3,91,10.0,6,4507,634,8233,1415,0.3,1.2,Lerma,2,1.59,1.9580000000000002,1.6740000000000002,0.32448979591836735,0.7182887828096747,4.0
446,0,0,0,,,0,154131,0,0,-1,1,0.0,0,2,0.0,0.0,0,Jack,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,154131.jpg,0.0,0,0,Stacey,0.1,False,,a,3,91,0.0,0,559,138,4324,518,0.0,0.0,Stacey,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
476,0,0,43,,,0,168991,0,0,0,0,30.5,0,3,1.2,1.2,1,Philip,1.2,7,0,10.8,False,61.4,315,,,50,0,0,0,168991.jpg,1.2,0,0,Billing,0.2,False,,a,3,91,16.0,5,4878,706,6522,1077,0.2,1.0,Billing,2,1.33,1.3559999999999999,1.494,0.266,0.5947940820149441,3.5
492,0,0,0,0.0,0.0,0,220307,-1,1,-2,2,0.0,0,3,0.0,0.0,0,Arnaut,0.0,0,0,0.0,False,0.0,0,Foot injury - Unknown return date,2019-08-12T10:00:14.019366Z,58,0,0,0,220307.jpg,0.0,0,0,Danjuma Groeneveld,0.0,False,,i,3,91,0.0,0,169,10,3337,229,0.0,0.0,Danjuma,0,2.0,2.0,2.0,0.3448275862068966,0.8304547985373997,0.0
494,0,0,60,,,0,225321,0,0,0,0,0.0,0,1,2.0,2.0,1,Aaron,2.0,8,0,8.2,False,81.6,360,,,45,0,0,0,225321.jpg,2.0,0,12,Ramsdale,0.3,False,,a,3,91,0.0,8,19340,2896,7733,1683,0.4,1.8,Ramsdale,0,2.0,2.4400000000000004,1.8399999999999999,0.4444444444444444,0.9428090415820634,4.0
505,0,1,59,,,0,153682,0,0,0,0,45.5,0,3,4.0,4.0,2,Harry,4.0,5,2,20.6,False,76.8,191,,,60,0,0,0,153682.jpg,5.3,0,0,Wilson,3.0,False,,a,3,91,83.0,16,189740,39888,75580,24340,0.7,2.7,Harry Wilson,0,4.43,4.5920000000000005,3.696,0.7383333333333333,1.8085399267549132,2.1222222222222222
37,0,0,52,,,1,61933,0,0,0,0,1.2,0,2,1.7,0.7,0,Shane,2.2,3,0,5.5,False,42.8,270,,,50,0,0,0,61933.jpg,3.0,0,0,Duffy,2.3,False,,a,4,36,11.0,9,28024,3576,59358,13004,0.4,1.8,Duffy,0,3.06,2.9680000000000004,2.9680000000000004,0.612,1.3684736022298714,3.0
38,0,0,52,,,1,86153,0,0,0,0,57.8,0,2,1.5,0.5,0,Martín,2.0,7,0,13.5,False,60.6,360,,,45,0,0,0,86153.jpg,2.0,0,0,Montoya,0.9,False,,a,4,36,16.0,8,42447,3387,30629,5501,0.4,1.8,Montoya,1,1.98,1.9440000000000002,1.764,0.44,0.9333809511662428,4.0
39,0,0,14,,,0,209362,-1,1,-1,1,16.2,0,2,0.0,-1.0,1,Bernardo,0.5,3,0,2.9,False,10.8,67,,,44,0,0,0,209362.jpg,1.0,0,0,Fernandes da Silva Junior,0.2,False,,a,4,36,2.0,2,1188,441,3542,545,0.1,0.4,Bernardo,0,1.1,1.6760000000000002,1.6140000000000003,0.25,0.5244044240850758,0.7444444444444445
40,0,0,0,75.0,,0,52484,0,0,-1,1,0.0,0,2,-0.5,-1.5,0,Leon,0.0,0,0,0.0,False,0.0,0,Muscle injury - 75% chance of playing,2019-09-12T13:00:14.154646Z,44,0,0,0,52484.jpg,0.0,0,0,Balogun,0.1,False,,d,4,36,0.0,0,537,143,2280,386,0.0,0.0,Balogun,0,1.9000000000000001,1.9,1.9,0.4318181818181818,0.9057894597833127,0.0
41,0,0,0,,,0,42748,0,0,-1,1,0.0,0,2,-0.5,-1.5,0,Gaëtan,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,42748.jpg,0.0,0,0,Bong,0.1,False,,a,4,36,0.0,0,761,205,3547,510,0.0,0.0,Bong,0,2.2,2.2,2.1999999999999997,0.5,1.0488088481701516,0.0
42,1,4,86,,,1,83299,0,0,1,-1,15.3,1,2,3.0,2.0,-1,Lewis,3.5,7,0,11.7,False,91.6,360,,,46,0,0,0,83299.jpg,3.5,0,0,Dunk,11.4,False,,a,4,36,10.0,14,406817,30615,190295,48150,0.8,3.0,Dunk,2,3.52,3.026,2.776,0.7652173913043478,1.6412084625029524,4.0
43,0,0,0,0.0,0.0,0,178173,0,0,-1,1,0.0,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,False,0.0,0,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,44,0,0,0,178173.jpg,0.0,0,0,Clarke,0.0,False,,n,4,36,0.0,0,95,9,808,80,0.0,0.0,Clarke,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
44,0,0,12,,,1,20529,-1,1,-2,2,26.8,0,4,1.0,0.0,1,Glenn,1.5,3,0,4.5,False,4.4,175,,,58,0,0,0,20529.jpg,1.5,0,0,Murray,1.6,False,,a,4,36,16.0,6,31510,2427,144333,18123,0.3,1.0,Murray,0,1.68,2.6119999999999997,2.4439999999999995,0.2896551724137931,0.6975820307714158,1.9444444444444444
45,0,0,5,0.0,0.0,1,106757,0,0,-1,1,1.3,0,4,0.0,0.0,0,Jürgen,0.8,1,0,3.3,False,3.2,85,Joined TSG Hoffenheim on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-29T13:00:09.129312Z,54,0,0,0,106757.jpg,1.5,0,0,Locadia,0.2,False,,n,4,36,30.0,3,6268,27,18175,3569,0.1,0.6,Locadia,0,1.58,1.6960000000000002,1.6960000000000002,0.29259259259259257,0.6799237430008576,0.9444444444444444
46,0,1,20,0.0,0.0,0,93284,0,0,0,0,11.3,0,4,0.0,0.0,0,Florin,1.2,2,1,7.6,False,45.0,71,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-08-24T16:30:09.164349Z,50,0,0,0,93284.jpg,1.7,1,0,Andone,1.0,False,,n,4,36,21.0,5,158688,424,149974,24656,0.2,1.0,Andone,0,2.23,1.688,1.688,0.446,0.9972863179649062,0.7888888888888889
47,0,2,73,,,1,131897,0,0,1,-1,0.0,0,1,2.5,1.5,0,Mathew,3.0,7,0,8.1,False,81.4,360,,,46,0,0,0,131897.jpg,3.0,0,9,Ryan,13.6,False,,a,4,36,0.0,12,293118,11282,230092,53598,0.7,2.6,Ryan,0,3.02,3.0700000000000003,2.7600000000000002,0.6565217391304349,1.408082260442874,4.0
48,0,0,0,,,0,50093,0,0,0,0,0.0,0,1,-0.5,-1.5,0,David,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,50093.jpg,0.0,0,0,Button,25.5,False,,a,4,36,0.0,0,237429,50759,206122,34226,0.0,0.0,Button,0,2.0,2.0,2.0,0.5,1.0,0.0
49,1,1,43,,,1,60307,0,0,0,0,99.3,0,3,2.3,1.3,1,Pascal,2.8,3,0,15.8,False,28.0,184,,,65,0,0,0,60307.jpg,2.8,0,0,Groß,0.8,False,,a,4,36,31.0,11,56657,1315,55941,9239,0.4,1.7,Groß,0,2.82,3.088,2.932,0.4338461538461538,1.1060950021793579,2.0444444444444443
50,0,0,0,,,0,165210,-1,1,-2,2,0.0,0,3,-0.5,-1.5,0,Alireza,0.0,0,0,0.0,False,0.0,0,,,58,0,0,0,165210.jpg,0.0,0,0,Jahanbakhsh,0.1,False,,a,4,36,0.0,0,413,59,3055,337,0.0,0.0,Jahanbakhsh,0,1.7,1.7,1.6999999999999997,0.29310344827586204,0.7058865787567897,0.0
51,0,0,0,0.0,0.0,0,167473,0,0,0,0,0.0,0,3,0.0,0.0,0,José Heriberto,0.0,0,0,0.0,False,0.0,0,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,55,0,0,0,167473.jpg,0.0,0,0,Izquierdo Mena,0.0,False,,i,4,36,0.0,0,56,6,126,19,0.0,0.0,Izquierdo,0,2.1,2.1,2.1000000000000005,0.38181818181818183,0.8954430086935639,0.0
52,0,0,0,0.0,0.0,0,83543,0,0,-1,1,0.0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,False,0.0,0,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,54,0,0,0,83543.jpg,0.0,0,0,Knockaert,0.0,False,,n,4,36,0.0,0,89,16,631,63,0.0,0.0,Knockaert,0,2.5,2.5,2.5,0.4629629629629629,1.075828707279838,0.0
53,0,0,0,0.0,0.0,0,227127,0,0,0,0,0.0,0,3,-0.2,0.0,0,Yves,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - Unknown return date,2019-06-25T11:30:06.944296Z,50,0,0,0,227127.jpg,0.0,0,0,Bissouma,0.0,False,,i,4,36,0.0,0,58,16,133,20,0.0,0.0,Bissouma,0,1.5,1.5,1.5,0.3,0.6708203932499369,0.0
54,1,0,57,,,1,66242,0,0,0,0,33.5,0,3,2.5,1.5,2,Davy,3.0,7,0,14.1,False,70.6,360,,,50,0,0,0,66242.jpg,3.0,0,0,Pröpper,0.8,False,,a,4,36,36.0,12,75995,3630,47019,6534,0.6,2.4,Pröpper,0,2.91,2.624,2.598,0.5820000000000001,1.3013915629048778,4.0
55,0,0,49,,,1,109345,-1,1,-1,1,74.3,0,3,1.7,0.7,2,Solomon,2.2,6,0,20.5,False,62.2,337,,,49,0,0,0,109345.jpg,2.2,0,0,March,0.4,False,,a,4,36,68.0,9,8185,1558,16933,2636,0.4,1.8,March,0,2.31,2.5140000000000002,2.469,0.4714285714285714,1.0435516278555652,3.7444444444444445
56,0,0,0,0.0,0.0,0,38490,0,0,-1,1,0.0,0,3,0.0,0.0,0,Beram,0.0,0,0,0.0,False,0.0,0,Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T22:00:09.076501Z,44,0,0,0,38490.jpg,0.0,0,0,Kayal,0.1,False,,n,4,36,0.0,0,1187,385,3792,562,0.0,0.0,Kayal,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
57,0,0,55,,,1,40845,0,0,0,0,19.0,0,3,1.7,0.7,2,Dale,2.2,6,0,9.1,False,53.2,347,,,45,0,0,0,40845.jpg,2.2,0,0,Stephens,3.0,False,,a,4,36,19.0,9,77543,9904,84224,15331,0.5,2.0,Stephens,0,2.24,2.232,2.219,0.4977777777777778,1.055946126571911,3.8555555555555556
421,0,0,40,0.0,,0,116216,0,0,0,0,87.1,0,3,2.3,1.3,2,Leandro,2.8,6,1,25.5,False,57.8,247,Groin Injury - Expected back 19 Oct,2019-09-06T08:30:17.439483Z,60,0,0,0,116216.jpg,3.7,0,0,Trossard,0.6,False,,i,4,36,111.0,11,43633,3914,49969,14493,0.5,1.8,Trossard,0,3.31,2.684,2.684,0.5516666666666666,1.3513018414353866,2.7444444444444445
475,0,0,57,,,1,78916,0,0,0,0,40.7,0,2,1.7,0.7,0,Dan,2.2,7,0,11.8,False,58.2,360,,,45,0,0,0,78916.jpg,2.2,0,0,Burn,0.2,False,,a,4,36,20.0,9,11020,1496,5513,1285,0.5,2.0,Burn,0,2.22,2.232,2.032,0.4933333333333334,1.0465180361560904,4.0
493,0,0,15,,,0,110735,0,0,-1,1,0.8,0,2,-0.5,-1.5,0,Adam,0.0,4,0,2.1,False,18.4,90,,,44,0,0,0,110735.jpg,0.0,0,0,Webster,0.1,False,,a,4,36,2.0,0,573,324,2453,366,0.0,0.0,Webster,0,0.0,2.0,1.8,0.0,0.0,1.0
502,0,1,33,,,0,115382,0,0,0,0,31.4,0,4,2.3,1.3,2,Neal,2.8,4,1,21.3,False,45.2,188,,,60,0,0,0,115382.jpg,2.8,0,0,Maupay,0.6,False,,a,4,36,136.0,11,45392,4171,40829,5751,0.5,1.8,Maupay,0,2.64,2.232,2.232,0.44,1.0777754868245983,2.088888888888889
516,0,0,3,,,0,74471,-1,1,-1,1,0.5,0,3,-0.3,-1.3,0,Aaron,0.2,0,0,0.1,False,0.2,5,,,49,0,0,0,74471.jpg,1.0,0,0,Mooy,0.2,False,,a,4,36,0.0,1,3521,304,10658,1450,0.0,0.2,Mooy,0,1.42,2.1279999999999997,2.128,0.2897959183673469,0.6414906110627283,0.05555555555555555
534,0,0,1,,,0,233425,0,0,0,0,0.1,0,4,0.6,-0.4,1,Aaron,1.0,1,0,0.0,False,0.2,24,,,45,0,0,0,233425.jpg,1.0,0,0,Connolly,0.1,False,,a,4,36,0.0,1,9253,9253,2099,2099,0.2,0.2,Connolly,0,1.24,2.0,1.924,0.27555555555555555,0.5845416057808793,0.26666666666666666
83,0,0,57,,,1,51927,0,0,0,0,21.2,0,2,3.0,1.5,1,Ben,2.5,6,0,14.4,False,85.8,360,,,50,0,0,0,51927.jpg,2.5,0,0,Mee,0.9,False,,a,5,90,37.0,10,15079,6412,16176,3570,0.5,2.0,Mee,0,2.45,3.6380000000000003,3.1470000000000002,0.49000000000000005,1.095673308974897,4.0
84,0,0,54,100.0,100.0,1,17761,0,0,0,0,1.4,0,2,2.7,1.2,1,James,2.2,6,0,17.5,False,82.8,360,,2019-08-03T18:30:13.047591Z,50,0,0,0,17761.jpg,2.2,0,0,Tarkowski,1.6,False,,a,5,90,91.0,9,23033,10027,29967,6599,0.4,1.8,Tarkowski,1,2.32,3.7699999999999996,3.175,0.46399999999999997,1.0375355415599024,4.0
85,0,0,59,,,1,68983,0,0,0,0,74.4,0,2,3.0,1.5,1,Matthew,2.5,6,0,14.5,False,66.6,360,,,45,0,0,0,68983.jpg,2.5,0,0,Lowton,0.6,False,,a,5,90,3.0,10,29930,14195,13297,4516,0.6,2.2,Lowton,0,2.38,3.446,2.9720000000000004,0.5288888888888889,1.1219427594826554,4.0
86,0,0,0,,,0,17997,-1,1,-1,1,0.0,0,2,0.5,-1.0,0,Phil,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,17997.jpg,0.0,0,0,Bardsley,0.2,False,,a,5,90,0.0,0,1095,280,3939,581,0.0,0.0,Bardsley,0,1.7,1.7,1.6999999999999997,0.3863636363636363,0.8104432008587533,0.0
87,0,0,0,,,0,103914,-1,1,-2,2,0.0,0,2,0.5,-1.0,0,Charlie,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,103914.jpg,0.0,0,0,Taylor,0.8,False,,a,5,90,0.0,0,2581,578,46208,5276,0.0,0.0,Taylor,0,2.2,2.2,2.1999999999999997,0.5116279069767442,1.0609342087749067,0.0
88,0,0,0,100.0,100.0,0,41674,-1,1,-1,1,0.0,0,2,0.5,-1.0,0,Kevin,0.0,0,0,0.0,False,0.0,0,,2019-08-04T11:00:17.994252Z,44,0,0,0,41674.jpg,0.0,0,0,Long,0.1,False,,a,5,90,0.0,0,1319,427,3544,644,0.0,0.0,Long,0,2.7,2.7,2.6999999999999997,0.6136363636363636,1.2871744954815496,0.0
89,0,0,0,100.0,100.0,0,83312,0,0,0,0,0.0,0,2,0.5,-1.0,0,Ben,0.0,0,0,0.0,False,0.0,0,,2019-07-31T00:00:11.168991Z,40,0,0,0,83312.jpg,0.0,0,0,Gibson,3.0,False,,a,5,90,0.0,0,36761,13448,56059,10170,0.0,0.0,Gibson,0,2.0,2.0,2.0,0.5,1.0,0.0
90,0,4,103,75.0,,2,44699,0,0,2,-2,11.5,1,4,7.3,5.8,2,Ashley,6.8,4,4,34.8,False,145.0,322,Groin Injury - 75% chance of playing,2019-09-12T15:00:18.746866Z,67,0,0,0,44699.jpg,6.8,0,0,Barnes,11.5,False,,d,5,90,198.0,27,831794,189195,261483,95933,1.0,4.0,Barnes,1,5.83,6.486,5.951,0.8701492537313432,2.2523254980694354,3.577777777777778
91,0,0,5,,,1,60689,0,0,-2,2,40.5,0,4,2.0,0.5,0,Chris,1.5,5,0,14.7,False,10.8,330,,,63,1,0,0,60689.jpg,1.5,0,0,Wood,0.7,False,,a,5,90,98.0,6,12604,5362,75364,7822,0.2,1.0,Wood,0,1.68,2.54,2.4209999999999994,0.26666666666666666,0.6693280212272604,3.6666666666666665
92,0,0,0,,,0,81183,0,0,-1,1,0.0,0,4,0.5,-1.0,0,Matej,0.0,0,0,0.0,False,0.0,0,,,54,0,0,0,81183.jpg,0.0,0,0,Vydra,0.1,False,,a,5,90,0.0,0,1585,290,3311,500,0.0,0.0,Vydra,0,2.0,2.0,2.0,0.37037037037037035,0.8606629658238704,0.0
93,0,1,89,100.0,100.0,1,98747,1,-1,1,-1,20.3,0,1,4.3,2.8,2,Nick,3.8,6,0,14.3,False,121.2,360,,2019-07-31T00:00:11.182051Z,46,0,0,0,98747.jpg,3.8,0,17,Pope,12.5,False,,a,5,90,2.0,15,492128,139489,129700,22361,0.8,3.3,Pope,0,3.44,4.192,3.6830000000000007,0.7478260869565218,1.6039082701733396,4.0
95,0,0,0,,,0,15749,0,0,-1,1,0.0,0,1,0.5,-1.0,0,Joe,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,15749.jpg,0.0,0,0,Hart,1.6,False,,a,5,90,0.0,0,9069,2896,45882,6339,0.0,0.0,Hart,0,3.6,3.6,3.6000000000000005,0.8181818181818181,1.7162326606420661,0.0
96,0,1,51,50.0,25.0,2,60586,0,0,0,0,107.4,0,3,2.0,0.6,0,Johann Berg,3.5,2,1,22.1,False,67.8,226,Calf injury - 50% chance of playing,2019-08-25T18:00:16.403317Z,60,0,0,0,60586.jpg,4.7,0,0,Gudmundsson,0.9,False,,d,5,90,46.0,14,78271,207,82195,17116,0.6,2.3,Gudmundsson,0,4.28,5.106,4.539,0.7133333333333334,1.7473026831853338,2.511111111111111
97,2,0,60,75.0,,2,433154,0,0,0,0,81.8,0,3,4.5,3.0,2,Dwight,4.0,5,0,19.3,False,49.4,348,Hamstring injury - 75% chance of playing,2019-09-02T15:30:13.104908Z,60,0,0,0,433154.jpg,4.0,0,0,McNeil,0.4,False,,d,5,90,62.0,16,13649,4670,16016,5146,0.7,2.7,McNeil,0,3.92,3.556,3.725,0.6533333333333333,1.600333298618343,3.8666666666666667
98,0,0,0,75.0,0.0,0,90517,0,0,0,0,0.0,0,3,0.0,0.0,0,Robbie,0.0,0,0,0.0,False,0.0,0,Rib Injury - 75% chance of playing,2019-07-31T00:00:11.195874Z,55,0,0,0,90517.jpg,0.0,0,0,Brady,0.0,False,,d,5,90,0.0,0,119,15,909,115,0.0,0.0,Brady,0,1.3,1.3,1.3000000000000003,0.23636363636363636,0.5543218625245872,0.0
99,0,0,0,0.0,0.0,0,39847,0,0,0,0,0.0,0,3,0.0,0.0,0,Steven,0.0,0,0,0.0,False,0.0,0,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,0,0,0,39847.jpg,0.0,0,0,Defour,0.0,False,,u,5,90,0.0,0,57,19,158,29,0.0,0.0,Defour,0,2.0,2.0,2.0,0.36363636363636365,0.8528028654224418,0.0
