id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,form 10,value,valuePoints metric,team_name
1,1,0,35,100.0,100.0,0,69140,0,0,-3,3,1.2,0,2,0.8,0.8,0,Shkodran,0.3,4,0,8.8,False,32.2,170,,2019-11-28T23:00:21.541666Z,52,0,0,0,69140.jpg,2.0,0,0,Mustafi,0.3,False,,a,1,3,54.0,6,8606,59,33498,179,0.1,1.2,Mustafi,0,3.0,8.545276818888015,2.8484256062960047,3.863466185625488,,0.547774155056924,1.2491172602006988,Arsenal
2,0,0,26,25.0,25.0,0,98745,0,0,-1,1,22.7,0,2,0.1,0.1,0,Héctor,0.0,6,0,6.9,False,30.8,262,Hamstring injury - 25% chance of playing,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,0.3,0,0,Bellerín,0.2,False,,d,1,3,15.0,1,35058,28,37592,275,0.0,0.2,Bellerín,2,3.333333333333333,4.648287374522037,1.3944862123566109,,,0.25823818747344646,0.6000913196636681,Arsenal
3,2,1,219,100.0,100.0,2,111457,0,0,-3,3,156.3,0,2,1.7,1.7,2,Sead,1.2,18,0,41.2,False,190.0,1086,,2019-12-15T19:30:19.136195Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.6,False,,a,1,3,67.0,34,54384,1485,118168,522,0.2,6.5,Kolasinac,3,16.19047619047619,44.92674646845769,2.7748872818753285,3.067438836647598,2.7793642049148004,0.5336321695914094,1.2168685716209209,Arsenal
4,2,3,206,100.0,100.0,3,154043,0,0,-4,4,151.6,1,2,3.0,3.0,1,Ainsley,2.5,18,0,42.6,False,243.0,1120,,2019-09-22T18:00:10.824841Z,46,0,0,0,154043.jpg,2.6,1,0,Maitland-Niles,2.7,False,,a,1,3,37.0,34,576919,3145,587244,2423,0.5,7.4,Maitland-Niles,3,13.076923076923075,36.29922529445359,2.775823110752333,2.81261228194989,2.7702971627447086,0.6034398066852898,1.294234198800568,Arsenal
5,0,5,286,100.0,100.0,3,39476,0,0,-1,1,31.8,1,2,3.7,3.7,2,Sokratis,3.2,25,2,57.1,False,431.6,1606,,2019-12-26T17:00:15.332949Z,49,0,0,0,39476.jpg,2.9,0,0,Papastathopoulos,1.5,False,,a,1,3,106.0,52,132311,3030,162932,2138,0.7,10.6,Sokratis,5,17.931034482758626,52.011476911222,2.9006400585104575,5.4293503028753065,3.8927923554009065,0.5919673588796851,1.3103756081738742,Arsenal
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,,u,1,3,12.0,10,28090,5,88448,56,0.0,2.0,Monreal,0,3.0303030303030303,10.543897613201851,3.4794862123566115,,,0.6958972424713223,1.5560735395205305,Arsenal
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,550,9,12597,15,0.0,0.0,Koscielny,0,,,,,,,,Arsenal
8,0,0,0,0.0,100.0,0,233963,0,0,-1,1,0.0,0,2,0.5,0.5,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T14:30:21.309535Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,n,1,3,0.0,0,1056,25,4470,41,0.0,0.0,Mavropanos,0,,,,,,,,Arsenal
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,383,3,2525,7,0.0,0.0,Jenkinson,0,,,,,,,,Arsenal
10,0,0,9,100.0,100.0,0,156074,0,0,0,0,0.4,0,2,0.5,0.5,0,Rob,0.0,2,0,1.1,False,8.4,76,,2019-12-09T10:00:19.335279Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,a,1,3,2.0,1,10893,101,13338,104,0.0,0.2,Holding,0,1.0,2.0044862123566114,2.0044862123566114,,,0.4454413805236914,0.9449238623681986,Arsenal
