id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,value,valuePoints metric,team_name
11,3,18,391,,,3,54694,0,0,-2,2,262.5,2,4,6.5,6.5,2,Pierre-Emerick,6.0,27,11,142.9,True,490.6,1607,,,108,0,0,0,54694.jpg,5.8,0,0,Aubameyang,18.7,False,,a,1,3,678.0,105,1490071,6046,2033911,34147,0.6,9.7,Aubameyang,2,18.103448275862068,90.6582191780822,5.007787345075017,4.321480318933255,0.4636840134328719,1.5238211622702744,Arsenal
12,2,6,164,100.0,100.0,0,59966,0,0,-2,2,156.2,1,4,4.2,4.2,1,Alexandre,3.7,12,5,80.8,False,239.8,673,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,4.4,0,0,Lacazette,1.7,False,,a,1,3,411.0,48,190185,478,331221,2783,0.4,5.2,Lacazette,2,10.909090909090908,38.30547945205479,3.5113356164383567,1.7530684055010586,0.3775629695095007,1.1514123076843237,Arsenal
13,0,0,0,0.0,0.0,0,205533,0,0,-2,2,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,43,0,0,0,205533.jpg,0.0,0,0,Nketiah,0.6,False,,n,1,3,0.0,0,46605,170,112483,504,0.0,0.0,Nketiah,0,,,,,,,Arsenal
14,0,3,357,,,3,80201,0,0,0,0,0.0,0,1,4.8,4.8,6,Bernd,4.3,27,0,52.6,False,527.8,1620,,,50,0,0,1,80201.jpg,3.4,0,73,Leno,5.4,False,,a,1,3,0.0,62,353419,1873,389942,2487,0.9,12.4,Leno,2,18.23529411764705,66.82703211742083,3.66470821289082,3.859673794489484,0.7329416425781641,1.6389073363451288,Arsenal
15,2,1,116,100.0,75.0,0,37605,0,0,-3,3,304.6,0,3,2.4,2.4,0,Mesut,2.7,14,0,49.9,False,95.2,666,,2019-12-20T10:30:11.550604Z,72,0,0,0,37605.jpg,2.8,0,0,ÃÂzil,0.8,False,,a,1,3,99.0,22,55454,1315,120664,2849,0.4,3.1,ÃÂzil,0,7.857142857142858,25.81806874120093,3.2859360216073905,3.2040141562953472,0.4563800030010264,1.2245960523382238,Arsenal
16,0,0,3,0.0,0.0,1,57249,0,0,-2,2,33.9,0,3,0.0,0.0,0,Henrikh,0.0,0,0,8.6,False,5.4,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.8,False,,n,1,3,46.0,4,22752,9,114621,78,0.0,0.6,Mkhitaryan,1,3.0769230769230766,5.3098251761691175,1.7256931822549633,,0.2537784091551417,0.6617731261410805,Arsenal
18,1,0,160,100.0,100.0,3,84450,0,0,-4,4,144.7,0,3,2.0,2.0,3,Granit,1.5,18,0,39.7,False,197.2,1094,,2019-12-09T22:00:20.814913Z,51,0,0,0,84450.jpg,2.2,0,0,Xhaka,0.6,False,,a,1,3,54.0,28,32071,205,98735,142,0.3,5.5,Xhaka,4,12.727272727272727,28.18883477290874,2.2148370178714014,2.6740680564056567,0.4342817682100787,0.9807463160360737,Arsenal
19,0,0,144,100.0,100.0,2,198849,0,0,-3,3,126.1,0,3,2.3,2.3,3,Lucas,1.8,14,1,46.3,False,168.8,803,,2019-09-08T21:00:18.773636Z,47,0,0,0,198849.jpg,1.9,0,0,Torreira,1.2,False,,a,1,3,167.0,29,64193,684,133511,537,0.4,6.2,Torreira,1,15.26315789473684,34.621106465996796,2.2682793891515147,2.656905598638457,0.482612635989684,1.0462792625104842,Arsenal
20,0,0,0,0.0,0.0,0,153256,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,False,0.0,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,0,0,0,153256.jpg,0.0,0,0,Elneny,0.8,False,,n,1,3,0.0,0,119523,269,98142,1140,0.0,0.0,Elneny,0,,,,,,,Arsenal
21,2,2,224,,,2,242166,0,0,0,0,222.7,0,3,1.5,1.5,0,Matteo,1.0,23,0,64.5,False,283.2,1312,,,45,0,0,0,242166.jpg,2.3,0,0,Guendouzi,7.3,False,,a,1,3,138.0,37,819407,1732,728804,11495,0.2,8.2,Guendouzi,4,16.086956521739133,40.516630644852036,2.5186013644097205,2.1826243533369856,0.559689192091049,1.1872800692532028,Arsenal
106,0,6,246,100.0,100.0,2,41270,0,0,-3,3,55.7,2,2,2.3,2.3,9,David,1.8,23,2,55.5,False,373.0,1350,,2019-11-28T23:00:21.861570Z,57,0,0,0,41270.jpg,2.9,0,0,Luiz Moreira Marinho,4.9,False,,a,1,3,125.0,44,154035,1412,458461,1177,0.3,7.7,David Luiz,3,15.172413793103447,45.800689681680495,3.0186818199289416,5.327382806798611,0.5295933017419195,1.264386678166325,Arsenal
427,0,0,0,,,0,98980,0,0,-2,2,0.0,0,1,0.5,0.5,0,Emiliano,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,98980.jpg,0.0,0,0,MartÃÂ­nez,0.3,False,,a,1,3,0.0,0,4582,29,11934,92,0.0,0.0,MartÃÂ­nez,0,,,,,,,Arsenal
467,0,5,182,0.0,,3,101184,0,0,-1,1,103.4,0,2,0.0,2.5,8,Calum,2.0,15,1,55.2,False,251.4,1080,Suspended until 29 Dec,2019-12-21T14:30:20.906620Z,44,0,0,0,101184.jpg,2.9,0,0,Chambers,1.2,False,,s,1,3,199.0,38,137431,251,124159,2863,0.5,8.6,Chambers,5,13.10344827586207,38.09150472508771,2.906983255335641,3.5349532277430784,0.660678012576282,1.3858498907629504,Arsenal
469,2,3,130,0.0,0.0,1,182539,0,0,-3,3,183.0,1,3,0.0,0.0,0,Daniel,0.0,10,0,42.9,False,150.0,659,Hamstring injury - Expected back 29 Dec,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos FernÃÂ¡ndez,3.4,False,,i,1,3,96.0,27,995153,19,1112601,1536,0.0,5.2,Ceballos,0,10.8,27.596965820408396,2.5552746130007766,,0.4913989640386109,1.1205620454319984,Arsenal
488,3,4,158,100.0,100.0,1,195735,0,0,-4,4,317.4,1,3,3.0,3.0,0,Nicolas,2.5,19,2,90.5,False,240.4,1006,,2019-12-11T12:30:12.556688Z,91,0,0,0,195735.jpg,3.1,0,0,PÃÂ©pÃÂ©,2.3,False,,a,1,3,344.0,47,220563,1389,431812,2384,0.3,5.2,PÃÂ©pÃÂ©,2,15.161290322580646,54.855825489689686,3.61815019187315,3.406701395630622,0.3975989221838626,1.1994051094555584,Arsenal
489,0,0,27,100.0,100.0,2,200641,0,0,-2,2,73.3,0,3,1.2,1.2,3,Reiss,0.7,2,0,18.2,False,37.2,242,,2019-10-07T15:00:21.389844Z,53,0,0,0,200641.jpg,1.5,0,0,Nelson,0.1,False,,a,1,3,71.0,9,7770,57,14093,25,0.1,1.7,Nelson,1,6.0,10.184159093529779,1.6973598489216295,1.923599993002033,0.320256575268232,0.7372860043520728,Arsenal
490,0,0,80,100.0,100.0,1,200089,0,0,-2,2,106.4,0,3,1.3,1.3,0,Joseph,0.8,9,0,30.1,False,75.4,515,,2019-09-07T11:30:17.190466Z,48,0,0,0,200089.jpg,1.3,0,0,Willock,0.2,False,,a,1,3,118.0,18,24090,54,28392,123,0.2,3.8,Willock,1,13.846153846153845,24.39421329276103,1.761804293366074,0.8317364495289352,0.3670425611179321,0.80414996115504,Arsenal
504,1,1,65,75.0,,1,444145,0,0,0,0,19.9,0,4,3.3,3.3,2,Gabriel Teodoro,2.8,6,1,21.8,False,70.6,366,Hamstring injury - 75% chance of playing,2019-12-23T12:00:20.317919Z,45,0,0,0,444145.jpg,2.0,0,0,Martinelli Silva,2.0,False,,d,1,3,128.0,20,207931,6485,163764,2670,0.6,4.4,Martinelli,1,10.0,17.552739726027394,1.7552739726027398,2.8252621082267897,0.3900608828006089,0.827444085911765,Arsenal
515,0,0,51,0.0,0.0,0,192895,0,0,-1,1,75.1,0,2,0.0,0.0,0,Kieran,0.3,6,0,16.3,False,56.0,296,Shoulder injury - Expected back 21 Mar,2019-12-09T22:00:21.790216Z,54,0,0,0,192895.jpg,1.0,0,0,Tierney,0.4,False,,i,1,3,31.0,5,71767,9,100716,1061,0.1,0.9,Tierney,1,5.0,11.713863645099256,2.3427727290198512,1.9168284837688687,0.4338468016703428,1.008168862604754,Arsenal
541,1,0,56,100.0,100.0,2,223340,0,0,0,0,99.3,0,3,1.2,1.2,2,Bukayo,0.7,4,0,29.0,False,93.0,494,,2019-11-22T10:00:21.980433Z,45,0,0,0,223340.jpg,1.8,0,0,Saka,0.6,False,,a,1,3,96.0,16,118620,742,85908,867,0.2,3.6,Saka,2,8.888888888888891,19.20334579051596,2.160376401433045,1.0536820247639864,0.4800836447628989,1.018411202245798,Arsenal
576,0,0,13,,,1,209289,0,0,0,0,6.3,0,3,2.5,2.5,3,Emile,2.0,0,0,1.6,False,9.8,96,,,45,0,0,0,209289.jpg,2.0,0,0,Smith Rowe,0.0,False,,a,1,3,0.0,4,276,168,37,25,0.4,0.9,Smith Rowe,0,2.0,3.4613863645099245,1.7306931822549627,2.2522368458176936,0.3845984849455473,0.8158565902172064,Arsenal
22,1,5,102,,,0,37339,0,0,-3,3,154.0,0,2,1.0,1.0,0,Ahmed,1.0,15,0,31.4,False,133.0,431,,,42,0,0,0,37339.jpg,1.6,0,0,El Mohamady,1.0,False,,a,2,7,26.0,13,56580,669,125793,1120,0.2,3.1,El Mohamady,0,8.125,19.70028002006603,2.4246498486235115,2.22295830280783,0.5772975830055981,1.1831079820731674,Aston Villa
23,0,0,0,100.0,100.0,0,43252,0,0,-2,2,0.0,0,2,0.0,0.0,0,James,0.0,0,0,0.0,False,0.0,0,,2019-08-08T17:00:13.859858Z,43,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,a,2,7,0.0,0,1253,38,6715,27,0.0,0.0,Chester,0,,,,,,,Aston Villa
24,0,0,98,,,2,47390,0,0,-1,1,28.5,0,2,0.0,0.0,0,Neil,0.0,12,0,15.6,False,99.8,613,,,44,0,0,0,47390.jpg,2.1,0,0,Taylor,0.2,False,,a,2,7,27.0,17,18404,75,22925,184,0.0,3.9,Taylor,1,8.095238095238095,14.931248937650215,1.8444483981803208,,0.4191928177682547,0.8793062727294471,Aston Villa
25,0,0,18,100.0,100.0,0,123354,0,0,-1,1,4.3,0,2,0.2,0.2,1,Kortney,0.2,5,0,6.1,False,50.4,180,,2019-08-15T13:00:13.496241Z,44,0,0,0,123354.jpg,0.5,0,0,Hause,0.1,False,,a,2,7,6.0,1,832,8,3862,16,0.0,0.2,Hause,1,2.0,2.094779149301818,1.047389574650909,,0.23804308514793385,0.4993233878977476,Aston Villa
26,0,0,11,100.0,100.0,0,54764,0,0,-1,1,11.3,0,4,0.2,0.2,0,Jonathan,0.2,5,0,2.3,False,3.4,75,,2019-10-03T12:30:10.314025Z,54,0,0,0,54764.jpg,0.8,0,0,Kodjia,0.1,False,,a,2,7,8.0,3,3553,54,26065,78,0.0,0.6,Kodjia,1,3.75,3.0,0.8,0.4444444444444445,0.14814814814814814,0.34426518632954817,Aston Villa
27,0,0,13,100.0,100.0,0,98770,0,0,-2,2,0.0,0,1,0.0,0.0,0,ÃÂrjan,0.0,2,0,2.3,False,22.8,82,,2019-07-30T15:00:08.973693Z,43,0,0,0,98770.jpg,2.0,0,3,Nyland,0.2,False,,a,2,7,0.0,2,3910,22,9139,62,0.0,0.5,Nyland,0,1.0,2.5473895746509094,2.5473895746509094,,0.5924161801513742,1.22846033764714,Aston Villa
28,2,4,138,100.0,100.0,2,85242,0,0,-3,3,166.9,2,3,3.0,3.0,1,Conor,3.0,14,2,48.3,False,163.0,633,,2019-12-15T13:00:22.404997Z,57,0,0,0,85242.jpg,3.4,0,0,Hourihane,0.2,False,,a,2,7,154.0,37,12083,562,20695,223,0.5,6.5,Hourihane,2,10.882352941176471,31.99470108897271,2.9400536135812767,1.3704588769816626,0.5157988795756626,1.2314529466356399,Aston Villa
29,4,8,307,100.0,100.0,3,114283,1,-1,3,-3,566.3,1,3,5.2,5.2,8,Jack,5.2,29,5,144.8,False,491.0,1433,,2019-10-26T18:30:22.524063Z,63,0,1,0,114283.jpg,4.6,0,0,Grealish,12.8,False,,a,2,7,393.0,74,946838,105642,442068,6524,0.8,11.9,Grealish,4,16.086956521739133,69.5124169760752,4.32104213635062,3.790466862963586,0.6858797041826381,1.7215443945018896,Aston Villa
30,4,0,186,100.0,100.0,3,193488,0,0,0,0,312.6,0,3,2.8,2.8,1,Anwar,2.8,23,3,101.8,False,287.8,1088,,2019-12-01T18:30:17.584307Z,55,0,0,0,193488.jpg,3.6,0,0,El Ghazi,1.3,False,,a,2,7,419.0,57,216137,3076,166141,3330,0.5,10.4,El Ghazi,2,15.833333333333332,58.47770930376944,3.6933290086591226,3.243654781567648,0.6715143652107496,1.574840780766163,Aston Villa
31,2,4,253,0.0,,3,122806,0,0,2,-2,375.3,0,3,0.0,1.8,1,John,1.8,30,3,113.5,False,386.4,1537,Ankle injury - Unknown return date,2019-12-21T17:00:13.681907Z,57,0,0,0,122806.jpg,3.4,0,0,McGinn,7.3,False,,i,2,7,375.0,61,1282204,507,999807,72972,0.3,10.7,McGinn,2,17.941176470588232,60.16068269129784,3.3532183795149617,0.8846444083049363,0.5882839262306949,1.4045086236153876,Aston Villa
32,0,0,0,0.0,0.0,0,174597,0,0,-1,1,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,281,8,1295,9,0.0,0.0,Green,0,,,,,,,Aston Villa
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.0,False,,u,2,7,0.0,0,600,8,7344,14,0.0,0.0,Bjarnason,0,,,,,,,Aston Villa
34,0,0,16,25.0,25.0,0,221239,0,0,-2,2,23.3,0,3,0.0,0.0,0,Keinan,0.0,1,0,8.2,False,14.4,74,Hamstring injury - 25% chance of playing,2019-10-30T23:30:12.401435Z,43,0,0,0,221239.jpg,1.0,0,0,Davis,0.3,False,,d,2,7,46.0,6,16938,612,27110,264,0.0,1.4,Davis,0,6.0,9.321084361976364,1.5535140603293938,,0.3612823396114869,0.7491710047346627,Aston Villa
35,0,0,21,100.0,100.0,0,40564,0,0,-1,1,24.0,0,3,0.7,0.7,0,Henri,0.7,2,0,3.7,False,6.8,105,,2019-11-08T18:00:15.526636Z,44,0,0,0,40564.jpg,1.2,0,0,Lansbury,0.5,False,,a,2,7,5.0,7,68058,40,55645,391,0.2,1.6,Lansbury,0,5.833333333333334,8.098276463032576,1.3882759650912986,1.9539632659653576,0.3155172647934769,0.6618345981316864,Aston Villa
36,1,0,35,100.0,100.0,2,89274,0,0,-2,2,54.8,0,3,0.2,0.2,0,JosÃÂ© Ignacio,0.2,3,0,13.5,False,42.0,259,,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,2.2,0,0,Peleteiro Romallo,0.1,False,,a,2,7,39.0,13,11809,125,24468,110,0.0,2.2,Jota,0,5.909090909090907,11.861383415852606,2.0073110396058254,0.9536090164046199,0.3460881102768665,0.8334905424988771,Aston Villa
94,0,0,295,100.0,100.0,3,21205,0,0,0,0,0.3,0,1,2.3,2.3,2,Tom,2.3,31,0,44.4,False,444.8,1530,,2019-11-10T16:00:17.137818Z,45,1,0,0,21205.jpg,2.6,0,59,Heaton,5.3,False,,a,2,7,0.0,45,258858,1864,307107,3728,0.5,10.0,Heaton,0,17.307692307692307,42.47405033049649,2.454056241317576,1.7979255081432974,0.5453458314039058,1.1568532064325523,Aston Villa
309,2,9,230,100.0,100.0,2,169359,0,0,-1,1,258.2,1,2,2.3,2.3,1,Matt,2.3,21,1,57.6,False,286.6,993,,2019-12-09T10:30:13.572626Z,44,0,0,0,169359.jpg,3.4,0,0,Targett,1.6,False,,a,2,7,30.0,41,120930,3710,89463,2503,0.5,9.3,Targett,3,12.058823529411766,36.60635373460988,3.035648846284721,1.4314708702141523,0.6899201923374365,1.4471888045095125,Aston Villa
428,1,7,152,100.0,100.0,4,213345,0,0,-3,3,141.5,1,4,1.7,1.7,2,Wesley,1.7,28,4,90.9,False,242.0,1532,,2019-10-19T19:00:18.658995Z,57,0,1,0,213345.jpg,3.2,0,0,Moraes,1.7,False,,a,2,7,541.0,58,394170,2042,366584,3457,0.3,10.2,Wesley,2,18.125,60.4527397260274,3.3353235710911666,1.9252621082267936,0.585144486156345,1.3970133131689495,Aston Villa
429,0,0,3,0.0,0.0,0,79852,0,0,-1,1,0.0,0,1,0.0,0.0,0,Jed,0.0,0,0,0.0,False,0.0,7,Achilles injury - Unknown return date,2019-11-10T16:00:17.790777Z,44,0,0,0,79852.jpg,1.0,0,0,Steer,0.1,False,,i,2,7,0.0,1,1072,8,5774,50,0.0,0.2,Steer,0,1.0,1.5473895746509092,1.5473895746509092,,0.3516794487842975,0.7376890352091457,Aston Villa
445,1,3,274,25.0,25.0,3,149484,0,0,0,0,60.4,0,2,0.6,0.6,0,Tyrone,2.3,25,1,52.5,False,412.0,1372,Hamstring injury - 25% chance of playing,2019-12-08T16:00:13.818311Z,45,0,0,0,149484.jpg,2.7,0,0,Mings,3.6,False,,d,2,7,52.0,43,464980,237,374364,7613,0.5,9.6,Mings,3,15.925925925925926,36.87042554454187,2.3151197434944897,0.9144406158935918,0.5144710541098866,1.091357913255876,Aston Villa
452,1,0,84,100.0,100.0,1,199798,0,0,-2,2,22.2,0,2,1.8,1.8,0,Ezri,1.8,11,0,19.1,False,147.0,465,,2019-08-05T15:00:10.970602Z,43,0,0,0,199798.jpg,2.2,0,0,Konsa Ngoyo,0.1,False,,a,2,7,21.0,13,3706,59,4304,187,0.4,3.0,Konsa,0,5.909090909090907,10.58731448532822,1.7916993744401608,1.0057394239211557,0.4166742731256188,0.8640341628109852,Aston Villa
455,0,4,212,100.0,100.0,3,108156,0,0,0,0,5.7,1,2,0.5,0.5,1,Bjorn,0.5,25,0,30.4,False,265.0,1221,,2019-11-26T01:30:25.806514Z,45,0,0,0,108156.jpg,2.4,0,0,Engels,0.6,False,,a,2,7,31.0,34,94182,267,71257,607,0.1,7.6,Engels,1,14.166666666666668,31.554685640887875,2.2273895746509087,1.3744986175373173,0.4949754610335353,1.0500015150532516,Aston Villa
458,2,2,222,100.0,100.0,4,203368,0,0,-1,1,135.5,1,2,1.8,1.8,1,FrÃÂ©dÃÂ©ric,1.8,20,0,47.4,False,297.8,1244,,2019-12-01T19:30:19.368861Z,44,0,0,0,203368.jpg,2.7,0,0,Guilbert,0.9,False,,a,2,7,40.0,41,92399,877,67022,1210,0.4,9.3,Guilbert,5,15.185185185185185,33.617691511568594,2.213847977591102,1.5308123871893118,0.5031472676343414,1.0554106124550648,Aston Villa
465,1,2,113,100.0,100.0,1,148508,0,0,-3,3,142.3,0,3,2.2,2.2,1,Mahmoud Ahmed,2.2,18,3,84.9,False,238.6,902,,2019-08-31T16:30:09.941826Z,52,0,0,0,148508.jpg,2.5,1,0,Ibrahim Hassan,1.5,False,,a,2,7,471.0,40,131645,1071,236521,4282,0.4,7.7,TrÃÂ©zÃÂ©guet,2,16.0,36.14229802463103,2.2588936265394395,1.6629681815647581,0.4344026204883537,0.9905903849589764,Aston Villa
470,0,2,167,,,4,230046,0,0,-1,1,88.0,0,3,1.8,1.8,2,Douglas Luiz,1.8,20,2,47.8,False,184.6,961,,,44,0,0,0,230046.jpg,2.6,0,0,Soares de Paulo,3.5,False,,a,2,7,204.0,41,553197,3413,390354,4694,0.4,9.3,Douglas Luiz,1,15.769230769230768,34.857978130835306,2.210505930248093,1.9155480604734072,0.5023877114200211,1.0538173538985418,Aston Villa
474,0,0,0,,,0,88175,0,0,-1,1,0.0,0,1,0.0,0.0,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,1318,22,4020,32,0.0,0.0,Kalinic,0,,,,,,,Aston Villa
491,0,0,168,,,1,184704,0,0,-1,1,114.4,0,3,1.0,1.0,2,Marvelous,1.0,23,0,34.0,False,203.2,1002,,,44,0,0,0,184704.jpg,1.8,0,0,Nakamba,1.0,False,,a,2,7,21.0,22,123013,143,80298,957,0.2,5.0,Nakamba,2,12.222222222222221,24.37257925587777,1.9941201209354549,1.9402972633874829,0.4532091183944215,0.9506594668869262,Aston Villa
58,0,5,242,0.0,0.0,3,56917,0,0,0,0,35.1,2,2,0.0,0.0,0,Steve,1.7,20,1,49.7,False,355.2,1260,Wrist Injury - Unknown return date,2019-12-03T21:30:11.928847Z,50,0,0,0,56917.jpg,3.1,0,0,Cook,0.2,False,,i,3,91,105.0,43,34616,7,38890,562,0.3,8.6,Steve Cook,2,13.870967741935484,42.29975075737213,3.0495169150663632,1.529663805312751,0.6099033830132726,1.3637854241247682,Bournemouth
59,1,5,290,0.0,0.0,3,126184,0,0,-1,1,64.3,0,2,0.0,0.0,0,Nathan,0.8,21,1,58.6,False,353.4,1384,Hamstring injury - Expected back 01 Feb,2019-12-07T17:00:19.171927Z,49,0,0,0,126184.jpg,3.1,0,0,AkÃÂ©,8.5,False,,i,3,91,169.0,50,504028,86,1112642,22042,0.2,10.2,AkÃÂ©,1,16.129032258064516,52.43617083925081,3.2510425920335497,2.260790829192393,0.6634780800068468,1.4686713372919422,Bournemouth
60,0,0,18,0.0,0.0,0,41320,0,0,-2,2,29.6,0,2,0.0,0.0,0,Charlie,0.0,2,0,5.2,False,22.4,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,43,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,,i,3,91,0.0,3,3165,2,16471,23,0.0,0.7,Daniels,0,2.0,5.145545458039702,2.572772729019851,,0.5983192393069422,1.240701181645606,Bournemouth
