id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,ppg_estimate,form 5,ppg next 1,ppg next 5,ppg next 10,value,adjusted value,valuePoints metric,valueAdjustedPoints metric
1,0,0,0,,,0,69140,0,0,-3,3,0.0,0,2,1.0,1.0,0,Shkodran,0.0,0,0,0.0,False,0.0,0,,,52,0,0,0,69140.jpg,0.0,0,0,Mustafi,0.3,False,,a,1,3,0.0,0,7112,65,30313,227,0.0,0.0,Mustafi,0,,,,2.6,2.6,2.6,2.6,2.6000000000000005,0.5,,1.140175425099138,
2,0,0,17,100.0,100.0,0,98745,0,0,-1,1,20.7,0,2,1.2,1.2,1,Héctor,0.2,4,0,5.1,False,20.4,172,,2019-06-25T11:30:06.897107Z,54,0,0,0,98745.jpg,0.5,0,0,Bellerín,0.4,False,,a,1,3,9.0,1,32923,658,21271,1149,0.0,0.2,Bellerín,1,2.0,2.9528787501493827,1.4764393750746914,0.72,0.72,1.6400000000000001,1.624,1.616,0.13333333333333333,0.2734146990879058,0.30983866769659335,0.6353583457054628
3,1,1,133,75.0,75.0,1,111457,0,0,-2,2,111.5,0,2,1.4,1.4,0,Sead,0.8,10,0,27.8,False,122.8,667,Hamstring injury - 75% chance of playing,2019-11-21T14:30:19.207005Z,53,0,0,0,111457.jpg,1.9,0,0,Kolasinac,0.7,False,,d,1,3,45.0,19,43525,11,100438,2257,0.2,3.6,Kolasinac,2,10.0,26.857831250746923,2.685783125074692,1.97,1.1,2.43,2.116,1.959,0.3716981132075472,0.5067515330329608,0.8557133182432467,1.1666296396138993
4,2,3,92,100.0,100.0,1,154043,0,0,-3,3,108.2,1,2,1.0,1.0,0,Ainsley,0.0,10,0,27.1,False,136.4,490,,2019-09-22T18:00:10.824841Z,47,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,3.0,False,,a,1,3,31.0,17,544067,141,533527,5721,0.0,3.6,Maitland-Niles,0,6.071428571428572,18.30454263438206,3.014865845662927,3.19,3.19,2.0100000000000002,2.6660000000000004,2.994,0.6787234042553191,0.6414608182261546,1.4714372768060717,1.390653915322223
5,0,2,191,,,2,39476,0,0,0,0,29.9,0,2,3.2,3.2,0,Sokratis,2.2,17,1,37.8,False,276.8,1080,,,50,0,0,0,39476.jpg,2.6,0,0,Papastathopoulos,1.8,False,,a,1,3,71.0,31,104328,544,113477,4351,0.4,6.2,Sokratis,3,11.923076923076925,29.253700241275173,2.45353614926824,2.58,2.52,1.9000000000000001,2.482,2.773,0.516,0.490707229853648,1.1538110763898914,1.0972547230033711
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,,u,1,3,12.0,10,27995,6,86938,104,0.0,2.0,Monreal,0,3.0303030303030303,10.00436174265058,3.301439375074691,3.37,3.37,2.59,3.2640000000000002,3.6010000000000004,0.674,0.6602878750149382,1.5071098168348582,1.4764485732522867
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,426,6,12273,29,0.0,0.0,Koscielny,0,,,,3.6,3.6,3.6,3.6,3.6000000000000005,0.72,,1.6099689437998486,
8,0,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,1.0,1.0,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,a,1,3,0.0,0,612,25,3873,32,0.0,0.0,Mavropanos,0,,,,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,,0.9534625892455924,
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,265,3,2364,12,0.0,0.0,Jenkinson,0,,,,2.0,2.0,2.0,2.0,2.0,0.4444444444444444,,0.9428090415820634,
10,0,0,9,75.0,75.0,0,156074,0,0,0,0,0.4,0,2,0.9,0.9,0,Rob,0.2,2,0,1.1,False,8.4,76,Knock - 75% chance of playing,2019-11-22T10:00:21.031396Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,d,1,3,2.0,1,9784,19,9580,426,0.0,0.2,Holding,0,1.0,1.8264393750746912,1.8264393750746912,1.35,1.35,2.4,2.1900000000000004,2.085,0.30000000000000004,0.4058754166832647,0.6363961030678928,0.8609917783609562
11,2,12,274,,,2,54694,0,0,0,0,188.7,1,4,5.2,5.2,5,Pierre-Emerick,4.2,19,8,103.6,False,347.6,1170,,,110,0,0,0,54694.jpg,5.7,0,0,Aubameyang,23.6,False,,a,1,3,501.0,74,1271317,13364,1473772,85049,0.4,6.7,Aubameyang,2,12.982456140350877,62.98687500000001,4.851691722972974,5.69,4.3100000000000005,5.83,5.688000000000001,5.616999999999999,0.5172727272727273,0.44106288390663395,1.715599550647475,1.462840094870388
12,2,5,130,100.0,100.0,0,59966,0,0,-2,2,116.3,1,4,6.8,6.8,12,Alexandre,5.8,9,4,65.1,False,197.0,495,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,4.8,0,0,Lacazette,2.0,False,,a,1,3,337.0,38,129561,12209,241287,1887,0.6,4.1,Lacazette,2,7.916666666666668,29.386875000000003,3.7120263157894735,4.74,4.78,5.84,5.25,4.955000000000001,0.5096774193548387,0.39914261460101863,1.5543072308079684,1.2172213805023295
13,0,0,0,0.0,0.0,0,205533,0,0,-2,2,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,43,0,0,0,205533.jpg,0.0,0,0,Nketiah,0.7,False,,n,1,3,0.0,0,41190,1040,101812,1104,0.0,0.0,Nketiah,0,,,,2.0,2.0,2.0,2.0,2.0,0.46511627906976744,,0.9644856443408242,
14,0,3,256,,,2,80201,0,0,0,0,0.0,0,1,5.0,5.0,9,Bernd,4.0,19,0,37.3,False,374.2,1170,,,50,0,0,1,80201.jpg,3.5,0,53,Leno,6.0,False,,a,1,3,0.0,45,322983,4434,317421,4165,0.8,9.0,Leno,2,12.857142857142858,47.62564910810318,3.7042171528524683,3.45,3.5700000000000003,3.91,3.66,3.535000000000001,0.6900000000000001,0.7408434305704936,1.542886904474855,1.6565762714397696
15,0,0,57,100.0,100.0,0,37605,0,0,-3,3,153.0,0,3,2.5,2.5,2,Mesut,1.5,6,0,23.8,False,48.4,340,,2019-08-09T17:00:13.419733Z,72,0,0,0,37605.jpg,2.0,0,0,Özil,0.8,False,,a,1,3,37.0,8,32099,729,95541,1588,0.2,1.1,Özil,0,4.0,11.126439375074694,2.7816098437686736,2.21,2.1,2.27,2.6380000000000003,2.822,0.3069444444444444,0.3863347005234269,0.8236183717124225,1.0366447829248873
