id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 4,value,valuePoints metric
192,6,15,318,100.0,100.0,3,110979,1,-1,8,-8,397.2,5,3,9.2,9.2,15,Sadio,8.2,12,9,143.1,True,500.0,1236,,2019-09-22T20:00:17.288665Z,123,0,0,0,110979.jpg,7.3,0,0,ManÃ©,42.7,False,,a,10,14,534.0,109,2728023,167430,857669,20348,0.7,8.9,ManÃ©,1,14.931506849315069,95.26334395128164,6.380022117838128,8.423082335498973,0.5187009851900917,1.8191546822788909
193,0,0,56,,,2,81880,0,0,-3,3,68.7,0,3,2.8,2.8,0,Alex,1.8,3,0,30.9,False,59.4,401,,,62,0,0,0,81880.jpg,1.6,0,0,Oxlade-Chamberlain,0.6,False,,a,10,14,181.0,16,52349,2266,51146,4821,0.3,2.6,Chamberlain,0,10.0,22.91106154535376,2.291106154535376,3.056371112233491,0.3695332507315123,0.9201303739451449
194,0,0,35,100.0,100.0,0,68312,0,0,-2,2,18.3,0,3,2.8,2.8,7,Xherdan,1.8,2,1,9.3,False,41.6,101,,2019-09-25T09:00:17.914508Z,63,0,0,0,68312.jpg,3.0,0,0,Shaqiri,0.3,False,,a,10,14,33.0,9,6082,987,25412,160,0.3,1.4,Shaqiri,0,3.0,7.553318463606129,2.5177728212020427,4.812285346546972,0.3996464795558798,1.0031047025684168
195,0,1,57,,,0,39155,0,0,-2,2,44.6,0,3,1.8,1.8,2,Adam,0.8,4,1,16.1,False,61.0,205,,,58,0,0,0,39155.jpg,2.1,0,0,Lallana,0.1,False,,a,10,14,55.0,15,3771,110,7702,158,0.1,2.6,Lallana,0,7.142857142857142,17.807901103824122,2.4931061545353765,1.897340780384804,0.42984588871299595,1.0352059846485138
196,0,0,6,100.0,100.0,0,175592,0,0,-2,2,3.0,0,3,1.0,1.0,0,Naby,0.0,0,0,0.5,False,2.4,14,,2019-11-27T19:30:17.831891Z,58,0,0,0,175592.jpg,1.0,0,0,Keita,0.2,False,,a,10,14,0.0,2,5098,161,31287,270,0.0,0.3,Keita,0,2.0,2.7022123090707524,1.3511061545353762,,0.23294933698885797,0.5610162946836583
197,1,4,199,0.0,0.0,2,116643,0,0,0,0,198.8,0,3,0.0,0.0,0,Fabio Henrique,2.5,10,1,46.1,False,220.6,1006,Ankle injury - Expected back 02 Jan,2019-11-23T17:00:22.531327Z,55,0,0,0,116643.jpg,2.7,0,0,Tavares,1.2,False,,i,10,14,41.0,32,109852,122,130534,5368,0.5,5.8,Fabinho,5,11.851851851851851,30.298058127826682,2.5563986545353763,2.245274260834992,0.4647997553700684,1.0900520488749217
198,1,2,195,100.0,100.0,4,56979,0,0,-1,1,157.8,0,3,4.0,4.0,1,Jordan,3.0,8,1,44.4,False,191.8,905,,2019-11-16T11:30:12.667431Z,54,0,0,0,56979.jpg,2.8,0,0,Henderson,1.0,False,,a,10,14,94.0,39,66212,1755,69123,4028,0.6,7.2,Henderson,0,13.928571428571427,36.92720715245703,2.651184103253325,2.103302856596576,0.49096001912098614,1.1408879866255526
199,0,3,211,,,4,41733,0,0,-1,1,116.7,1,3,4.5,4.5,8,Georginio,3.5,12,2,49.2,False,204.2,1259,,,54,0,0,0,41733.jpg,3.1,0,0,Wijnaldum,2.9,False,,a,10,14,172.0,47,203599,12937,199749,6517,0.6,8.7,Wijnaldum,0,15.161290322580646,44.7232223429557,2.949829558790696,3.230804632819304,0.5462647331093882,1.2694045283718598
200,2,3,85,100.0,100.0,1,15157,0,0,-2,2,58.1,1,3,2.0,2.0,2,James,1.0,6,1,20.4,False,97.4,368,,2019-09-27T10:30:15.087691Z,53,0,0,0,15157.jpg,2.5,0,0,Milner,0.6,False,,a,10,14,47.0,27,34940,373,60933,1159,0.2,5.1,Milner,2,10.8,26.765546468982066,2.478291339720561,1.7426909625405398,0.4676021395699172,1.076500967454712
201,0,0,0,0.0,0.0,0,217989,0,0,0,0,0.0,0,3,0.0,0.0,0,Rafael,0.0,0,0,0.0,False,0.0,0,Joined Sporting CP on a permanent deal on 27/6,2019-07-02T09:00:13.203360Z,45,0,0,0,217989.jpg,0.0,0,0,Camacho,0.0,False,,u,10,14,0.0,0,374,4,489,7,0.0,0.0,Camacho,0,,,,,,
464,0,0,0,,,0,195473,0,0,-2,2,0.0,0,4,1.0,1.0,0,Rhian,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,195473.jpg,0.0,0,0,Brewster,0.6,False,,a,10,14,0.0,0,51064,1085,59833,1837,0.0,0.0,Brewster,0,,,,,,
526,0,0,123,100.0,100.0,2,60706,0,0,-3,3,0.0,0,1,1.5,1.5,1,AdriÃ¡n,0.5,9,0,11.3,False,112.8,783,,2019-08-16T11:00:10.760553Z,42,0,0,0,60706.jpg,2.5,0,16,San Miguel del Castillo,2.8,False,,a,10,14,0.0,25,605560,4449,519386,10043,0.1,6.0,AdriÃ¡n,1,10.0,31.04424618141505,3.104424618141505,2.102960977866414,0.7391487186051202,1.5148041056537584
530,0,0,0,,,0,11948,0,0,-2,2,0.0,0,1,1.0,1.0,0,Andy,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,11948.jpg,0.0,0,0,Lonergan,0.0,False,,a,10,14,0.0,0,2151,13,2609,36,0.0,0.0,Lonergan,0,,,,,,
531,0,0,0,100.0,75.0,0,200720,-1,1,-1,1,0.0,0,1,1.0,0.8,0,Caoimhin,0.0,0,0,0.0,False,0.0,0,,2019-11-13T16:30:17.640123Z,44,0,0,0,200720.jpg,0.0,0,0,Kelleher,0.0,False,,a,10,14,0.0,0,927,11,1229,16,0.0,0.0,Kelleher,0,,,,,,
550,0,0,0,100.0,100.0,0,444884,0,0,0,0,0.0,0,3,1.0,1.0,0,Harvey,0.0,0,0,0.0,False,0.0,0,,2019-11-13T16:30:17.659021Z,45,0,0,0,444884.jpg,0.0,0,0,Elliott,0.0,False,,a,10,14,0.0,0,534,31,361,21,0.0,0.0,Elliott,0,,,,,,
202,0,0,56,0.0,0.0,1,146941,0,0,-2,2,27.4,0,2,0.0,0.0,0,Aymeric,0.0,3,0,10.9,False,63.0,306,Knee injury - Expected back 01 Feb,2019-08-31T15:00:12.277175Z,63,0,0,0,146941.jpg,2.2,0,0,Laporte,2.0,False,,i,11,43,19.0,9,121077,302,550298,1111,0.0,1.4,Laporte,1,4.090909090909091,12.041454344841087,2.9434666176278217,,0.4672169234329876,1.1727051706698375
203,2,3,207,100.0,100.0,2,58621,0,0,-2,2,158.0,1,2,1.5,2.0,2,Kyle,1.0,14,1,44.4,False,172.6,997,,2019-10-19T19:00:18.236898Z,58,0,0,0,58621.jpg,3.2,0,0,Walker,12.2,False,,a,11,43,112.0,39,546081,8535,1029112,23936,0.2,6.7,Walker,2,12.1875,46.37001606900575,3.804719267200471,4.142074895383678,0.6559860805518054,1.579823686267165
204,0,0,86,100.0,100.0,2,102826,-1,1,-4,4,59.7,0,2,1.3,1.8,0,Benjamin,0.8,3,0,16.0,False,51.4,387,,2019-10-06T13:00:13.676629Z,56,0,0,0,102826.jpg,3.2,0,0,Mendy,0.8,False,,a,11,43,48.0,16,163931,1572,140964,11932,0.1,2.9,Mendy,0,5.0,16.406221977027993,3.2812443954055985,3.1969895659156213,0.5859364991795712,1.3865788307905704
206,0,0,123,100.0,50.0,2,206325,0,0,-3,3,197.3,0,2,0.2,0.5,0,Oleksandr,0.0,9,0,37.0,False,124.4,585,,2019-10-22T21:00:12.926612Z,52,0,0,0,206325.jpg,2.6,0,0,Zinchenko,2.7,False,,a,11,43,48.0,18,579616,241,1114702,3804,0.0,3.5,Zinchenko,0,6.9230769230769225,23.69323042973107,3.42235550651671,,0.6581452897147518,1.500802170955025
207,0,0,137,100.0,100.0,2,97299,0,0,-2,2,31.5,0,2,1.5,2.0,0,John,1.0,10,0,19.7,False,117.0,641,,2019-09-17T15:30:09.972642Z,53,0,0,0,97299.jpg,2.5,0,0,Stones,1.4,False,,a,11,43,48.0,20,87769,1310,230395,7736,0.2,3.8,Stones,0,8.0,27.60995516324479,3.4512443954055985,3.4344877935471367,0.6511781878123771,1.4991247683558033
208,1,0,145,100.0,100.0,2,57410,-1,1,-5,5,31.2,1,2,1.0,1.5,2,NicolÃ¡s,0.5,10,1,41.3,False,167.6,693,,2019-10-19T19:00:18.280515Z,50,0,0,0,57410.jpg,3.2,0,0,Otamendi,2.3,False,,a,11,43,216.0,29,622493,1580,601974,8209,0.1,5.8,Otamendi,2,9.0625,35.841827333363234,3.9549602574745637,4.066822811418305,0.7909920514949127,1.768711996804639
209,0,0,0,0.0,0.0,0,100180,0,0,0,0,0.0,0,2,0.0,0.0,0,Danilo Luiz,0.0,0,0,0.0,False,0.0,0,Joined Juventus on a permanent deal on 7/8.,2019-08-07T20:30:14.457427Z,50,0,0,0,100180.jpg,0.0,0,0,da Silva,0.0,False,,u,11,43,0.0,0,492,7,5590,26,0.0,0.0,Danilo,0,,,,,,
210,3,6,287,0.0,0.0,2,37572,0,0,-2,2,161.1,2,4,0.0,0.0,0,Sergio,1.0,13,9,109.7,False,353.4,810,Groin Injury - Unknown return date,2019-11-23T19:30:19.368163Z,118,0,0,0,37572.jpg,6.0,0,0,AgÃ¼ero,11.2,False,,i,11,43,582.0,72,1342709,203,1960125,59135,0.1,6.1,AgÃ¼ero,0,12.0,67.71039999999999,5.642533333333333,3.6759228700705338,0.4781807909604519,1.642604959311291
211,2,4,171,100.0,100.0,3,205651,0,0,1,-1,104.4,1,4,4.5,5.0,13,Gabriel Fernando,4.0,5,5,89.7,False,220.2,635,,2019-08-25T15:30:15.252763Z,96,0,0,0,205651.jpg,3.9,0,0,de Jesus,3.6,False,,a,11,43,577.0,47,267077,53063,223190,9060,0.4,4.9,Jesus,1,12.051282051282053,48.97360000000001,4.063766808510638,5.344194257922156,0.4233090425531915,1.3115750976860139
212,0,2,242,100.0,100.0,5,121160,0,0,0,0,3.0,0,1,1.7,2.2,2,Ederson,1.2,14,0,27.0,False,267.8,1260,,2019-11-06T23:00:23.402607Z,60,0,0,0,121160.jpg,3.6,0,32,Santana de Moraes,15.1,False,,a,11,43,0.0,50,808007,5837,1106194,32108,0.2,8.3,Ederson,3,13.888888888888893,50.85061660285553,3.6612443954055984,3.6742422154314,0.6102073992342664,1.4946967653947354
213,0,0,16,100.0,100.0,0,33148,0,0,-2,2,0.0,0,1,0.7,1.2,0,Claudio,0.2,3,0,1.6,False,16.2,90,,2019-06-25T11:30:07.160148Z,48,0,0,0,33148.jpg,1.0,0,2,Bravo,0.3,False,,a,11,43,0.0,1,9588,89,20883,486,0.0,0.2,Bravo,0,1.0,2.5012443954055983,2.5012443954055983,,0.5210925823761663,1.141656647664181
214,1,7,267,,,5,103955,0,0,-1,1,379.9,2,3,4.0,4.5,3,Raheem,3.5,16,8,169.5,True,416.6,1221,,,119,0,0,0,103955.jpg,5.6,0,0,Sterling,27.5,False,,a,11,43,898.0,79,1646940,9488,2031402,169266,0.3,6.6,Sterling,4,14.107142857142858,85.93136728736795,6.091337427965323,5.728597597473558,0.5118770947870019,1.7657905045599884
215,10,13,393,100.0,100.0,6,61366,1,-1,8,-8,829.9,3,3,6.0,6.5,3,Kevin,5.5,11,4,170.9,True,492.8,1132,,2019-10-01T13:00:13.781598Z,103,0,0,0,61366.jpg,6.9,0,0,De Bruyne,41.1,False,,a,11,43,384.0,96,3293433,56845,1742957,80255,0.5,9.3,De Bruyne,0,13.91304347826087,91.78971963619335,6.597386098851397,6.509506319140061,0.6405229222185822,2.055669482927776
216,0,0,0,0.0,0.0,0,182156,0,0,-2,2,0.0,0,3,0.0,0.0,0,Leroy,0.0,0,0,0.0,False,0.0,0,Knee injury - Unknown return date,2019-08-04T23:30:16.051513Z,93,0,0,0,182156.jpg,0.0,0,0,SanÃ©,0.2,False,,i,11,43,0.0,0,1580,44,33401,99,0.0,0.0,SanÃ©,0,,,,,,
217,5,9,245,,,3,103025,0,0,-2,2,305.2,3,3,5.0,5.5,6,Riyad,4.5,4,4,91.2,False,305.4,633,,,83,0,0,0,103025.jpg,5.8,0,0,Mahrez,3.6,False,,a,11,43,302.0,64,817678,8312,805379,9341,0.5,7.7,Mahrez,0,11.034482758620687,50.52536384939475,4.578861098851398,3.4021798611696688,0.5516700119098069,1.5893458896466504
218,4,5,268,100.0,100.0,3,165809,0,0,-1,1,299.9,2,3,5.0,5.5,7,Bernardo Mota,4.5,14,5,118.0,False,374.8,835,,2019-11-13T14:30:18.982377Z,79,0,0,0,165809.jpg,4.9,0,0,Veiga de Carvalho e Silva,10.5,False,,a,11,43,506.0,64,739573,26297,1703825,16689,0.6,8.1,Bernardo Silva,3,13.061224489795912,58.94922251561011,4.513299848851402,5.004291963317083,0.5713037783356204,1.605760024539903
219,8,8,279,100.0,100.0,6,20664,0,0,1,-1,339.1,3,3,4.5,5.0,9,David,4.0,8,3,109.9,True,315.2,920,,2019-11-23T20:00:18.213002Z,76,0,0,0,20664.jpg,5.5,0,0,Silva,8.7,False,,a,11,43,444.0,77,1225780,64855,1005222,13208,0.5,10.1,David Silva,0,14.0,67.34875538391958,4.810625384565683,4.958540289878163,0.6329770242849584,1.7449972323393725
220,0,0,26,100.0,100.0,0,209244,0,0,-4,4,54.9,0,3,1.3,1.8,1,Phil,0.8,2,0,13.9,False,28.4,84,,2019-09-17T15:30:09.993154Z,51,0,0,0,209244.jpg,1.0,0,0,Foden,0.3,False,,a,11,43,56.0,7,7645,108,36490,363,0.2,1.4,Foden,0,7.0,11.027177691959796,1.5753110988513996,1.5317775644638492,0.30888452918654896,0.697559479249662
221,0,0,160,,,4,27789,0,0,-3,3,40.4,0,3,2.5,3.0,3,Fernando,2.0,10,0,36.6,False,223.8,943,,,52,0,0,0,27789.jpg,1.8,1,0,Luiz Rosa,0.7,False,,a,11,43,101.0,20,25033,873,65900,1064,0.4,3.8,Fernandinho,2,11.111111111111107,23.170123320571108,2.0853110988514,2.5498352276851235,0.4010213651637307,0.9144694109987866
222,0,1,169,100.0,0.0,2,59859,0,0,-3,3,328.2,0,3,1.3,0.0,0,Ilkay,0.8,15,1,69.4,False,170.0,903,,2019-11-30T15:00:19.118909Z,52,0,0,0,59859.jpg,1.8,0,0,GÃ¼ndogan,1.3,False,,a,11,43,196.0,24,76203,1034,185169,3875,0.2,4.6,GÃ¼ndogan,5,13.333333333333332,36.00414798468533,2.7003110988514,2.3140529620172017,0.5192905959329616,1.1841647519356981
440,1,1,81,100.0,100.0,0,145235,0,0,-3,3,145.5,0,2,1.3,1.8,2,JosÃ© Ãngel,0.8,5,0,25.9,False,75.6,332,,2019-10-29T22:00:20.039411Z,47,0,0,0,145235.jpg,2.0,0,0,EsmorÃ­s Tasende,0.2,False,,a,11,43,37.0,10,12268,1256,17514,668,0.2,2.1,AngeliÃ±o,1,5.0,19.343021977027988,3.8686043954055984,4.390292670916304,0.8231073181714039,1.7844541431396905
443,1,3,241,100.0,100.0,4,220566,0,0,-1,1,208.9,0,3,4.3,4.8,9,Rodrigo,3.8,14,2,59.4,False,307.4,976,,2019-11-23T19:30:19.850877Z,54,0,0,0,220566.jpg,3.1,0,0,Hernandez,1.1,False,,a,11,43,78.0,40,123184,6841,166590,1187,0.7,7.4,Rodrigo,3,12.903225806451616,32.77952385614709,2.5404130988513995,2.7746266591920405,0.47044687015766656,1.0932197360376275
518,0,3,105,100.0,100.0,2,121145,0,0,-2,2,96.9,0,2,1.0,1.5,0,JoÃ£o Pedro Cavaco,0.5,3,0,24.8,False,90.0,397,,2019-08-09T13:00:15.096874Z,53,0,0,0,121145.jpg,3.2,0,0,Cancelo,1.0,False,,a,11,43,61.0,19,113859,612,153780,7151,0.1,3.6,Cancelo,1,5.9375,22.613638597720733,3.8086128164582296,3.3267660952460503,0.7186061917845716,1.6543556909011314
544,0,0,7,,,0,432656,0,0,0,0,0.6,0,2,0.7,1.2,1,Eric,0.2,1,0,1.0,False,9.8,32,,,45,0,0,0,432656.jpg,1.0,0,0,Garcia,0.0,False,,a,11,43,0.0,2,1170,64,904,57,0.0,0.4,Garcia,0,2.0,5.0024887908111975,2.5012443954055983,2.551843266080968,0.5558320878679107,1.17909791559743
562,0,0,0,,,0,17601,0,0,0,0,0.0,0,1,0.5,1.0,0,Scott,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,17601.jpg,0.0,0,0,Carson,0.0,False,,a,11,43,0.0,0,2061,237,498,93,0.0,0.0,Carson,0,,,,,,
122,0,2,199,100.0,100.0,2,214590,0,0,-2,2,132.6,0,2,0.7,1.2,2,Aaron,1.2,16,0,45.1,False,259.2,1160,,2019-09-30T19:00:19.435462Z,53,0,0,0,214590.jpg,2.2,0,0,Wan-Bissaka,14.6,False,,a,12,1,58.0,28,603217,3812,1835812,34911,0.2,5.3,Wan-Bissaka,4,12.727272727272727,43.43455070244633,3.4127146980493546,2.9031730343966946,0.6439084335942179,1.4823885373021892
160,0,0,210,100.0,100.0,2,95658,0,0,-2,2,126.0,0,2,0.7,1.2,2,Harry,1.2,18,0,57.3,False,274.4,1350,,2019-11-08T01:00:10.281816Z,53,0,0,0,95658.jpg,2.1,0,0,Maguire,11.0,False,,a,12,1,169.0,32,393597,2754,882307,24011,0.2,6.0,Maguire,2,15.238095238095234,53.92912192945956,3.539098626620784,2.9366544904574825,0.667754457852978,1.5372862078049685
223,0,0,0,0.0,0.0,0,55909,0,0,-2,2,0.0,0,2,0.0,0.0,0,Chris,0.0,0,0,0.0,False,0.0,0,Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Jul,2019-08-30T19:00:16.913287Z,53,0,0,0,55909.jpg,0.0,0,0,Smalling,0.1,False,,n,12,1,0.0,0,1632,9,16012,43,0.0,0.0,Smalling,0,,,,,,
224,0,0,133,100.0,100.0,1,18892,0,0,-1,1,315.3,0,2,0.0,0.5,2,Ashley,0.5,10,0,47.4,False,140.0,861,,2019-11-02T14:30:18.780871Z,54,0,0,0,18892.jpg,1.7,0,0,Young,0.3,False,,a,12,1,18.0,17,16839,458,31603,421,0.1,3.1,Young,5,10.0,32.91286126620784,3.291286126620784,3.0633438635984653,0.6094974308557007,1.4163440395562013
225,0,3,223,100.0,100.0,2,184667,0,0,-2,2,31.6,0,2,2.7,3.2,2,Victor,3.2,17,1,31.3,False,244.2,1260,,2019-11-06T16:00:19.671750Z,53,0,0,0,184667.jpg,2.8,0,0,LindelÃ¶f,1.1,False,,a,12,1,37.0,39,49096,2099,76877,1406,0.6,7.4,LindelÃ¶f,2,13.928571428571427,47.85005676364664,3.4353886907233475,3.444818828377444,0.6481865454194996,1.492237490352385
226,0,0,50,100.0,100.0,1,106760,0,0,-1,1,72.6,0,2,-0.3,0.2,1,Luke,0.2,2,0,12.1,False,36.2,227,,2019-11-22T12:00:16.955728Z,54,0,0,0,106760.jpg,2.0,0,0,Shaw,0.6,False,,a,12,1,14.0,10,28955,342,123963,353,0.0,1.9,Shaw,1,5.0,15.656430633103914,3.1312861266207834,3.01646762421034,0.579867801226071,1.3474910022902913
227,0,0,9,0.0,0.0,0,58893,0,0,-2,2,1.9,0,2,0.0,0.0,0,Marcos,0.2,2,0,2.8,False,20.2,121,Muscle injury - Unknown return date,2019-11-22T11:30:18.673309Z,48,0,0,0,58893.jpg,1.0,0,0,Rojo,0.1,False,,i,12,1,6.0,3,4709,19,10621,222,0.0,0.6,Rojo,1,3.0,8.13385837986235,2.711286126620783,2.5609954900661482,0.5648512763793299,1.2375271428341759
228,0,0,0,0.0,0.0,0,197365,0,0,-1,1,0.0,0,2,0.0,0.0,0,Eric,0.0,0,0,0.0,False,0.0,0,Knee injury - Expected back 26 Dec,2019-07-26T12:00:09.210610Z,49,0,0,0,197365.jpg,0.0,0,0,Bailly,0.0,False,,i,12,1,0.0,0,787,10,2550,20,0.0,0.0,Bailly,0,,,,,,
229,0,0,8,0.0,25.0,0,216051,0,0,-1,1,2.5,0,2,-0.1,0.0,0,JosÃ© Diogo,0.0,0,0,1.1,False,8.0,59,Groin Injury - Unknown return date,2019-10-06T18:00:16.956732Z,49,0,0,0,216051.jpg,1.0,0,0,Dalot Teixeira,0.1,False,,i,12,1,0.0,1,1273,6,10315,40,0.0,0.2,Dalot,0,1.0,2.511286126620784,2.511286126620784,,0.5125073727797519,1.134483430929098
230,0,0,0,0.0,0.0,0,40002,0,0,-1,1,0.0,0,2,0.0,0.0,0,Matteo,0.0,0,0,0.0,False,0.0,0,Joined Parma on a permanent deal on 2/9,2019-09-02T10:00:09.526159Z,49,0,0,0,40002.jpg,0.0,0,0,Darmian,0.0,False,,u,12,1,0.0,0,495,4,4666,18,0.0,0.0,Darmian,0,,,,,,
231,0,0,4,100.0,100.0,0,76359,0,0,-2,2,0.6,0,2,-0.3,0.2,0,Phil,0.2,1,0,0.8,False,7.6,45,,2019-09-25T22:00:12.876760Z,48,0,0,0,76359.jpg,1.0,0,0,Jones,0.1,False,,a,12,1,0.0,1,3186,109,11276,159,0.0,0.2,Jones,0,1.0,2.511286126620784,2.511286126620784,,0.5231846097126635,1.1462400499166487
232,0,0,0,0.0,0.0,0,66749,0,0,0,0,0.0,0,4,0.0,0.0,0,Romelu,0.0,0,0,0.0,False,0.0,0,Joined Inter Milan on a permanent deal on 8/8,2019-08-08T16:00:18.534831Z,85,0,0,0,66749.jpg,0.0,0,0,Lukaku,0.3,False,,u,12,1,0.0,0,1461,50,30118,116,0.0,0.0,Lukaku,0,,,,,,
233,5,17,342,100.0,100.0,3,176297,1,-1,3,-3,281.3,3,4,8.0,8.5,13,Marcus,8.5,16,9,140.1,True,463.6,1306,,2019-10-30T23:30:12.727095Z,88,0,2,0,176297.jpg,6.1,0,0,Rashford,19.2,False,,a,12,1,655.0,92,1695052,146239,1693120,24725,1.0,10.6,Rashford,2,15.081967213114755,90.384,5.992852173913044,7.705353154124602,0.681005928853755,2.0201900557073578
234,0,0,59,100.0,100.0,0,220688,0,0,-2,2,14.4,0,4,1.7,2.2,2,Mason,2.2,5,1,19.1,False,54.6,217,,2019-10-07T15:00:20.948895Z,43,0,0,0,220688.jpg,1.4,0,0,Greenwood,10.6,False,,a,12,1,127.0,17,813904,23622,1154533,36035,0.5,4.0,Greenwood,0,12.142857142857144,18.2,1.4988235294117644,1.9599999999999995,0.34856361149110804,0.722796888758947
235,0,5,235,100.0,100.0,2,51940,0,0,0,0,0.0,1,1,1.5,2.0,3,David,2.0,18,0,32.3,False,324.4,1350,,2019-10-15T20:30:15.609048Z,55,0,0,0,51940.jpg,3.2,0,43,de Gea,13.1,False,,a,12,1,0.0,48,796745,2364,906909,25292,0.4,8.7,de Gea,0,15.0,62.66929189931175,4.17795279328745,3.3495294892322547,0.7596277805977182,1.781485056857616
236,0,0,0,,,0,42899,0,0,-2,2,0.0,0,1,-0.5,0.0,0,Sergio,0.0,0,0,0.0,False,0.0,0,,,48,0,0,0,42899.jpg,0.0,0,0,Romero,0.2,False,,a,12,1,0.0,0,4400,24,10256,150,0.0,0.0,Romero,0,,,,,,
237,0,0,0,,,0,6744,0,0,-2,2,0.0,0,1,-0.5,0.0,0,Lee,0.0,0,0,0.0,False,0.0,0,,,48,0,0,0,6744.jpg,0.0,0,0,Grant,0.1,False,,a,12,1,0.0,0,548,8,4071,59,0.0,0.0,Grant,0,,,,,,
238,2,0,67,25.0,0.0,1,74208,0,0,-1,1,168.0,0,3,0.0,0.0,0,Paul,0.0,5,0,33.4,False,98.6,450,Ankle injury - 25% chance of playing,2019-10-02T12:30:15.251342Z,84,0,1,0,74208.jpg,3.0,0,0,Pogba,3.1,False,,d,12,1,67.0,15,275330,472,631466,1958,0.0,1.8,Pogba,0,5.0,21.66270765827598,4.332541531655196,,0.5157787537684757,1.4948688477078116
239,3,2,95,75.0,100.0,2,148225,-1,1,1,-1,108.5,1,3,0.8,3.5,0,Anthony,3.5,10,3,69.0,False,196.8,695,Muscle injury - 75% chance of playing,2019-12-04T10:30:19.453851Z,76,0,1,0,148225.jpg,4.7,0,0,Martial,5.3,False,,d,12,1,383.0,42,1447609,978,1550872,167965,0.5,5.5,Martial,1,8.936170212765957,44.086677516918776,4.933509150702816,3.701417758098408,0.6491459408819495,1.789571859267654
240,0,0,0,0.0,0.0,0,37265,0,0,-2,2,0.0,0,3,0.0,0.0,0,Alexis,0.0,0,0,0.0,False,0.0,0,Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-09T10:00:14.686303Z,68,0,0,0,37265.jpg,0.0,0,0,SÃ¡nchez,0.4,False,,n,12,1,0.0,0,1167,20,42860,128,0.0,0.0,SÃ¡nchez,0,,,,,,
241,0,0,61,100.0,100.0,1,109322,0,0,-2,2,185.9,0,3,0.7,1.2,2,Jesse,1.2,8,0,35.8,False,52.8,543,,2019-10-03T19:30:15.667039Z,63,0,0,0,109322.jpg,1.2,0,0,Lingard,0.8,False,,a,12,1,119.0,15,50819,842,110282,752,0.2,2.4,Lingard,2,12.5,24.72276914568995,1.977821531655196,2.8239472536635577,0.3139399256595549,0.7879829595972867
242,0,0,46,,,2,43670,0,0,-3,3,79.9,0,3,0.0,0.5,0,Juan,0.5,5,0,16.9,False,26.8,372,,,62,0,0,0,43670.jpg,1.8,0,0,Mata,0.3,False,,a,12,1,64.0,14,12279,101,30472,340,0.1,2.3,Mata,1,7.777777777777778,18.838611912873745,2.4221072459409103,2.48426903436269,0.39066245902272745,0.9727416783072689
243,3,2,186,100.0,100.0,2,200617,-1,1,1,-1,235.9,0,3,2.3,2.8,2,Daniel,2.8,17,3,81.2,False,267.2,1252,,2019-09-18T13:00:18.535186Z,61,0,0,0,200617.jpg,3.6,0,0,James,10.5,False,,a,12,1,311.0,54,1495474,12669,1031387,70824,0.5,8.9,James,3,15.0,54.87772297482794,3.6585148649885295,3.74795420676036,0.5997565352440213,1.481289370637712
244,0,0,112,,,0,101582,0,0,-2,2,171.0,0,3,1.3,1.8,2,Frederico,1.8,12,0,40.3,False,146.2,778,,,53,0,0,0,101582.jpg,1.5,0,0,Rodrigues de Paula Santos,0.2,False,,a,12,1,86.0,16,7746,641,12298,427,0.3,3.0,Fred,3,10.666666666666666,27.030096337655426,2.534071531655196,2.9127948422897405,0.47812670408588603,1.1007303345271138
245,0,0,3,100.0,100.0,0,209041,0,0,-2,2,1.0,0,3,-0.5,0.0,0,Angel,0.0,1,0,0.1,False,0.2,9,,2019-11-06T16:30:15.083893Z,48,0,0,0,209041.jpg,1.0,0,0,Gomes,0.1,False,,a,12,1,0.0,1,4406,89,9443,107,0.0,0.2,Gomes,0,1.0,1.3778215316551958,1.3778215316551958,,0.28704615242816583,0.628886610919891
246,1,1,117,,,3,156689,0,0,0,0,245.0,0,3,2.7,3.2,1,Andreas,3.2,12,1,60.9,False,153.6,963,,,50,0,0,0,156689.jpg,2.6,0,0,Pereira,0.6,False,,a,12,1,209.0,37,106713,574,97851,4220,0.6,7.4,Pereira,1,14.230769230769232,43.01349102740087,3.0225696397633044,2.8276359633235626,0.6045139279526609,1.35173423624756
