id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,value,valuePoints metric,team_name,form 10
1,1,0,35,100.0,100.0,0,69140,0,0,-3,3,1.2,0,2,0.8,0.3,0,Shkodran,0.3,4,0,8.8,False,32.2,170,,2019-11-28T23:00:21.541666Z,52,0,0,0,69140.jpg,2.0,0,0,Mustafi,0.3,False,,a,1,3,54.0,6,8456,168,33202,250,0.1,1.2,Mustafi,0,3.0,8.398920007022426,2.799640002340809,3.8634661856254873,0.5383923081424633,1.2277233576128783,Arsenal,
2,0,0,26,75.0,75.0,0,98745,0,0,-1,1,22.7,0,2,0.4,0.0,0,H�?�?�?©ctor,0.0,6,0,6.9,False,30.8,262,Hamstring injury - 75% chance of playing,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,0.3,0,0,Beller�?�?�?­n,0.2,False,,d,1,3,15.0,1,35004,72,36987,458,0.0,0.2,Beller�?�?�?­n,2,3.333333333333333,4.49534715255701,1.3486041457671032,,0.24974150847538945,0.5803468219091411,Arsenal,
3,2,1,211,100.0,0.0,2,111457,0,0,-3,3,152.7,0,2,2.2,0.0,5,Sead,1.7,17,0,38.9,False,176.2,996,,2019-12-15T19:30:19.136195Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.5,False,,a,1,3,61.0,32,49542,2554,116962,621,0.3,6.2,Kolasinac,3,15.238095238095234,41.25351640827429,2.707262014293,1.9035343082869685,0.5206273104409616,1.1872129300004883,Arsenal,2.4155779070373016
4,2,3,198,100.0,100.0,3,154043,0,0,-4,4,150.3,1,2,2.8,2.3,6,Ainsley,2.3,17,0,41.4,False,232.0,1030,,2019-09-22T18:00:10.824841Z,46,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,2.6,False,,a,1,3,37.0,33,565680,10054,581983,2739,0.5,7.2,Maitland-Niles,2,11.785714285714285,33.444049714554524,2.8376769454773534,2.692699612346848,0.6168862924950769,1.3230736979451594,Arsenal,2.748028234375293
5,0,5,277,100.0,0.0,3,39476,0,0,-1,1,31.6,1,2,3.2,0.0,15,Sokratis,2.7,24,2,55.2,False,415.4,1516,,2019-12-26T17:00:15.332949Z,49,0,0,0,39476.jpg,2.9,0,0,Papastathopoulos,1.4,False,,a,1,3,104.0,50,120936,12777,158984,1992,0.6,10.2,Sokratis,5,17.24137931034483,48.52765768563972,2.814604145767103,5.638496540368974,0.5744090093402251,1.2715085446252306,Arsenal,3.867671109985583
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,,u,1,3,12.0,10,28081,10,88322,92,0.0,2.0,Monreal,0,3.0303030303030303,10.4048610477791,3.4336041457671027,,0.6867208291534206,1.5355544555520677,Arsenal,
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,538,21,12566,43,0.0,0.0,Koscielny,0,,,,,,,Arsenal,
8,0,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,0.5,0.0,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,a,1,3,0.0,0,1003,65,4386,57,0.0,0.0,Mavropanos,0,,,,,,,Arsenal,
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,371,9,2506,14,0.0,0.0,Jenkinson,0,,,,,,,Arsenal,
10,0,0,9,100.0,75.0,0,156074,0,0,0,0,0.4,0,2,0.5,0.0,0,Rob,0.0,2,0,1.1,False,8.4,76,,2019-12-09T10:00:19.335279Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,a,1,3,2.0,1,10574,178,13127,147,0.0,0.2,Holding,0,1.0,1.958604145767103,1.958604145767103,,0.4352453657260229,0.9232948487546692,Arsenal,
11,3,23,464,,,4,54694,0,0,-2,2,301.9,2,4,5.6,5.1,2,Pierre-Emerick,5.1,30,13,171.0,True,576.8,1877,,,108,0,0,0,54694.jpg,5.9,0,0,Aubameyang,19.3,False,,a,1,3,833.0,123,1678842,132435,2179981,20950,0.5,11.4,Aubameyang,3,20.847457627118644,106.56932270916334,5.111861821008648,3.435783625580029,0.4733205389822822,1.5554900167865957,Arsenal,4.721903442870589
12,2,6,173,100.0,100.0,1,59966,0,0,-2,2,211.5,1,4,2.2,1.7,2,Alexandre,1.7,15,5,99.0,False,255.8,934,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,3.7,0,0,Lacazette,1.6,False,,a,1,3,521.0,52,203216,7624,347060,2621,0.2,5.6,Lacazette,4,14.054054054054053,45.646215139442226,3.247903769537236,1.9946509494087337,0.3492369644663694,1.0650296021013044,Arsenal,2.854311731342511
13,0,0,0,0.0,0.0,0,205533,0,0,-2,2,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,43,0,0,0,205533.jpg,0.0,0,0,Nketiah,0.6,False,,n,1,3,0.0,0,48273,365,117161,1079,0.0,0.0,Nketiah,0,,,,,,,Arsenal,
14,0,5,417,,,4,80201,0,0,0,0,0.0,1,1,4.4,3.9,9,Bernd,3.9,30,0,59.9,False,600.8,1890,,,50,0,0,1,80201.jpg,3.6,0,82,Leno,5.2,False,,a,1,3,0.0,75,378069,15188,425873,5434,0.8,15.0,Leno,2,20.83333333333333,78.97091970348131,3.790604145767104,4.452262282459354,0.7581208291534207,1.6952097091455531,Arsenal,4.379156497973711
15,2,1,149,100.0,100.0,2,37605,0,0,-3,3,407.8,0,3,2.8,2.3,3,Mesut,2.3,15,0,65.4,False,121.2,905,,2019-12-20T10:30:11.550604Z,72,0,0,0,37605.jpg,2.7,0,0,�?�?�?�?zil,1.1,False,,a,1,3,125.0,30,84336,13837,132684,2952,0.3,4.2,�?�?�?�?zil,0,11.111111111111107,34.60900443323974,3.1148103989915765,2.5126543370528216,0.4326125554154967,1.1608212981947346,Arsenal,3.2258125403834628
16,0,0,3,0.0,0.0,1,57249,0,0,-2,2,33.9,0,3,0.0,0.0,0,Henrikh,0.0,0,0,8.6,False,5.4,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.8,False,,n,1,3,46.0,4,22832,28,115307,204,0.0,0.6,Mkhitaryan,1,3.0769230769230766,5.337387804436234,1.7346510364417758,,0.25509574065320234,0.665208306409323,Arsenal,
18,1,0,190,100.0,75.0,4,84450,0,0,-4,4,193.3,0,3,2.2,1.3,3,Granit,1.7,19,0,49.0,False,237.2,1274,,2019-12-29T14:30:26.292159Z,51,0,0,0,84450.jpg,2.2,0,0,Xhaka,0.6,False,,a,1,3,58.0,33,34279,847,101351,464,0.3,6.5,Xhaka,4,14.999999999999998,33.417873116347764,2.227858207756517,2.6935492414928417,0.4368349426973563,0.9865121958309248,Arsenal,2.5948635572579355
19,0,0,180,100.0,100.0,3,198849,0,0,-3,3,145.3,0,3,2.5,2.0,3,Lucas,2.0,17,1,53.0,False,200.4,1073,,2019-09-08T21:00:18.773636Z,47,0,0,0,198849.jpg,1.9,0,0,Torreira,1.3,False,,a,1,3,183.0,34,75804,4409,140907,1867,0.4,7.2,Torreira,3,17.894736842105264,39.88849223106336,2.2290628011476583,2.10336224049933,0.4742686810952465,1.0281899993575,Arsenal,2.355637611418802
20,0,0,0,0.0,0.0,0,153256,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,False,0.0,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,0,0,0,153256.jpg,0.0,0,0,Elneny,0.7,False,,n,1,3,0.0,0,121261,314,107463,2431,0.0,0.0,Elneny,0,,,,,,,Arsenal,
21,2,2,237,,,2,242166,0,0,-1,1,225.2,0,3,1.2,0.7,1,Matteo,0.7,25,0,66.2,False,297.6,1410,,,44,0,0,0,242166.jpg,2.2,0,0,Guendouzi,6.3,False,,a,1,3,138.0,39,836879,3004,810262,16987,0.2,8.9,Guendouzi,5,17.727272727272727,42.99457442181917,2.425334967384671,1.3902103390443616,0.5512124925874252,1.1562330788952313,Arsenal,1.712099566296622
106,0,6,292,100.0,100.0,3,41270,0,0,-3,3,74.5,2,2,2.9,2.4,6,David,2.4,26,2,65.5,False,438.4,1620,,2019-11-28T23:00:21.861570Z,57,0,0,0,41270.jpg,2.9,0,0,Luiz Moreira Marinho,4.9,False,,a,1,3,141.0,52,167153,7221,477588,2972,0.4,9.1,David Luiz,4,17.931034482758626,54.4887639930653,3.0387964534594105,4.240831897984172,0.5331221848174404,1.2728117710344176,Arsenal,3.420382573510975
427,0,0,0,,,0,98980,0,0,-2,2,0.0,0,1,0.5,0.0,0,Emiliano,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,98980.jpg,0.0,0,0,Mart�?�?�?­nez,0.2,False,,a,1,3,0.0,0,4934,113,12683,205,0.0,0.0,Mart�?�?�?­nez,0,,,,,,,Arsenal,
467,1,5,197,0.0,25.0,3,101184,0,0,-1,1,113.5,0,2,0.0,0.5,0,Calum,2.1,15,1,58.7,False,272.0,1102,Knee injury - Expected back 01 Jul,2019-12-29T14:30:27.183032Z,44,0,0,0,101184.jpg,3.0,0,0,Chambers,0.9,False,,i,1,3,203.0,42,140226,121,148545,7930,0.5,9.5,Chambers,5,14.0,41.14356561046056,2.9388261150328967,3.360656364140285,0.6679150261438401,1.4010303784909153,Arsenal,2.956302921308949
469,2,3,130,100.0,75.0,1,182539,0,0,-3,3,183.0,1,3,0.5,0.0,0,Daniel,0.0,10,0,42.9,False,150.0,659,,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos Fern�?�?�?¡ndez,3.2,False,,a,1,3,96.0,27,995802,228,1124547,2322,0.0,5.2,Ceballos,0,10.8,27.63444633301341,2.5587450308345754,,0.4920663520835722,1.122083924327738,Arsenal,
488,3,5,197,100.0,100.0,2,195735,0,0,-4,4,372.6,1,3,4.2,3.7,9,Nicolas,3.7,20,3,104.0,False,292.8,1079,,2019-12-11T12:30:12.556688Z,91,0,0,0,195735.jpg,3.2,0,0,P�?�?�?©p�?�?�?©,2.3,False,,a,1,3,372.0,58,241824,15676,449346,2944,0.4,6.4,P�?�?�?©p�?�?�?©,2,18.125,63.31299774467053,3.493130910050788,4.01507355686678,0.3838605395660207,1.1579616210854486,Arsenal,3.591049149892448
489,1,0,54,100.0,100.0,2,200641,0,0,-2,2,95.0,0,3,2.2,1.7,1,Reiss,1.7,4,0,27.6,False,52.0,436,,2019-10-07T15:00:21.389844Z,53,0,0,0,200641.jpg,1.9,0,0,Nelson,0.1,False,,a,1,3,129.0,17,10050,271,15149,427,0.3,3.2,Nelson,1,8.947368421052632,18.7673536852528,2.0975277648223707,2.4556294320171586,0.3957599556268624,0.911107839463701,Arsenal,2.255031009141351
490,0,0,88,100.0,100.0,1,200089,0,0,-2,2,121.0,0,3,1.1,0.6,0,Joseph,0.6,11,0,33.4,False,82.6,544,,2019-09-07T11:30:17.190466Z,48,0,0,0,200089.jpg,1.2,0,0,Willock,0.2,False,,a,1,3,129.0,20,24589,84,29446,284,0.1,4.2,Willock,1,16.666666666666668,28.494183940696264,1.7096510364417756,1.7544261089855222,0.3561772992587033,0.7803453651010395,Arsenal,1.9168984619889442
504,1,1,65,75.0,75.0,1,444145,0,0,0,0,19.9,0,4,1.7,1.3,0,Gabriel Teodoro,1.7,6,1,21.8,False,70.6,366,Hamstring injury - 75% chance of playing,2019-12-23T12:00:20.317919Z,45,0,0,0,444145.jpg,2.0,0,0,Martinelli Silva,1.5,False,,d,1,3,128.0,20,215880,977,204291,7241,0.4,4.4,Martinelli,1,10.0,17.523107569721116,1.7523107569721117,2.3409576022132206,0.38940239043824704,0.8260472126674083,Arsenal,2.60718638792376
515,0,0,51,0.0,0.0,0,192895,-1,1,-2,2,75.1,0,2,0.0,0.0,0,Kieran,0.3,6,0,16.3,False,56.0,296,Shoulder injury - Expected back 21 Mar,2019-12-09T22:00:21.790216Z,53,0,0,0,192895.jpg,1.0,0,0,Tierney,0.4,False,,i,1,3,31.0,5,71836,25,106186,992,0.1,0.9,Tierney,1,5.0,11.893020728835516,2.3786041457671034,,0.4487932350503969,1.0331996174423914,Arsenal,2.0827961923897482
541,1,0,82,100.0,100.0,2,223340,0,0,0,0,123.9,0,3,1.5,1.0,0,Bukayo,1.0,7,0,36.9,False,121.6,695,,2019-11-22T10:00:21.980433Z,45,0,0,0,223340.jpg,1.7,0,0,Saka,0.6,False,,a,1,3,123.0,20,130484,1600,97093,3161,0.2,4.4,Saka,3,11.764705882352946,24.44253152785965,2.077615179868071,1.265618802983869,0.4616922621929047,0.9793971882538812,Arsenal,1.2644394201372595
576,0,0,13,,,1,209289,-1,1,-1,1,6.3,0,3,1.3,0.8,0,Emile,0.8,0,0,1.6,False,9.8,96,,,44,0,0,0,209289.jpg,2.0,0,0,Smith Rowe,0.0,False,,a,1,3,0.0,4,800,47,406,87,0.2,0.9,Smith Rowe,0,2.0,3.4793020728835518,1.7396510364417757,2.2522368458176936,0.39537523555494897,0.8293460907947768,Arsenal,2.2522368458176936
585,0,0,0,,,0,232233,0,0,0,0,0.0,0,4,0.5,0.0,0,Tyreece,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,232233.jpg,0.0,0,0,John-Jules,0.0,False,,a,1,3,0.0,0,169,90,54,35,0.0,0.0,John-Jules,0,,,,,,,Arsenal,
22,1,5,136,,,1,37339,0,0,-3,3,188.4,0,2,0.4,1.4,0,Ahmed,1.9,18,0,39.0,False,154.4,611,,,42,0,0,0,37339.jpg,2.0,0,0,El Mohamady,1.0,False,,a,2,7,46.0,20,66486,1898,135257,2694,0.5,4.8,El Mohamady,0,10.0,24.014408375505234,2.401440837550523,2.1665594092355303,0.5717716279882198,1.171783144273571,Aston Villa,2.365097726337091
23,0,0,0,100.0,100.0,0,43252,0,0,-2,2,0.0,0,2,-1.5,-0.5,0,James,0.0,0,0,0.0,False,0.0,0,,2019-08-08T17:00:13.859858Z,43,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,a,2,7,0.0,0,1597,79,7142,111,0.0,0.0,Chester,0,,,,,,,Aston Villa,
24,0,0,102,,,2,47390,0,0,-2,2,30.1,0,2,-1.4,-0.4,1,Neil,0.1,13,0,16.1,False,103.2,703,,,43,0,0,0,47390.jpg,2.0,0,0,Taylor,0.2,False,,a,2,7,27.0,18,19193,185,24545,308,0.0,4.2,Taylor,2,9.0,16.442170725205706,1.8269078583561893,1.4936556014186149,0.4248622926409743,0.8810132014589922,Aston Villa,1.6331057130129396
25,0,0,63,100.0,100.0,1,123354,0,0,-1,1,6.2,0,2,-0.1,0.9,2,Kortney,1.4,9,0,16.9,False,137.0,450,,2019-08-15T13:00:13.496241Z,44,0,0,0,123354.jpg,2.0,0,0,Hause,0.1,False,,a,2,7,25.0,10,1374,107,4173,81,0.3,2.3,Hause,1,5.0,9.945650402892056,1.989130080578412,,0.4520750183132754,0.9482805584872932,Aston Villa,
26,0,0,14,100.0,100.0,0,54764,0,0,-1,1,12.2,0,4,-1.1,-0.1,1,Jonathan,0.4,6,0,3.8,False,3.4,111,,2019-10-03T12:30:10.314025Z,54,0,0,0,54764.jpg,0.8,0,0,Kodjia,0.1,False,,a,2,7,24.0,5,4052,263,26691,155,0.1,0.9,Kodjia,1,6.25,5.4,0.8640000000000001,0.9285714285714288,0.16,0.3718064012359121,Aston Villa,0.8823529411764705
27,0,0,16,100.0,100.0,0,98770,0,0,-2,2,0.0,0,1,-1.4,-0.4,1,�?�?�?�?rjan,0.1,2,0,2.4,False,23.4,87,,2019-07-30T15:00:08.973693Z,43,0,0,0,98770.jpg,1.5,0,3,Nyland,0.2,False,,a,2,7,0.0,3,8059,3922,10249,594,0.0,0.7,Nyland,0,2.0,4.098260161156824,2.049130080578412,1.5487377046890067,0.4765418792042818,0.9881782730524172,Aston Villa,
28,2,6,190,100.0,100.0,2,85242,0,0,-3,3,225.7,2,3,0.4,1.4,1,Conor,1.9,18,3,63.4,False,231.6,769,,2019-12-15T13:00:22.404997Z,57,0,0,0,85242.jpg,3.4,0,0,Hourihane,0.2,False,,a,2,7,178.0,48,16820,216,23923,930,0.3,8.4,Hourihane,2,14.117647058823529,40.08432130618957,2.839306092521761,1.9685208472232485,0.4981238758810107,1.189254453689162,Aston Villa,2.41322165701152
29,6,11,384,100.0,100.0,4,114283,0,0,4,-4,669.8,2,3,3.6,4.6,13,Jack,5.1,33,6,169.3,False,572.6,1703,,2019-10-26T18:30:22.524063Z,64,0,1,0,114283.jpg,4.9,0,0,Grealish,17.9,False,,a,2,7,453.0,94,1540475,145970,671892,28293,0.8,14.7,Grealish,5,19.183673469387752,82.07222845783541,4.278233185568015,4.768237122179302,0.6684739352450023,1.6911201534640918,Aston Villa,4.44832456785024
30,4,0,195,100.0,100.0,4,193488,0,0,0,0,322.9,0,3,-0.2,0.8,0,Anwar,1.3,25,3,107.2,False,296.6,1223,,2019-12-01T18:30:17.584307Z,55,0,0,0,193488.jpg,3.4,0,0,El Ghazi,1.0,False,,a,2,7,453.0,61,232704,800,199907,7754,0.2,11.1,El Ghazi,2,17.941176470588232,62.15544019912587,3.464401584869311,2.4132603609831333,0.6298911972489656,1.4772257992752984,Aston Villa,3.033298320270904
31,2,4,253,0.0,0.0,3,122806,0,0,0,0,375.3,0,3,0.0,0.0,0,John,0.9,30,3,113.5,False,386.4,1537,Ankle injury - Unknown return date,2019-12-21T17:00:13.681907Z,55,0,0,0,122806.jpg,3.4,0,0,McGinn,3.7,False,,i,2,7,375.0,61,1282684,58,1260205,22766,0.2,11.1,McGinn,2,17.941176470588232,60.10922505968364,3.3503502492282684,0.1858303897053248,0.6091545907687761,1.4285941463553296,Aston Villa,1.4750388443496776
32,0,0,0,0.0,0.0,0,174597,0,0,-1,1,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Charlton Athletic on loan until the end of the season on 2/1. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,336,11,1358,15,0.0,0.0,Green,0,,,,,,,Aston Villa,
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.0,False,,u,2,7,0.0,0,658,9,7519,39,0.0,0.0,Bjarnason,0,,,,,,,Aston Villa,
34,0,0,16,50.0,75.0,0,221239,0,0,-2,2,23.3,0,3,-1.1,-0.4,0,Keinan,0.0,1,0,8.2,False,14.4,74,Hamstring injury - 50% chance of playing,2019-10-30T23:30:12.401435Z,43,0,0,0,221239.jpg,1.0,0,0,Davis,0.2,False,,d,2,7,46.0,6,18485,189,29479,569,0.0,1.4,Davis,0,6.0,9.323695120867617,1.5539491868112696,,0.3613835318165744,0.7493808413572836,Aston Villa,
35,0,0,31,100.0,100.0,0,40564,0,0,-1,1,26.8,0,3,-0.8,0.2,0,Henri,0.7,5,0,5.2,False,11.0,178,,2019-11-08T18:00:15.526636Z,44,0,0,0,40564.jpg,1.2,0,0,Lansbury,0.5,False,,a,2,7,13.0,10,68440,47,59252,1049,0.2,2.3,Lansbury,0,8.333333333333334,11.944021001205025,1.433282520144603,3.2711257611029327,0.32574602730559155,0.6832906313887604,Aston Villa,2.4460660956141806
36,1,0,41,100.0,100.0,2,89274,0,0,-2,2,56.1,0,3,-1.1,-0.1,0,Jos�?�?�?© Ignacio,0.4,4,0,14.9,False,42.6,310,,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,1.9,0,0,Peleteiro Romallo,0.1,False,,a,2,7,51.0,15,12552,106,25436,217,0.1,2.6,Jota,0,7.894736842105264,14.106916939283767,1.7868761456426108,2.2613746536664827,0.3080820940763122,0.7419599347704599,Aston Villa,1.7943154975015319
94,0,3,346,0.0,100.0,4,21205,0,0,0,0,0.3,1,1,1.1,2.5,2,Tom,3.0,35,0,50.7,False,507.8,1794,Knee injury - Unknown return date,2020-01-01T15:00:18.235936Z,45,1,0,0,21205.jpg,3.0,0,67,Heaton,4.8,False,,i,2,7,0.0,59,292393,1655,377783,43672,0.7,13.1,Heaton,0,19.666666666666668,53.79955825137543,2.735570758544513,2.9849482179753686,0.6079046130098917,1.289560422521635,Aston Villa,2.476605671824444
309,2,9,265,75.0,50.0,3,169359,0,0,-1,1,279.2,1,2,-0.2,0.3,0,Matt,1.1,22,1,63.4,False,324.0,1148,Hamstring injury - 75% chance of playing,2019-12-28T17:00:19.505846Z,44,0,0,0,169359.jpg,3.5,0,0,Targett,1.2,False,,d,2,7,30.0,49,138046,194,137302,10584,0.2,11.1,Targett,3,14.0,41.634036267540004,2.973859733395714,1.9594174736803505,0.6758772121353895,1.417732000728342,Aston Villa,2.0420704491047696
428,1,7,180,0.0,100.0,6,213345,0,0,-4,4,169.8,1,4,0.2,1.8,6,Wesley,2.3,31,5,108.5,False,296.2,1782,Knee injury - Unknown return date,2020-01-01T15:00:18.798443Z,56,0,1,0,213345.jpg,3.2,0,0,Moraes,1.2,False,,i,2,7,634.0,67,402721,463,406081,10956,0.4,12.0,Wesley,3,20.9375,68.22310756972111,3.2584170779568287,2.421451684717153,0.5818601924922908,1.376932528557637,Aston Villa,2.338064769454128
429,0,0,3,0.0,0.0,0,79852,0,0,-1,1,0.0,0,1,0.0,0.0,0,Jed,0.0,0,0,0.0,False,0.0,7,Achilles injury - Unknown return date,2019-11-10T16:00:17.790777Z,44,0,0,0,79852.jpg,1.0,0,0,Steer,0.1,False,,i,2,7,0.0,1,1135,16,6149,107,0.0,0.2,Steer,0,1.0,1.5491300805784118,1.5491300805784118,,0.35207501831327537,0.7385187888532627,Aston Villa,
445,1,3,284,100.0,75.0,3,149484,0,0,0,0,60.9,0,2,-1.1,-0.1,2,Tyrone,0.4,26,1,53.9,False,425.0,1462,,2019-12-08T16:00:13.818311Z,45,0,0,0,149484.jpg,2.6,0,0,Mings,2.9,False,,a,2,7,52.0,45,469130,2919,428757,4552,0.1,10.0,Mings,3,17.307692307692307,39.62728204127056,2.2895762957178545,2.7374538310723366,0.5087947323817454,1.0793166164973806,Aston Villa,2.0464717605164435
452,1,0,133,100.0,100.0,2,199798,0,0,-2,2,43.9,0,2,0.4,1.4,2,Ezri,1.9,15,0,29.8,False,188.2,735,,2019-08-05T15:00:10.970602Z,43,0,0,0,199798.jpg,2.4,0,0,Konsa Ngoyo,0.1,False,,a,2,7,65.0,22,4539,205,5248,202,0.4,5.1,Konsa,0,9.166666666666668,18.856799975023225,2.057105451820715,3.011812125295035,0.4783966167024919,0.9920243385881624,Aston Villa,2.237836483924919
455,0,4,212,100.0,100.0,3,108156,0,0,0,0,5.7,1,2,-0.8,-0.1,0,Bjorn,0.4,25,0,30.4,False,265.0,1221,,2020-01-02T12:30:17.002224Z,45,0,0,0,108156.jpg,2.4,0,0,Engels,0.5,False,,a,2,7,31.0,34,95571,66,81001,2264,0.1,7.6,Engels,1,14.166666666666668,31.57934280819417,2.229130080578411,1.7373913368132143,0.4953622401285358,1.0508219974159396,Aston Villa,1.3237242799258333
458,2,2,240,100.0,100.0,4,203368,0,0,-1,1,151.6,1,2,-0.8,0.2,2,Fr�?�?�?©d�?�?�?©ric,0.7,23,0,51.9,False,326.2,1358,,2019-12-01T19:30:19.368861Z,44,0,0,0,203368.jpg,2.5,0,0,Guilbert,0.7,False,,a,2,7,40.0,43,95501,439,86352,2484,0.2,9.8,Guilbert,5,17.2,36.69125252539092,2.133212356127379,1.7487863969451676,0.4848209900289498,1.0169690882419506,Aston Villa,1.7319673683033905
465,1,2,134,100.0,100.0,3,148508,0,0,-3,3,196.6,0,3,0.9,1.9,3,Mahmoud Ahmed,2.4,18,3,95.4,False,257.2,1062,,2019-08-31T16:30:09.941826Z,52,0,0,0,148508.jpg,2.6,1,0,Ibrahim Hassan,1.2,False,,a,2,7,503.0,46,138960,909,262353,4346,0.5,8.8,Tr�?�?�?©z�?�?�?©guet,2,17.69230769230769,41.15195215689486,2.3259799045201444,1.9315172867723025,0.44730382779233546,1.0200096640031953,Aston Villa,2.2227482601952624
470,1,4,214,,,5,230046,0,0,-1,1,137.6,0,3,0.9,1.9,7,Douglas Luiz,2.4,24,2,65.4,False,253.2,1231,,,44,0,0,0,230046.jpg,2.7,0,0,Soares de Paulo,3.6,False,,a,2,7,262.0,52,600585,15240,434188,9908,0.5,11.8,Douglas Luiz,2,19.259259259259263,46.1670672169505,2.3971361824185835,3.9323637365662774,0.5448036778224054,1.1427898356315584,Aston Villa,3.0776532575336786
474,0,0,0,,,0,88175,0,0,-2,2,0.0,0,1,-1.5,-0.5,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,1549,107,4350,78,0.0,0.0,Kalinic,0,,,,,,,Aston Villa,
491,0,0,185,,,1,184704,0,0,-1,1,137.2,0,3,-0.2,0.8,2,Marvelous,1.3,24,0,37.5,False,214.8,1147,,,44,0,0,0,184704.jpg,1.8,0,0,Nakamba,0.9,False,,a,2,7,21.0,25,123944,149,89926,2364,0.3,5.7,Nakamba,2,13.888888888888893,27.90670166867504,2.0092825201446027,2.0771067947027912,0.4566551182146824,0.9578878570914908,Aston Villa,1.8321176243898287
58,0,5,274,100.0,100.0,3,56917,0,0,0,0,37.2,2,2,0.3,0.3,0,Steve,0.3,27,1,55.7,False,410.4,1530,,2019-12-03T21:30:11.928847Z,50,0,0,0,56917.jpg,2.6,0,0,Cook,0.3,False,,a,3,91,108.0,45,38379,722,41933,803,0.1,9.0,Steve Cook,3,17.307692307692307,48.07106646380511,2.777439395686518,1.5796972492593984,0.5554878791373036,1.242108658428198,Bournemouth,1.9081349764257216
