id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,ppg next 5,ppg next 10,value,valuePoints_metric,games_played
16,0,0,3,0.0,0.0,1,57249,-1,1,-2,2,33.9,0,3,0.0,0.0,0,Henrikh,0.7,0,0,8.6,False,5.4,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,1.1,False,,n,1,3,46.0,4,22412,40,99784,7197,0.1,0.6,Mkhitaryan,1,1.6400000000000001,3.5099999999999993,3.4809999999999994,0.24117647058823533,0.6289112908548439,1.2222222222222223
18,0,0,50,100.0,100.0,1,84450,0,0,-2,2,65.5,0,3,2.7,2.2,2,Granit,1.7,7,0,16.0,False,77.6,360,,2019-09-08T21:00:18.761460Z,53,0,0,0,84450.jpg,1.8,0,0,Xhaka,0.8,False,,a,1,3,17.0,7,19976,1978,68686,2616,0.3,1.3,Xhaka,2,1.8900000000000001,2.248,2.329,0.3566037735849057,0.8209635388222012,4.0
19,0,0,46,100.0,100.0,0,198849,0,0,-1,1,43.0,0,3,4.0,3.5,1,Lucas,3.0,3,1,16.8,False,66.8,121,,2019-09-08T21:00:18.773636Z,49,0,0,0,198849.jpg,2.5,0,0,Torreira,1.6,False,,a,1,3,58.0,10,41092,2921,81538,6769,0.6,2.0,Torreira,0,2.47,1.3559999999999999,1.489,0.5040816326530613,1.1158322600879853,1.3444444444444446
20,0,0,0,0.0,0.0,0,153256,0,0,-1,1,0.0,0,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,False,0.0,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,44,0,0,0,153256.jpg,0.0,0,0,Elneny,0.4,False,,n,1,3,0.0,0,30221,520,31186,3295,0.0,0.0,Elneny,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
21,1,2,79,,,1,242166,0,0,1,-1,52.7,0,3,4.3,3.8,1,Matteo,3.3,7,0,19.9,False,103.4,421,,,46,0,0,0,242166.jpg,3.0,0,0,Guendouzi,9.2,False,,a,1,3,42.0,15,440141,38049,218893,30255,0.7,3.3,Guendouzi,1,2.8000000000000003,2.0140000000000002,1.9309999999999998,0.6086956521739132,1.3055067315364395,4.677777777777778
106,0,0,48,,,0,41270,0,0,-1,1,9.1,0,2,1.7,1.2,1,David,0.7,8,0,10.0,False,87.8,360,,,59,0,0,0,41270.jpg,0.8,0,0,Luiz Moreira Marinho,5.9,False,,a,1,3,3.0,3,44776,3694,266238,20709,0.1,0.5,David Luiz,2,0.97,1.7440000000000002,2.2720000000000002,0.16440677966101694,0.3993426802524198,4.0
427,0,0,0,,,0,98980,-1,1,-1,1,0.0,0,1,1.0,0.5,0,Emiliano,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,98980.jpg,0.0,0,0,Martínez,0.3,False,,a,1,3,0.0,0,2362,337,6642,529,0.0,0.0,Martínez,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
467,0,0,26,,,1,101184,-1,1,-1,1,0.2,0,2,1.0,0.5,0,Calum,0.0,0,0,1.5,False,15.0,90,,,44,0,0,0,101184.jpg,6.0,0,0,Chambers,0.8,False,,a,1,3,0.0,6,31887,732,41998,3259,0.0,1.3,Chambers,0,3.96,1.9,2.3120000000000003,0.8999999999999999,1.8878559267062727,1.0
469,2,3,58,,,0,182539,0,0,2,-2,83.1,1,3,2.3,1.8,1,Daniel,1.3,5,0,19.5,False,73.8,254,,,57,0,0,0,182539.jpg,3.2,0,0,Ceballos Fernández,13.0,False,,a,1,3,39.0,16,917937,35771,385093,84379,0.2,2.8,Ceballos,0,3.04,3.8879999999999995,3.557,0.5333333333333333,1.2733158812067544,2.8222222222222224
488,1,0,41,100.0,100.0,0,195735,0,0,-1,1,89.0,0,3,4.0,3.5,2,Nicolas,3.0,7,0,28.1,False,63.2,334,,2019-08-09T09:30:12.533555Z,94,0,0,0,195735.jpg,2.2,0,0,Pépé,3.6,False,,a,1,3,128.0,11,105691,9584,218499,23157,0.3,1.2,Pépé,0,2.18,1.98,1.7120000000000002,0.23191489361702128,0.711037599628252,3.7111111111111112
489,0,0,10,,,1,200641,0,0,-1,1,41.5,0,3,1.3,0.8,1,Reiss,0.3,2,0,12.4,False,22.0,134,,,54,0,0,0,200641.jpg,1.3,0,0,Nelson,0.1,False,,a,1,3,60.0,4,6613,366,9377,691,0.1,0.7,Nelson,1,1.4000000000000001,1.296,1.384,0.25925925925925924,0.6024640760767093,1.488888888888889
490,0,0,34,100.0,75.0,1,200089,0,0,0,0,46.6,0,3,2.0,1.1,1,Joseph,1.0,5,0,11.1,False,28.4,263,,2019-09-07T11:30:17.190466Z,50,0,0,0,200089.jpg,2.0,0,0,Willock,0.3,False,,a,1,3,36.0,8,18428,532,17104,1857,0.2,1.6,Willock,0,2.0,1.6640000000000001,1.828,0.4,0.8944271909999159,2.922222222222222
504,0,0,2,,,0,444145,0,0,0,0,0.5,0,4,1.0,0.5,0,Gabriel Teodoro,0.0,0,0,0.2,False,1.0,6,,,45,0,0,0,444145.jpg,1.0,0,0,Martinelli Silva,1.5,False,,a,1,3,0.0,1,95513,3416,81746,9247,0.0,0.2,Martinelli,0,1.24,2.0,1.8479999999999996,0.27555555555555555,0.5845416057808793,0.06666666666666667
515,0,0,0,25.0,0.0,0,192895,0,0,-1,1,0.0,0,2,0.0,0.0,0,Kieran,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 25% chance of playing,2019-08-09T12:00:11.271398Z,54,0,0,0,192895.jpg,0.0,0,0,Tierney,0.4,False,,d,1,3,0.0,0,4010,658,36521,1193,0.0,0.0,Tierney,0,2.0,2.0,2.0,0.37037037037037035,0.8606629658238704,0.0
541,0,0,0,,,0,223340,0,0,0,0,0.0,0,3,2.1,1.6,0,Bukayo,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,223340.jpg,0.0,0,0,Saka,0.0,False,,a,1,3,0.0,0,1349,1349,155,155,0.0,0.0,Saka,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
22,0,3,50,,,0,37339,-1,1,-1,1,73.7,0,2,-0.3,0.2,1,Ahmed,0.7,5,0,13.3,False,58.0,208,,,44,0,0,0,37339.jpg,1.8,0,0,El Mohamady,1.4,False,,a,2,7,2.0,7,31163,1669,69914,6754,0.2,1.6,El Mohamady,0,1.77,1.8520000000000003,1.661,0.4022727272727272,0.8438143914823492,2.311111111111111
23,0,0,0,0.0,0.0,0,43252,0,0,-1,1,0.0,0,2,0.0,0.0,0,James,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - Expected back 05 Oct,2019-08-08T17:00:13.859858Z,44,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,i,2,7,0.0,0,144,11,4859,221,0.0,0.0,Chester,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
24,0,0,80,,,2,47390,0,0,0,0,24.8,0,2,3.3,3.8,6,Neil,4.3,6,0,13.0,False,79.2,450,,,45,0,0,0,47390.jpg,3.0,0,0,Taylor,0.3,False,,a,2,7,26.0,15,11318,2024,8414,1257,1.0,3.3,Taylor,1,2.87,2.468,2.261,0.6377777777777778,1.352930974670261,5.0
25,0,0,0,100.0,100.0,0,123354,0,0,0,0,0.0,0,2,-1.0,-0.5,0,Kortney,0.0,0,0,0.0,False,0.0,0,,2019-08-15T13:00:13.496241Z,45,0,0,0,123354.jpg,0.0,0,0,Hause,0.1,False,,a,2,7,0.0,0,326,50,2472,140,0.0,0.0,Hause,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
26,0,0,4,0.0,0.0,0,54764,0,0,-1,1,0.0,0,4,0.0,0.0,0,Jonathan,0.0,2,0,0.2,False,0.0,16,Head injury - Expected back 05 Oct,2019-08-15T13:00:13.507539Z,54,0,0,0,54764.jpg,1.0,0,0,Kodjia,0.1,False,,i,2,7,2.0,1,2014,30,22156,898,0.0,0.2,Kodjia,0,1.24,1.848,1.6960000000000002,0.2296296296296296,0.5336110388107996,0.17777777777777778
27,0,0,0,100.0,100.0,0,98770,0,0,-1,1,0.0,0,1,-1.0,-0.5,0,Ørjan,0.0,0,0,0.0,False,0.0,0,,2019-07-30T15:00:08.973693Z,44,0,0,0,98770.jpg,0.0,0,0,Nyland,0.2,False,,a,2,7,0.0,0,1552,162,5147,351,0.0,0.0,Nyland,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
28,0,0,18,,,0,85242,-1,1,-3,3,35.9,0,3,-0.7,-0.2,0,Conor,0.3,2,0,5.8,False,22.4,100,,,57,0,0,0,85242.jpg,1.5,0,0,Hourihane,0.1,False,,a,2,7,0.0,3,1820,66,12018,516,0.1,0.5,Hourihane,0,1.58,1.6960000000000002,1.7719999999999998,0.2771929824561404,0.661789175100879,1.1111111111111112
29,1,1,79,,,2,114283,-1,1,-1,1,143.1,0,3,1.0,1.5,2,Jack,2.0,6,0,30.8,False,112.8,450,,,59,0,0,0,114283.jpg,2.8,0,0,Grealish,4.2,False,,a,2,7,52.0,14,86107,2795,189799,24520,0.3,2.3,Grealish,2,2.7,2.4240000000000004,2.318,0.4576271186440678,1.1115724089500347,5.0
30,0,0,33,100.0,100.0,1,193488,0,0,0,0,54.1,0,3,2.0,2.5,3,Anwar,3.0,5,1,24.7,False,55.4,267,,2019-08-04T16:30:15.264156Z,55,0,0,0,193488.jpg,3.2,0,0,El Ghazi,0.4,False,,a,2,7,136.0,13,21314,737,22052,2595,0.5,2.4,El Ghazi,0,3.0500000000000003,2.682,2.5420000000000003,0.5545454545454546,1.3005243697692237,2.966666666666667
31,1,0,68,,,2,122806,0,0,1,-1,105.3,0,3,2.7,3.2,3,John,3.7,6,1,33.6,False,129.4,450,,,56,0,0,0,122806.jpg,4.0,0,0,McGinn,6.5,False,,a,2,7,102.0,20,451784,11976,222664,36745,0.7,3.6,McGinn,0,3.69,3.024,3.396,0.6589285714285714,1.5593095999741131,5.0
32,0,0,0,0.0,0.0,0,174597,0,0,-1,1,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,116,11,995,36,0.0,0.0,Green,0,2.0,2.0,2.0,0.4081632653061224,0.9035079029052512,0.0
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.1,False,,u,2,7,0.0,0,317,21,5658,296,0.0,0.0,Bjarnason,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
34,0,0,11,,,0,221239,0,0,0,0,12.1,0,3,-0.3,0.2,1,Keinan,0.7,1,0,2.2,False,8.0,39,,,45,0,0,0,221239.jpg,1.0,0,0,Davis,0.3,False,,a,2,7,4.0,3,8464,794,12335,1149,0.2,0.7,Davis,0,1.08,1.496,1.584,0.24000000000000002,0.5091168824543143,0.43333333333333335
35,0,0,2,,,0,40564,0,0,-1,1,0.7,0,3,-0.7,-0.2,0,Henri,0.3,0,0,0.5,False,2.0,5,,,44,0,0,0,40564.jpg,1.0,0,0,Lansbury,0.9,False,,a,2,7,2.0,1,57701,11807,21708,4938,0.1,0.2,Lansbury,0,1.24,1.6960000000000002,1.7719999999999998,0.2818181818181818,0.5911468053322672,0.05555555555555555
36,1,0,32,,,2,89274,0,0,-1,1,53.7,0,3,2.3,2.8,3,José Ignacio,3.3,3,0,11.6,False,41.8,245,,,59,0,0,0,89274.jpg,2.4,0,0,Peleteiro Romallo,0.3,False,,a,2,7,21.0,12,9248,447,13548,1426,0.6,2.0,Jota,0,2.36,2.1900000000000004,1.9829999999999999,0.39999999999999997,0.9715966241192895,2.7222222222222223
94,0,0,83,,,2,21205,0,0,0,0,0.0,0,1,4.0,4.5,6,Tom,5.0,6,0,7.8,False,78.6,450,,,45,0,0,0,21205.jpg,3.6,0,11,Heaton,6.7,False,,a,2,7,0.0,18,155510,12044,125027,13210,1.1,4.0,Heaton,0,3.5300000000000002,3.3080000000000007,3.152,0.7844444444444445,1.6640579583923418,5.0
309,0,0,0,50.0,25.0,0,169359,0,0,-1,1,0.0,0,2,-0.5,-0.1,0,Matt,0.0,0,0,0.0,False,0.0,0,Hamstring injury - 50% chance of playing,2019-08-27T21:30:10.743130Z,44,0,0,0,169359.jpg,0.0,0,0,Targett,0.5,False,,d,2,7,0.0,0,1655,20,48100,2439,0.0,0.0,Targett,0,2.3000000000000003,2.3000000000000003,2.3000000000000003,0.5227272727272727,1.0964819776324313,0.0
428,0,3,43,,,2,213345,0,0,0,0,41.8,0,4,3.3,3.8,2,Wesley,4.3,4,1,26.0,False,65.2,427,,,60,0,0,0,213345.jpg,3.4,0,0,Moraes,1.8,False,,a,2,7,152.0,17,143940,4190,101734,23633,0.7,2.8,Wesley,0,3.21,2.7079999999999997,2.5309999999999997,0.535,1.3104770123890004,4.7444444444444445
429,0,0,0,100.0,100.0,0,79852,0,0,-1,1,0.0,0,1,-1.0,-0.5,0,Jed,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.959066Z,44,0,0,0,79852.jpg,0.0,0,0,Steer,0.1,False,,a,2,7,0.0,0,595,94,3088,225,0.0,0.0,Steer,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
445,1,3,113,,,2,149484,0,0,1,-1,25.7,0,2,3.7,4.2,5,Tyrone,4.7,6,0,19.8,False,164.4,450,,,46,0,0,0,149484.jpg,4.2,0,0,Mings,5.8,False,,a,2,7,8.0,21,331974,40905,93243,13520,1.0,4.6,Mings,1,3.85,3.14,3.4339999999999997,0.8369565217391305,1.7950717558626041,5.0
452,0,0,0,100.0,100.0,0,199798,0,0,-1,1,0.0,0,2,-1.0,-0.5,0,Ezri,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.970602Z,44,0,0,0,199798.jpg,0.0,0,0,Konsa Ngoyo,0.1,False,,a,2,7,0.0,0,536,47,2036,183,0.0,0.0,Konsa,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
455,0,4,95,,,2,108156,0,0,0,0,2.5,1,2,5.0,5.5,7,Bjorn,6.0,6,0,12.2,False,107.4,450,,,45,0,0,0,108156.jpg,4.0,0,0,Engels,0.8,False,,a,2,7,11.0,20,51099,22501,14257,4504,1.3,4.4,Engels,0,3.69,2.942,2.6359999999999997,0.82,1.7394826817189069,5.0
458,0,0,44,,,2,203368,0,0,-1,1,28.0,0,2,3.0,3.5,6,Frédéric,4.0,1,0,9.9,False,42.0,264,,,44,0,0,0,203368.jpg,4.0,0,0,Guilbert,0.7,False,,a,2,7,29.0,12,31216,6509,23831,2584,0.9,2.7,Guilbert,2,3.54,2.696,2.622,0.8045454545454545,1.6876287829646983,2.933333333333333
465,0,0,-6,100.0,0.0,1,148508,0,0,-2,2,34.7,0,3,-1.0,0.0,0,Mahmoud Ahmed,0.0,3,0,18.7,False,27.0,282,,2019-08-31T16:30:09.941826Z,53,0,0,0,148508.jpg,0.8,1,0,Ibrahim Hassan,1.2,False,,a,2,7,128.0,3,40874,942,160264,9862,0.0,0.6,Trézéguet,1,1.31,1.6079999999999999,1.516,0.24716981132075475,0.5690276380196209,3.1333333333333333
470,0,2,56,,,2,230046,0,0,1,-1,40.5,0,3,1.0,1.5,1,Douglas Luiz,2.0,4,1,13.7,False,79.6,267,,,46,0,0,0,230046.jpg,3.2,0,0,Soares de Paulo,4.9,False,,a,2,7,16.0,16,379349,14318,130279,24636,0.4,3.5,Douglas Luiz,1,3.04,2.496,2.1439999999999992,0.6608695652173914,1.417407308525277,2.966666666666667
474,0,0,0,,,0,88175,0,0,-1,1,0.0,0,1,-1.0,-0.5,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,518,83,2189,155,0.0,0.0,Kalinic,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
491,0,0,13,,,1,184704,0,0,-1,1,1.3,0,3,0.0,0.5,3,Marvelous,1.0,0,0,1.5,False,13.4,80,,,44,0,0,0,184704.jpg,3.0,0,0,Nakamba,0.6,False,,a,2,7,0.0,3,32279,16211,13282,3602,0.2,0.7,Nakamba,0,2.61,2.122,2.122,0.5931818181818181,1.244268678965498,0.8888888888888888
58,0,0,67,100.0,100.0,0,56917,0,0,0,0,21.4,0,2,1.3,1.3,2,Steve,1.3,9,0,14.8,False,118.6,450,,2019-07-30T11:30:12.364426Z,50,0,0,0,56917.jpg,1.6,0,0,Cook,0.2,False,,a,3,91,8.0,8,4955,876,6509,744,0.3,1.6,Steve Cook,0,1.69,1.8400000000000003,1.8399999999999999,0.33799999999999997,0.7557909763949289,5.0
59,0,0,74,,,0,126184,0,0,-1,1,24.2,0,2,1.3,1.3,2,Nathan,1.3,9,0,21.4,False,119.0,450,,,49,0,0,0,126184.jpg,1.4,0,0,Aké,11.7,False,,a,3,91,71.0,7,88615,9631,466270,32509,0.3,1.4,Aké,1,1.53,1.778,1.7780000000000005,0.31224489795918364,0.6911835457225172,5.0
60,0,0,18,0.0,0.0,0,41320,0,0,-1,1,29.6,0,2,0.0,0.0,0,Charlie,0.3,2,0,5.2,False,22.4,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,44,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,,i,3,91,0.0,3,2966,18,12065,852,0.1,0.7,Daniels,0,1.6,1.8900000000000001,1.8060000000000005,0.36363636363636365,0.7627700713964739,1.4
61,0,2,53,100.0,75.0,0,223911,0,0,0,0,2.5,1,2,1.0,0.8,1,Chris,1.0,7,1,16.6,False,91.6,271,,2019-09-10T14:00:13.321043Z,45,0,0,0,223911.jpg,3.2,0,0,Mepham,1.4,False,,a,3,91,72.0,13,82678,1297,61396,5377,0.2,2.9,Mepham,0,3.0700000000000003,3.0900000000000003,3.0900000000000007,0.6822222222222223,1.4472118788284674,3.011111111111111
62,0,0,0,25.0,0.0,0,15149,-1,1,-1,1,0.0,0,2,0.0,0.0,0,Simon,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 25% chance of playing,2019-06-25T11:30:06.976202Z,44,0,0,0,15149.jpg,0.0,0,0,Francis,0.0,False,,d,3,91,0.0,0,109,14,358,27,0.0,0.0,Francis,0,2.4,2.4,2.3999999999999995,0.5454545454545454,1.1441551070947107,0.0
63,0,0,39,0.0,50.0,0,54469,-1,1,-1,1,10.0,0,2,0.3,0.3,0,Adam,0.7,7,0,9.9,False,26.6,310,Hamstring injury - Unknown return date,2019-08-31T17:30:17.323480Z,44,0,0,0,54469.jpg,1.2,0,0,Smith,0.8,False,,i,3,91,63.0,5,9080,117,52166,6411,0.2,1.1,Adam Smith,1,1.37,1.634,1.634,0.31136363636363634,0.6531218736332307,3.4444444444444446
64,0,0,0,50.0,0.0,0,235530,0,0,-1,1,0.0,0,2,0.0,0.0,0,Lloyd,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 50% chance of playing,2019-08-04T16:00:15.955778Z,44,0,0,0,235530.jpg,0.0,0,0,Kelly,0.1,False,,d,3,91,0.0,0,687,69,3748,190,0.0,0.0,Kelly,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
65,1,0,38,,,0,171129,1,-1,1,-1,48.4,0,2,1.7,1.7,5,Diego,1.7,2,0,10.4,False,52.4,180,,,41,0,0,0,171129.jpg,3.5,0,0,Rico,9.0,False,,a,3,91,3.0,7,404523,101710,185254,14077,0.4,1.8,Rico,0,2.7800000000000002,1.9480000000000004,1.9480000000000004,0.678048780487805,1.3729441393429298,2.0
66,0,0,0,,,0,222434,0,0,0,0,0.0,0,2,0.0,0.0,0,Jack,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,222434.jpg,0.0,0,0,Simpson,7.1,False,,a,3,91,0.0,0,84051,11025,146572,13367,0.0,0.0,Simpson,0,2.0,2.0,2.0,0.5,1.0,0.0
