id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,form 10,value,valuePoints metric,team_name
1,2,1,125,100.0,100.0,2,69140,0,0,-4,4,14.6,0,2,6.2,6.2,6,Shkodran,5.7,7,0,26.7,False,148.2,530,,2020-01-27T22:30:15.833744Z,51,0,0,0,69140.jpg,3.6,0,0,Mustafi,0.4,False,,a,1,3,103.0,25,12175,1606,35332,521,1.1,4.9,Mustafi,0,6.9444444444444455,22.74059890969693,3.274646242996358,3.5512332405165616,3.5828352779941683,0.6420874986267369,1.4500377288377613,Arsenal
2,0,3,102,100.0,100.0,2,98745,0,0,-1,1,34.9,0,2,7.8,7.8,6,Héctor,7.3,8,1,18.0,False,109.8,532,,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,3.8,0,0,Bellerín,0.9,False,,a,1,3,34.0,23,94040,15378,46438,2658,1.4,4.3,Bellerín,2,6.052631578947369,15.756526855382814,2.6032522630632475,3.6794551908054274,3.6792685378304917,0.4820837524191199,1.1202614067578585,Arsenal
3,2,1,219,100.0,50.0,2,111457,0,0,-3,3,156.3,0,2,0.5,0.2,0,Sead,0.0,18,0,41.2,False,190.0,1086,,2020-01-15T13:30:21.603499Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.5,False,,a,1,3,67.0,34,55346,122,126152,339,0.0,6.5,Kolasinac,3,16.19047619047619,44.28706005144287,2.7353772384714703,3.6732300601834,2.7203169630083983,0.5260340843214366,1.1995422714156596,Arsenal
4,2,3,216,100.0,100.0,3,154043,0,0,-4,4,155.4,1,2,0.5,0.5,0,Ainsley,0.0,19,0,44.9,False,261.8,1210,,2019-09-22T18:00:10.824841Z,46,0,0,0,154043.jpg,2.6,1,0,Maitland-Niles,2.4,False,,a,1,3,37.0,36,589573,391,617375,3960,0.0,7.8,Maitland-Niles,3,13.846153846153845,38.51869354207975,2.7819056447057595,2.968155497993985,2.814865416723718,0.6047620966751651,1.2970701948794954,Arsenal
5,0,5,286,100.0,100.0,3,39476,0,0,-1,1,31.8,1,2,0.5,0.5,0,Sokratis,0.0,25,2,57.1,False,431.6,1606,,2020-01-18T17:00:22.046513Z,49,0,0,0,39476.jpg,2.9,0,0,Papastathopoulos,1.4,False,,a,1,3,106.0,52,143786,441,186479,2225,0.0,10.6,Sokratis,5,17.931034482758626,51.35007056407264,2.8637539353040498,3.4838192255822813,4.878022193973671,0.5844395786334795,1.2937121562616112,Arsenal
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.2,False,,u,1,3,12.0,10,28144,7,88869,63,0.0,2.0,Monreal,0,3.0303030303030303,10.432121482273343,3.4426000891502038,,,0.6885200178300408,1.5395775637373383,Arsenal
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,610,10,12690,12,0.0,0.0,Koscielny,0,,,,,,,,Arsenal
8,0,0,0,0.0,0.0,0,233963,0,0,-1,1,0.0,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T14:30:21.309535Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,n,1,3,0.0,0,1093,8,4839,44,0.0,0.0,Mavropanos,0,,,,,,,,Arsenal
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,425,9,2592,14,0.0,0.0,Jenkinson,0,,,,,,,,Arsenal
10,0,0,13,100.0,100.0,0,156074,0,0,0,0,0.4,0,2,0.8,0.8,0,Rob,0.3,3,0,1.6,False,13.4,85,,2019-12-09T10:00:19.335279Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,a,1,3,2.0,2,11939,108,14472,191,0.1,0.4,Holding,0,2.0,3.935200178300408,1.967600089150204,1.9063506169289788,1.9063506169289788,0.4372444642556009,0.9275355771342431,Arsenal
