id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,value,valuePoints metric,team_name
469,2,3,130,0.0,0.0,1,182539,0,0,-2,2,183.0,1,3,0.0,0.0,0,Daniel,0.0,10,0,42.9,False,150.0,659,Hamstring injury - Expected back 21 Dec,2019-11-06T17:30:16.584319Z,53,0,0,0,182539.jpg,2.5,0,0,Ceballos Fernández,3.6,False,,i,1,3,96.0,27,995061,40,1095813,6555,0.0,5.1,Ceballos,0,10.8,27.714797868186217,2.5661849877950202,,0.4841858467537774,1.1146795284934428,Arsenal
488,3,4,151,100.0,100.0,1,195735,0,0,-4,4,304.5,1,3,2.7,3.7,12,Nicolas,3.2,16,2,88.3,False,234.6,916,,2019-08-09T09:30:12.533555Z,91,0,0,0,195735.jpg,3.2,0,0,Pépé,2.3,False,,a,1,3,341.0,45,209961,1315,422236,2609,0.4,4.9,Pépé,2,14.0625,54.06567237852179,3.8446700358059935,3.562095462957465,0.4224912127259334,1.274495706528167,Arsenal
489,0,0,18,100.0,100.0,1,200641,0,0,-2,2,51.9,0,3,-0.3,0.7,1,Reiss,0.2,2,0,14.7,False,27.4,152,,2019-10-07T15:00:21.389844Z,53,0,0,0,200641.jpg,1.2,0,0,Nelson,0.1,False,,a,1,3,67.0,6,7610,37,13906,65,0.0,1.1,Nelson,1,5.0,7.867893388906512,1.5735786777813023,1.2322474812243875,0.29690163731722685,0.6835188994320096,Arsenal
490,0,0,76,100.0,100.0,1,200089,-1,1,-2,2,95.8,0,3,0.5,1.5,0,Joseph,1.0,9,0,28.9,False,74.0,482,,2019-09-07T11:30:17.190466Z,48,0,0,0,200089.jpg,1.4,0,0,Willock,0.2,False,,a,1,3,118.0,17,23792,102,27556,271,0.2,3.5,Willock,0,12.142857142857144,24.09345537305868,1.98416691307542,2.6485388686126465,0.4133681068907125,0.9056441467889997,Arsenal
504,1,1,51,,,0,444145,0,0,0,0,17.0,0,4,2.7,3.7,7,Gabriel Teodoro,3.2,3,1,16.7,False,54.2,186,,,45,0,0,0,444145.jpg,2.0,0,0,Martinelli Silva,1.6,False,,a,1,3,96.0,16,167561,6221,151516,3095,0.7,3.6,Martinelli,1,8.0,12.854074074074076,1.6067592592592594,2.9274971754698047,0.3570576131687243,0.7574335786376643,Arsenal
515,0,0,51,25.0,100.0,0,192895,0,0,-1,1,75.1,0,2,0.0,1.0,1,Kieran,0.5,6,0,16.3,False,56.0,296,Shoulder injury - 25% chance of playing,2019-12-09T22:00:21.790216Z,54,0,0,0,192895.jpg,1.0,0,0,Tierney,0.7,False,,d,1,3,31.0,5,71710,250,81665,3642,0.1,0.9,Tierney,1,5.0,11.671573555626047,2.3343147111252094,2.0576495698714328,0.43228050206022395,1.004529111221657,Arsenal
541,1,0,44,100.0,100.0,1,223340,0,0,0,0,96.2,0,3,-0.3,0.7,0,Bukayo,0.2,4,0,26.0,False,68.4,354,,2019-11-22T10:00:21.980433Z,45,0,0,0,223340.jpg,1.9,0,0,Saka,0.6,False,,a,1,3,94.0,13,115902,366,77023,1999,0.0,2.9,Saka,1,6.842105263157895,17.115401869419827,2.5014818116844357,1.2537002703246591,0.5558848470409857,1.1792098347045832,Arsenal
22,1,5,102,,,0,37339,0,0,-3,3,154.0,0,2,0.7,0.2,0,Ahmed,1.2,15,0,31.4,False,133.0,431,,,42,0,0,0,37339.jpg,1.6,0,0,El Mohamady,0.9,False,,a,2,7,26.0,13,48104,2386,119999,1059,0.3,3.1,El Mohamady,0,8.125,19.14387397767856,2.356169104945053,2.4711344889364164,0.5609926440345364,1.1496928006974787,Aston Villa
23,0,0,0,100.0,100.0,0,43252,0,0,-2,2,0.0,0,2,-0.5,-1.0,0,James,0.0,0,0,0.0,False,0.0,0,,2019-08-08T17:00:13.859858Z,43,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,a,2,7,0.0,0,967,74,6454,61,0.0,0.0,Chester,0,,,,,,,Aston Villa
24,0,0,98,,,2,47390,0,0,-1,1,28.5,0,2,-0.3,-0.8,0,Neil,0.2,12,0,15.6,False,99.8,613,,,44,0,0,0,47390.jpg,2.1,0,0,Taylor,0.3,False,,a,2,7,27.0,17,17945,121,21796,308,0.0,3.9,Taylor,1,8.095238095238095,15.374086350844028,1.8991518433395564,2.330356270984563,0.43162541894080825,0.9053851169605365,Aston Villa
25,0,0,0,100.0,100.0,0,123354,0,0,-1,1,0.0,0,2,-0.5,-1.0,0,Kortney,0.0,0,0,0.0,False,0.0,0,,2019-08-15T13:00:13.496241Z,44,0,0,0,123354.jpg,0.0,0,0,Hause,0.1,False,,a,2,7,0.0,0,741,6,3724,49,0.0,0.0,Hause,0,,,,,,,Aston Villa
26,0,0,7,100.0,100.0,0,54764,0,0,-1,1,0.0,0,4,-0.5,-1.0,0,Jonathan,0.0,4,0,0.4,False,2.0,20,,2019-10-03T12:30:10.314025Z,54,0,0,0,54764.jpg,1.0,0,0,Kodjia,0.1,False,,a,2,7,2.0,2,3144,45,25700,107,0.0,0.4,Kodjia,0,2.0,2.0,1.0,,0.18518518518518517,0.4303314829119352,Aston Villa
27,0,0,13,100.0,100.0,0,98770,0,0,-2,2,0.0,0,1,-0.1,-0.6,0,Ørjan,0.4,2,0,2.3,False,22.8,82,,2019-07-30T15:00:08.973693Z,43,0,0,0,98770.jpg,2.0,0,3,Nyland,0.2,False,,a,2,7,0.0,2,3694,52,8677,116,0.1,0.5,Nyland,0,1.0,2.527975372751321,2.527975372751321,,0.5879012494770515,1.2190979781328966,Aston Villa
28,2,4,135,,,2,85242,0,0,-3,3,164.1,2,3,2.9,2.4,0,Conor,3.4,11,2,47.3,False,160.6,578,,,57,0,0,0,85242.jpg,3.6,0,0,Hourihane,0.2,False,,a,2,7,149.0,36,10200,328,18868,478,0.6,6.3,Hourihane,2,10.0,30.62808658002645,3.0628086580026457,3.1641198284517933,0.5373348522811658,1.282869376754051,Aston Villa
29,4,7,281,100.0,100.0,3,114283,0,0,0,0,468.1,1,3,4.1,3.6,6,Jack,4.6,24,4,123.2,False,431.8,1253,,2019-10-26T18:30:22.524063Z,60,0,0,0,114283.jpg,4.7,0,0,Grealish,6.8,False,,a,2,7,331.0,66,480459,72743,401958,5972,0.8,11.0,Grealish,4,14.042553191489361,60.86982686021052,4.334669488530143,3.8906969277338095,0.7224449147550239,1.7696214084182984,Aston Villa
30,4,0,177,100.0,75.0,3,193488,0,0,0,0,252.9,0,3,2.7,1.7,2,Anwar,3.2,18,3,90.1,False,273.6,942,,2019-12-01T18:30:17.584307Z,55,0,0,0,193488.jpg,3.9,0,0,El Ghazi,1.1,False,,a,2,7,376.0,54,194767,2748,154159,3931,0.6,9.8,El Ghazi,1,13.846153846153848,52.6439033558201,3.802059686809229,3.9271128494670733,0.6912835794198599,1.621203697709031,Aston Villa
31,2,4,234,,,3,122806,0,0,3,-3,335.5,0,3,1.5,1.0,1,John,2.0,28,3,108.3,False,373.0,1440,,,58,0,0,0,122806.jpg,3.6,0,0,McGinn,9.2,False,,a,2,7,375.0,58,1255729,4032,841346,34197,0.3,10.0,McGinn,2,16.11111111111111,59.03471562172986,3.6642237282453016,2.165671478565144,0.6317627117664313,1.5214860890179558,Aston Villa
32,0,0,0,0.0,0.0,0,174597,0,0,-1,1,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,249,9,1262,6,0.0,0.0,Green,0,,,,,,,Aston Villa
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.0,False,,u,2,7,0.0,0,542,29,7192,32,0.0,0.0,Bjarnason,0,,,,,,,Aston Villa
34,0,0,16,0.0,0.0,0,221239,0,0,-1,1,23.3,0,3,0.0,0.0,0,Keinan,0.0,1,0,8.2,False,14.4,74,Hamstring injury - Expected back 21 Dec,2019-10-30T23:30:12.401435Z,44,0,0,0,221239.jpg,1.0,0,0,Davis,0.2,False,,i,2,7,46.0,6,13386,84,25009,326,0.0,1.4,Davis,0,6.0,10.591963059126982,1.7653271765211638,,0.4012107219366281,0.8415867102957398,Aston Villa
35,0,0,14,100.0,100.0,0,40564,0,0,-1,1,22.0,0,3,0.1,-0.4,0,Henri,0.6,1,0,3.5,False,6.4,40,,2019-11-08T18:00:15.526636Z,44,0,0,0,40564.jpg,1.0,0,0,Lansbury,0.5,False,,a,2,7,5.0,5,67517,162,53251,725,0.1,1.1,Lansbury,0,5.0,5.959969215939151,1.1919938431878303,1.2896632663739258,0.2709076916335978,0.5682607680453367,Aston Villa
36,1,0,35,100.0,100.0,2,89274,0,0,-2,2,54.8,0,3,-0.3,-0.8,0,José Ignacio,0.2,3,0,13.5,False,42.0,259,,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,2.2,0,0,Peleteiro Romallo,0.1,False,,a,2,7,39.0,13,11013,97,23987,100,0.0,2.2,Jota,0,5.909090909090907,12.334037692911256,2.087298686492674,0.9536090164046199,0.35987908387804723,0.8667036050893262,Aston Villa
94,0,0,264,100.0,100.0,3,21205,0,0,0,0,0.3,0,1,1.7,1.2,1,Tom,2.2,26,0,40.2,False,403.0,1350,,2019-11-10T16:00:17.137818Z,45,1,0,0,21205.jpg,2.8,0,53,Heaton,5.3,False,,a,2,7,0.0,42,241313,3414,291663,3120,0.5,9.3,Heaton,0,15.000000000000002,37.919630591269815,2.527975372751321,1.5671719892046547,0.5617723050558491,1.191699019163366,Aston Villa
309,2,9,211,75.0,100.0,2,169359,0,0,-1,1,214.9,1,2,1.7,1.8,-1,Matt,2.8,16,1,49.8,False,254.6,813,Knock - 75% chance of playing,2019-12-09T10:30:13.572626Z,44,0,0,0,169359.jpg,4.0,0,0,Targett,1.1,False,,d,2,7,28.0,40,70070,5332,78783,2953,0.6,9.1,Targett,2,10.0,33.78790187566136,3.3787901875661364,2.1693206093739805,0.7679068608104854,1.6107750203772044,Aston Villa
428,1,7,144,100.0,100.0,4,213345,0,0,-2,2,133.5,1,4,1.1,0.6,1,Wesley,1.6,24,4,84.7,False,241.8,1374,,2019-10-19T19:00:18.658995Z,58,0,1,0,213345.jpg,3.4,0,0,Moraes,1.8,False,,a,2,7,485.0,54,377827,1722,344520,7898,0.3,9.3,Wesley,2,15.882352941176471,56.85407407407407,3.5797009602194785,2.32048944399874,0.6171898207274963,1.4863899198716015,Aston Villa
429,0,0,3,0.0,0.0,0,79852,0,0,-1,1,0.0,0,1,0.0,0.0,0,Jed,0.2,0,0,0.0,False,0.0,7,Achilles injury - Unknown return date,2019-11-10T16:00:17.790777Z,44,0,0,0,79852.jpg,1.0,0,0,Steer,0.1,False,,i,2,7,0.0,1,1005,16,5450,88,0.0,0.2,Steer,0,1.0,1.527975372751321,1.527975372751321,,0.3472671301707547,0.7284336776034868,Aston Villa
445,1,3,274,75.0,,3,149484,0,0,0,0,60.4,0,2,1.7,1.8,0,Tyrone,2.8,25,1,52.5,False,412.0,1372,Hamstring injury - 75% chance of playing,2019-12-08T16:00:13.818311Z,45,0,0,0,149484.jpg,2.7,0,0,Mings,4.9,False,,d,2,7,52.0,43,463405,4501,277597,14039,0.6,9.6,Mings,3,15.925925925925926,37.06257075122474,2.3271846750769023,1.5934950082147186,0.5171521500170894,1.09704537654686,Aston Villa
452,1,0,84,100.0,100.0,1,199798,0,0,-2,2,22.2,0,2,1.9,1.4,3,Ezri,2.4,11,0,19.1,False,147.0,465,,2019-08-05T15:00:10.970602Z,43,0,0,0,199798.jpg,2.2,0,0,Konsa Ngoyo,0.1,False,,a,2,7,21.0,13,2099,434,3577,93,0.6,3.0,Konsa,0,5.909090909090907,10.37392854942279,1.7555879083638568,1.4620247958060093,0.4082762577590365,0.8466196674976372,Aston Villa
455,0,4,184,100.0,100.0,3,108156,0,0,0,0,5.2,1,2,-0.3,-0.8,1,Bjorn,0.2,20,0,25.1,False,220.4,1041,,2019-11-26T01:30:25.806514Z,45,0,0,0,108156.jpg,2.7,0,0,Engels,0.7,False,,a,2,7,23.0,32,91424,236,67633,1091,0.0,7.1,Engels,1,11.851851851851851,28.057485899274912,2.367350372751321,0.2708757477186019,0.5260778606114047,1.1159796680113068,Aston Villa
458,2,2,193,100.0,100.0,4,203368,0,0,-1,1,128.5,1,2,1.3,0.8,1,Frédéric,1.8,15,0,40.5,False,243.4,1064,,2019-12-01T19:30:19.368861Z,44,0,0,0,203368.jpg,3.0,0,0,Guilbert,0.8,False,,a,2,7,33.0,39,78436,901,61981,1230,0.4,8.9,Guilbert,5,13.0,29.97182799391533,2.30552523030118,1.7012642325300271,0.5239830068866318,1.0991160278270018,Aston Villa
465,1,2,106,100.0,100.0,1,148508,0,0,-3,3,123.8,0,3,3.3,2.8,1,Mahmoud Ahmed,3.8,18,3,78.7,False,230.4,870,,2019-08-31T16:30:09.941826Z,52,0,0,0,148508.jpg,2.7,1,0,Ibrahim Hassan,1.6,False,,a,2,7,436.0,38,122176,4388,217909,4194,0.7,7.3,Trézéguet,2,14.074074074074073,34.21176520042132,2.4308359484509885,2.9675026802570925,0.4674684516251901,1.0659920811043737,Aston Villa
470,0,2,153,,,4,230046,0,0,0,0,65.0,0,3,1.5,1.0,2,Douglas Luiz,2.0,16,2,42.6,False,176.0,847,,,45,0,0,0,230046.jpg,2.7,0,0,Soares de Paulo,3.8,False,,a,2,7,184.0,38,538992,4233,361146,7046,0.4,8.4,Douglas Luiz,1,14.074074074074073,31.357691126347238,2.2280464747667783,2.277405839262244,0.49512143883706183,1.0503111807375805,Aston Villa
474,0,0,0,,,0,88175,0,0,-1,1,0.0,0,1,-0.5,-1.0,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,1189,19,3805,62,0.0,0.0,Kalinic,0,,,,,,,Aston Villa
491,0,0,135,,,1,184704,0,0,-1,1,98.2,0,3,0.1,-0.4,0,Marvelous,0.6,18,0,29.7,False,177.2,830,,,44,0,0,0,184704.jpg,1.8,0,0,Nakamba,1.1,False,,a,2,7,20.0,18,121635,431,73437,1988,0.1,4.1,Nakamba,2,10.0,19.2199384318783,1.92199384318783,0.987345673735062,0.43681678254268863,0.9162746131199777,Aston Villa
58,0,5,242,0.0,0.0,3,56917,0,0,0,0,35.1,2,2,0.0,0.0,0,Steve,2.5,20,1,49.7,False,355.2,1260,Wrist Injury - Unknown return date,2019-12-03T21:30:11.928847Z,50,0,0,0,56917.jpg,3.1,0,0,Cook,0.3,False,,i,3,91,105.0,43,34553,20,32734,3280,0.5,8.6,Steve Cook,2,13.870967741935484,40.91401932629061,2.9496153467790904,2.5399194351140757,0.5899230693558181,1.3191080845749323,Bournemouth
59,1,5,290,75.0,,3,126184,0,0,0,0,64.3,0,2,0.5,0.2,1,Nathan,1.2,21,1,58.6,False,353.4,1384,Hamstring injury - 75% chance of playing,2019-12-07T17:00:19.171927Z,50,0,0,0,126184.jpg,3.1,0,0,Aké,12.2,False,,d,3,91,169.0,50,503062,1104,840059,54596,0.2,10.0,Aké,1,16.129032258064516,50.426189569760815,3.1264237533251715,2.295392164773684,0.6252847506650343,1.3981792077810236,Bournemouth
60,0,0,18,0.0,0.0,0,41320,0,0,-2,2,29.6,0,2,0.0,0.0,0,Charlie,0.0,2,0,5.2,False,22.4,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,43,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,,i,3,91,0.0,3,3143,11,16201,67,0.0,0.7,Daniels,0,2.0,4.9457423214651595,2.4728711607325784,,0.5750863164494369,1.1925243674155015,Bournemouth
61,0,2,78,100.0,100.0,0,223911,0,0,-2,2,3.9,1,2,0.3,-0.2,1,Chris,0.8,11,1,23.1,False,133.8,451,,2019-10-04T11:30:13.479244Z,43,0,0,0,223911.jpg,2.7,0,0,Mepham,0.8,False,,a,3,91,93.0,16,84951,93,100880,472,0.2,3.7,Mepham,0,5.925925925925926,17.87627354508195,3.0166211607325786,2.472733034458951,0.7015398048215299,1.454743901970663,Bournemouth
62,0,0,29,100.0,100.0,0,15149,0,0,-1,1,23.6,0,2,-0.7,-1.2,1,Simon,-0.2,6,0,10.5,False,45.0,188,,2019-11-23T17:00:22.119134Z,44,0,0,0,15149.jpg,0.3,1,0,Francis,0.0,False,,a,3,91,36.0,2,1201,70,1179,26,0.0,0.5,Francis,0,6.666666666666668,8.085807738217191,1.2128711607325784,,0.27565253653013144,0.5782136386666956,Bournemouth
