id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 10,form 5,value,valuePoints metric,team_name
1,1,0,49,100.0,100.0,0,69140,-1,1,-4,4,2.4,0,2,0.7,1.2,2,Shkodran,0.7,5,0,13.3,False,56.8,260,,2019-11-28T23:00:21.541666Z,51,0,0,0,69140.jpg,2.0,0,0,Mustafi,0.3,False,,a,1,3,73.0,8,8791,88,33751,86,0.1,1.6,Mustafi,0,4.0,12.21358699244326,3.0533967481108144,,3.7240690341467433,0.5987052447276107,1.352066805793329,Arsenal
2,0,0,26,100.0,50.0,0,98745,0,0,-1,1,22.7,0,2,0.0,0.2,0,Héctor,0.0,6,0,6.9,False,30.8,262,,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,0.3,0,0,Bellerín,0.2,False,,a,1,3,15.0,1,35270,184,38039,108,0.0,0.2,Bellerín,2,3.333333333333333,4.719169209031182,1.4157507627093544,1.0001675837379789,,0.262176067168399,0.6092421251504198,Arsenal
3,2,1,219,0.0,50.0,2,111457,0,0,-3,3,156.3,0,2,0.6,0.8,0,Sead,1.2,18,0,41.2,False,190.0,1086,Thigh injury - Expected back 16 Feb,2020-01-15T13:30:21.603499Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.6,False,,i,1,3,67.0,34,55120,36,121919,1233,0.2,6.5,Kolasinac,3,16.19047619047619,45.22856118422028,2.7935287790253707,2.794574579684025,3.089074237488163,0.5372170728894944,1.2250434089045876,Arsenal
4,2,3,216,100.0,100.0,3,154043,0,0,-4,4,155.4,1,2,2.7,3.2,2,Ainsley,2.7,19,0,44.9,False,261.8,1210,,2019-09-22T18:00:10.824841Z,46,0,0,0,154043.jpg,2.6,1,0,Maitland-Niles,2.7,False,,a,1,3,37.0,36,584890,1438,594277,3168,0.6,7.8,Maitland-Niles,3,13.846153846153845,39.323870751495036,2.8400573320524205,2.8213293563987096,2.7770697105725013,0.6174037678374827,1.3241835589085198,Arsenal
5,0,5,286,75.0,100.0,3,39476,0,0,-1,1,31.8,1,2,2.4,3.7,0,Sokratis,3.2,25,2,57.1,False,431.6,1606,Illness - 75% chance of playing,2020-01-18T17:00:22.046513Z,49,0,0,0,39476.jpg,2.9,0,0,Papastathopoulos,1.5,False,,d,1,3,106.0,52,137898,233,171357,5558,0.7,10.6,Sokratis,5,17.931034482758626,52.392772296857395,2.9219046088632004,4.1258533629656,5.442479739842165,0.5963070630333062,1.3199819528215893,Arsenal
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,,u,1,3,12.0,10,28107,3,88573,42,0.0,2.0,Monreal,0,3.0303030303030303,10.6083356445738,3.5007507627093544,,,0.7001501525418709,1.5655833355404702,Arsenal
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,560,3,12620,8,0.0,0.0,Koscielny,0,,,,,,,,Arsenal
8,0,0,0,0.0,0.0,0,233963,0,0,-1,1,0.0,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T14:30:21.309535Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,n,1,3,0.0,0,1064,5,4624,50,0.0,0.0,Mavropanos,0,,,,,,,,Arsenal
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,392,4,2543,6,0.0,0.0,Jenkinson,0,,,,,,,,Arsenal
10,0,0,9,100.0,100.0,0,156074,0,0,0,0,0.4,0,2,0.0,0.5,0,Rob,0.0,2,0,1.1,False,8.4,76,,2019-12-09T10:00:19.335279Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,a,1,3,2.0,1,11086,78,13567,103,0.0,0.2,Holding,0,1.0,2.0257507627093547,2.0257507627093547,,,0.45016683615763436,0.9549480675370703,Arsenal
