id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,prior,value,valuePoints_metric,games_played
102,2,0,446,,,8,40145,0,0,0,0,309.7,0,3,,,0,Jack,0.0,63,1,104.3,False,491.4,3312,,,50,0,0,0,40145.jpg,2.4,0,0,Cork,0.3,False,,a,5,90,240.0,87,0,0,0,0,0.0,0.0,Cork,6,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.48,1.0733126291998991,36.8
120,0,0,0,,,0,61603,0,0,0,0,0.0,0,3,,,0,Daniel,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,61603.jpg,0.0,0,0,Drinkwater,1.5,False,,a,5,90,0.0,0,0,0,0,0,0.0,0.0,Drinkwater,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
430,1,2,133,,,3,17349,0,0,0,0,121.2,0,3,,,0,Aaron,0.0,22,1,38.0,False,151.6,1214,,,50,0,0,0,17349.jpg,2.6,0,0,Lennon,0.1,False,,a,5,90,108.0,41,0,0,0,0,0.0,0.0,Lennon,1,2.6,"[  9.48227267e-04   9.54398889e-04   9.60586664e-04 ...,   3.78161774e-08
   3.69401666e-08   3.60835465e-08]",0.52,1.1627553482998907,13.488888888888889
447,0,0,0,,,0,39487,0,0,0,0,0.0,0,2,,,0,Erik,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,39487.jpg,0.0,0,0,Pieters,0.2,False,,a,5,90,0.0,0,0,0,0,0,0.0,0.0,Pieters,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
451,0,0,0,,,0,44683,0,0,0,0,0.0,0,4,,,0,Jay,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,44683.jpg,0.0,0,0,Rodriguez,0.5,False,,a,5,90,0.0,0,0,0,0,0,0.0,0.0,Rodriguez,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.3333333333333333,0.816496580927726,0.0
495,0,0,0,,,0,220037,0,0,0,0,0.0,0,1,,,0,Bailey,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,220037.jpg,0.0,0,0,Peacock-Farrell,0.1,False,,a,5,90,0.0,0,0,0,0,0,0.0,0.0,Peacock-Farrell,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
103,8,21,702,,,14,82263,0,0,0,0,520.1,0,2,,,0,Marcos,0.0,28,2,161.7,False,619.0,2759,,,65,0,0,0,82263.jpg,5.2,0,0,Alonso,4.9,False,,a,6,8,475.0,161,0,0,0,0,0.0,0.0,Alonso,6,5.2,"[  6.82538852e-05   6.91461139e-05   7.00482548e-05 ...,   6.51509544e-06
   6.40567527e-06   6.29793536e-06]",0.8,2.039607805437114,30.655555555555555
104,2,9,609,0.0,,12,102380,0,0,0,0,143.6,0,2,,,0,Antonio,0.0,35,1,98.5,False,566.8,2871,Knee injury - Unknown return date,2019-06-25T11:30:07.053434Z,60,0,0,0,102380.jpg,3.5,0,0,Rüdiger,0.1,False,,i,6,8,273.0,116,0,0,0,0,0.0,0.0,Rüdiger,7,3.5,"[  4.49292980e-04   4.53235878e-04   4.57201948e-04 ...,   2.64824666e-07
   2.59272717e-07   2.53830817e-07]",0.5833333333333334,1.4288690166235207,31.9
105,6,11,822,,,16,41328,0,0,0,0,525.1,0,2,,,0,César,0.0,39,1,163.2,False,815.0,3402,,,60,0,0,0,41328.jpg,4.2,0,0,Azpilicueta,9.0,False,,a,6,8,286.0,158,0,0,0,0,0.0,0.0,Azpilicueta,4,4.2,"[  2.23904202e-04   2.26264754e-04   2.28644476e-04 ...,   1.07208547e-06
   1.05144803e-06   1.03118208e-06]",0.7000000000000001,1.7146428199482249,37.8
107,0,1,130,,,2,109533,0,0,0,0,113.8,0,2,,,0,Emerson,0.0,11,0,30.0,False,104.6,660,,,55,0,0,0,109533.jpg,2.2,0,0,Palmieri dos Santos,0.8,False,,a,6,8,81.0,22,0,0,0,0,0.0,0.0,Emerson,0,2.2,"[  1.25943938e-03   1.26636955e-03   1.27330602e-03 ...,   1.51737163e-08
   1.48074027e-08   1.44495712e-08]",0.4,0.938083151964686,7.333333333333333
108,0,0,133,,,3,135363,0,0,0,0,8.4,0,2,,,0,Andreas,0.0,7,0,13.6,False,120.6,615,,,50,0,0,0,135363.jpg,2.8,0,0,Christensen,0.8,False,,a,6,8,6.0,22,0,0,0,0,0.0,0.0,Christensen,1,2.8,"[  8.14076825e-04   8.19785107e-04   8.25512777e-04 ...,   5.90684842e-08
   5.77290215e-08   5.64185226e-08]",0.5599999999999999,1.2521980673998823,6.833333333333333
109,0,0,30,,,1,105700,0,0,0,0,14.7,0,2,,,0,Davide,0.0,0,0,6.1,False,17.4,125,,,45,0,0,0,105700.jpg,2.3,0,0,Zappacosta,0.5,False,,a,6,8,29.0,9,0,0,0,0,0.0,0.0,Zappacosta,0,2.0,"[  1.17618482e-03   1.18295258e-03   1.18972954e-03 ...,   1.91140575e-08
   1.86572826e-08   1.82109682e-08]",0.4444444444444444,0.9428090415820634,1.3888888888888888
110,4,2,169,,,6,44346,0,0,0,0,253.6,0,4,,,0,Olivier,0.0,5,2,94.5,False,183.2,828,,,70,0,0,0,44346.jpg,2.0,0,0,Giroud,2.4,False,,a,6,8,519.0,55,0,0,0,0,0.0,0.0,Giroud,1,2.0,"[  1.43696803e-03   1.44415281e-03   1.45133723e-03 ...,   9.51560819e-09
   9.28124705e-09   9.05243170e-09]",0.2857142857142857,0.7559289460184544,9.2
111,0,7,685,,,14,109745,0,0,0,0,0.1,0,1,,,0,Kepa,0.0,39,0,68.0,False,681.0,3240,,,55,0,0,1,109745.jpg,3.9,0,82,Arrizabalaga,5.5,False,,a,6,8,0.0,142,0,0,0,0,0.0,0.0,Kepa,2,3.9,"[  3.05759763e-04   3.08751642e-04   3.11765002e-04 ...,   5.96567554e-07
   5.84645094e-07   5.72946581e-07]",0.7090909090909091,1.6629655875737615,36.0
112,0,0,45,,,2,20310,0,0,0,0,1.0,0,1,,,0,Willy,0.0,0,0,2.6,False,24.6,180,,,50,0,0,0,20310.jpg,6.5,0,3,Caballero,0.3,False,,a,6,8,0.0,13,0,0,0,0,0.0,0.0,Caballero,0,2.0,"[  1.01816347e-05   1.03483085e-05   1.05174478e-05 ...,   4.75472083e-05
   4.69008396e-05   4.62621012e-05]",0.4,0.8944271909999159,2.0
113,7,6,475,75.0,,11,47431,0,0,0,0,1165.5,0,3,,,0,Willian,0.0,25,3,246.7,False,557.6,2091,Knee injury - 75% chance of playing,2019-07-30T11:00:13.285605Z,70,0,0,0,47431.jpg,3.4,0,0,Borges Da Silva,1.1,False,,d,6,8,742.0,108,0,0,0,0,0.0,0.0,Willian,2,3.4,"[  4.92063126e-04   4.96257286e-04   5.00474683e-04 ...,   2.15024031e-07
   2.10463511e-07   2.05994567e-07]",0.4857142857142857,1.2850792082313727,23.233333333333334
114,2,12,440,,,7,49579,0,0,0,0,503.5,0,3,,,0,Pedro,0.0,19,8,176.5,False,530.2,1768,,,70,0,0,0,49579.jpg,3.6,0,0,Rodríguez Ledesma,3.0,False,,a,6,8,733.0,112,0,0,0,0,0.0,0.0,Pedro,2,3.6,"[  4.09384967e-04   4.13080898e-04   4.16799776e-04 ...,   3.25479256e-07
   3.18735381e-07   3.12123434e-07]",0.5142857142857143,1.360672102833218,19.644444444444446
115,2,6,292,0.0,,5,126187,0,0,0,0,254.9,0,3,,,0,Ruben,0.0,9,6,99.4,False,391.6,980,Achilles injury - Unknown return date,2019-06-25T11:30:07.068350Z,65,0,0,0,126187.jpg,3.3,0,0,Loftus-Cheek,0.1,False,,i,6,8,346.0,79,0,0,0,0,0.0,0.0,Loftus-Cheek,0,3.3,"[  5.37796608e-04   5.42245004e-04   5.46716527e-04 ...,   1.74229469e-07
   1.70491547e-07   1.66829647e-07]",0.5076923076923077,1.2943664919120146,10.88888888888889
116,1,1,83,0.0,,2,209046,0,0,0,0,143.2,0,3,,,0,Callum,0.0,5,0,36.2,False,89.2,388,Achilles injury - Unknown return date,2019-06-25T11:30:07.083018Z,60,0,0,0,209046.jpg,1.8,0,0,Hudson-Odoi,0.2,False,,i,6,8,133.0,18,0,0,0,0,0.0,0.0,Hudson-Odoi,0,2.0,"[  1.62921755e-03   1.63654510e-03   1.64386450e-03 ...,   5.92984414e-09
   5.78090606e-09   5.63556793e-09]",0.3333333333333333,0.816496580927726,4.311111111111111
117,5,5,300,,,7,88894,0,0,0,0,349.0,0,3,,,0,Ross,0.0,13,3,110.0,False,324.0,1231,,,60,0,0,0,88894.jpg,2.9,0,0,Barkley,7.5,False,,a,6,8,429.0,79,0,0,0,0,0.0,0.0,Barkley,1,2.9,"[  7.52201835e-04   7.57665644e-04   7.63150062e-04 ...,   7.36185818e-08
   7.19671644e-08   7.03510328e-08]",0.48333333333333334,1.1839200423452028,13.677777777777777
118,0,4,577,,,16,85955,0,0,0,0,628.4,0,3,,,0,Jorge Luiz,0.0,37,2,144.2,False,691.4,3156,,,50,0,0,0,85955.jpg,2.6,0,0,Frello Filho,4.0,False,,a,6,8,122.0,96,0,0,0,0,0.0,0.0,Jorginho,8,2.6,"[  9.48227267e-04   9.54398889e-04   9.60586664e-04 ...,   3.78161774e-08
   3.69401666e-08   3.60835465e-08]",0.52,1.1627553482998907,35.06666666666667
119,4,3,563,75.0,,14,116594,0,0,0,0,766.3,0,3,,,0,N'Golo,0.0,38,4,186.4,False,683.6,3092,Lack of match fitness - 75% chance of playing,2019-07-22T00:00:07.168993Z,50,0,0,0,116594.jpg,3.2,0,0,Kanté,7.8,False,,d,6,8,412.0,116,0,0,0,0,0.0,0.0,Kanté,3,3.2,"[  5.86589636e-04   5.91293783e-04   5.96020754e-04 ...,   1.40888425e-07
   1.37831341e-07   1.34837219e-07]",0.64,1.4310835055998654,34.355555555555554
121,0,0,0,0.0,,0,199598,0,0,0,0,0.0,0,3,,,0,Ethan,0.0,0,0,0.0,False,0.0,0,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,45,0,0,0,199598.jpg,0.0,0,0,Ampadu,0.0,False,,n,6,8,0.0,0,0,0,0,0,0.0,0.0,Ampadu,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
431,0,0,0,,,0,176413,0,0,0,0,0.0,0,3,,,0,Christian,0.0,0,0,0.0,False,0.0,0,,,75,0,0,0,176413.jpg,0.0,0,0,Pulisic,9.7,False,,a,6,8,0.0,0,0,0,0,0,0.0,0.0,Pulisic,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.26666666666666666,0.7302967433402214,0.0
432,2,2,343,,,9,91651,0,0,0,0,468.8,0,3,,,0,Mateo,0.0,19,0,109.9,False,315.4,1725,,,55,0,0,0,91651.jpg,2.0,0,0,Kovacic,0.9,False,,a,6,8,311.0,64,0,0,0,0,0.0,0.0,Kovacic,3,2.0,"[  1.43696803e-03   1.44415281e-03   1.45133723e-03 ...,   9.51560819e-09
   9.28124705e-09   9.05243170e-09]",0.36363636363636365,0.8528028654224418,19.166666666666668
459,2,12,543,,,10,103192,0,0,0,0,83.7,0,2,,,0,Kurt,0.0,39,2,88.8,False,565.2,2613,,,50,0,0,0,103192.jpg,3.5,1,0,Zouma,2.8,False,,a,6,8,235.0,112,0,0,0,0,0.0,0.0,Zouma,3,3.5,"[  4.49292980e-04   4.53235878e-04   4.57201948e-04 ...,   2.64824666e-07
   2.59272717e-07   2.53830817e-07]",0.7,1.5652475842498528,29.033333333333335
460,0,0,0,,,0,173879,0,0,0,0,0.0,0,4,,,0,Tammy,0.0,0,0,0.0,False,0.0,0,,,70,0,0,0,173879.jpg,0.0,0,0,Abraham,2.3,False,,a,6,8,0.0,0,0,0,0,0,0.0,0.0,Abraham,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.2857142857142857,0.7559289460184544,0.0
461,1,5,159,,,3,94245,0,0,0,0,41.4,0,4,,,0,Michy,0.0,11,5,64.2,False,198.6,748,,,70,0,0,0,94245.jpg,4.4,0,0,Batshuayi,0.9,False,,a,6,8,406.0,48,0,0,0,0,0.0,0.0,Batshuayi,0,4.4,"[  1.79871014e-04   1.81858244e-04   1.83862832e-04 ...,   1.56694443e-06
   1.53754963e-06   1.50866854e-06]",0.6285714285714287,1.6630436812406,8.311111111111112
462,1,1,161,,,6,167767,0,0,0,0,187.9,0,3,,,0,Robert Kenedy,0.0,18,1,69.8,False,212.8,1337,,,55,0,1,0,167767.jpg,2.0,0,0,Nunes do Nascimento,0.1,False,,a,6,8,297.0,50,0,0,0,0,0.0,0.0,Kenedy,1,2.0,"[  1.43696803e-03   1.44415281e-03   1.45133723e-03 ...,   9.51560819e-09
   9.28124705e-09   9.05243170e-09]",0.36363636363636365,0.8528028654224418,14.855555555555556
463,0,0,0,,,0,184341,0,0,0,0,0.0,0,3,,,0,Mason,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,184341.jpg,0.0,0,0,Mount,1.0,False,,a,6,8,0.0,0,0,0,0,0,0.0,0.0,Mount,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.3333333333333333,0.816496580927726,0.0
506,0,0,0,,,0,225796,0,0,0,0,0.0,0,2,,,0,Reece,0.0,0,0,0.0,False,0.0,0,,,50,0,0,0,225796.jpg,0.0,0,0,James,0.0,False,,a,6,8,0.0,0,0,0,0,0,0.0,0.0,James,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4,0.8944271909999159,0.0
123,2,17,626,,,12,74230,0,0,0,0,520.4,0,2,,,0,Patrick,0.0,46,3,158.7,False,616.0,3196,,,55,0,0,0,74230.jpg,3.9,0,0,van Aanholt,7.1,False,,a,7,31,448.0,140,0,0,0,0,0.0,0.0,van Aanholt,3,3.9,"[  3.05759763e-04   3.08751642e-04   3.11765002e-04 ...,   5.96567554e-07
   5.84645094e-07   5.72946581e-07]",0.7090909090909091,1.6629655875737615,35.51111111111111
124,1,0,504,0.0,,10,49413,0,0,0,0,83.0,0,2,,,0,James,0.0,37,1,92.3,False,560.8,2561,Groin Injury - Unknown return date,2019-06-25T11:30:07.097330Z,50,0,0,0,49413.jpg,3.0,0,0,Tomkins,0.0,False,,i,7,31,276.0,86,0,0,0,0,0.0,0.0,Tomkins,6,3.0,"[  6.93710909e-04   6.98924564e-04   7.04159798e-04 ...,   9.15786435e-08
   8.95467285e-08   8.75577079e-08]",0.6,1.3416407864998738,28.455555555555556
125,0,13,533,75.0,,9,40784,0,0,0,0,78.2,0,2,,,0,Mamadou,0.0,35,0,66.6,False,540.6,2416,Lack of match fitness - 75% chance of playing,2019-06-25T11:30:07.112991Z,50,0,0,0,40784.jpg,3.3,0,0,Sakho,0.1,False,,d,7,31,47.0,88,0,0,0,0,0.0,0.0,Sakho,2,3.3,"[  5.37796608e-04   5.42245004e-04   5.46716527e-04 ...,   1.74229469e-07
   1.70491547e-07   1.66829647e-07]",0.6599999999999999,1.475804865149861,26.844444444444445
126,0,0,68,,,0,55494,0,0,0,0,28.9,0,2,,,0,Joel,0.0,14,1,20.5,False,131.8,551,,,45,0,0,0,55494.jpg,1.9,0,0,Ward,0.5,False,,a,7,31,43.0,13,0,0,0,0,0.0,0.0,Ward,1,1.9,"[  1.53125424e-03   1.53852577e-03   1.54579318e-03 ...,   7.51751193e-09
   7.33052930e-09   7.14801877e-09]",0.4222222222222222,0.8956685895029601,6.122222222222222
127,1,0,129,,,2,19188,0,0,0,0,22.5,0,2,,,0,Scott,0.0,10,0,28.1,False,186.2,661,,,45,0,0,0,19188.jpg,2.3,0,0,Dann,0.3,False,,a,7,31,71.0,23,0,0,0,0,0.0,0.0,Dann,1,2.3,"[  1.17618482e-03   1.18295258e-03   1.18972954e-03 ...,   1.91140575e-08
   1.86572826e-08   1.82109682e-08]",0.5111111111111111,1.0842303978193728,7.344444444444444
128,0,1,166,,,3,58786,0,0,0,0,17.1,0,2,,,0,Martin,0.0,21,0,32.2,False,269.8,1110,,,40,1,0,0,58786.jpg,2.0,0,0,Kelly,24.6,False,,a,7,31,34.0,26,0,0,0,0,0.0,0.0,Kelly,2,2.0,"[  1.43696803e-03   1.44415281e-03   1.45133723e-03 ...,   9.51560819e-09
   9.28124705e-09   9.05243170e-09]",0.5,1.0,12.333333333333334
129,1,3,65,,,3,54861,0,0,0,0,118.4,0,4,,,0,Christian,0.0,13,1,56.1,False,106.0,807,,,60,0,0,0,54861.jpg,2.1,0,0,Benteke,1.0,False,,a,7,31,348.0,33,0,0,0,0,0.0,0.0,Benteke,1,2.1,"[  1.34636385e-03   1.35343393e-03   1.36050712e-03 ...,   1.20258148e-08
   1.17325622e-08   1.14461745e-08]",0.35000000000000003,0.8573214099741124,8.966666666666667
130,1,0,23,,,0,59125,0,0,0,0,41.9,0,4,,,0,Connor,0.0,1,0,12.0,False,23.2,61,,,45,0,0,0,59125.jpg,1.5,0,0,Wickham,4.9,False,,a,7,31,55.0,9,0,0,0,0,0.0,0.0,Wickham,0,2.0,"[  1.94501827e-03   1.95230138e-03   1.95956277e-03 ...,   2.88469573e-09
   2.81013333e-09   2.73742974e-09]",0.4444444444444444,0.9428090415820634,0.6777777777777778
131,0,8,378,,,7,40836,0,0,0,0,0.0,0,1,,,0,Vicente,0.0,23,0,44.8,False,448.0,1754,,,50,0,0,0,40836.jpg,4.0,0,64,Guaita,0.5,False,,a,7,31,0.0,81,0,0,0,0,0.0,0.0,Guaita,2,4.0,"[  2.76210273e-04   2.78982745e-04   2.81776002e-04 ...,   7.26911847e-07
   7.12562562e-07   6.98479070e-07]",0.8,1.7888543819998317,19.488888888888887
132,0,6,311,,,5,20066,0,0,0,0,0.0,0,1,,,0,Wayne,0.0,26,0,35.9,False,358.8,1575,,,45,0,0,1,20066.jpg,3.7,0,44,Hennessey,1.2,False,,a,7,31,0.0,67,0,0,0,0,0.0,0.0,Hennessey,0,3.7,"[  3.72233497e-04   3.75687935e-04   3.79164951e-04 ...,   3.99180668e-07
   3.91007451e-07   3.82992006e-07]",0.8222222222222223,1.7441967269268173,17.5
133,11,13,459,,,11,82403,0,0,0,0,753.3,0,3,,,0,Wilfried,0.0,49,10,270.6,False,752.8,3037,,,70,0,0,0,82403.jpg,4.2,1,0,Zaha,21.8,False,,a,7,31,1200.0,143,0,0,0,0,0.0,0.0,Zaha,8,4.2,"[  2.23904202e-04   2.26264754e-04   2.28644476e-04 ...,   1.07208547e-06
   1.05144803e-06   1.03118208e-06]",0.6,1.5874507866387544,33.74444444444445
134,2,24,741,,,12,66975,0,0,0,0,910.1,0,3,,,0,Luka,0.0,53,12,246.3,False,1078.2,3420,,,70,0,1,0,66975.jpg,4.4,0,0,Milivojevic,9.6,False,,a,7,31,473.0,166,0,0,0,0,0.0,0.0,Milivojevic,10,4.4,"[  1.79871014e-04   1.81858244e-04   1.83862832e-04 ...,   1.56694443e-06
   1.53754963e-06   1.50866854e-06]",0.6285714285714287,1.6630436812406,38.0
135,5,8,520,,,11,60252,0,0,0,0,928.5,0,3,,,0,Andros,0.0,46,6,229.6,False,743.0,3007,,,60,0,0,0,60252.jpg,3.6,0,0,Townsend,3.9,False,,a,7,31,622.0,135,0,0,0,0,0.0,0.0,Townsend,1,3.6,"[  4.09384967e-04   4.13080898e-04   4.16799776e-04 ...,   3.25479256e-07
   3.18735381e-07   3.12123434e-07]",0.6,1.469693845669907,33.41111111111111
136,3,0,223,,,6,141020,0,0,0,0,309.9,0,3,,,0,Max,0.0,24,1,98.0,False,236.0,1405,,,55,0,0,0,141020.jpg,2.1,0,0,Meyer,0.2,False,,a,7,31,433.0,60,0,0,0,0,0.0,0.0,Meyer,3,2.1,"[  1.34636385e-03   1.35343393e-03   1.36050712e-03 ...,   1.20258148e-08
   1.17325622e-08   1.14461745e-08]",0.38181818181818183,0.8954430086935639,15.61111111111111
137,3,3,301,100.0,,4,86417,0,0,0,0,240.5,0,3,,,0,Jeffrey,0.0,26,4,105.7,False,385.2,1660,,2019-06-25T11:30:07.127981Z,55,0,0,0,86417.jpg,3.0,0,0,Schlupp,0.2,False,,a,7,31,430.0,91,0,0,0,0,0.0,0.0,Schlupp,1,3.0,"[  6.93710909e-04   6.98924564e-04   7.04159798e-04 ...,   9.15786435e-08
   8.95467285e-08   8.75577079e-08]",0.5454545454545454,1.2792042981336627,18.444444444444443
138,7,7,500,,,11,50471,0,0,0,0,457.2,0,3,,,0,James,0.0,49,3,161.3,False,666.8,3057,,,55,0,0,0,50471.jpg,3.2,0,0,McArthur,2.1,False,,a,7,31,487.0,121,0,0,0,0,0.0,0.0,McArthur,7,3.2,"[  5.86589636e-04   5.91293783e-04   5.96020754e-04 ...,   1.40888425e-07
   1.37831341e-07   1.34837219e-07]",0.5818181818181819,1.3644845846759068,33.96666666666667
139,3,0,251,,,9,55037,0,0,0,0,198.5,0,3,,,0,Cheikhou,0.0,30,0,75.6,False,337.4,1889,,,50,0,0,0,55037.jpg,2.2,0,0,Kouyaté,0.2,False,,a,7,31,222.0,67,0,0,0,0,0.0,0.0,Kouyaté,3,2.2,"[  1.25943938e-03   1.26636955e-03   1.27330602e-03 ...,   1.51737163e-08
   1.48074027e-08   1.44495712e-08]",0.44000000000000006,0.9838699100999075,20.988888888888887
140,0,0,3,,,0,221275,0,0,0,0,0.6,0,3,,,0,Luke,0.0,0,0,0.1,False,0.2,1,,,45,0,0,0,221275.jpg,1.0,0,0,Dreher,0.1,False,,a,7,31,0.0,1,0,0,0,0,0.0,0.0,Dreher,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.011111111111111112
157,0,0,3,,,0,50472,0,0,0,0,0.1,0,3,,,0,James,0.0,0,0,0.5,False,5.2,14,,,45,0,0,0,50472.jpg,1.0,0,0,McCarthy,0.6,False,,a,7,31,0.0,1,0,0,0,0,0.0,0.0,McCarthy,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.15555555555555556
468,3,2,114,,,5,80146,0,0,0,0,207.3,0,4,,,0,Jordan,0.0,13,1,76.7,False,140.2,1176,,,50,0,0,0,80146.jpg,2.3,0,0,Ayew,2.7,False,,a,7,31,421.0,46,0,0,0,0,0.0,0.0,Ayew,3,2.3,"[  1.17618482e-03   1.18295258e-03   1.18972954e-03 ...,   1.91140575e-08
   1.86572826e-08   1.82109682e-08]",0.45999999999999996,1.028591269649903,13.066666666666666
503,0,0,6,,,0,19419,0,0,0,0,0.0,0,2,,,0,Gary,0.0,0,0,0.5,False,4.8,22,,,45,0,0,0,19419.jpg,1.0,0,0,Cahill,1.8,False,,a,7,31,0.0,2,0,0,0,0,0.0,0.0,Cahill,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.24444444444444444
510,4,5,398,,,9,175946,0,0,0,0,798.4,0,3,,,0,Víctor,0.0,53,5,170.2,False,515.8,2569,,,50,0,0,0,175946.jpg,3.3,0,0,Camarasa,0.5,False,,a,7,31,387.0,106,0,0,0,0,0.0,0.0,Camarasa,6,3.3,"[  5.37796608e-04   5.42245004e-04   5.46716527e-04 ...,   1.74229469e-07
   1.70491547e-07   1.66829647e-07]",0.6599999999999999,1.475804865149861,28.544444444444444
17,8,3,382,,,4,153133,0,0,0,0,596.7,0,3,,,0,Alex,0.0,32,3,171.1,False,469.0,1961,,,60,0,0,0,153133.jpg,2.8,0,0,Iwobi,1.7,False,,a,8,11,646.0,99,0,0,0,0,0.0,0.0,Iwobi,0,2.8,"[  8.14076825e-04   8.19785107e-04   8.25512777e-04 ...,   5.90684842e-08
   5.77290215e-08   5.64185226e-08]",0.4666666666666666,1.1430952132988164,21.788888888888888
141,5,22,736,,,13,101188,0,0,0,0,1142.0,0,2,,,0,Lucas,0.0,38,4,232.7,False,883.0,2964,,,60,1,0,0,101188.jpg,4.5,1,0,Digne,26.1,False,,a,8,11,300.0,158,0,0,0,0,0.0,0.0,Digne,5,4.5,"[  1.60663914e-04   1.62479557e-04   1.64311611e-04 ...,   1.88787563e-06
   1.85292355e-06   1.81857311e-06]",0.75,1.8371173070873836,32.93333333333333
142,0,2,176,,,3,164511,0,0,0,0,37.5,0,2,,,0,Yerry,0.0,13,1,29.6,False,198.2,891,,,55,0,0,0,164511.jpg,2.8,0,0,Mina,0.7,False,,a,8,11,61.0,36,0,0,0,0,0.0,0.0,Mina,3,2.8,"[  8.14076825e-04   8.19785107e-04   8.25512777e-04 ...,   5.90684842e-08
   5.77290215e-08   5.64185226e-08]",0.509090909090909,1.1939240115914185,9.9
143,2,15,642,,,13,106611,0,0,0,0,101.2,0,2,,,0,Michael,0.0,39,1,117.2,False,740.2,2970,,,55,0,0,0,106611.jpg,3.9,0,0,Keane,2.9,False,,a,8,11,326.0,129,0,0,0,0,0.0,0.0,Keane,2,3.9,"[  3.05759763e-04   3.08751642e-04   3.11765002e-04 ...,   5.96567554e-07
   5.84645094e-07   5.72946581e-07]",0.7090909090909091,1.6629655875737615,33.0
144,2,12,548,,,13,59949,0,0,0,0,387.3,0,2,,,0,Seamus,0.0,30,2,117.6,False,515.2,2558,,,55,1,0,0,59949.jpg,4.3,0,0,Coleman,3.6,False,,a,8,11,274.0,125,0,0,0,0,0.0,0.0,Coleman,1,4.3,"[  2.00912281e-04   2.03081200e-04   2.05268401e-04 ...,   1.29758637e-06
   1.27292627e-06   1.24870361e-06]",0.7818181818181817,1.8335261606582496,28.42222222222222
145,0,0,48,75.0,,0,12745,0,0,0,0,91.4,0,2,,,0,Leighton,0.0,6,0,15.4,False,48.4,374,Knock - 75% chance of playing,2019-07-30T15:00:09.168977Z,50,0,0,0,12745.jpg,1.2,0,0,Baines,0.2,False,,d,8,11,15.0,7,0,0,0,0,0.0,0.0,Baines,0,2.0,"[  2.29310492e-03   2.29996582e-03   2.30678957e-03 ...,   1.38583773e-09
   1.34900505e-09   1.31311847e-09]",0.4,0.8944271909999159,4.155555555555556
