id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,prior,value,valuePoints_metric,games_played
311,0,0,9,,,0,232797,0,0,0,0,0.0,0,2,,,0,Kayne,0.0,3,0,1.1,False,11.2,90,,,40,0,0,0,232797.jpg,1.0,0,0,Ramsay,1.2,False,,a,16,20,0.0,1,0,0,0,0,0.0,0.0,Ramsay,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.5,1.0,1.0
312,2,1,117,0.0,,5,78356,0,0,0,0,115.3,0,4,,,0,Charlie,0.0,17,2,67.4,False,158.4,970,Joined West Bromwich Albion on a permanent deal on 8/8,2019-08-08T15:00:14.602505Z,60,0,1,0,78356.jpg,1.8,0,0,Austin,0.3,False,,u,16,20,405.0,46,0,0,0,0,0.0,0.0,Austin,1,1.8,"[  1.62921755e-03   1.63654510e-03   1.64386450e-03 ...,   5.92984414e-09
   5.78090606e-09   5.63556793e-09]",0.3,0.7348469228349535,10.777777777777779
313,3,11,310,,,5,84939,0,0,0,0,346.9,0,4,,,0,Danny,0.0,27,7,158.4,False,433.8,1650,,,60,0,0,0,84939.jpg,3.8,0,0,Ings,2.5,False,,a,16,20,808.0,90,0,0,0,0,0.0,0.0,Ings,1,3.8,"[  3.37729235e-04   3.40948689e-04   3.44190228e-04 ...,   4.88523351e-07
   4.78640490e-07   4.68945836e-07]",0.6333333333333333,1.5513435037626793,18.333333333333332
314,1,0,46,100.0,,0,220598,0,0,0,0,27.4,0,4,,,0,Michael,0.0,3,1,21.6,False,62.6,134,,2019-06-25T11:30:07.244310Z,50,0,0,0,220598.jpg,2.2,0,0,Obafemi,0.3,False,,a,16,20,127.0,13,0,0,0,0,0.0,0.0,Obafemi,1,2.0,"[  1.25943938e-03   1.26636955e-03   1.27330602e-03 ...,   1.51737163e-08
   1.48074027e-08   1.44495712e-08]",0.4,0.8944271909999159,1.488888888888889
315,2,5,191,,,2,20452,0,0,0,0,179.2,0,4,,,0,Shane,0.0,24,5,84.2,False,248.6,1260,,,50,0,0,0,20452.jpg,2.5,0,0,Long,6.1,False,,a,16,20,417.0,66,0,0,0,0,0.0,0.0,Long,3,2.5,"[  1.02060793e-03   1.02699386e-03   1.03339392e-03 ...,   3.01759882e-08
   2.94695938e-08   2.87790161e-08]",0.5,1.118033988749895,14.0
316,0,0,6,0.0,,0,153371,0,0,0,0,0.3,0,4,,,0,Sam,0.0,1,0,0.0,False,0.0,32,Joined Blackburn Rovers on a permanent deal on 13/7,2019-07-14T15:00:12.872120Z,45,0,0,0,153371.jpg,1.0,0,0,Gallagher,0.1,False,,u,16,20,0.0,4,0,0,0,0,0.0,0.0,Gallagher,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.35555555555555557
317,0,0,13,,,0,40383,0,0,0,0,0.0,0,1,,,0,Fraser,0.0,3,0,2.2,False,22.2,90,,,45,0,0,0,40383.jpg,2.0,0,3,Forster,1.1,False,,a,16,20,0.0,2,0,0,0,0,0.0,0.0,Forster,0,2.0,"[  1.43696803e-03   1.44415281e-03   1.45133723e-03 ...,   9.51560819e-09
   9.28124705e-09   9.05243170e-09]",0.4444444444444444,0.9428090415820634,1.0
318,0,6,414,,,4,58376,0,0,0,0,0.0,0,1,,,0,Alex,0.0,44,0,58.6,False,585.2,2250,,,45,0,0,0,58376.jpg,2.9,0,78,McCarthy,0.9,False,,a,16,20,0.0,73,0,0,0,0,0.0,0.0,McCarthy,1,2.9,"[  7.52201835e-04   7.57665644e-04   7.63150062e-04 ...,   7.36185818e-08
   7.19671644e-08   7.03510328e-08]",0.6444444444444444,1.3670731102939917,25.0
319,0,4,206,,,3,107265,0,0,0,0,0.0,0,1,,,0,Angus,0.0,18,0,23.8,False,239.2,1080,,,45,0,0,1,107265.jpg,3.9,0,33,Gunn,1.0,False,,a,16,20,0.0,47,0,0,0,0,0.0,0.0,Gunn,0,3.9,"[  3.05759763e-04   3.08751642e-04   3.11765002e-04 ...,   5.96567554e-07
   5.84645094e-07   5.72946581e-07]",0.8666666666666667,1.8384776310850235,12.0
320,5,12,433,,,9,83283,0,0,0,0,802.3,0,3,,,0,Nathan,0.0,58,6,241.4,False,665.4,3272,,,65,0,0,0,83283.jpg,3.6,0,0,Redmond,2.4,False,,a,16,20,950.0,137,0,0,0,0,0.0,0.0,Redmond,3,3.6,"[  4.09384967e-04   4.13080898e-04   4.16799776e-04 ...,   3.25479256e-07
   3.18735381e-07   3.12123434e-07]",0.5538461538461539,1.4120361729949251,36.355555555555554
321,0,15,390,,,3,101178,0,0,0,0,695.8,0,3,,,0,James,0.0,41,7,167.4,False,592.0,1940,,,60,1,0,0,101178.jpg,3.6,0,0,Ward-Prowse,1.1,False,,a,16,20,387.0,94,0,0,0,0,0.0,0.0,Ward-Prowse,4,3.6,"[  4.09384967e-04   4.13080898e-04   4.16799776e-04 ...,   3.25479256e-07
   3.18735381e-07   3.12123434e-07]",0.6,1.469693845669907,21.555555555555557
322,0,0,91,,,4,96787,0,0,0,0,228.3,0,3,,,0,Mohamed,0.0,10,0,54.2,False,94.2,785,,,55,0,0,0,96787.jpg,1.8,0,0,Elyounoussi,0.1,False,,a,16,20,220.0,28,0,0,0,0,0.0,0.0,Elyounoussi,0,1.8,"[  1.62921755e-03   1.63654510e-03   1.64386450e-03 ...,   5.92984414e-09
   5.78090606e-09   5.63556793e-09]",0.32727272727272727,0.7675225788801976,8.722222222222221
323,4,3,269,,,5,91047,0,0,0,0,392.4,0,3,,,0,Stuart,0.0,26,3,107.5,False,305.6,1421,,,55,0,0,0,91047.jpg,2.6,0,0,Armstrong,0.2,False,,a,16,20,379.0,75,0,0,0,0,0.0,0.0,Armstrong,2,2.6,"[  9.48227267e-04   9.54398889e-04   9.60586664e-04 ...,   3.78161774e-08
   3.69401666e-08   3.60835465e-08]",0.4727272727272727,1.1086437250491743,15.78888888888889
324,2,2,270,,,4,151086,0,0,0,0,214.7,0,3,,,0,Mario,0.0,37,1,71.6,False,313.0,1612,,,50,0,0,0,151086.jpg,2.4,0,0,Lemina,0.2,False,,a,16,20,188.0,50,0,0,0,0,0.0,0.0,Lemina,5,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.48,1.0733126291998991,17.91111111111111
325,3,8,477,,,4,132015,0,0,0,0,445.6,0,3,,,0,Pierre-Emile,0.0,59,4,148.8,False,616.0,2760,,,50,0,0,0,132015.jpg,2.9,2,0,Højbjerg,1.0,False,,a,16,20,421.0,90,0,0,0,0,0.0,0.0,Højbjerg,7,2.9,"[  7.52201835e-04   7.57665644e-04   7.63150062e-04 ...,   7.36185818e-08
   7.19671644e-08   7.03510328e-08]",0.58,1.296919426949878,30.666666666666668
326,0,0,3,0.0,,0,204481,0,0,0,0,0.0,0,3,,,0,Tyreke,0.0,0,0,0.0,False,0.0,1,Joined Woking on loan until January on 2/8. - Expected back 01 Jan,2019-08-02T13:30:09.188463Z,45,0,0,0,204481.jpg,1.0,0,0,Johnson,0.1,False,,n,16,20,0.0,1,0,0,0,0,0.0,0.0,Johnson,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.011111111111111112
327,0,0,12,,,0,193109,0,0,0,0,2.6,0,3,,,0,Callum,0.0,1,0,4.2,False,15.8,110,,,45,0,0,0,193109.jpg,1.3,0,0,Slattery,0.2,False,,a,16,20,24.0,4,0,0,0,0,0.0,0.0,Slattery,0,2.0,"[  2.17354902e-03   2.18059728e-03   2.18761372e-03 ...,   1.77182375e-09
   1.72516359e-09   1.67969022e-09]",0.4444444444444444,0.9428090415820634,1.2222222222222223
328,0,3,282,,,6,78056,0,0,0,0,158.4,0,3,,,0,Oriol,0.0,37,1,74.0,False,455.2,2131,,,45,0,0,0,78056.jpg,1.8,0,0,Romeu Vidal,1.3,False,,a,16,20,124.0,55,0,0,0,0,0.0,0.0,Oriol Romeu,11,1.8,"[  1.62921755e-03   1.63654510e-03   1.64386450e-03 ...,   5.92984414e-09
   5.78090606e-09   5.63556793e-09]",0.4,0.8485281374238571,23.677777777777777
437,0,0,0,,,0,200439,0,0,0,0,0.0,0,4,,,0,Che,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,200439.jpg,0.0,0,0,Adams,1.5,False,,a,16,20,0.0,0,0,0,0,0,0.0,0.0,Adams,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.3333333333333333,0.816496580927726,0.0
438,0,0,0,,,0,431131,0,0,0,0,0.0,0,3,,,0,Moussa,0.0,0,0,0.0,False,0.0,0,,,55,0,0,0,431131.jpg,0.0,0,0,Djenepo,0.1,False,,a,16,20,0.0,0,0,0,0,0,0.0,0.0,Djenepo,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.36363636363636365,0.8528028654224418,0.0
485,0,3,206,,,4,167075,0,0,0,0,20.0,0,2,,,0,Wesley,0.0,24,0,34.7,False,283.6,1170,,,45,2,0,0,167075.jpg,2.2,0,0,Hoedt,0.1,False,,a,16,20,41.0,29,0,0,0,0,0.0,0.0,Hoedt,2,2.2,"[  1.25943938e-03   1.26636955e-03   1.27330602e-03 ...,   1.51737163e-08
   1.48074027e-08   1.44495712e-08]",0.48888888888888893,1.0370899457402698,13.0
486,2,7,273,,,4,58822,0,0,0,0,226.5,0,2,,,0,Cédric,0.0,31,1,63.9,False,309.0,1493,,,50,0,0,0,58822.jpg,2.9,0,0,Soares,0.3,False,,a,16,20,103.0,52,0,0,0,0,0.0,0.0,Cédric,4,2.9,"[  7.52201835e-04   7.57665644e-04   7.63150062e-04 ...,   7.36185818e-08
   7.19671644e-08   7.03510328e-08]",0.58,1.296919426949878,16.58888888888889
508,0,0,0,,,0,128198,0,0,0,0,0.0,0,3,,,0,Sofiane,0.0,0,0,0.0,False,0.0,0,,,55,0,0,0,128198.jpg,0.0,0,0,Boufal,0.0,False,,a,16,20,0.0,0,0,0,0,0,0.0,0.0,Boufal,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.36363636363636365,0.8528028654224418,0.0
329,0,5,361,75.0,,6,115556,0,0,0,0,256.6,0,2,,,0,Ben,0.0,26,0,82.3,False,388.2,1837,Groin Injury - 75% chance of playing,2019-07-31T00:00:11.457160Z,55,0,0,0,115556.jpg,2.4,0,0,Davies,0.2,False,,d,17,6,176.0,66,0,0,0,0,0.0,0.0,Davies,2,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.43636363636363634,1.0233634385069301,20.41111111111111
330,0,7,390,,,6,39194,0,0,0,0,116.7,0,2,,,0,Jan,0.0,23,1,72.7,False,445.4,1911,,,55,0,0,0,39194.jpg,3.0,1,0,Vertonghen,3.6,False,,a,17,6,165.0,67,0,0,0,0,0.0,0.0,Vertonghen,3,3.0,"[  6.93710909e-04   6.98924564e-04   7.04159798e-04 ...,   9.15786435e-08
   8.95467285e-08   8.75577079e-08]",0.5454545454545454,1.2792042981336627,21.233333333333334
331,0,7,651,,,12,55605,0,0,0,0,139.1,0,2,,,0,Toby,0.0,31,0,105.7,False,690.2,2921,,,55,1,0,0,55605.jpg,3.1,0,0,Alderweireld,7.7,False,,a,17,6,229.0,107,0,0,0,0,0.0,0.0,Alderweireld,3,3.1,"[  6.38532870e-04   6.43492682e-04   6.48474807e-04 ...,   1.13700288e-07
   1.11205343e-07   1.08762427e-07]",0.5636363636363636,1.3218444414047847,32.455555555555556
332,4,5,352,,,8,38290,0,0,0,0,416.6,0,2,,,0,Danny,0.0,16,0,97.6,False,343.6,1792,,,55,0,0,0,38290.jpg,3.3,0,0,Rose,2.4,False,,a,17,6,216.0,86,0,0,0,0,0.0,0.0,Rose,5,3.3,"[  5.37796608e-04   5.42245004e-04   5.46716527e-04 ...,   1.74229469e-07
   1.70491547e-07   1.66829647e-07]",0.6,1.4071247279470287,19.91111111111111
333,2,4,412,,,6,173904,0,0,0,0,60.3,0,2,,,0,Davinson,0.0,22,1,70.0,False,454.2,1941,,,55,0,0,0,173904.jpg,3.4,0,0,Sánchez,1.2,False,,a,17,6,183.0,78,0,0,0,0,0.0,0.0,Sánchez,2,3.4,"[  4.92063126e-04   4.96257286e-04   5.00474683e-04 ...,   2.15024031e-07
   2.10463511e-07   2.05994567e-07]",0.6181818181818182,1.4497648712181508,21.566666666666666
334,5,16,573,0.0,,10,77794,0,0,0,0,827.0,0,2,,,0,Kieran,0.0,23,1,155.0,False,601.6,2275,Joined Atletico Madrid on a permanent deal on 17/7,2019-07-18T09:00:08.860585Z,55,1,0,0,77794.jpg,4.4,0,0,Trippier,0.5,False,,u,17,6,121.0,118,0,0,0,0,0.0,0.0,Trippier,2,4.4,"[  1.79871014e-04   1.81858244e-04   1.83862832e-04 ...,   1.56694443e-06
   1.53754963e-06   1.50866854e-06]",0.8,1.876166303929372,25.27777777777778
335,0,4,172,0.0,,3,234908,0,0,0,0,59.8,0,2,,,0,Juan,0.0,12,1,36.3,False,248.6,888,Suspended until 25 Aug,2019-06-25T11:30:07.259817Z,50,0,0,0,234908.jpg,2.9,1,0,Foyth,0.0,False,,s,17,6,53.0,35,0,0,0,0,0.0,0.0,Foyth,3,2.9,"[  7.52201835e-04   7.57665644e-04   7.63150062e-04 ...,   7.36185818e-08
   7.19671644e-08   7.03510328e-08]",0.58,1.296919426949878,9.866666666666667
336,2,0,116,75.0,,2,80226,0,0,0,0,108.4,0,2,,,0,Serge,0.0,9,0,30.5,False,151.6,562,Hand injury - 75% chance of playing,2019-07-31T00:00:11.487644Z,50,0,0,0,80226.jpg,3.0,0,0,Aurier,0.4,False,,d,17,6,45.0,24,0,0,0,0,0.0,0.0,Aurier,1,3.0,"[  6.93710909e-04   6.98924564e-04   7.04159798e-04 ...,   9.15786435e-08
   8.95467285e-08   8.75577079e-08]",0.6,1.3416407864998738,6.2444444444444445
337,3,4,112,,,2,158534,0,0,0,0,104.9,0,2,,,0,Kyle,0.0,4,0,23.1,False,107.4,374,,,50,0,0,0,158534.jpg,4.7,0,0,Walker-Peters,3.4,False,,a,17,6,20.0,28,0,0,0,0,0.0,0.0,Walker-Peters,1,2.0,"[  1.27294823e-04   1.28797749e-04   1.30315161e-04 ...,   2.72139151e-06
   2.67234359e-06   2.62411405e-06]",0.4,0.8944271909999159,4.155555555555556
338,6,24,561,,,9,78830,0,0,0,0,430.0,0,4,,,0,Harry,0.0,31,17,261.3,False,824.6,2423,,,110,0,0,0,78830.jpg,5.7,0,0,Kane,28.9,False,,a,17,6,1359.0,160,0,0,0,0,0.0,0.0,Kane,5,5.7,"[  3.44669647e-05   3.49611981e-05   3.54616319e-05 ...,   1.46895862e-05
   1.44609414e-05   1.42354997e-05]",0.5181818181818182,1.7186146640932527,26.92222222222222
339,0,0,4,0.0,,0,165990,0,0,0,0,1.6,0,4,,,0,Vincent,0.0,0,0,6.5,False,6.2,36,Joined Monterrey on a permanent deal on 23/7,2019-07-30T07:00:10.626522Z,45,0,0,0,165990.jpg,1.0,0,0,Janssen,0.2,False,,u,17,6,57.0,3,0,0,0,0,0.0,0.0,Janssen,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.4
340,0,10,691,,,12,37915,0,0,0,0,0.0,0,1,,,0,Hugo,0.0,33,0,86.0,False,858.2,2970,,,55,0,0,2,37915.jpg,4.4,0,100,Lloris,9.3,False,,a,17,6,0.0,145,0,0,0,0,0.0,0.0,Lloris,0,4.4,"[  1.79871014e-04   1.81858244e-04   1.83862832e-04 ...,   1.56694443e-06
   1.53754963e-06   1.50866854e-06]",0.8,1.876166303929372,33.0
341,0,0,64,,,1,102884,0,0,0,0,0.0,0,1,,,0,Paulo,0.0,2,0,8.2,False,82.8,270,,,45,0,0,0,102884.jpg,4.3,0,11,Gazzaniga,0.3,False,,a,17,6,0.0,13,0,0,0,0,0.0,0.0,Gazzaniga,0,2.0,"[  2.00912281e-04   2.03081200e-04   2.05268401e-04 ...,   1.29758637e-06
   1.27292627e-06   1.24870361e-06]",0.4444444444444444,0.9428090415820634,3.0
342,8,17,489,0.0,,10,85971,0,0,0,0,508.0,0,3,,,0,Heung-Min,0.0,23,12,219.9,False,690.6,2033,Suspended until 25 Aug,2019-06-25T11:30:07.273840Z,95,0,0,0,85971.jpg,5.1,1,0,Son,1.2,False,,s,17,6,1002.0,159,0,0,0,0,0.0,0.0,Son,2,5.1,"[  7.76841363e-05   7.86799667e-05   7.96865704e-05 ...,   5.49747321e-06
   5.40379276e-06   5.31157590e-06]",0.5368421052631579,1.6546584955337778,22.58888888888889
343,12,15,675,,,8,80607,0,0,0,0,1148.7,0,3,,,0,Christian,0.0,37,8,283.0,False,876.0,2770,,,90,0,0,0,80607.jpg,4.6,0,0,Eriksen,6.6,False,,a,17,6,801.0,161,0,0,0,0,0.0,0.0,Eriksen,3,4.6,"[  1.43176092e-04   1.44830310e-04   1.46499979e-04 ...,   2.26928042e-06
   2.22782391e-06   2.18707008e-06]",0.5111111111111111,1.5333333333333332,30.77777777777778
344,4,8,356,25.0,,8,108823,0,0,0,0,436.6,0,3,,,0,Bamidele,0.0,21,5,158.5,False,467.2,1822,Hamstring injury - 25% chance of playing,2019-08-04T16:30:15.610370Z,85,0,0,0,108823.jpg,3.8,0,0,Alli,1.0,False,,d,17,6,681.0,94,0,0,0,0,0.0,0.0,Alli,4,3.8,"[  3.37729235e-04   3.40948689e-04   3.44190228e-04 ...,   4.88523351e-07
   4.78640490e-07   4.68945836e-07]",0.44705882352941173,1.303389247083067,20.244444444444444
345,2,8,340,,,14,95715,0,0,0,0,415.6,0,3,,,0,Lucas,0.0,18,10,161.9,False,556.4,2115,,,75,0,0,0,95715.jpg,4.1,0,0,Rodrigues Moura da Silva,10.6,False,,a,17,6,650.0,131,0,0,0,0,0.0,0.0,Lucas Moura,3,4.1,"[  2.48964257e-04   2.51526119e-04   2.54107991e-04 ...,   8.83774658e-07
   8.66545500e-07   8.49630983e-07]",0.5466666666666666,1.4971083238474538,23.5
346,4,5,231,,,4,62974,0,0,0,0,339.9,0,3,,,0,Erik,0.0,12,4,104.1,False,263.8,965,,,60,0,0,0,62974.jpg,3.5,0,0,Lamela,0.7,False,,a,17,6,441.0,67,0,0,0,0,0.0,0.0,Lamela,2,3.5,"[  4.49292980e-04   4.53235878e-04   4.57201948e-04 ...,   2.64824666e-07
   2.59272717e-07   2.53830817e-07]",0.5833333333333334,1.4288690166235207,10.722222222222221
347,0,3,275,,,6,157668,0,0,0,0,168.6,0,3,,,0,Harry,0.0,17,1,50.7,False,268.2,1589,,,55,0,0,0,157668.jpg,2.0,0,0,Winks,0.4,False,,a,17,6,71.0,53,0,0,0,0,0.0,0.0,Winks,4,2.0,"[  1.43696803e-03   1.44415281e-03   1.45133723e-03 ...,   9.51560819e-09
   9.28124705e-09   9.05243170e-09]",0.36363636363636365,0.8528028654224418,17.655555555555555
348,0,2,105,75.0,,3,54756,0,0,0,0,45.0,0,3,,,0,Victor,0.0,4,1,23.9,False,113.2,511,Knee injury - 75% chance of playing,2019-07-31T00:00:11.516279Z,50,0,0,0,54756.jpg,1.8,0,0,Wanyama,0.1,False,,d,17,6,80.0,24,0,0,0,0,0.0,0.0,Wanyama,2,1.8,"[  1.62921755e-03   1.63654510e-03   1.64386450e-03 ...,   5.92984414e-09
   5.78090606e-09   5.63556793e-09]",0.36,0.8049844718999243,5.677777777777778
349,3,3,395,,,11,45268,0,0,0,0,380.7,0,3,,,0,Moussa,0.0,28,0,90.2,False,329.0,2329,,,50,0,0,0,45268.jpg,2.6,0,0,Sissoko,1.5,False,,a,17,6,193.0,76,0,0,0,0,0.0,0.0,Sissoko,2,2.6,"[  9.48227267e-04   9.54398889e-04   9.60586664e-04 ...,   3.78161774e-08
   3.69401666e-08   3.60835465e-08]",0.52,1.1627553482998907,25.877777777777776
350,0,3,269,75.0,,5,93264,0,0,0,0,150.1,0,3,,,0,Eric,0.0,18,3,63.6,False,363.4,1504,Unknown - 75% chance of playing,2019-07-31T00:00:11.529837Z,50,0,0,0,93264.jpg,2.8,0,0,Dier,0.2,False,,d,17,6,121.0,56,0,0,0,0,0.0,0.0,Dier,4,2.8,"[  8.14076825e-04   8.19785107e-04   8.25512777e-04 ...,   5.90684842e-08
   5.77290215e-08   5.64185226e-08]",0.5599999999999999,1.2521980673998823,16.711111111111112
351,0,0,3,0.0,,0,168764,0,0,0,0,0.1,0,3,,,0,Luke,0.0,0,0,0.2,False,2.2,2,Joined QPR on loan until the end of the season on 1/7. - Expected back 01 Jul,2019-07-02T09:00:13.289180Z,45,0,0,0,168764.jpg,1.0,0,0,Amos,0.0,False,,n,17,6,0.0,1,0,0,0,0,0.0,0.0,Amos,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.022222222222222223
352,0,0,40,,,2,209042,0,0,0,0,20.5,0,3,,,0,Oliver,0.0,1,0,7.0,False,35.2,214,,,45,0,0,0,209042.jpg,1.5,0,0,Skipp,0.4,False,,a,17,6,12.0,12,0,0,0,0,0.0,0.0,Skipp,0,2.0,"[  1.94501827e-03   1.95230138e-03   1.95956277e-03 ...,   2.88469573e-09
   2.81013333e-09   2.73742974e-09]",0.4444444444444444,0.9428090415820634,2.3777777777777778
442,0,0,0,,,0,231372,0,0,0,0,0.0,0,3,,,0,Tanguy,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,231372.jpg,0.0,0,0,Ndombele,4.1,False,,a,17,6,0.0,0,0,0,0,0,0.0,0.0,Ndombele,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.3333333333333333,0.816496580927726,0.0
509,0,0,0,,,0,447235,0,0,0,0,0.0,0,4,,,0,Troy,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,447235.jpg,0.0,0,0,Parrott,0.4,False,,a,17,6,0.0,0,0,0,0,0,0.0,0.0,Parrott,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
523,0,0,0,,,0,200826,0,0,0,0,0.0,0,3,,,0,Giovani,0.0,0,0,0.0,False,0.0,0,,,75,0,0,0,200826.jpg,0.0,0,0,Lo Celso,0.2,False,,a,17,6,0.0,0,0,0,0,0,0.0,0.0,Lo Celso,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.26666666666666666,0.7302967433402214,0.0
524,7,3,295,,,3,184349,0,0,0,0,468.3,0,3,,,0,Ryan,0.0,60,2,132.0,False,410.4,2291,,,55,0,0,0,184349.jpg,2.7,0,0,Sessegnon,0.2,False,,a,17,6,438.0,94,0,0,0,0,0.0,0.0,Sessegnon,0,2.7,"[  8.79399820e-04   8.85344781e-04   8.91307648e-04 ...,   4.73057773e-08
   4.62214941e-08   4.51609344e-08]",0.49090909090909096,1.1512838683202964,25.455555555555556
353,7,10,437,,,5,40868,0,0,0,0,598.2,0,2,,,0,José,0.0,41,3,140.6,False,642.4,2392,,,50,0,0,0,40868.jpg,3.3,1,0,Holebas,4.8,False,,a,18,57,164.0,93,0,0,0,0,0.0,0.0,Holebas,12,3.3,"[  5.37796608e-04   5.42245004e-04   5.46716527e-04 ...,   1.74229469e-07
   1.70491547e-07   1.66829647e-07]",0.6599999999999999,1.475804865149861,26.57777777777778
354,0,1,212,,,3,85624,0,0,0,0,24.0,0,2,,,0,Christian,0.0,29,0,56.7,False,355.2,1584,,,45,0,0,0,85624.jpg,1.7,1,0,Kabasele,0.3,False,,a,18,57,189.0,36,0,0,0,0,0.0,0.0,Kabasele,2,1.7,"[  1.73084608e-03   1.73819610e-03   1.74553369e-03 ...,   4.67046392e-09
   4.55201917e-09   4.43646731e-09]",0.37777777777777777,0.8013876853447538,17.6
355,1,1,165,,,2,155651,0,0,0,0,70.8,0,2,,,0,Adam,0.0,20,0,30.1,False,201.0,1002,,,45,0,0,0,155651.jpg,1.9,0,0,Masina,0.1,False,,a,18,57,27.0,26,0,0,0,0,0.0,0.0,Masina,5,1.9,"[  1.53125424e-03   1.53852577e-03   1.54579318e-03 ...,   7.51751193e-09
   7.33052930e-09   7.14801877e-09]",0.4222222222222222,0.8956685895029601,11.133333333333333
356,0,2,334,,,5,20145,0,0,0,0,61.9,0,2,,,0,Adrian,0.0,32,0,54.5,False,404.6,1924,,,45,0,0,0,20145.jpg,2.2,0,0,Mariappa,0.3,False,,a,18,57,79.0,57,0,0,0,0,0.0,0.0,Mariappa,3,2.2,"[  1.25943938e-03   1.26636955e-03   1.27330602e-03 ...,   1.51737163e-08
   1.48074027e-08   1.44495712e-08]",0.48888888888888893,1.0370899457402698,21.377777777777776
357,1,6,412,,,4,54484,0,0,0,0,252.9,0,2,,,0,Francisco,0.0,40,1,76.0,False,420.2,2043,,,45,0,0,0,54484.jpg,2.3,0,0,Femenía Far,0.9,False,,a,18,57,87.0,66,0,0,0,0,0.0,0.0,Kiko Femenía,1,2.3,"[  1.17618482e-03   1.18295258e-03   1.18972954e-03 ...,   1.91140575e-08
   1.86572826e-08   1.82109682e-08]",0.5111111111111111,1.0842303978193728,22.7
358,0,5,552,,,6,41338,0,0,0,0,25.5,0,2,,,0,Craig,0.0,54,3,100.8,False,719.6,3095,,,45,2,0,0,41338.jpg,2.6,0,0,Cathcart,4.9,False,,a,18,57,262.0,93,0,0,0,0,0.0,0.0,Cathcart,2,2.6,"[  9.48227267e-04   9.54398889e-04   9.60586664e-04 ...,   3.78161774e-08
   3.69401666e-08   3.60835465e-08]",0.5777777777777778,1.2256517540566825,34.388888888888886
359,2,6,274,,,3,52940,0,0,0,0,212.2,0,2,,,0,Daryl,0.0,22,0,67.8,False,346.2,1520,,,45,0,0,0,52940.jpg,2.8,0,0,Janmaat,0.7,False,,a,18,57,118.0,50,0,0,0,0,0.0,0.0,Janmaat,3,2.8,"[  8.14076825e-04   8.19785107e-04   8.25512777e-04 ...,   5.90684842e-08
   5.77290215e-08   5.64185226e-08]",0.6222222222222222,1.3199326582148887,16.88888888888889
