id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,value,valuePoints_metric,games_played
72,0,0,0,,,0,40349,0,0,0,0,0.0,0,1,2.2,2.2,0,Asmir,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,40349.jpg,0.0,0,0,Begovic,2.8,False,,a,3,91,0.0,0,3500,3500,24463,24463,0.0,0.0,Begovic,0,2.6,0.5777777777777778,1.2256517540566825,0.0
73,0,0,0,,,0,18726,0,0,0,0,0.0,0,1,2.2,2.2,0,Artur,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,18726.jpg,0.0,0,0,Boruc,0.4,False,,a,3,91,0.0,0,275,275,2458,2458,0.0,0.0,Boruc,0,3.8000000000000003,0.8444444444444446,1.7913371790059205,0.0
74,0,0,0,,,0,229600,0,0,0,0,0.0,0,1,2.2,2.2,0,Mark,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,229600.jpg,0.0,0,0,Travers,0.3,False,,a,3,91,0.0,0,130,130,1989,1989,0.0,0.0,Travers,0,4.5,1.0,2.1213203435596424,0.0
75,0,0,0,,,0,90105,0,0,0,0,24.7,0,3,3.0,3.0,1,Ryan,1.0,1,0,3.1,False,1.6,90,,,75,0,0,0,90105.jpg,1.0,0,0,Fraser,17.1,False,,a,3,91,5.0,1,17268,17268,124631,124631,0.1,0.1,Fraser,1,2.44,0.3253333333333333,0.8909620268750702,1.0
76,0,0,0,0.0,0.0,0,111317,0,0,0,0,0.0,0,3,0.0,0.0,0,David,0.0,0,0,0.0,False,0.0,0,Ankle injury - Expected back 26 Oct,2019-07-31T21:00:14.727782Z,65,0,0,0,111317.jpg,0.0,0,0,Brooks,0.3,False,,i,3,91,0.0,0,116,116,6314,6314,0.0,0.0,Brooks,0,4.1,0.6307692307692307,1.608152308133109,0.0
77,0,0,0,0.0,0.0,0,56872,0,0,0,0,0.0,0,3,0.0,0.0,0,Junior,0.0,0,0,0.0,False,0.0,0,Knee injury - Unknown return date,2019-06-25T11:30:06.990995Z,60,0,0,0,56872.jpg,0.0,0,0,Stanislas,0.0,False,,i,3,91,0.0,0,19,19,61,61,0.0,0.0,Stanislas,0,2.4,0.39999999999999997,0.9797958971132712,0.0
78,0,0,0,,,0,103912,0,0,0,0,0.0,0,3,1.9,1.9,0,Jordon,0.0,0,0,0.0,False,0.0,0,,,50,0,0,0,103912.jpg,0.0,0,0,Ibe,0.4,False,,a,3,91,0.0,0,1201,1201,3322,3322,0.0,0.0,Ibe,0,1.7,0.33999999999999997,0.7602631123499285,0.0
79,0,0,0,0.0,0.0,0,155408,0,0,0,0,0.0,0,3,0.0,0.0,0,Lewis,0.0,0,0,0.0,False,0.0,0,Anterior cruciate ligament - Unknown return date,2019-06-25T11:30:07.007116Z,50,0,0,0,155408.jpg,0.0,0,0,Cook,0.0,False,,i,3,91,0.0,0,23,23,62,62,0.0,0.0,Lewis Cook,0,1.7,0.33999999999999997,0.7602631123499285,0.0
80,0,0,0,100.0,100.0,0,15237,0,0,0,0,0.0,0,3,1.9,1.9,0,Andrew,0.0,0,0,0.0,False,0.0,0,,2019-06-25T11:30:07.022396Z,50,0,0,0,15237.jpg,0.0,0,0,Surman,0.1,False,,a,3,91,0.0,0,152,152,541,541,0.0,0.0,Surman,0,2.0,0.4,0.8944271909999159,0.0
81,0,0,0,0.0,0.0,0,40387,0,0,0,0,0.0,0,3,0.0,0.0,0,Dan,0.0,0,0,0.0,False,0.0,0,Hip injury - Expected back 02 Nov,2019-07-30T10:30:13.907385Z,50,0,0,0,40387.jpg,0.0,0,0,Gosling,0.0,False,,i,3,91,0.0,0,13,13,241,241,0.0,0.0,Gosling,0,2.2,0.44000000000000006,0.9838699100999075,0.0
82,0,0,13,,,0,152551,0,0,0,0,3.3,0,3,1.9,1.9,2,Jefferson,2.0,1,0,2.4,False,12.0,90,,,50,0,0,0,152551.jpg,2.0,0,0,Lerma,0.2,False,,a,3,91,9.0,2,1538,1538,1590,1590,0.4,0.4,Lerma,0,2.18,0.43600000000000005,0.9749256381899084,1.0
446,0,0,0,,,0,154131,0,0,0,0,0.0,0,2,2.1,2.1,0,Jack,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,154131.jpg,0.0,0,0,Stacey,0.1,False,,a,3,91,0.0,0,89,89,1250,1250,0.0,0.0,Stacey,0,0.0,0.0,0.0,0.0
476,0,0,15,,,0,168991,0,0,0,0,24.3,0,3,1.9,1.9,2,Philip,2.0,1,0,5.8,False,23.4,90,,,50,0,0,0,168991.jpg,2.0,0,0,Billing,0.2,False,,a,3,91,10.0,2,2049,2049,1152,1152,0.4,0.4,Billing,0,2.1,0.42000000000000004,0.9391485505499118,1.0
492,0,0,0,75.0,,0,220307,0,0,0,0,0.0,0,3,2.6,2.6,0,Arnaut,0.0,0,0,0.0,False,0.0,0,Foot injury - 75% chance of playing,2019-08-12T10:00:14.019366Z,60,0,0,0,220307.jpg,0.0,0,0,Danjuma Groeneveld,0.1,False,,d,3,91,0.0,0,118,118,1056,1056,0.0,0.0,Danjuma,0,0.0,0.0,0.0,0.0
494,0,0,11,,,0,225321,0,0,0,0,0.0,0,1,2.2,2.2,2,Aaron,2.0,1,0,1.0,False,9.8,90,,,45,0,0,0,225321.jpg,2.0,0,2,Ramsdale,0.1,False,,a,3,91,0.0,2,2528,2528,667,667,0.4,0.4,Ramsdale,0,1.46,0.3244444444444444,0.6882506003549063,1.0
505,0,0,0,,,0,153682,0,0,0,0,0.0,0,3,2.6,2.6,0,Harry,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,153682.jpg,0.0,0,0,Wilson,1.0,False,,a,3,91,0.0,0,6779,6779,13484,13484,0.0,0.0,Wilson,0,0.0,0.0,0.0,0.0
37,0,0,26,,,1,61933,0,0,0,0,0.2,0,2,1.6,1.6,6,Shane,6.0,0,0,2.5,False,22.6,90,,,50,0,0,0,61933.jpg,6.0,0,0,Duffy,2.9,False,,a,4,36,2.0,6,8019,8019,8273,8273,1.2,1.2,Duffy,0,4.5600000000000005,0.9120000000000001,2.0392939954798086,1.0
38,0,0,21,,,1,86153,0,0,0,0,12.6,0,2,1.1,1.1,6,Martín,6.0,0,0,2.8,False,13.0,90,,,45,0,0,0,86153.jpg,6.0,0,0,Montoya,0.7,False,,a,4,36,2.0,6,6847,6847,2496,2496,1.3,1.3,Montoya,0,3.92,0.8711111111111111,1.847905721500844,1.0
39,0,0,3,,,0,209362,0,0,0,0,0.4,0,2,1.1,1.1,1,Bernardo,1.0,0,0,0.0,False,0.0,1,,,45,0,0,0,209362.jpg,1.0,0,0,Fernandes da Silva Junior,0.2,False,,a,4,36,0.0,1,247,247,783,783,0.2,0.2,Bernardo,0,1.18,0.2622222222222222,0.5562573345334173,0.011111111111111112
40,0,0,0,,,0,52484,0,0,0,0,0.0,0,2,1.1,1.1,0,Leon,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,52484.jpg,0.0,0,0,Balogun,0.1,False,,a,4,36,0.0,0,111,111,617,617,0.0,0.0,Balogun,0,1.9000000000000001,0.4222222222222223,0.8956685895029602,0.0
41,0,0,0,,,0,42748,0,0,0,0,0.0,0,2,1.1,1.1,0,Gaëtan,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,42748.jpg,0.0,0,0,Bong,0.2,False,,a,4,36,0.0,0,144,144,890,890,0.0,0.0,Bong,0,2.2,0.48888888888888893,1.0370899457402698,0.0
42,1,3,41,,,1,83299,0,0,0,0,13.3,1,2,1.1,1.1,11,Lewis,11.0,0,0,5.1,True,35.8,90,,,45,0,0,0,83299.jpg,11.0,0,0,Dunk,9.8,False,,a,4,36,2.0,11,117518,117518,15935,15935,2.4,2.4,Dunk,1,5.93,1.3177777777777777,2.7954288082908176,1.0
43,0,0,0,0.0,0.0,0,178173,0,0,0,0,0.0,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,False,0.0,0,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,45,0,0,0,178173.jpg,0.0,0,0,Clarke,0.0,False,,n,4,36,0.0,0,39,39,369,369,0.0,0.0,Clarke,0,0.0,0.0,0.0,0.0
44,0,0,0,,,1,20529,0,0,0,0,3.1,0,4,1.3,1.3,2,Glenn,2.0,0,0,1.1,False,4.2,63,,,60,0,0,0,20529.jpg,2.0,0,0,Murray,3.4,False,,a,4,36,4.0,2,9861,9861,22032,22032,0.3,0.3,Murray,0,2.54,0.42333333333333334,1.036950657778212,0.7
45,0,0,8,,,1,106757,0,0,0,0,1.4,0,4,1.1,1.1,2,Jürgen,2.0,0,0,2.4,False,3.2,63,,,55,0,0,0,106757.jpg,2.0,0,0,Locadia,0.3,False,,a,4,36,19.0,2,2609,2609,2763,2763,0.4,0.4,Locadia,0,2.0,0.36363636363636365,0.8528028654224418,0.7
46,0,1,27,,,0,93284,0,0,0,0,0.5,0,4,0.8,0.8,6,Florin,6.0,0,1,5.8,False,40.0,26,,,50,0,0,0,93284.jpg,6.0,0,0,Andone,1.6,False,,a,4,36,17.0,6,60812,60812,13916,13916,1.2,1.2,Andone,0,3.88,0.776,1.735188750539837,0.28888888888888886
47,0,2,29,,,1,131897,0,0,0,0,0.0,0,1,1.2,1.2,9,Mathew,9.0,0,0,2.5,False,25.4,90,,,45,0,0,0,131897.jpg,9.0,0,3,Ryan,14.7,False,,a,4,36,0.0,9,117430,117430,22749,22749,2.0,2.0,Ryan,0,5.57,1.2377777777777779,2.625723180806047,1.0
48,0,0,0,,,0,50093,0,0,0,0,0.0,0,1,0.5,0.5,0,David,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,50093.jpg,0.0,0,0,Button,26.3,False,,a,4,36,0.0,0,41955,41955,38742,38742,0.0,0.0,Button,0,3.8000000000000003,0.9500000000000001,1.9000000000000001,0.0
49,1,0,16,,,1,60307,0,0,0,0,10.9,0,3,1.7,1.7,6,Pascal,6.0,0,0,2.1,False,6.0,90,,,65,0,0,0,60307.jpg,6.0,0,0,Groß,1.3,False,,a,4,36,4.0,6,31200,31200,6447,6447,0.9,0.9,Groß,0,4.5200000000000005,0.6953846153846155,1.772889861649184,1.0
50,0,0,0,,,0,165210,0,0,0,0,0.0,0,3,1.6,1.6,0,Alireza,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,165210.jpg,0.0,0,0,Jahanbakhsh,0.1,False,,a,4,36,0.0,0,168,168,951,951,0.0,0.0,Jahanbakhsh,0,1.7,0.2833333333333333,0.694022093788567,0.0
51,0,0,0,0.0,0.0,0,167473,0,0,0,0,0.0,0,3,0.0,0.0,0,José Heriberto,0.0,0,0,0.0,False,0.0,0,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,55,0,0,0,167473.jpg,0.0,0,0,Izquierdo Mena,0.0,False,,i,4,36,0.0,0,15,15,37,37,0.0,0.0,Izquierdo,0,2.1,0.38181818181818183,0.8954430086935639,0.0
52,0,0,0,0.0,0.0,0,83543,0,0,0,0,0.0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,False,0.0,0,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,55,0,0,0,83543.jpg,0.0,0,0,Knockaert,0.0,False,,n,4,36,0.0,0,26,26,275,275,0.0,0.0,Knockaert,0,2.5,0.45454545454545453,1.0660035817780522,0.0
53,0,0,0,0.0,0.0,0,227127,0,0,0,0,0.0,0,3,0.0,0.0,0,Yves,0.0,0,0,0.0,False,0.0,0,Shoulder injury - Unknown return date,2019-06-25T11:30:06.944296Z,50,0,0,0,227127.jpg,0.0,0,0,Bissouma,0.0,False,,i,4,36,0.0,0,18,18,45,45,0.0,0.0,Bissouma,0,1.5,0.3,0.6708203932499369,0.0
54,1,0,26,,,1,66242,0,0,0,0,16.3,0,3,0.9,0.9,6,Davy,6.0,0,0,4.8,False,30.8,90,,,50,0,0,0,66242.jpg,6.0,0,0,Pröpper,0.9,False,,a,4,36,1.0,6,43185,43185,8848,8848,1.2,1.2,Pröpper,0,4.16,0.8320000000000001,1.8604085572798252,1.0
55,0,0,15,,,1,109345,0,0,0,0,1.8,0,3,0.9,0.9,3,Solomon,3.0,0,0,1.6,False,13.8,90,,,50,0,0,0,109345.jpg,3.0,0,0,March,0.5,False,,a,4,36,0.0,3,3132,3132,2636,2636,0.6,0.6,March,0,2.87,0.5740000000000001,1.2835030190848793,1.0
56,0,0,0,0.0,0.0,0,38490,0,0,0,0,0.0,0,3,0.0,0.0,0,Beram,0.0,0,0,0.0,False,0.0,0,Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T22:00:09.076501Z,45,0,0,0,38490.jpg,0.0,0,0,Kayal,0.1,False,,n,4,36,0.0,0,58,58,1340,1340,0.0,0.0,Kayal,0,2.0,0.4444444444444444,0.9428090415820634,0.0
57,0,0,11,,,1,40845,0,0,0,0,11.3,0,3,0.5,0.5,3,Dale,3.0,0,0,2.6,False,15.0,90,,,45,0,0,0,40845.jpg,3.0,0,0,Stephens,3.7,False,,a,4,36,0.0,3,38033,38033,13620,13620,0.7,0.7,Stephens,0,2.68,0.5955555555555556,1.263364115719965,1.0
421,0,0,0,,,0,116216,0,0,0,0,0.0,0,3,1.6,1.6,0,Leandro,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,116216.jpg,0.0,0,0,Trossard,0.7,False,,a,4,36,0.0,0,689,689,5929,5929,0.0,0.0,Trossard,0,0.0,0.0,0.0,0.0
475,0,0,23,,,1,78916,0,0,0,0,1.3,0,2,1.1,1.1,6,Dan,6.0,0,0,1.5,False,12.8,90,,,45,0,0,0,78916.jpg,6.0,0,0,Burn,0.1,False,,a,4,36,1.0,6,1827,1827,439,439,1.3,1.3,Burn,0,3.29,0.7311111111111112,1.5509208734024944,1.0
493,0,0,0,,,0,110735,0,0,0,0,0.0,0,2,1.1,1.1,0,Adam,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,110735.jpg,0.0,0,0,Webster,0.1,False,,a,4,36,0.0,0,116,116,558,558,0.0,0.0,Webster,0,0.0,0.0,0.0,0.0
502,0,1,27,,,0,115382,0,0,0,0,0.0,0,4,1.3,1.3,6,Neal,6.0,0,1,0.0,False,0.0,26,,,60,0,0,0,115382.jpg,6.0,0,0,Maupay,0.7,False,,a,4,36,0.0,6,20170,20170,4372,4372,1.0,1.0,Maupay,0,3.29,0.5483333333333333,1.3431368756261093,0.28888888888888886
516,0,0,0,,,0,74471,0,0,0,0,0.0,0,3,0.9,0.9,0,Aaron,0.0,0,0,0.0,False,0.0,0,,,50,0,0,0,74471.jpg,0.0,0,0,Mooy,0.3,False,,a,4,36,0.0,0,1814,1814,1863,1863,0.0,0.0,Mooy,0,2.6,0.52,1.1627553482998907,0.0
83,0,0,27,,,1,51927,0,0,0,0,0.1,0,2,1.6,2.1,6,Ben,6.0,0,0,2.3,False,21.2,90,,,50,0,0,0,51927.jpg,6.0,0,0,Mee,0.9,False,,a,5,90,2.0,6,2027,2027,2789,2789,1.2,1.2,Mee,0,4.04,0.808,1.8067429258198302,1.0
84,0,0,23,100.0,100.0,1,17761,0,0,0,0,0.2,0,2,1.6,2.1,6,James,6.0,0,0,5.4,False,18.0,90,,2019-08-03T18:30:13.047591Z,50,0,0,0,17761.jpg,6.0,0,0,Tarkowski,1.8,False,,a,5,90,36.0,6,3906,3906,5126,5126,1.2,1.2,Tarkowski,0,4.34,0.868,1.9409070044698173,1.0
85,0,0,23,,,1,68983,0,0,0,0,15.3,0,2,1.1,1.6,6,Matthew,6.0,0,0,3.2,False,14.2,90,,,45,0,0,0,68983.jpg,6.0,0,0,Lowton,0.3,False,,a,5,90,2.0,6,1929,1929,1218,1218,1.3,1.3,Lowton,0,3.84,0.8533333333333333,1.8101933598375617,1.0
86,0,0,0,,,0,17997,0,0,0,0,0.0,0,2,1.1,1.6,0,Phil,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,17997.jpg,0.0,0,0,Bardsley,0.2,False,,a,5,90,0.0,0,234,234,1022,1022,0.0,0.0,Bardsley,0,1.7,0.37777777777777777,0.8013876853447538,0.0
87,0,0,0,,,0,103914,0,0,0,0,0.0,0,2,1.1,1.6,0,Charlie,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,103914.jpg,0.0,0,0,Taylor,1.3,False,,a,5,90,0.0,0,309,309,13123,13123,0.0,0.0,Taylor,0,2.2,0.48888888888888893,1.0370899457402698,0.0
88,0,0,0,100.0,100.0,0,41674,0,0,0,0,0.0,0,2,1.1,1.6,0,Kevin,0.0,0,0,0.0,False,0.0,0,,2019-08-04T11:00:17.994252Z,45,0,0,0,41674.jpg,0.0,0,0,Long,0.2,False,,a,5,90,0.0,0,268,268,857,857,0.0,0.0,Long,0,2.7,0.6000000000000001,1.2727922061357857,0.0
89,0,0,0,100.0,100.0,0,83312,0,0,0,0,0.0,0,2,0.5,1.0,0,Ben,0.0,0,0,0.0,False,0.0,0,,2019-07-31T00:00:11.168991Z,40,0,0,0,83312.jpg,0.0,0,0,Gibson,3.2,False,,a,5,90,0.0,0,5745,5745,11108,11108,0.0,0.0,Gibson,0,6.0,1.5,3.0,0.0
90,0,3,58,,,1,44699,0,0,0,0,1.8,1,4,1.6,2.1,13,Ashley,13.0,0,2,16.2,True,71.4,83,,,65,0,0,0,44699.jpg,13.0,0,0,Barnes,3.3,False,,a,5,90,89.0,13,104647,104647,18539,18539,2.0,2.0,Barnes,0,6.87,1.0569230769230769,2.6946356967986484,0.9222222222222223
91,0,0,-1,,,1,60689,0,0,0,0,0.7,0,4,1.6,2.1,2,Chris,2.0,0,0,0.8,False,0.0,90,,,65,0,0,0,60689.jpg,2.0,0,0,Wood,1.5,False,,a,5,90,8.0,2,1397,1397,15136,15136,0.3,0.3,Wood,0,2.54,0.39076923076923076,0.9962699665019749,1.0
92,0,0,0,,,0,81183,0,0,0,0,0.0,0,4,1.1,1.6,0,Matej,0.0,0,0,0.0,False,0.0,0,,,55,0,0,0,81183.jpg,0.0,0,0,Vydra,0.1,False,,a,5,90,0.0,0,352,352,830,830,0.0,0.0,Vydra,0,1.6,0.29090909090909095,0.6822422923379534,0.0
93,0,1,28,100.0,100.0,1,98747,0,0,0,0,10.0,0,1,1.2,1.7,8,Nick,8.0,0,0,3.6,False,25.6,90,,2019-07-31T00:00:11.182051Z,45,0,0,0,98747.jpg,8.0,0,3,Pope,7.2,False,,a,5,90,0.0,8,64657,64657,19757,19757,1.8,1.8,Pope,0,4.0,0.8888888888888888,1.8856180831641267,1.0
95,0,0,0,,,0,15749,0,0,0,0,0.0,0,1,1.2,1.7,0,Joe,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,15749.jpg,0.0,0,0,Hart,2.0,False,,a,5,90,0.0,0,1786,1786,13951,13951,0.0,0.0,Hart,0,3.6,0.8,1.6970562748477143,0.0
96,0,1,28,,,1,60586,0,0,0,0,33.1,0,3,1.6,2.1,9,Johann Berg,9.0,0,1,9.9,False,44.2,90,,,60,0,0,0,60586.jpg,9.0,0,0,Gudmundsson,1.6,False,,a,5,90,22.0,9,51622,51622,10230,10230,1.5,1.5,Gudmundsson,0,5.61,0.935,2.2902729095022716,1.0
97,0,0,15,,,1,433154,0,0,0,0,5.3,0,3,1.6,2.1,3,Dwight,3.0,0,0,2.1,False,15.8,83,,,60,0,0,0,433154.jpg,3.0,0,0,McNeil,0.4,False,,a,5,90,0.0,3,872,872,2377,2377,0.5,0.5,McNeil,0,3.27,0.545,1.334971909816832,0.9222222222222223
98,0,0,0,0.0,25.0,0,90517,0,0,0,0,0.0,0,3,0.3,0.5,0,Robbie,0.0,0,0,0.0,False,0.0,0,Rib Injury - Expected back 24 Aug,2019-07-31T00:00:11.195874Z,55,0,0,0,90517.jpg,0.0,0,0,Brady,0.0,False,,i,5,90,0.0,0,40,40,303,303,0.0,0.0,Brady,0,1.3,0.23636363636363636,0.5543218625245872,0.0
99,0,0,0,0.0,0.0,0,39847,0,0,0,0,0.0,0,3,0.0,0.0,0,Steven,0.0,0,0,0.0,False,0.0,0,Calf injury - Unknown return date,2019-06-25T11:30:07.038056Z,55,0,0,0,39847.jpg,0.0,0,0,Defour,0.0,False,,i,5,90,0.0,0,10,10,47,47,0.0,0.0,Defour,0,1.7,0.3090909090909091,0.7248824356090754,0.0
100,0,0,0,,,0,83314,0,0,0,0,0.0,0,3,1.3,1.8,0,Jeff,0.0,0,0,0.0,False,0.0,0,,,55,0,0,0,83314.jpg,0.0,0,0,Hendrick,0.1,False,,a,5,90,0.0,0,146,146,634,634,0.0,0.0,Hendrick,0,2.3000000000000003,0.4181818181818182,0.9807232952358081,0.0
101,0,0,7,,,1,60551,0,0,0,0,11.5,0,3,1.3,1.8,3,Ashley,3.0,0,0,1.8,False,6.4,90,,,55,0,0,0,60551.jpg,3.0,0,0,Westwood,0.8,False,,a,5,90,0.0,3,1492,1492,4726,4726,0.5,0.5,Westwood,0,3.13,0.5690909090909091,1.3346364843861214,1.0
102,0,0,10,,,1,40145,0,0,0,0,2.1,0,3,0.9,1.4,3,Jack,3.0,0,0,1.0,False,8.2,90,,,50,0,0,0,40145.jpg,3.0,0,0,Cork,0.3,False,,a,5,90,0.0,3,2221,2221,1527,1527,0.6,0.6,Cork,0,2.7600000000000002,0.552,1.234309523579884,1.0
120,0,0,0,0.0,,0,61603,0,0,0,0,0.0,0,3,0.5,1.0,0,Daniel,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - Unknown return date,2019-08-15T14:00:16.210590Z,45,0,0,0,61603.jpg,0.0,0,0,Drinkwater,2.5,False,,i,5,90,0.0,0,11701,11701,13113,13113,0.0,0.0,Drinkwater,0,0.0,0.0,0.0,0.0
430,0,0,3,,,0,17349,0,0,0,0,0.0,0,3,0.9,1.4,1,Aaron,1.0,0,0,0.2,False,2.0,6,,,50,0,0,0,17349.jpg,1.0,0,0,Lennon,0.1,False,,a,5,90,0.0,1,448,448,1069,1069,0.2,0.2,Lennon,0,1.42,0.284,0.6350433056099402,0.06666666666666667
447,2,2,43,,,1,39487,0,0,0,0,25.1,1,2,1.1,1.6,14,Erik,14.0,0,0,8.3,True,56.8,90,,,45,0,0,0,39487.jpg,14.0,0,0,Pieters,2.9,False,,a,5,90,1.0,14,99583,99583,12867,12867,3.1,3.1,Pieters,0,5.75,1.2777777777777777,2.710575994548432,1.0
451,0,0,2,,,0,44683,0,0,0,0,0.0,0,4,1.3,1.8,1,Jay,1.0,0,0,0.0,False,0.0,6,,,60,0,0,0,44683.jpg,1.0,0,0,Rodriguez,0.4,False,,a,5,90,0.0,1,741,741,4978,4978,0.2,0.2,Rodriguez,0,0.8300000000000001,0.13833333333333334,0.3388460810850063,0.06666666666666667
495,0,0,0,,,0,220037,0,0,0,0,0.0,0,1,1.2,1.7,0,Bailey,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,220037.jpg,0.0,0,0,Peacock-Farrell,0.1,False,,a,5,90,0.0,0,92,92,327,327,0.0,0.0,Peacock-Farrell,0,0.0,0.0,0.0,0.0
103,0,0,0,,,0,82263,0,0,0,0,0.0,0,2,4.0,3.5,0,Marcos,0.0,0,0,0.0,False,0.0,0,,,65,0,0,0,82263.jpg,0.0,0,0,Alonso,4.2,False,,a,6,8,0.0,0,5103,5103,49653,49653,0.0,0.0,Alonso,0,5.2,0.8,2.039607805437114,0.0
104,0,0,0,75.0,50.0,0,102380,0,0,0,0,0.0,0,2,1.8,1.5,0,Antonio,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 75% chance of playing,2019-06-25T11:30:07.053434Z,60,0,0,0,102380.jpg,0.0,0,0,Rüdiger,0.1,False,,d,6,8,0.0,0,346,346,941,941,0.0,0.0,Rüdiger,0,3.5,0.5833333333333334,1.4288690166235207,0.0
105,0,0,9,,,0,41328,0,0,0,0,16.7,0,2,3.6,3.1,0,César,0.0,4,0,4.3,False,24.2,90,,,60,0,0,0,41328.jpg,0.0,0,0,Azpilicueta,7.8,False,,a,6,8,2.0,0,9579,9579,47081,47081,0.0,0.0,Azpilicueta,0,0.2,0.03333333333333333,0.08164965809277261,1.0
107,0,0,8,,,0,109533,0,0,0,0,19.7,0,2,3.1,2.6,0,Emerson,0.0,4,0,8.8,False,23.2,90,,,55,0,0,0,109533.jpg,0.0,0,0,Palmieri dos Santos,1.4,False,,a,6,8,45.0,0,24299,24299,7722,7722,0.0,0.0,Emerson,0,0.0,0.0,0.0,1.0
108,0,0,16,,,0,135363,0,0,0,0,1.6,0,2,2.6,2.1,0,Andreas,0.0,4,0,2.7,False,23.2,90,,,50,0,0,0,135363.jpg,0.0,0,0,Christensen,1.1,False,,a,6,8,2.0,0,6678,6678,6537,6537,0.0,0.0,Christensen,0,0.0,0.0,0.0,1.0
109,0,0,0,,,0,105700,0,0,0,0,0.0,0,2,2.1,1.6,0,Davide,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,105700.jpg,0.0,0,0,Zappacosta,0.5,False,,a,6,8,0.0,0,1385,1385,3897,3897,0.0,0.0,Zappacosta,0,2.3000000000000003,0.5111111111111112,1.084230397819373,0.0
110,0,0,2,,,0,44346,0,0,0,0,0.6,0,4,2.7,2.2,1,Olivier,1.0,2,0,0.0,False,0.0,24,,,70,0,0,0,44346.jpg,1.0,0,0,Giroud,2.4,False,,a,6,8,0.0,1,11621,11621,23286,23286,0.1,0.1,Giroud,0,1.24,0.17714285714285713,0.46867594653144173,0.26666666666666666
111,0,0,9,,,0,109745,0,0,0,0,0.0,0,1,3.7,3.2,0,Kepa,0.0,4,0,0.7,False,7.0,90,,,55,0,0,0,109745.jpg,0.0,0,1,Arrizabalaga,5.5,False,,a,6,8,0.0,0,36334,36334,29640,29640,0.0,0.0,Kepa,0,0.0,0.0,0.0,1.0
112,0,0,0,,,0,20310,0,0,0,0,0.0,0,1,3.0,2.5,0,Willy,0.0,0,0,0.0,False,0.0,0,,,50,0,0,0,20310.jpg,0.0,0,0,Caballero,0.3,False,,a,6,8,0.0,0,475,475,1853,1853,0.0,0.0,Caballero,0,6.5,1.3,2.906888370749727,0.0
113,0,0,0,75.0,50.0,0,47431,0,0,0,0,0.0,0,3,1.4,1.2,0,Willian,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 75% chance of playing,2019-07-30T11:00:13.285605Z,70,0,0,0,47431.jpg,0.0,0,0,Borges Da Silva,0.7,False,,d,6,8,0.0,0,1681,1681,9642,9642,0.0,0.0,Willian,0,3.4,0.4857142857142857,1.2850792082313727,0.0
114,0,0,18,,,0,49579,0,0,0,0,55.1,0,3,2.9,2.4,2,Pedro,2.0,4,0,9.8,False,20.0,90,,,70,0,0,0,49579.jpg,2.0,0,0,Rodríguez Ledesma,3.6,False,,a,6,8,23.0,2,37659,37659,20657,20657,0.3,0.3,Pedro,0,2.64,0.37714285714285717,0.99782620874436,1.0
115,0,0,0,0.0,0.0,0,126187,0,0,0,0,0.0,0,3,0.0,0.0,0,Ruben,0.0,0,0,0.0,False,0.0,0,Achilles injury - Unknown return date,2019-06-25T11:30:07.068350Z,65,0,0,0,126187.jpg,0.0,0,0,Loftus-Cheek,0.1,False,,i,6,8,0.0,0,140,140,1349,1349,0.0,0.0,Loftus-Cheek,0,3.3000000000000003,0.5076923076923078,1.2943664919120148,0.0
