id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,form 10,value,valuePoints metric,team_name
1,2,2,229,100.0,100.0,4,69140,0,0,-4,4,44.4,336,113,0,2,2.7,3.2,1,Shkodran,2.7,15,0,41.9,314,107,False,242.0,261,105,1115,,2020-07-01T22:00:25.971699Z,51,0,0,0,69140.jpg,3.0,0,0,Mustafi,0.4,False,,a,1,3,131.0,239,60,42,23199,486,44122,471,0.5,8.2,Mustafi,2,14.0,38.973549562192495,2.7838249687280348,2.610283326393425,2.577674146462872,0.5458480330839284,1.232698415521869,Arsenal
2,0,4,194,100.0,100.0,4,98745,0,0,-2,2,61.2,315,102,0,2,3.0,3.5,2,Héctor,3.0,16,1,33.1,338,120,False,178.8,310,120,1073,,2019-12-09T20:00:21.228098Z,53,0,0,0,98745.jpg,3.1,0,0,Bellerín,1.0,False,,a,1,3,89.0,284,85,43,196954,1223,145184,3093,0.6,8.1,Bellerín,2,13.870967741935484,37.846580241593045,2.728474389510197,3.479663063519185,3.146032838620689,0.5148064885868296,1.185173539893141,Arsenal
3,2,1,301,100.0,100.0,4,111457,0,0,-3,3,165.9,209,52,0,2,2.7,3.2,2,Sead,2.7,22,0,47.5,293,99,False,245.0,260,104,1483,,2020-02-23T18:30:13.672943Z,52,0,0,0,111457.jpg,2.3,0,0,Kolasinac,0.5,False,,a,1,3,67.0,307,100,51,62484,267,132683,340,0.5,9.8,Kolasinac,3,22.17391304347826,58.77952222629808,2.6508411984408937,2.940161129678481,2.6938414771986685,0.5097771535463257,1.162470765501021,Arsenal
4,2,3,226,100.0,100.0,3,154043,0,0,-5,5,159.5,219,54,1,2,0.5,1.0,1,Ainsley,0.5,20,0,47.0,296,100,False,279.2,240,95,1278,,2019-09-22T18:00:10.824841Z,45,0,0,0,154043.jpg,2.2,1,0,Maitland-Niles,2.2,False,,a,1,3,37.0,356,130,39,608375,302,649744,1006,0.1,8.7,Maitland-Niles,4,17.727272727272727,45.03304289983832,2.5403254969139564,1.5792411356437477,1.5961123962868955,0.5645167770919903,1.1975209235259632,Arsenal
5,0,5,305,100.0,100.0,4,39476,0,0,-2,2,36.8,350,119,1,2,0.0,0.5,0,Sokratis,0.0,25,2,58.5,247,75,False,436.2,143,54,1696,,2020-06-18T18:00:15.974146Z,48,0,0,0,39476.jpg,3.0,0,0,Papastathopoulos,1.3,False,,a,1,3,110.0,260,73,57,180943,143,227895,1068,0.0,11.9,Sokratis,6,19.0,54.344734330926286,2.8602491753119104,,3.5196012653814317,0.5958852448566481,1.3055191611699015,Arsenal
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,343,117,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,410,149,False,47.2,413,154,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.2,False,,u,1,3,12.0,403,147,10,28231,4,89227,18,0.0,2.0,Monreal,0,3.0303030303030303,10.393897022476283,3.429986017417173,,,0.6859972034834346,1.5339363793637153,Arsenal
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,630,217,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,636,217,False,0.0,634,217,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,626,216,0,732,5,12856,7,0.0,0.0,Koscielny,0,,,,,,,,Arsenal
8,0,0,0,0.0,0.0,0,233963,0,0,-2,2,0.0,567,213,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,581,213,False,0.0,578,213,0,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Aug,2020-01-13T14:30:21.309535Z,43,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,n,1,3,0.0,545,206,0,1159,3,5030,9,0.0,0.0,Mavropanos,0,,,,,,,,Arsenal
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,582,214,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,594,214,False,0.0,591,214,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,563,208,0,488,3,2677,4,0.0,0.0,Jenkinson,0,,,,,,,,Arsenal
10,0,2,60,100.0,100.0,1,156074,0,0,-1,1,2.4,441,163,0,2,1.7,2.2,0,Rob,1.7,5,0,7.7,425,155,False,68.2,392,149,310,,2019-12-09T10:00:19.335279Z,44,0,0,0,156074.jpg,2.4,0,0,Holding,0.2,False,,a,1,3,6.0,421,154,12,22235,171,20220,854,0.4,2.7,Holding,0,5.0,12.774930087085867,2.554986017417173,3.0126893873808767,2.969723830227903,0.5806786403220847,1.2180417918264308,Arsenal
