id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,form 10,value,valuePoints metric,team_name
1,2,1,169,100.0,100.0,2,69140,0,0,-4,4,41.1,327,110,0,2,1.5,2.5,2,Shkodran,1.0,14,0,37.4,316,113,False,207.4,268,107,800,,2020-02-27T23:00:18.104137Z,51,0,0,0,69140.jpg,2.8,0,0,Mustafi,0.4,False,,a,1,3,124.0,232,60,28,19566,511,41607,965,0.2,5.5,Mustafi,0,10.0,28.433088217757987,2.843308821775799,2.13641775208624,2.8086899214274137,0.5575115336815293,1.2590383083760588,Arsenal
2,0,3,132,100.0,100.0,2,98745,0,0,0,0,40.9,328,111,0,2,1.5,2.5,2,Héctor,1.0,15,1,22.5,363,131,False,142.0,318,124,803,,2019-12-09T20:00:21.228098Z,55,0,0,0,98745.jpg,2.7,0,0,Bellerín,1.2,False,,a,1,3,40.0,337,118,27,186302,1940,121984,14062,0.2,4.9,Bellerín,2,10.0,23.365902927800413,2.3365902927800417,1.9740366826942244,2.5708979058178305,0.4248345986872803,0.9963254485005408,Arsenal
3,2,1,240,100.0,100.0,2,111457,0,0,-3,3,159.8,198,49,0,2,1.0,1.5,1,Sead,0.5,21,0,42.9,289,98,False,204.6,271,108,1193,,2020-02-23T18:30:13.672943Z,52,0,0,0,111457.jpg,2.0,0,0,Kolasinac,0.5,False,,a,1,3,67.0,300,97,36,60493,251,130790,925,0.1,6.9,Kolasinac,3,18.0,46.52581055999832,2.58476725333324,1.3376802341349576,1.5842761508625058,0.4970706256410077,1.1334954237890609,Arsenal
4,2,3,218,100.0,100.0,3,154043,0,0,-5,5,157.0,201,50,1,2,1.0,1.5,1,Ainsley,0.5,20,0,45.2,277,93,False,263.4,230,92,1233,,2019-09-22T18:00:10.824841Z,45,0,0,0,154043.jpg,2.5,1,0,Maitland-Niles,2.3,False,,a,1,3,37.0,340,120,37,606066,741,642632,2898,0.1,8.2,Maitland-Niles,3,14.8,39.18872162310219,2.647886596155553,1.2230830193222528,1.8874951981532475,0.5884192435901229,1.2482257119697044,Arsenal
5,0,5,305,0.0,100.0,4,39476,0,0,-2,2,36.8,337,114,1,2,0.0,0.5,0,Sokratis,0.0,25,2,58.5,224,66,False,436.2,117,44,1696,Thigh injury - Expected back 04 Jul,2020-06-18T18:00:15.974146Z,48,0,0,0,39476.jpg,3.0,0,0,Papastathopoulos,1.4,False,,i,1,3,110.0,247,68,57,179585,105,218190,11220,0.0,11.9,Sokratis,6,19.0,53.045215562820786,2.7918534506747785,3.519601265381432,4.0265797579303255,0.5816361355572456,1.2743009268193441,Arsenal
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,329,112,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,398,146,False,47.2,395,148,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.2,False,,u,1,3,12.0,393,146,10,28212,7,89152,36,0.0,2.0,Monreal,0,3.0303030303030303,10.186637250848609,3.3615902927800416,,,0.6723180585560083,1.5033488814319187,Arsenal
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,614,212,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,621,212,False,0.0,618,212,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,610,211,0,705,9,12824,17,0.0,0.0,Koscielny,0,,,,,,,,Arsenal
8,0,0,0,0.0,0.0,0,233963,0,0,-2,2,0.0,555,207,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,569,207,False,0.0,565,207,0,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Aug,2020-01-13T14:30:21.309535Z,43,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,n,1,3,0.0,534,200,0,1142,9,4988,25,0.0,0.0,Mavropanos,0,,,,,,,,Arsenal
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,571,209,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,584,209,False,0.0,580,209,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,554,203,0,475,9,2663,12,0.0,0.0,Jenkinson,0,,,,,,,,Arsenal
10,0,0,30,100.0,100.0,0,156074,0,0,-1,1,1.3,438,162,0,2,1.0,1.5,1,Rob,0.5,5,0,4.0,439,158,False,34.8,413,155,175,,2019-12-09T10:00:19.335279Z,44,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,a,1,3,4.0,418,156,3,14448,1273,16104,487,0.1,0.7,Holding,0,3.0,5.659770878340124,1.886590292780041,1.7965648323413663,1.8279321993663988,0.4287705210863729,0.899396632699829,Arsenal
11,3,29,604,100.0,100.0,7,54694,-1,1,0,0,399.4,65,4,3,4,2.5,4.5,4,Pierre-Emerick,2.0,38,17,221.7,12,4,True,756.4,12,3,2483,,2020-01-08T14:00:18.333339Z,110,0,0,0,54694.jpg,5.6,1,0,Aubameyang,25.4,False,,a,1,3,1065.0,12,9,156,3502705,23037,3499279,268126,0.2,14.2,Aubameyang,3,27.857142857142854,134.77077793493635,4.8379253617669455,4.051840630184582,4.246423935314956,0.43981139652426776,1.458689380793215,Arsenal
12,4,9,283,100.0,100.0,3,59966,-1,1,-2,2,293.6,104,14,1,4,1.5,2.5,2,Alexandre,1.0,20,7,139.2,58,20,False,389.2,149,19,1411,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,3.6,0,0,Lacazette,2.2,False,,a,1,3,707.0,31,18,80,397639,970,505601,21096,0.1,8.6,Lacazette,6,22.222222222222207,73.63437057991513,3.3135466760961814,3.6549821561867946,3.5781214714632905,0.3562953415157184,1.0865547591299587,Arsenal
13,0,1,34,100.0,100.0,1,205533,0,0,-1,1,39.3,332,50,0,4,2.0,3.5,3,Edward,1.5,6,1,19.2,368,53,False,43.2,403,56,327,,2019-08-08T15:30:15.638344Z,44,0,0,0,205533.jpg,2.1,0,0,Nketiah,1.8,False,,a,1,3,109.0,248,53,15,226818,20045,203360,23676,0.3,3.4,Nketiah,0,7.142857142857142,18.3,2.562,3.75,,0.5822727272727272,1.2213855768236035,Arsenal
