id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,ppg_estimate,form 5,ppg next 1,ppg next 5,ppg next 10,value,adjusted value,valuePoints metric,valueAdjustedPoints metric
1,0,0,0,,,0,69140,0,0,-3,3,0.0,0,2,0.5,0.5,0,Shkodran,0.0,0,0,0.0,False,0.0,0,,,52,0,0,0,69140.jpg,0.0,0,0,Mustafi,0.4,False,,a,1,3,0.0,0,6604,91,29000,277,0.0,0.0,Mustafi,0,,,,2.6,2.6,2.6,2.6,2.6000000000000005,0.5,,1.140175425099138,
2,0,0,0,100.0,100.0,0,98745,0,0,-1,1,0.0,0,2,0.5,0.5,0,HÃ©ctor,0.0,0,0,0.0,False,0.0,0,,2019-06-25T11:30:06.897107Z,54,0,0,0,98745.jpg,0.0,0,0,BellerÃ­n,0.4,False,,a,1,3,0.0,0,24918,695,15938,1412,0.0,0.0,BellerÃ­n,0,,,,3.2,3.2,3.2,3.2,3.1999999999999997,0.5925925925925926,,1.3770607453181927,
3,1,1,116,100.0,100.0,1,111457,0,0,-1,1,109.7,0,2,3.0,3.0,1,Sead,2.5,8,0,25.0,False,108.4,577,,2019-10-30T23:30:12.346391Z,54,0,0,0,111457.jpg,2.0,0,0,Kolasinac,0.8,False,,a,1,3,33.0,18,42018,306,89831,2250,0.5,3.3,Kolasinac,2,9.0,25.91798213803068,2.8797757931145203,2.08,2.33,1.86,2.1740000000000004,1.9889999999999997,0.3851851851851852,0.533291813539726,0.8950894844568252,1.2392581875048658
4,2,3,92,100.0,100.0,1,154043,0,0,-2,2,108.2,1,2,0.5,0.5,0,Ainsley,0.0,10,0,27.1,False,136.4,490,,2019-09-22T18:00:10.824841Z,48,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,3.6,False,,a,1,3,31.0,17,542752,285,492572,11526,0.0,3.5,Maitland-Niles,0,6.071428571428572,18.895197638069963,3.1121501992115217,3.19,3.19,1.26,2.6660000000000004,2.9189999999999996,0.6645833333333333,0.6483646248357338,1.4560291320345666,1.4204957220436225
5,0,2,177,,,2,39476,0,0,0,0,25.5,0,2,4.5,4.5,2,Sokratis,4.0,15,1,32.0,False,259.6,990,,,50,0,0,0,39476.jpg,2.8,0,0,Papastathopoulos,2.0,False,,a,1,3,35.0,31,96783,1549,96095,2603,0.8,6.2,Sokratis,2,11.071428571428573,28.44741813705789,2.569444218831036,2.81,3.4,1.21,2.662,2.794,0.562,0.5138888437662071,1.256670203354882,1.1490903875400083
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,,u,1,3,12.0,10,27962,8,86040,177,0.0,2.0,Monreal,0,3.0303030303030303,10.304767427542727,3.4005732510891002,3.37,3.37,3.5,3.2640000000000002,3.692,0.674,0.68011465021782,1.5071098168348582,1.5207825903805379
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,385,12,12134,22,0.0,0.0,Koscielny,0,,,,3.6,3.6,3.6,3.6,3.6000000000000005,0.72,,1.6099689437998486,
8,0,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,0.5,0.5,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,a,1,3,0.0,0,493,15,3660,38,0.0,0.0,Mavropanos,0,,,,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,,0.9534625892455924,
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,231,6,2298,11,0.0,0.0,Jenkinson,0,,,,2.0,2.0,2.0,2.0,2.0,0.4444444444444444,,0.9428090415820634,
10,0,0,0,100.0,100.0,0,156074,0,0,0,0,0.0,0,2,0.5,0.5,0,Rob,0.0,0,0,0.0,False,0.0,0,,2019-06-25T11:30:06.913215Z,45,0,0,0,156074.jpg,0.0,0,0,Holding,0.1,False,,a,1,3,0.0,0,8887,100,7820,409,0.0,0.0,Holding,0,,,,2.4,2.4,2.4,2.4,2.3999999999999995,0.5333333333333333,,1.131370849898476,
