id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,ppg next 5,ppg next 10,value,valuePoints_metric,games_played
11,1,1,67,,,1,54694,0,0,0,0,50.7,0,4,5.7,5.2,5,Pierre-Emerick,5.7,4,2,27.1,False,86.6,270,,,110,0,0,0,54694.jpg,5.7,0,0,Aubameyang,24.0,False,,a,1,3,134.0,17,266699,31738,458098,88246,0.5,1.5,Aubameyang,1,5.68,5.772,5.796,0.5163636363636364,1.7125844372016974,3.0
12,0,2,27,100.0,100.0,0,59966,0,0,0,0,12.3,0,4,3.0,2.5,1,Alexandre,3.0,1,1,11.1,False,38.2,79,,2019-08-04T23:30:15.744462Z,95,0,0,0,59966.jpg,4.5,0,0,Lacazette,3.2,False,,a,1,3,60.0,9,55234,8287,87897,24237,0.3,0.9,Lacazette,0,4.57,5.228,5.2280000000000015,0.4810526315789474,1.4827037891351695,0.8777777777777778
13,0,0,0,0.0,0.0,0,205533,-1,1,-1,1,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,44,0,0,0,205533.jpg,0.0,0,0,Nketiah,1.0,False,,n,1,3,0.0,0,7320,5307,46146,7715,0.0,0.0,Nketiah,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
14,0,1,55,,,1,80201,0,0,0,0,0.0,0,1,3.7,3.2,1,Bernd,3.7,4,0,6.3,False,63.4,270,,,50,0,0,0,80201.jpg,3.7,0,7,Leno,6.4,False,,a,1,3,0.0,11,148435,11962,109774,22039,0.7,2.2,Leno,0,3.58,3.562,3.8920000000000003,0.716,1.6010246718898493,3.0
15,0,0,0,75.0,75.0,0,37605,-1,1,-2,2,0.0,0,3,0.0,-0.4,0,Mesut,0.0,0,0,0.0,False,0.0,0,Illness - 75% chance of playing,2019-08-09T17:00:13.419733Z,73,0,0,0,37605.jpg,0.0,0,0,Özil,0.7,False,,d,1,3,0.0,0,2347,193,64291,4867,0.0,0.0,Özil,0,3.7,3.7,3.7,0.5068493150684932,1.3694314388655697,0.0
16,0,0,3,,,1,57249,-1,1,-1,1,20.9,0,3,1.0,0.5,1,Henrikh,1.0,0,0,4.5,False,1.6,87,,,69,0,0,0,57249.jpg,1.5,0,0,Mkhitaryan,1.7,False,,a,1,3,22.0,3,21158,835,61775,8395,0.1,0.4,Mkhitaryan,1,1.98,3.6759999999999997,3.4519999999999995,0.28695652173913044,0.7537731177506122,0.9666666666666667
18,0,0,28,100.0,75.0,1,84450,0,0,-1,1,26.4,0,3,1.3,0.6,2,Granit,1.3,3,0,7.6,False,44.6,180,,2019-08-15T10:30:08.210157Z,54,0,0,0,84450.jpg,2.0,0,0,Xhaka,1.0,False,,a,1,3,5.0,4,13845,1221,55114,4590,0.2,0.7,Xhaka,1,2.24,2.962,2.8240000000000007,0.4148148148148148,0.9639425217227349,2.0
19,0,0,23,,,0,198849,0,0,-1,1,15.1,0,3,2.3,1.8,6,Lucas,2.3,0,1,9.7,False,45.6,36,,,49,0,0,0,198849.jpg,3.5,0,0,Torreira,1.7,False,,a,1,3,36.0,7,22551,8882,54407,6271,0.5,1.4,Torreira,0,3.16,1.9080000000000001,1.9080000000000001,0.6448979591836734,1.427542486590297,0.4
20,0,0,0,100.0,100.0,0,153256,-1,1,-1,1,0.0,0,3,0.0,-0.5,0,Mohamed,0.0,0,0,0.0,False,0.0,0,,2019-08-09T09:30:11.915358Z,44,0,0,0,153256.jpg,0.0,0,0,Elneny,0.5,False,,a,1,3,0.0,0,16619,13287,11577,3875,0.0,0.0,Elneny,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
21,0,0,42,,,1,242166,0,0,0,0,19.7,0,3,2.3,1.8,2,Matteo,2.3,4,0,10.2,False,64.4,265,,,45,0,0,0,242166.jpg,2.3,0,0,Guendouzi,6.8,False,,a,1,3,17.0,7,195079,25158,119794,29731,0.5,1.6,Guendouzi,0,2.19,1.764,1.964,0.48666666666666664,1.0323759005323594,2.9444444444444446
106,0,0,23,,,0,41270,-1,1,-1,1,4.8,0,2,0.3,-0.2,0,David,0.3,4,0,6.3,False,56.8,180,,,59,0,0,0,41270.jpg,0.5,0,0,Luiz Moreira Marinho,7.1,False,,a,1,3,1.0,1,30855,3197,175378,38234,0.0,0.2,David Luiz,2,0.92,3.688,3.688,0.1559322033898305,0.3787580060126044,2.0
427,0,0,0,,,0,98980,0,0,0,0,0.0,0,1,0.0,-0.5,0,Emiliano,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,98980.jpg,0.0,0,0,Martínez,0.3,False,,a,1,3,0.0,0,1522,232,4543,761,0.0,0.0,Martínez,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
467,0,0,26,,,1,101184,0,0,0,0,0.2,0,2,2.0,1.5,0,Calum,2.0,0,0,1.3,False,13.0,90,,,45,0,0,0,101184.jpg,6.0,0,0,Chambers,1.0,False,,a,1,3,0.0,6,28229,1227,27837,5270,0.4,1.3,Chambers,0,3.96,2.3120000000000003,2.7239999999999998,0.88,1.8667619023324855,1.0
469,2,3,44,,,0,182539,0,0,1,-1,52.6,1,3,4.7,4.2,2,Daniel,4.7,4,0,13.0,False,57.8,168,,,56,0,0,0,182539.jpg,4.7,0,0,Ceballos Fernández,12.7,False,,a,1,3,20.0,14,657895,110579,146689,52720,0.8,2.5,Ceballos,0,4.0,3.332,3.1799999999999997,0.7142857142857143,1.6903085094570331,1.8666666666666667
488,0,0,10,100.0,100.0,0,195735,0,0,-1,1,45.6,0,3,1.3,0.8,2,Nicolas,1.3,3,0,12.6,False,31.8,154,,2019-08-09T09:30:12.533555Z,94,0,0,0,195735.jpg,1.3,0,0,Pépé,3.5,False,,a,1,3,48.0,4,45692,15894,153091,18139,0.1,0.4,Pépé,0,1.4000000000000001,1.544,1.3920000000000001,0.14893617021276598,0.4566296511374096,1.711111111111111
489,0,0,9,,,1,200641,0,0,0,0,41.1,0,3,1.0,0.5,0,Reiss,1.0,1,0,9.7,False,14.4,115,,,55,0,0,0,200641.jpg,1.5,0,0,Nelson,0.2,False,,a,1,3,41.0,3,5073,394,6247,1231,0.2,0.5,Nelson,1,1.58,1.6960000000000002,1.6960000000000002,0.2872727272727273,0.673714263683729,1.2777777777777777
490,0,0,33,,,1,200089,0,0,0,0,45.9,0,3,2.3,1.8,2,Joseph,2.3,4,0,9.9,False,24.8,233,,,50,0,0,0,200089.jpg,2.3,0,0,Willock,0.3,False,,a,1,3,28.0,7,14077,3012,8564,1975,0.5,1.4,Willock,0,2.2800000000000002,2.122,2.2439999999999998,0.45600000000000007,1.0196469977399043,2.588888888888889
504,0,0,2,,,0,444145,0,0,0,0,0.0,0,4,0.3,-0.2,0,Gabriel Teodoro,0.3,0,0,0.0,False,0.0,6,,,45,0,0,0,444145.jpg,1.0,0,0,Martinelli Silva,1.7,False,,a,1,3,0.0,1,79538,6623,49208,11511,0.1,0.2,Martinelli,0,1.24,1.848,1.6960000000000002,0.27555555555555555,0.5845416057808793,0.06666666666666667
515,0,0,0,0.0,0.0,0,192895,0,0,0,0,0.0,0,2,0.0,0.0,0,Kieran,0.0,0,0,0.0,False,0.0,0,Groin Injury - Expected back 06 Oct,2019-08-09T12:00:11.271398Z,55,0,0,0,192895.jpg,0.0,0,0,Tierney,0.4,False,,i,1,3,0.0,0,2378,187,29665,2501,0.0,0.0,Tierney,0,2.0,2.0,2.0,0.36363636363636365,0.8528028654224418,0.0
22,0,3,47,,,0,37339,0,0,0,0,71.9,0,2,1.5,1.5,1,Ahmed,2.0,5,0,12.3,False,50.2,184,,,45,0,0,0,37339.jpg,2.0,0,0,El Mohamady,1.8,False,,a,2,7,2.0,6,24548,2929,39049,9908,0.4,1.3,El Mohamady,0,2.0,2.16,2.082,0.4444444444444444,0.9428090415820634,2.0444444444444443
23,0,0,0,0.0,0.0,0,43252,-1,1,-1,1,0.0,0,2,0.0,0.0,0,James,0.0,0,0,0.0,False,0.0,0,Hamstring injury - Expected back 16 Sep,2019-08-08T17:00:13.859858Z,44,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,i,2,7,0.0,0,89,26,3638,405,0.0,0.0,Chester,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
24,0,0,49,,,1,47390,0,0,0,0,18.8,0,2,2.2,2.2,6,Neil,2.7,5,0,9.1,False,46.0,270,,,45,0,0,0,47390.jpg,2.7,0,0,Taylor,0.3,False,,a,2,7,26.0,8,4855,2743,4240,924,0.6,1.8,Taylor,0,2.5500000000000003,2.712,2.496,0.5666666666666668,1.202081528017131,3.0
25,0,0,0,100.0,100.0,0,123354,0,0,0,0,0.0,0,2,-0.5,-0.5,0,Kortney,0.0,0,0,0.0,False,0.0,0,,2019-08-15T13:00:13.496241Z,45,0,0,0,123354.jpg,0.0,0,0,Hause,0.1,False,,a,2,7,0.0,0,141,52,1888,162,0.0,0.0,Hause,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
26,0,0,4,0.0,0.0,0,54764,0,0,-1,1,0.0,0,4,0.0,0.0,0,Jonathan,0.3,2,0,0.2,False,0.0,16,Ankle injury - Expected back 31 Aug,2019-08-15T13:00:13.507539Z,54,0,0,0,54764.jpg,1.0,0,0,Kodjia,0.2,False,,i,2,7,2.0,1,1850,55,17212,2279,0.1,0.2,Kodjia,0,1.24,1.848,1.848,0.2296296296296296,0.5336110388107996,0.17777777777777778
27,0,0,0,100.0,100.0,0,98770,0,0,0,0,0.0,0,1,-0.5,-0.5,0,Ørjan,0.0,0,0,0.0,False,0.0,0,,2019-07-30T15:00:08.973693Z,45,0,0,0,98770.jpg,0.0,0,0,Nyland,0.2,False,,a,2,7,0.0,0,768,157,3515,629,0.0,0.0,Nyland,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
28,0,0,12,,,0,85242,0,0,-1,1,10.8,0,3,0.2,0.2,0,Conor,0.7,1,0,2.7,False,16.4,81,,,59,0,0,0,85242.jpg,2.0,0,0,Hourihane,0.2,False,,a,2,7,0.0,2,1504,87,8728,1850,0.1,0.3,Hourihane,0,2.0,2.0,2.0,0.3389830508474576,0.8233869695926183,0.9
29,1,1,62,,,1,114283,0,0,0,0,105.6,0,3,3.2,3.2,3,Jack,3.7,5,0,19.6,False,68.6,270,,,60,0,0,0,114283.jpg,3.7,0,0,Grealish,5.4,False,,a,2,7,22.0,11,63702,11718,96529,22392,0.6,1.8,Grealish,0,3.31,3.368,3.0260000000000002,0.5516666666666666,1.3513018414353866,3.0
30,0,0,23,100.0,100.0,0,193488,0,0,0,0,16.9,0,3,2.8,2.8,6,Anwar,3.3,5,1,18.2,False,38.8,177,,2019-08-04T16:30:15.264156Z,55,0,0,0,193488.jpg,3.3,0,0,El Ghazi,0.4,False,,a,2,7,125.0,10,13895,6590,11021,2295,0.6,1.8,El Ghazi,0,3.06,3.12,2.84,0.5563636363636364,1.304788384096336,1.9666666666666666
31,1,0,49,,,1,122806,0,0,1,-1,60.6,0,3,4.5,4.5,6,John,5.0,5,1,22.6,False,94.8,270,,,56,0,0,0,122806.jpg,5.0,0,0,McGinn,6.2,False,,a,2,7,71.0,15,305543,77897,103154,19626,0.9,2.7,McGinn,0,4.22,3.598,3.317999999999999,0.7535714285714286,1.78327547747717,3.0
32,0,0,0,0.0,0.0,0,174597,-1,1,-1,1,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,72,19,760,91,0.0,0.0,Green,0,2.0,2.0,2.0,0.4081632653061224,0.9035079029052512,0.0
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.1,False,,u,2,7,0.0,0,231,39,4200,535,0.0,0.0,Bjarnason,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
34,0,0,2,,,0,221239,0,0,0,0,0.3,0,3,-0.2,-0.2,0,Keinan,0.3,0,0,0.0,False,0.0,3,,,45,0,0,0,221239.jpg,1.0,0,0,Davis,0.4,False,,a,2,7,0.0,1,5517,773,7856,1799,0.1,0.2,Davis,0,1.24,1.392,1.544,0.27555555555555555,0.5845416057808793,0.03333333333333333
35,0,0,0,,,0,40564,0,0,0,0,0.0,0,3,-0.5,-0.5,0,Henri,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,40564.jpg,0.0,0,0,Lansbury,0.2,False,,a,2,7,0.0,0,1202,164,3895,833,0.0,0.0,Lansbury,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
36,1,0,26,,,1,89274,0,0,-1,1,40.9,0,3,2.2,2.2,6,José Ignacio,2.7,3,0,8.5,False,35.0,122,,,59,0,0,0,89274.jpg,2.7,0,0,Peleteiro Romallo,0.3,False,,a,2,7,9.0,8,5344,3764,8139,1131,0.5,1.4,Jota,0,2.5500000000000003,2.712,2.496,0.4322033898305085,1.0498183862305883,1.3555555555555556
94,0,0,45,,,1,21205,0,0,0,0,0.0,0,1,2.5,2.5,6,Tom,3.0,5,0,4.7,False,47.8,270,,,45,0,0,0,21205.jpg,3.0,0,6,Heaton,6.6,False,,a,2,7,0.0,9,84749,30406,67357,11349,0.7,2.0,Heaton,0,3.02,3.186,3.13,0.6711111111111111,1.4236416527889157,3.0
309,0,0,0,,,0,169359,0,0,-1,1,0.0,0,2,-0.5,-0.5,0,Matt,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,169359.jpg,0.0,0,0,Targett,0.8,False,,a,2,7,0.0,0,1525,283,28452,4493,0.0,0.0,Targett,0,2.3000000000000003,2.3000000000000003,2.3000000000000003,0.5227272727272727,1.0964819776324313,0.0
428,0,3,36,,,1,213345,0,0,0,0,35.3,0,4,3.8,3.8,9,Wesley,4.3,3,1,17.0,False,49.6,253,,,60,0,0,0,213345.jpg,4.3,0,0,Moraes,1.6,False,,a,2,7,85.0,13,67909,43189,38301,10662,0.7,2.2,Wesley,0,3.77,3.8240000000000003,3.3680000000000008,0.6283333333333333,1.5390960550487636,2.811111111111111
429,0,0,0,100.0,100.0,0,79852,0,0,0,0,0.0,0,1,-0.5,-0.5,0,Jed,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.959066Z,45,0,0,0,79852.jpg,0.0,0,0,Steer,0.1,False,,a,2,7,0.0,0,310,58,2115,362,0.0,0.0,Steer,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
445,1,3,73,,,1,149484,0,0,0,0,24.4,0,2,4.2,4.2,7,Tyrone,4.7,5,0,15.2,False,121.6,270,,,45,0,0,0,149484.jpg,4.7,0,0,Mings,3.4,False,,a,2,7,6.0,14,115834,68681,33476,10237,1.0,3.1,Mings,0,4.0,3.5199999999999996,3.2399999999999993,0.8888888888888888,1.8856180831641267,3.0
452,0,0,0,100.0,100.0,0,199798,0,0,0,0,0.0,0,2,-0.5,-0.5,0,Ezri,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.970602Z,45,0,0,0,199798.jpg,0.0,0,0,Konsa Ngoyo,0.1,False,,a,2,7,0.0,0,195,56,1262,244,0.0,0.0,Konsa,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
455,0,3,52,,,1,108156,0,0,0,0,0.9,1,2,3.2,3.2,9,Bjorn,3.7,5,0,8.3,False,70.4,270,,,45,0,0,0,108156.jpg,3.7,0,0,Engels,0.4,False,,a,2,7,11.0,11,14635,13601,3491,2182,0.8,2.4,Engels,0,3.31,3.4480000000000004,3.048,0.7355555555555555,1.5603489638183148,3.0
458,0,0,18,,,1,203368,0,0,-1,1,1.1,0,2,1.2,1.2,5,Frédéric,1.7,0,0,1.1,False,6.6,90,,,44,0,0,0,203368.jpg,5.0,0,0,Guilbert,0.5,False,,a,2,7,3.0,5,6652,6111,12326,1863,0.4,1.1,Guilbert,1,3.58,3.2640000000000002,2.9479999999999995,0.8136363636363636,1.7066980347496103,1.0
465,0,0,2,,,1,148508,0,0,0,0,33.5,0,3,1.2,1.2,2,Mahmoud Ahmed,1.7,2,0,16.1,False,27.0,229,,,55,0,0,0,148508.jpg,1.7,0,0,Ibrahim Hassan,2.4,False,,a,2,7,100.0,5,36615,4410,76774,19951,0.3,0.9,Trézéguet,1,1.71,1.848,1.848,0.3109090909090909,0.7291464499361877,2.5444444444444443
470,0,2,42,,,1,230046,0,0,0,0,24.2,0,3,3.8,3.8,3,Douglas Luiz,4.3,4,1,10.8,False,68.2,188,,,45,0,0,0,230046.jpg,4.3,0,0,Soares de Paulo,3.7,False,,a,2,7,15.0,13,213384,79502,45447,17024,1.0,2.9,Douglas Luiz,0,3.77,3.8879999999999995,3.378,0.8377777777777777,1.7771950433821895,2.088888888888889
474,0,0,0,,,0,88175,0,0,0,0,0.0,0,1,-0.5,-0.5,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,244,43,1495,267,0.0,0.0,Kalinic,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
491,0,0,0,,,0,184704,0,0,0,0,0.0,0,3,-0.5,-0.5,0,Marvelous,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,184704.jpg,0.0,0,0,Nakamba,0.2,False,,a,2,7,0.0,0,1687,195,4620,975,0.0,0.0,Nakamba,0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
58,0,0,36,100.0,100.0,0,56917,0,0,0,0,10.9,0,2,1.7,0.7,1,Steve,1.7,5,0,8.1,False,66.6,270,,2019-07-30T11:30:12.364426Z,50,0,0,0,56917.jpg,1.7,0,0,Cook,0.2,False,,a,3,91,4.0,5,2262,610,3724,747,0.3,1.0,Steve Cook,0,1.8,2.12,2.23,0.36,0.8049844718999243,3.0
59,0,0,42,,,0,126184,0,0,0,0,21.9,0,2,1.3,0.3,1,Nathan,1.3,5,0,16.1,False,76.2,270,,,50,0,0,0,126184.jpg,1.3,0,0,Aké,13.9,False,,a,3,91,63.0,4,48642,11381,304618,50829,0.3,0.8,Aké,1,1.55,2.0540000000000003,2.332,0.31,0.6931810730249348,3.0
60,0,0,18,25.0,100.0,0,41320,0,0,0,0,29.6,0,2,0.5,0.0,1,Charlie,1.0,2,0,5.2,False,22.4,126,Knee injury - 25% chance of playing,2019-08-25T15:30:14.994228Z,45,0,0,0,41320.jpg,1.5,0,0,Daniels,0.2,False,,d,3,91,0.0,3,2862,365,5982,1504,0.2,0.7,Daniels,0,1.6,1.8900000000000001,1.9040000000000004,0.35555555555555557,0.7542472332656507,1.4
61,0,2,37,,,0,223911,0,0,0,0,2.1,1,2,3.7,2.7,1,Chris,3.7,4,1,13.9,False,66.6,180,,,45,0,0,0,223911.jpg,5.5,0,0,Mepham,1.6,False,,a,3,91,70.0,11,70690,5538,37772,6385,0.8,2.4,Mepham,0,4.3100000000000005,3.942,3.2720000000000007,0.9577777777777778,2.031753484609347,2.0
62,0,0,0,0.0,0.0,0,15149,0,0,0,0,0.0,0,2,0.0,0.0,0,Simon,0.0,0,0,0.0,False,0.0,0,Anterior cruciate ligament - Unknown return date,2019-06-25T11:30:06.976202Z,45,0,0,0,15149.jpg,0.0,0,0,Francis,0.0,False,,i,3,91,0.0,0,64,13,234,33,0.0,0.0,Francis,0,2.4,2.4,2.3999999999999995,0.5333333333333333,1.131370849898476,0.0
63,0,0,27,,,0,54469,0,0,0,0,8.7,0,2,1.3,0.3,1,Adam,1.3,5,0,6.8,False,19.4,247,,,45,0,0,0,54469.jpg,1.3,0,0,Smith,1.2,False,,a,3,91,41.0,4,6830,1837,26233,4695,0.3,0.9,Adam Smith,1,1.5,1.8960000000000001,2.1100000000000003,0.3333333333333333,0.7071067811865476,2.7444444444444445
64,0,0,0,0.0,0.0,0,235530,-1,1,-1,1,0.0,0,2,0.0,0.0,0,Lloyd,0.0,0,0,0.0,False,0.0,0,Ankle injury - Unknown return date,2019-08-04T16:00:15.955778Z,44,0,0,0,235530.jpg,0.0,0,0,Kelly,0.1,False,,i,3,91,0.0,0,296,50,2689,333,0.0,0.0,Kelly,0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
65,0,0,13,,,0,171129,0,0,0,0,16.6,0,2,0.7,-0.3,0,Diego,0.7,1,0,4.1,False,21.0,90,,,40,0,0,0,171129.jpg,2.0,0,0,Rico,5.9,False,,a,3,91,3.0,2,135328,33239,101180,21476,0.2,0.5,Rico,0,1.62,1.2520000000000002,1.068,0.405,0.81,1.0
66,0,0,0,,,0,222434,0,0,0,0,0.0,0,2,0.0,-1.0,0,Jack,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,222434.jpg,0.0,0,0,Simpson,7.3,False,,a,3,91,0.0,0,34876,9788,90625,16180,0.0,0.0,Simpson,0,2.0,2.0,2.0,0.5,1.0,0.0
67,3,0,37,,,0,75115,0,0,-1,1,74.9,0,4,5.0,4.0,5,Callum,5.0,5,0,17.5,False,18.8,247,,,79,0,0,0,75115.jpg,5.0,0,0,Wilson,11.4,False,,a,3,91,80.0,15,68369,12625,484948,83272,0.6,1.9,Callum Wilson,0,5.18,5.332,5.404000000000001,0.6556962025316455,1.842961293438884,2.7444444444444445
68,0,0,30,,,0,78007,-1,1,-1,1,29.1,0,4,3.3,2.3,2,Joshua,3.3,5,1,15.4,False,60.2,270,,,64,0,0,0,78007.jpg,3.3,0,0,King,13.5,False,,a,3,91,65.0,10,118777,19760,495451,132877,0.5,1.6,King,0,3.48,3.7659999999999996,3.7659999999999996,0.54375,1.375590782173245,3.0
69,0,0,9,,,0,154566,-1,1,-1,1,10.8,0,4,1.0,0.0,1,Dominic,1.0,0,0,7.4,False,7.0,36,,,54,0,0,0,154566.jpg,1.0,0,0,Solanke,0.5,False,,a,3,91,56.0,3,7239,1479,15899,3162,0.2,0.6,Solanke,0,1.08,1.32,1.4960000000000002,0.2,0.46475800154489005,0.4
