id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,form 5,ppg next 1,ppg next 5,ppg next 10,value,valuePoints_metric,games_played
11,1,10,215,,,2,54694,1,-1,1,-1,119.6,1,4,8.2,7.7,2,Pierre-Emerick,7.2,11,7,78.4,True,281.4,720,,,111,0,0,0,54694.jpg,6.9,0,0,Aubameyang,28.4,False,,a,1,3,384.0,55,984652,172733,873061,44949,0.7,5.0,Aubameyang,2,6.67,7.1000000000000005,6.2700000000000005,6.4079999999999995,6.363,0.6009009009009009,2.00200125100086,8.0
12,0,2,49,75.0,0.0,0,59966,0,0,-2,2,24.4,0,4,0.0,0.0,0,Alexandre,0.0,3,2,23.3,False,78.8,145,Ankle injury - 75% chance of playing,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,4.7,0,0,Lacazette,1.4,False,,d,1,3,129.0,14,72501,1242,222542,3365,0.0,1.5,Lacazette,1,4.68,4.7700000000000005,6.0200000000000005,5.5200000000000005,5.388000000000002,0.5032258064516129,1.5346324557344497,1.6111111111111112
13,0,0,0,0.0,0.0,0,205533,0,0,-1,1,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,44,0,0,0,205533.jpg,0.0,0,0,Nketiah,0.7,False,,n,1,3,0.0,0,32025,551,89633,4014,0.0,0.0,Nketiah,0,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
14,0,1,154,,,2,80201,0,0,0,0,0.0,0,1,4.2,3.7,6,Bernd,3.2,11,0,20.9,False,209.4,720,,,50,0,0,0,80201.jpg,3.4,0,34,Leno,6.5,False,,a,1,3,0.0,27,278308,35335,236687,12345,0.6,5.4,Leno,2,3.37,3.25,3.2600000000000002,3.5620000000000003,3.7310000000000008,0.674,1.5071098168348582,8.0
15,0,0,15,100.0,100.0,0,37605,-1,1,-3,3,18.8,0,3,1.5,1.0,0,Mesut,0.5,1,0,2.7,False,6.4,70,,2019-08-09T17:00:13.419733Z,72,0,0,0,37605.jpg,2.0,0,0,Özil,0.6,False,,a,1,3,2.0,2,14964,1242,86181,2661,0.1,0.3,Özil,0,2.68,2.68,2.68,3.088,3.19,0.37222222222222223,0.9987770299499061,0.7777777777777778
16,0,0,3,0.0,0.0,1,57249,0,0,-2,2,33.9,0,3,0.0,0.0,0,Henrikh,0.0,0,0,8.6,False,5.4,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.9,False,,n,1,3,46.0,4,22530,27,109923,1655,0.0,0.6,Mkhitaryan,1,1.6400000000000001,1.23,3.9,3.286,3.174,0.24117647058823533,0.6289112908548439,1.2222222222222223
18,0,0,76,100.0,100.0,2,84450,0,0,-2,2,87.0,0,3,2.8,2.3,3,Granit,1.8,10,0,22.2,False,105.6,611,,2019-09-08T21:00:18.761460Z,53,0,0,0,84450.jpg,1.7,0,0,Xhaka,0.8,False,,a,1,3,29.0,12,26591,1475,79966,2445,0.3,2.3,Xhaka,4,1.8,1.6500000000000001,2.17,2.0420000000000003,2.066,0.339622641509434,0.7818700369735249,6.788888888888889
19,0,0,51,100.0,100.0,0,198849,0,0,-2,2,66.4,0,3,2.0,1.5,1,Lucas,1.0,4,1,23.9,False,75.4,200,,2019-09-08T21:00:18.773636Z,48,0,0,0,198849.jpg,1.9,0,0,Torreira,1.4,False,,a,1,3,97.0,13,48316,1486,104662,5363,0.2,2.7,Torreira,0,1.8900000000000001,1.32,1.08,1.4360000000000004,1.5580000000000003,0.39375000000000004,0.8626630280706367,2.2222222222222223
20,0,0,0,0.0,0.0,0,153256,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,False,0.0,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,0,0,0,153256.jpg,0.0,0,0,Elneny,0.8,False,,n,1,3,0.0,0,69536,13664,50250,7184,0.0,0.0,Elneny,0,2.0,2.0,2.0,2.0,2.0,0.46511627906976744,0.9644856443408242,0.0
21,2,2,126,,,2,242166,1,-1,2,-2,115.4,0,3,3.5,3.0,3,Matteo,2.5,10,0,35.5,False,153.0,691,,,47,0,0,0,242166.jpg,3.0,0,0,Guendouzi,11.0,False,,a,1,3,86.0,24,681915,44396,339103,38201,0.5,5.1,Guendouzi,2,2.87,3.23,2.36,2.606,2.6099999999999994,0.6106382978723405,1.3238322835214502,7.677777777777778
106,0,3,116,,,1,41270,0,0,-2,2,20.4,1,2,5.8,5.3,15,David,4.8,11,1,24.7,False,182.8,630,,,58,0,0,0,41270.jpg,3.0,0,0,Luiz Moreira Marinho,5.7,False,,a,1,3,43.0,21,79134,25513,325019,6925,0.8,3.6,David Luiz,2,3.16,3.54,4.5200000000000005,4.064,4.072,0.5448275862068966,1.3121185816890917,7.0
427,0,0,0,,,0,98980,0,0,-1,1,0.0,0,1,1.0,0.5,0,Emiliano,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,98980.jpg,0.0,0,0,Martínez,0.3,False,,a,1,3,0.0,0,3382,237,8727,631,0.0,0.0,Martínez,0,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
467,0,2,79,,,2,101184,0,0,-1,1,37.0,0,2,5.0,4.5,8,Calum,4.0,2,1,20.0,False,83.2,315,,,44,0,0,0,101184.jpg,5.5,0,0,Chambers,1.4,False,,a,1,3,80.0,22,81807,28325,54813,4769,0.9,5.0,Chambers,1,4.68,4.93,5.2700000000000005,4.196,4.065,1.0636363636363635,2.2311024588346857,3.5
469,2,3,90,,,1,182539,-1,1,0,0,142.4,1,3,2.8,2.3,3,Daniel,1.8,7,0,29.5,False,98.0,434,,,55,0,0,0,182539.jpg,2.8,0,0,Ceballos Fernández,8.5,False,,a,1,3,55.0,22,980161,10748,744605,65157,0.3,4.0,Ceballos,0,2.69,1.8,3.8200000000000003,2.7640000000000002,2.506,0.4890909090909091,1.1470198539931842,4.822222222222222
488,2,2,92,100.0,100.0,1,195735,0,0,-2,2,176.4,0,3,5.5,5.0,6,Nicolas,4.5,10,1,53.8,False,131.2,559,,2019-08-09T09:30:12.533555Z,93,0,0,0,195735.jpg,3.4,0,0,Pépé,3.4,False,,a,1,3,229.0,27,166609,20191,291756,17513,0.5,2.9,Pépé,1,3.25,4.0600000000000005,3.8200000000000003,3.156,2.8979999999999997,0.3494623655913978,1.0657169831489235,6.211111111111111
489,0,0,15,0.0,,1,200641,0,0,-2,2,50.3,0,3,1.5,1.0,0,Reiss,0.5,2,0,14.5,False,27.2,150,Knee injury - Expected back 23 Nov,2019-10-07T15:00:21.389844Z,53,0,0,0,200641.jpg,1.2,0,0,Nelson,0.1,False,,i,1,3,67.0,5,7263,53,12147,804,0.1,0.9,Nelson,1,1.31,1.07,1.12,1.32,1.4080000000000001,0.24716981132075475,0.5690276380196209,1.6666666666666667
490,0,0,47,100.0,100.0,1,200089,0,0,0,0,90.3,0,3,2.0,1.5,1,Joseph,1.0,5,0,19.0,False,43.4,306,,2019-09-07T11:30:17.190466Z,50,0,0,0,200089.jpg,1.6,0,0,Willock,0.2,False,,a,1,3,56.0,11,21477,487,22112,1277,0.2,2.2,Willock,0,1.59,1.08,1.31,1.5560000000000003,1.6860000000000004,0.318,0.7110696168449332,3.4
504,0,0,-2,,,0,444145,0,0,0,0,4.3,0,4,1.0,0.5,0,Gabriel Teodoro,0.0,0,0,2.4,False,5.4,33,,,45,0,0,0,444145.jpg,0.5,0,0,Martinelli Silva,1.4,False,,a,1,3,14.0,1,116812,7068,108491,7270,0.0,0.2,Martinelli,1,0.61,0.0,0.0,0.648,0.772,0.13555555555555554,0.2875567576825293,0.36666666666666664
515,0,0,0,100.0,100.0,0,192895,0,0,-1,1,0.0,0,2,1.0,0.5,0,Kieran,0.0,0,0,0.0,False,0.0,0,,2019-08-09T12:00:11.271398Z,54,0,0,0,192895.jpg,0.0,0,0,Tierney,0.9,False,,a,1,3,0.0,0,45846,16082,41759,2406,0.0,0.0,Tierney,0,2.0,2.0,2.0,2.0,2.0,0.37037037037037035,0.8606629658238704,0.0
541,1,0,32,100.0,100.0,1,223340,0,0,0,0,71.6,0,3,3.2,2.7,3,Bukayo,2.2,2,0,19.5,False,52.4,206,,2019-09-24T21:30:13.707726Z,45,0,0,0,223340.jpg,3.0,0,0,Saka,1.1,False,,a,1,3,70.0,9,83169,26982,13092,8453,0.5,2.0,Saka,0,2.81,,2.0,2.316,2.316,0.6244444444444445,1.324646703422799,2.2888888888888888
22,0,3,53,,,0,37339,0,0,-2,2,88.2,0,2,0.2,-0.3,0,Ahmed,0.2,7,0,15.1,False,61.0,230,,,43,0,0,0,37339.jpg,1.4,0,0,El Mohamady,1.1,False,,a,2,7,2.0,7,34936,958,97287,5657,0.0,1.6,El Mohamady,0,1.44,0.61,2.39,1.7260000000000002,1.5870000000000002,0.33488372093023255,0.6944296639253934,2.5555555555555554
23,0,0,0,0.0,0.0,0,43252,0,0,-1,1,0.0,0,2,0.0,0.0,0,James,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - Unknown return date,2019-08-08T17:00:13.859858Z,44,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,i,2,7,0.0,0,187,13,5616,163,0.0,0.0,Chester,0,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
24,0,0,95,,,2,47390,0,0,0,0,27.5,0,2,1.8,1.3,0,Neil,1.8,11,0,14.5,False,90.8,568,,,45,0,0,0,47390.jpg,2.3,0,0,Taylor,0.3,False,,a,2,7,26.0,16,16024,738,14216,1689,0.4,3.6,Taylor,1,2.2600000000000002,2.06,2.0,2.224,2.136,0.5022222222222222,1.0653742169877316,6.311111111111111
25,0,0,0,100.0,100.0,0,123354,0,0,0,0,0.0,0,2,0.0,-0.5,0,Kortney,0.0,0,0,0.0,False,0.0,0,,2019-08-15T13:00:13.496241Z,45,0,0,0,123354.jpg,0.0,0,0,Hause,0.1,False,,a,2,7,0.0,0,518,56,3073,148,0.0,0.0,Hause,0,2.0,2.0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
26,0,0,4,100.0,0.0,0,54764,0,0,-1,1,0.0,0,4,0.0,0.0,0,Jonathan,0.0,2,0,0.2,False,0.0,16,,2019-10-03T12:30:10.314025Z,54,0,0,0,54764.jpg,1.0,0,0,Kodjia,0.1,False,,a,2,7,2.0,1,2171,90,24085,319,0.0,0.2,Kodjia,0,1.24,1.24,2.0,1.848,1.7719999999999998,0.2296296296296296,0.5336110388107996,0.17777777777777778
27,0,0,0,100.0,100.0,0,98770,0,0,-1,1,0.0,0,1,0.0,-0.5,0,Ørjan,0.0,0,0,0.0,False,0.0,0,,2019-07-30T15:00:08.973693Z,44,0,0,0,98770.jpg,0.0,0,0,Nyland,0.2,False,,a,2,7,0.0,0,1959,91,6577,398,0.0,0.0,Nyland,0,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
28,1,1,67,,,1,85242,0,0,-3,3,87.8,1,3,3.5,3.0,11,Conor,3.5,4,1,24.7,False,83.4,272,,,57,0,0,0,85242.jpg,3.4,0,0,Hourihane,0.1,False,,a,2,7,76.0,17,4070,2016,13823,437,0.6,3.0,Hourihane,1,3.21,3.44,4.0,2.716,2.6739999999999995,0.5631578947368421,1.3445210456163426,3.022222222222222
29,2,2,142,,,2,114283,0,0,-1,1,253.0,0,3,4.2,3.7,7,Jack,4.2,12,1,58.6,False,212.8,720,,,59,0,0,0,114283.jpg,3.6,0,0,Grealish,3.8,False,,a,2,7,120.0,29,125213,18067,253835,9045,0.7,4.9,Grealish,2,3.47,3.56,3.5300000000000002,2.8920000000000003,3.032,0.5881355932203389,1.4285763922431927,8.0
30,3,0,104,100.0,100.0,2,193488,0,0,0,0,122.2,0,3,6.0,5.5,9,Anwar,6.0,9,2,53.4,False,174.4,484,,2019-08-04T16:30:15.264156Z,55,0,0,0,193488.jpg,4.9,0,0,El Ghazi,1.8,False,,a,2,7,236.0,34,121875,78720,37160,8690,1.1,6.2,El Ghazi,0,4.46,5.2700000000000005,5.04,3.554,3.662,0.8109090909090909,1.9017503898920451,5.377777777777778
31,1,4,141,,,2,122806,1,-1,4,-4,159.3,0,3,5.5,5.0,1,John,5.5,12,3,59.7,False,235.4,720,,,59,0,0,0,122806.jpg,4.9,0,0,McGinn,12.9,False,,a,2,7,203.0,39,980610,133417,321233,40434,0.9,6.7,McGinn,1,4.5200000000000005,4.69,3.5300000000000002,3.4880000000000004,3.8650000000000007,0.7661016949152543,1.8608545512793173,8.0
32,0,0,0,0.0,0.0,0,174597,0,0,-1,1,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,167,14,1135,36,0.0,0.0,Green,0,2.0,2.0,2.0,2.0,2.0,0.4081632653061224,0.9035079029052512,0.0
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.0,False,,u,2,7,0.0,0,408,21,6525,217,0.0,0.0,Bjarnason,0,2.0,2.0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
34,0,0,13,,,0,221239,-1,1,-1,1,22.2,0,3,0.5,0.0,0,Keinan,0.5,1,0,3.3,False,9.2,41,,,44,0,0,0,221239.jpg,1.0,0,0,Davis,0.3,False,,a,2,7,4.0,4,11028,1072,16682,1174,0.1,0.9,Davis,0,1.06,1.02,1.08,1.48,1.48,0.2409090909090909,0.5053351723001639,0.45555555555555555
35,0,0,5,100.0,100.0,0,40564,0,0,-1,1,1.1,0,3,0.2,-0.3,0,Henri,0.2,0,0,0.8,False,2.2,9,,2019-09-25T23:00:14.221337Z,44,0,0,0,40564.jpg,1.0,0,0,Lansbury,0.7,False,,a,2,7,4.0,2,64642,652,39850,2829,0.0,0.5,Lansbury,0,1.12,1.12,1.24,1.544,1.4680000000000002,0.2545454545454546,0.5339390499775317,0.1
36,1,0,32,0.0,,2,89274,-1,1,-2,2,53.7,0,3,0.8,0.3,0,José Ignacio,0.8,3,0,11.6,False,41.8,245,Hernia - Expected back 02 Nov,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,2.4,0,0,Peleteiro Romallo,0.2,False,,i,2,7,21.0,12,10646,199,19836,1687,0.1,2.0,Jota,0,2.36,2.12,2.5500000000000003,2.19,2.114,0.4068965517241379,0.9799366622741316,2.7222222222222223
94,0,0,122,100.0,,2,21205,0,0,0,0,0.0,0,1,3.0,2.5,3,Tom,3.0,12,0,13.4,False,135.0,720,,2019-10-08T22:30:12.278354Z,45,0,0,0,21205.jpg,3.0,0,19,Heaton,6.5,False,,a,2,7,0.0,24,207020,7425,183435,22910,0.7,5.3,Heaton,0,3.0100000000000002,3.0,2.84,3.098,3.012,0.668888888888889,1.4189276075810056,8.0
309,1,3,57,100.0,100.0,1,169359,0,0,-1,1,50.5,0,2,3.5,3.0,5,Matt,3.5,1,0,10.0,False,45.8,151,,2019-09-29T10:00:18.754454Z,44,0,0,0,169359.jpg,7.0,0,0,Targett,0.5,False,,a,2,7,4.0,14,5998,3090,53866,1043,0.8,3.2,Targett,0,5.16,5.16,5.16,3.4440000000000004,3.4440000000000004,1.1727272727272726,2.459933480253628,1.6777777777777778
428,1,7,124,,,2,213345,1,-1,1,-1,71.0,1,4,6.2,5.7,14,Wesley,6.2,10,4,59.0,False,199.0,694,,,61,0,1,0,213345.jpg,5.0,0,0,Moraes,3.1,False,,a,2,7,321.0,40,280761,96701,155704,12012,1.0,6.7,Wesley,0,4.62,5.07,5.04,3.558,3.729,0.7573770491803279,1.870583322713296,7.711111111111111
429,0,0,0,100.0,100.0,0,79852,0,0,-1,1,0.0,0,1,0.0,-0.5,0,Jed,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.959066Z,44,0,0,0,79852.jpg,0.0,0,0,Steer,0.1,False,,a,2,7,0.0,0,796,39,3939,265,0.0,0.0,Steer,0,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
445,1,3,147,,,2,149484,0,0,1,-1,26.6,0,2,2.2,1.7,2,Tyrone,2.2,12,0,27.6,False,235.0,720,,,46,0,0,0,149484.jpg,3.1,0,0,Mings,5.9,False,,a,2,7,14.0,25,405526,11498,157223,13808,0.5,5.4,Mings,1,3.0300000000000002,2.39,2.5300000000000002,2.744,2.8519999999999994,0.6586956521739131,1.4127447844840755,8.0
452,0,0,4,100.0,100.0,0,199798,0,0,-1,1,0.3,0,2,0.2,-0.3,1,Ezri,0.2,1,0,0.7,False,6.2,15,,2019-08-05T15:00:10.970602Z,44,0,0,0,199798.jpg,1.0,0,0,Konsa Ngoyo,0.1,False,,a,2,7,0.0,1,672,40,2668,128,0.0,0.2,Konsa,0,1.24,1.24,1.24,1.6960000000000002,1.6960000000000002,0.2818181818181818,0.5911468053322672,0.16666666666666666
455,0,4,134,100.0,,3,108156,0,0,0,0,3.5,1,2,2.6,3.0,6,Bjorn,3.5,11,0,16.8,False,147.8,704,,2019-10-05T16:00:14.611602Z,45,0,0,0,108156.jpg,3.4,0,0,Engels,1.0,False,,a,2,7,15.0,27,84257,2638,36485,5435,0.8,6.0,Engels,1,3.25,3.22,3.5300000000000002,2.8120000000000003,2.673,0.7222222222222222,1.532064692570853,7.822222222222222
458,1,0,75,,,2,203368,0,0,-1,1,71.8,0,2,3.0,2.5,1,Frédéric,3.0,7,0,20.2,False,101.6,534,,,44,0,0,0,203368.jpg,3.0,0,0,Guilbert,0.8,False,,a,2,7,29.0,18,51671,4699,34899,3125,0.7,4.1,Guilbert,3,2.89,2.72,2.64,2.504,2.428,0.6568181818181817,1.3777534414598809,5.933333333333334
465,1,0,10,100.0,100.0,1,148508,0,0,-2,2,73.3,0,3,1.5,1.0,1,Mahmoud Ahmed,1.5,6,0,31.2,False,69.2,395,,2019-08-31T16:30:09.941826Z,53,0,0,0,148508.jpg,1.3,1,0,Ibrahim Hassan,1.1,False,,a,2,7,172.0,9,48747,1349,177699,5002,0.3,1.7,Trézéguet,2,1.59,1.52,1.6300000000000001,1.768,1.7260000000000002,0.30000000000000004,0.6906518659932803,4.388888888888889
470,0,2,76,,,2,230046,0,0,0,0,41.1,0,3,1.8,1.3,6,Douglas Luiz,1.8,5,2,17.7,False,112.2,279,,,45,0,0,0,230046.jpg,3.7,0,0,Soares de Paulo,4.0,False,,a,2,7,23.0,22,429369,29231,236386,16658,0.4,4.9,Douglas Luiz,1,3.46,3.16,4.36,2.64,2.5639999999999996,0.7688888888888888,1.6310596419369696,3.1
474,0,0,0,,,0,88175,0,0,-1,1,0.0,0,1,0.0,-0.5,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,776,80,2837,199,0.0,0.0,Kalinic,0,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
491,0,0,67,,,1,184704,0,0,-1,1,47.2,0,3,2.2,1.7,2,Marvelous,2.2,6,0,12.8,False,73.2,344,,,44,0,0,0,184704.jpg,2.2,0,0,Nakamba,1.2,False,,a,2,7,7.0,9,94395,11316,36344,6834,0.5,2.0,Nakamba,0,2.22,2.22,2.0,2.122,2.122,0.5045454545454545,1.0583434740626074,3.8222222222222224
58,0,0,108,100.0,100.0,0,56917,0,0,0,0,21.7,0,2,1.5,1.0,2,Steve,1.5,13,0,22.5,False,190.4,720,,2019-07-30T11:30:12.364426Z,50,0,0,0,56917.jpg,1.5,0,0,Cook,0.2,False,,a,3,91,12.0,12,7870,885,9950,692,0.3,2.4,Steve Cook,1,1.56,1.43,2.08,2.0060000000000002,1.932,0.312,0.6976532089799344,8.0
59,1,1,147,,,0,126184,0,0,-1,1,45.0,0,2,4.2,3.7,2,Nathan,4.2,13,1,38.5,False,226.8,720,,,49,0,0,0,126184.jpg,2.8,0,0,Aké,12.1,False,,a,3,91,114.0,22,198347,29016,546134,21457,0.9,4.5,Aké,1,2.79,3.31,3.24,2.954,2.6679999999999997,0.5693877551020408,1.2603935245528255,8.0
60,0,0,18,0.0,0.0,0,41320,-1,1,-2,2,29.6,0,2,0.0,0.0,0,Charlie,0.0,2,0,5.2,False,22.4,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,43,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,,i,3,91,0.0,3,3006,15,14546,438,0.0,0.7,Daniels,0,1.6,1.6,2.0300000000000002,1.8760000000000001,1.7220000000000002,0.372093023255814,0.7715885154726595,1.4
61,0,2,53,50.0,25.0,0,223911,-1,1,-1,1,2.5,1,2,0.1,-0.1,0,Chris,0.2,7,1,16.6,False,91.6,271,Calf injury - 50% chance of playing,2019-10-04T11:30:13.479244Z,44,0,0,0,223911.jpg,3.2,0,0,Mepham,1.0,False,,d,3,91,72.0,13,84108,23,87199,7763,0.0,2.9,Mepham,0,3.0700000000000003,1.53,4.3100000000000005,3.7,3.0900000000000003,0.6977272727272728,1.4635650744919844,3.011111111111111
62,0,0,9,100.0,100.0,0,15149,0,0,-1,1,0.6,0,2,0.5,0.0,1,Simon,0.5,0,0,1.0,False,9.0,12,,2019-06-25T11:30:06.976202Z,44,0,0,0,15149.jpg,1.0,0,0,Francis,0.0,False,,a,3,91,0.0,2,503,152,517,68,0.1,0.5,Francis,0,1.18,1.18,2.4,2.1900000000000004,1.98,0.26818181818181813,0.5625429276548994,0.13333333333333333
