id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,form 5,ppg next 1,ppg next 5,ppg next 10,value,valuePoints_metric,games_played
30,3,0,105,100.0,100.0,2,193488,0,0,0,0,125.5,0,3,4.3,5.8,2,Anwar,5.8,10,2,57.1,False,174.4,559,,2019-08-04T16:30:15.264156Z,55,0,0,0,193488.jpg,4.5,0,0,El Ghazi,1.8,False,,a,2,7,272.0,36,139146,10615,49232,11447,1.1,6.5,El Ghazi,0,4.21,4.79,2.0,3.074,3.4859999999999998,0.7654545454545455,1.79515003171424,6.211111111111111
31,1,4,154,,,2,122806,0,0,4,-4,197.1,0,3,3.7,5.2,2,John,5.2,13,3,72.2,False,253.4,810,,,59,0,0,0,122806.jpg,4.6,0,0,McGinn,12.5,False,,a,2,7,272.0,41,1009460,14050,374511,49612,0.9,6.9,McGinn,1,4.28,4.62,2.0,3.8939999999999997,3.781,0.7254237288135593,1.762048114928203,9.0
32,0,0,0,0.0,0.0,0,174597,0,0,-1,1,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,174,7,1154,18,0.0,0.0,Green,0,2.0,2.0,2.0,2.0,2.0,0.4081632653061224,0.9035079029052512,0.0
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.0,False,,u,2,7,0.0,0,416,8,6614,69,0.0,0.0,Bjarnason,0,2.0,2.0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
34,0,0,17,,,0,221239,0,0,-1,1,22.7,0,3,-1.0,0.5,1,Keinan,0.5,1,0,5.5,False,13.4,55,,,44,0,0,0,221239.jpg,1.0,0,0,Davis,0.3,False,,a,2,7,21.0,5,11829,694,17328,549,0.1,1.1,Davis,0,1.05,1.01,2.0,1.6600000000000001,1.472,0.23863636363636362,0.500567859353936,0.6111111111111112
35,0,0,5,100.0,100.0,0,40564,0,0,-1,1,1.1,0,3,-1.3,0.2,0,Henri,0.2,0,0,0.8,False,2.2,9,,2019-09-25T23:00:14.221337Z,44,0,0,0,40564.jpg,1.0,0,0,Lansbury,0.7,False,,a,2,7,4.0,2,64835,168,41466,1390,0.0,0.5,Lansbury,0,1.12,1.05,2.0,1.544,1.4680000000000002,0.2545454545454546,0.5339390499775317,0.1
36,1,0,32,0.0,0.0,2,89274,0,0,-2,2,53.7,0,3,0.0,0.0,0,José Ignacio,0.0,3,0,11.6,False,41.8,245,Hernia - Expected back 02 Nov,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,2.4,0,0,Peleteiro Romallo,0.2,False,,i,2,7,21.0,12,10663,15,20976,959,0.0,2.1,Jota,0,2.36,2.69,2.0,1.9280000000000002,2.114,0.4068965517241379,0.9799366622741316,2.7222222222222223
94,0,0,138,100.0,100.0,2,21205,0,0,0,0,0.0,0,1,0.7,2.2,3,Tom,2.2,13,0,16.4,False,165.2,810,,2019-10-08T22:30:12.278354Z,45,0,0,0,21205.jpg,3.0,0,23,Heaton,6.3,False,,a,2,7,0.0,27,211319,2901,197173,12145,0.5,6.0,Heaton,0,3.0100000000000002,3.0,3.1,2.9819999999999998,3.0200000000000005,0.668888888888889,1.4189276075810056,9.0
309,1,5,98,100.0,100.0,1,169359,0,0,-1,1,95.2,1,2,4.5,6.0,10,Matt,6.0,2,1,22.9,False,109.6,241,,2019-09-29T10:00:18.754454Z,44,0,0,0,169359.jpg,8.0,0,0,Targett,0.6,False,,a,2,7,24.0,24,18178,11917,55448,1456,1.4,5.5,Targett,0,6.08,6.08,2.3000000000000003,3.0560000000000005,3.8120000000000003,1.3818181818181816,2.8985262713066007,2.6777777777777776
428,1,7,126,100.0,,2,213345,0,0,1,-1,72.3,1,4,3.5,6.2,2,Wesley,6.2,11,4,61.6,False,199.0,769,,2019-10-19T19:00:18.658995Z,61,0,1,0,213345.jpg,4.7,0,0,Moraes,2.9,False,,a,2,7,351.0,42,297803,7961,185347,28611,1.0,6.9,Wesley,0,4.38,5.01,2.0,3.214,3.5730000000000004,0.718032786885246,1.773410163091826,8.544444444444444
429,0,0,0,100.0,100.0,0,79852,0,0,-1,1,0.0,0,1,-1.5,0.0,0,Jed,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.959066Z,44,0,0,0,79852.jpg,0.0,0,0,Steer,0.1,False,,a,2,7,0.0,0,815,14,4049,83,0.0,0.0,Steer,0,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
445,1,3,163,,,2,149484,0,0,1,-1,27.8,0,2,0.0,1.5,2,Tyrone,1.5,13,0,29.0,False,247.6,810,,,46,0,0,0,149484.jpg,3.0,0,0,Mings,5.7,False,,a,2,7,14.0,27,409730,2858,172595,14200,0.3,5.9,Mings,1,2.92,2.35,2.0,2.838,2.8199999999999994,0.6347826086956522,1.361457020030858,9.0
452,0,0,4,100.0,100.0,0,199798,-1,1,-2,2,0.3,0,2,-1.3,0.2,0,Ezri,0.2,1,0,0.7,False,6.2,15,,2019-08-05T15:00:10.970602Z,43,0,0,0,199798.jpg,1.0,0,0,Konsa Ngoyo,0.1,False,,a,2,7,0.0,1,707,30,2761,85,0.0,0.2,Konsa,0,1.24,1.24,2.0,1.848,1.6960000000000002,0.28837209302325584,0.5979810994913111,0.16666666666666666
455,0,4,149,100.0,100.0,3,108156,0,0,0,0,5.0,1,2,0.7,2.2,2,Bjorn,2.2,12,0,18.9,False,162.8,794,,2019-10-05T16:00:14.611602Z,45,0,0,0,108156.jpg,3.2,0,0,Engels,1.0,False,,a,2,7,19.0,29,85861,955,39572,2844,0.5,6.4,Engels,1,3.12,3.18,2.0,2.186,2.589,0.6933333333333334,1.470782104868019,8.822222222222223
458,2,0,100,,,2,203368,0,0,-1,1,88.6,0,2,1.3,2.8,5,Frédéric,2.8,8,0,25.6,False,136.6,624,,,44,0,0,0,203368.jpg,3.3,0,0,Guilbert,0.8,False,,a,2,7,31.0,23,53915,1352,36823,1619,0.6,5.2,Guilbert,3,3.16,3.31,2.0,2.3040000000000003,2.5879999999999996,0.7181818181818181,1.506470891008036,6.933333333333334
465,1,0,18,100.0,100.0,1,148508,0,0,-2,2,90.3,0,3,0.3,1.8,1,Mahmoud Ahmed,1.8,6,0,34.7,False,76.8,422,,2019-08-31T16:30:09.941826Z,53,0,0,0,148508.jpg,1.2,1,0,Ibrahim Hassan,1.0,False,,a,2,7,182.0,10,49466,626,180685,2627,0.3,1.9,Trézéguet,2,1.52,1.71,2.0,1.7380000000000002,1.686,0.28679245283018867,0.6602458089998654,4.688888888888889
470,0,2,78,,,2,230046,0,0,0,0,43.0,0,3,0.3,1.8,1,Douglas Luiz,1.8,5,2,19.0,False,114.2,293,,,45,0,0,0,230046.jpg,3.3,0,0,Soares de Paulo,3.9,False,,a,2,7,32.0,23,438021,6176,250287,12183,0.4,5.1,Douglas Luiz,1,3.16,2.81,2.0,1.9140000000000001,2.36,0.7022222222222223,1.4896382856996602,3.2555555555555555
474,0,0,0,,,0,88175,0,0,-1,1,0.0,0,1,-1.5,0.0,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,807,27,2946,90,0.0,0.0,Kalinic,0,2.0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
491,0,0,80,,,1,184704,0,0,-1,1,60.1,0,3,0.5,2.0,2,Marvelous,2.0,7,0,16.7,False,99.4,434,,,44,0,0,0,184704.jpg,2.2,0,0,Nakamba,1.3,False,,a,2,7,7.0,11,99554,3849,40338,3490,0.5,2.5,Nakamba,0,2.18,2.18,2.0,2.122,2.122,0.4954545454545454,1.0392742222776956,4.822222222222222
58,0,3,136,100.0,100.0,1,56917,0,0,0,0,22.4,1,2,4.2,4.2,9,Steve,3.7,13,0,24.9,False,210.0,810,,2019-07-30T11:30:12.364426Z,50,0,0,0,56917.jpg,2.3,0,0,Cook,0.3,False,,a,3,91,16.0,21,12451,4499,10579,577,0.7,4.2,Steve Cook,1,2.36,2.83,3.3000000000000003,2.664,2.5050000000000003,0.472,1.0554240853799006,9.0
59,1,3,173,,,1,126184,0,0,-1,1,45.3,0,2,5.5,5.5,8,Nathan,5.0,13,1,40.0,False,235.4,810,,,49,0,0,0,126184.jpg,3.3,0,0,Aké,12.5,False,,a,3,91,120.0,30,235200,34259,554745,6597,1.0,6.1,Aké,1,3.3200000000000003,4.36,4.03,3.1420000000000003,2.92,0.6775510204081633,1.4998231188227171,9.0
60,0,0,18,0.0,0.0,0,41320,0,0,-2,2,29.6,0,2,0.0,0.0,0,Charlie,0.0,2,0,5.2,False,22.4,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,43,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,,i,3,91,0.0,3,3019,12,14813,197,0.0,0.7,Daniels,0,1.6,1.6,2.0300000000000002,1.7220000000000002,1.6450000000000002,0.372093023255814,0.7715885154726595,1.4
61,0,2,53,100.0,50.0,0,223911,0,0,-1,1,2.5,1,2,0.5,0.2,0,Chris,0.0,7,1,16.6,False,91.6,271,,2019-10-04T11:30:13.479244Z,44,0,0,0,223911.jpg,3.2,0,0,Mepham,1.0,False,,a,3,91,72.0,13,84193,80,89208,1507,0.0,3.0,Mepham,0,3.0700000000000003,1.79,4.3100000000000005,3.0900000000000003,2.7850000000000006,0.6977272727272728,1.4635650744919844,3.011111111111111
62,0,0,9,100.0,100.0,0,15149,0,0,-1,1,0.6,0,2,1.2,1.2,0,Simon,0.7,0,0,1.0,False,9.0,12,,2019-06-25T11:30:06.976202Z,44,0,0,0,15149.jpg,1.0,0,0,Francis,0.0,False,,a,3,91,0.0,2,565,52,572,53,0.2,0.5,Francis,0,1.18,1.18,2.4,1.98,1.875,0.26818181818181813,0.5625429276548994,0.13333333333333333
63,0,0,60,100.0,50.0,1,54469,0,0,-2,2,23.2,0,2,2.2,1.1,5,Adam,1.7,7,0,12.6,False,38.6,400,,2019-08-31T17:30:17.323480Z,43,0,0,0,54469.jpg,2.0,0,0,Smith,0.5,False,,a,3,91,65.0,10,10093,894,76157,346,0.4,2.3,Adam Smith,2,2.08,3.35,2.69,2.21,2.09,0.4837209302325582,1.0030650701144572,4.444444444444445
