id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,value,valuePoints metric,team_name
11,3,23,453,,,3,54694,0,0,-2,2,283.0,2,4,6.7,6.7,9,Pierre-Emerick,6.7,30,13,166.5,True,567.0,1787,,,108,0,0,0,54694.jpg,6.0,0,0,Aubameyang,17.9,False,,a,1,3,817.0,121,1535474,16195,2138785,20167,0.6,11.2,Aubameyang,3,20.166666666666668,103.81452282157677,5.147827577929426,4.662740324445662,0.47665070166013196,1.5664340480995165,Arsenal
12,2,6,167,100.0,100.0,0,59966,0,0,-2,2,184.7,1,4,1.7,1.7,1,Alexandre,1.7,15,5,90.2,False,245.0,853,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,3.8,0,0,Lacazette,1.6,False,,a,1,3,471.0,50,194706,961,342004,2543,0.2,5.4,Lacazette,4,13.157894736842106,42.87634854771785,3.2586024896265555,1.4096473773814877,0.3503873644759737,1.0685378506235028,Arsenal
13,0,0,0,0.0,0.0,0,205533,0,0,-2,2,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,43,0,0,0,205533.jpg,0.0,0,0,Nketiah,0.6,False,,n,1,3,0.0,0,47575,377,115343,944,0.0,0.0,Nketiah,0,,,,,,,Arsenal
14,0,3,384,,,3,80201,0,0,0,0,0.0,0,1,3.0,3.0,1,Bernd,3.0,30,0,57.1,False,572.8,1800,,,50,0,0,1,80201.jpg,3.3,0,78,Leno,5.2,False,,a,1,3,0.0,66,361692,1873,412689,8632,0.6,13.2,Leno,2,20.0,72.67202911209209,3.633601455604605,3.577762516851855,0.726720291120921,1.6249959715748161,Arsenal
15,2,1,137,100.0,100.0,1,37605,0,0,-3,3,392.1,0,3,2.7,2.7,3,Mesut,2.7,15,0,63.1,False,113.6,815,,2019-12-20T10:30:11.550604Z,72,0,0,0,37605.jpg,2.7,0,0,ÃÂzil,0.9,False,,a,1,3,125.0,27,66906,3559,127677,2190,0.4,3.8,ÃÂzil,0,10.0,32.01035218672935,3.201035218672935,2.8150369938119915,0.4445882248156854,1.1929553912205977,Arsenal
16,0,0,3,0.0,0.0,1,57249,0,0,-2,2,33.9,0,3,0.0,0.0,0,Henrikh,0.0,0,0,8.6,False,5.4,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.8,False,,n,1,3,46.0,4,22794,15,115023,134,0.0,0.6,Mkhitaryan,1,3.0769230769230766,5.318154965849697,1.7284003639011516,,0.25417652410311053,0.6628112829116188,Arsenal
18,1,0,175,75.0,100.0,3,84450,0,0,-4,4,186.0,0,3,1.2,1.6,0,Granit,1.6,19,0,46.8,False,223.0,1184,Illness - 75% chance of playing,2019-12-29T14:30:26.292159Z,51,0,0,0,84450.jpg,2.1,0,0,Xhaka,0.6,False,,d,1,3,58.0,30,33414,159,100273,791,0.3,5.9,Xhaka,4,14.285714285714285,31.17246518673252,2.182072563071276,2.896318458408436,0.4278573653080934,0.9662379715922753,Arsenal
19,0,0,163,100.0,100.0,2,198849,0,0,-3,3,143.0,0,3,1.7,1.7,1,Lucas,1.7,17,1,51.4,False,190.8,983,,2019-09-08T21:00:18.773636Z,47,0,0,0,198849.jpg,1.8,0,0,Torreira,1.2,False,,a,1,3,179.0,31,69900,1814,137707,1523,0.4,6.6,Torreira,3,17.22222222222222,37.11967293385315,2.155335847772119,2.2013303066342957,0.4585820952706636,0.9941822916765871,Arsenal
20,0,0,0,0.0,0.0,0,153256,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,False,0.0,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,0,0,0,153256.jpg,0.0,0,0,Elneny,0.7,False,,n,1,3,0.0,0,120687,384,103503,1897,0.0,0.0,Elneny,0,,,,,,,Arsenal
21,2,2,235,,,2,242166,0,0,-1,1,224.9,0,3,0.9,0.9,1,Matteo,0.9,25,0,66.1,False,297.0,1402,,,44,0,0,0,242166.jpg,2.2,0,0,Guendouzi,6.7,False,,a,1,3,138.0,38,829960,4257,780808,14076,0.2,8.6,Guendouzi,5,17.27272727272727,41.807809378737716,2.420452121926921,1.6833478789419831,0.5501027549833911,1.1539052736587152,Arsenal
106,0,6,265,100.0,100.0,2,41270,0,0,-3,3,74.2,2,2,1.7,1.7,0,David,1.7,26,2,63.1,False,415.2,1530,,2019-11-28T23:00:21.861570Z,57,0,0,0,41270.jpg,2.7,0,0,Luiz Moreira Marinho,4.8,False,,a,1,3,141.0,46,159017,1251,470793,4459,0.3,8.1,David Luiz,4,17.037037037037035,51.20580257696734,3.005557977343736,5.007338753097692,0.5272908732181993,1.258889705407707,Arsenal
427,0,0,0,,,0,98980,0,0,-2,2,0.0,0,1,0.0,0.0,0,Emiliano,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,98980.jpg,0.0,0,0,MartÃÂ­nez,0.2,False,,a,1,3,0.0,0,4774,72,12371,151,0.0,0.0,MartÃÂ­nez,0,,,,,,,Arsenal
467,1,5,197,75.0,100.0,3,101184,0,0,-1,1,113.5,0,2,1.6,2.1,4,Calum,2.1,15,1,58.7,False,272.0,1102,Knee injury - 75% chance of playing,2019-12-29T14:30:27.183032Z,44,0,0,0,101184.jpg,3.0,0,0,Chambers,1.1,False,,d,1,3,203.0,42,139744,1006,135690,2827,0.5,9.5,Chambers,5,14.0,40.8085946523234,2.9148996180231,3.352785382639093,0.6624771859143408,1.3896238685956463,Arsenal
469,2,3,130,75.0,75.0,1,182539,0,0,-3,3,183.0,1,3,0.0,0.0,0,Daniel,0.0,10,0,42.9,False,150.0,659,Hamstring injury - 75% chance of playing,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos FernÃÂ¡ndez,3.2,False,,d,1,3,96.0,27,995460,92,1120494,2291,0.0,5.2,Ceballos,0,10.8,27.59707247785027,2.55528448868984,,0.4914008632095846,1.120566376208143,Arsenal
488,3,4,165,100.0,100.0,1,195735,0,0,-4,4,319.0,1,3,2.4,2.4,1,Nicolas,2.4,20,2,91.2,False,244.4,1018,,2019-12-11T12:30:12.556688Z,91,0,0,0,195735.jpg,2.9,0,0,PÃÂ©pÃÂ©,2.2,False,,a,1,3,346.0,49,225751,640,443599,3138,0.3,5.4,PÃÂ©pÃÂ©,2,16.896551724137932,57.25818414266518,3.3887496737495715,2.9524745306255866,0.37239007403841445,1.1233595781873478,Arsenal
489,1,0,51,100.0,100.0,2,200641,0,0,-2,2,94.5,0,3,1.6,1.6,2,Reiss,1.6,4,0,25.5,False,51.2,408,,2019-10-07T15:00:21.389844Z,53,0,0,0,200641.jpg,2.0,0,0,Nelson,0.1,False,,a,1,3,109.0,16,9118,697,14506,238,0.3,3.0,Nelson,1,8.0,17.00537718506813,2.1256721481335163,2.624653290142649,0.40107021662896536,0.923332978363747,Arsenal
490,0,0,88,100.0,100.0,1,200089,0,0,-2,2,121.0,0,3,0.9,0.9,1,Joseph,0.9,11,0,33.4,False,82.6,544,,2019-09-07T11:30:17.190466Z,48,0,0,0,200089.jpg,1.2,0,0,Willock,0.2,False,,a,1,3,129.0,20,24402,118,28988,210,0.2,4.2,Willock,1,16.666666666666668,28.390006065019197,1.7034003639011512,1.6738654727358495,0.35487507581273986,0.7774923364759744,Arsenal
504,1,1,65,75.0,75.0,1,444145,0,0,0,0,19.9,0,4,1.4,1.4,0,Gabriel Teodoro,1.9,6,1,21.8,False,70.6,366,Hamstring injury - 75% chance of playing,2019-12-23T12:00:20.317919Z,45,0,0,0,444145.jpg,2.0,0,0,Martinelli Silva,1.7,False,,d,1,3,128.0,20,214111,1158,191342,7887,0.4,4.4,Martinelli,1,10.0,17.538174273858914,1.7538174273858915,3.115333534574175,0.3897372060857537,0.8267574639118062,Arsenal
515,0,0,51,0.0,0.0,0,192895,0,0,-1,1,75.1,0,2,0.0,0.0,0,Kieran,0.3,6,0,16.3,False,56.0,296,Shoulder injury - Expected back 21 Mar,2019-12-09T22:00:21.790216Z,54,0,0,0,192895.jpg,1.0,0,0,Tierney,0.4,False,,i,1,3,31.0,5,71802,15,104521,844,0.1,0.9,Tierney,1,5.0,11.768007278023026,2.353601455604605,2.062693270126696,0.43585212140826013,1.0128288045740188,Arsenal
541,1,0,80,100.0,100.0,2,223340,0,0,0,0,123.1,0,3,1.1,1.1,2,Bukayo,1.1,7,0,34.5,False,115.0,674,,2019-11-22T10:00:21.980433Z,45,0,0,0,223340.jpg,1.8,0,0,Saka,0.6,False,,a,1,3,106.0,20,125871,2848,91767,2068,0.2,4.4,Saka,2,11.111111111111107,23.731511650538373,2.135836048548454,1.5429658921895917,0.47463023301076757,1.0068427689541946,Arsenal
576,0,0,13,,,1,209289,0,0,0,0,6.3,0,3,1.0,1.0,0,Emile,1.0,0,0,1.6,False,9.8,96,,,45,0,0,0,209289.jpg,2.0,0,0,Smith Rowe,0.0,False,,a,1,3,0.0,4,708,51,254,85,0.2,0.9,Smith Rowe,0,2.0,3.4668007278023025,1.7334003639011513,2.2522368458176936,0.3852000808669225,0.817132767883822,Arsenal
585,0,0,0,,,0,232233,0,0,0,0,0.0,0,4,1.1,1.1,0,Tyreece,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,232233.jpg,0.0,0,0,John-Jules,0.0,False,,a,1,3,0.0,0,26,26,2,2,0.0,0.0,John-Jules,0,,,,,,,Arsenal
22,1,5,136,,,1,37339,0,0,-3,3,188.4,0,2,1.4,1.4,1,Ahmed,1.9,18,0,39.0,False,154.4,611,,,42,0,0,0,37339.jpg,2.0,0,0,El Mohamady,1.0,False,,a,2,7,46.0,20,63047,1944,130939,1806,0.5,4.8,El Mohamady,0,10.0,24.033398838537092,2.4033398838537092,1.5445060430683941,0.5722237818699307,1.172709783986477,Aston Villa
23,0,0,0,100.0,100.0,0,43252,0,0,-2,2,0.0,0,2,-0.5,-0.5,0,James,0.0,0,0,0.0,False,0.0,0,,2019-08-08T17:00:13.859858Z,43,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,a,2,7,0.0,0,1474,70,6964,99,0.0,0.0,Chester,0,,,,,,,Aston Villa
24,0,0,98,,,2,47390,0,0,-2,2,28.5,0,2,-0.5,-0.5,0,Neil,0.0,12,0,15.6,False,99.8,613,,,43,0,0,0,47390.jpg,2.1,0,0,Taylor,0.2,False,,a,2,7,27.0,17,18879,137,23941,331,0.0,4.0,Taylor,1,8.095238095238095,14.948515123787091,1.8465812799972288,,0.4294375069760997,0.8905005678329155,Aston Villa
25,0,0,56,100.0,100.0,1,123354,0,0,-1,1,5.7,0,2,0.6,0.6,1,Kortney,1.1,8,0,13.4,False,109.4,360,,2019-08-15T13:00:13.496241Z,44,0,0,0,123354.jpg,2.0,0,0,Hause,0.1,False,,a,2,7,18.0,8,1203,92,4027,72,0.2,1.8,Hause,1,4.0,6.798089825871267,1.6995224564678169,,0.3862551037426856,0.810215540912417,Aston Villa
26,0,0,13,100.0,100.0,0,54764,0,0,-1,1,11.9,0,4,-0.2,-0.2,1,Jonathan,0.3,5,0,2.8,False,3.4,92,,2019-10-03T12:30:10.314025Z,54,0,0,0,54764.jpg,0.8,0,0,Kodjia,0.1,False,,a,2,7,12.0,4,3741,42,26458,94,0.1,0.7,Kodjia,1,5.0,4.0,0.8,0.6666666666666667,0.14814814814814814,0.34426518632954817,Aston Villa
27,0,0,13,100.0,100.0,0,98770,0,0,-2,2,0.0,0,1,-0.5,-0.5,0,ÃÂrjan,0.0,2,0,2.3,False,22.8,82,,2019-07-30T15:00:08.973693Z,43,0,0,0,98770.jpg,2.0,0,3,Nyland,0.1,False,,a,2,7,0.0,2,4081,57,9555,109,0.0,0.5,Nyland,0,1.0,2.549522456467817,2.549522456467817,,0.5929121991785621,1.2294889045938817,Aston Villa
28,2,6,187,100.0,100.0,2,85242,0,0,-3,3,225.6,2,3,1.5,1.5,2,Conor,2.0,17,3,63.4,False,231.4,757,,2019-12-15T13:00:22.404997Z,57,0,0,0,85242.jpg,3.6,0,0,Hourihane,0.2,False,,a,2,7,178.0,47,16234,481,22281,716,0.4,8.2,Hourihane,2,13.055555555555555,38.96992878757807,2.9849307156442784,2.544945794266042,0.5236720553761892,1.2502498962275337,Aston Villa
29,5,8,336,100.0,100.0,4,114283,0,0,4,-4,635.9,1,3,4.1,4.1,1,Jack,4.6,32,5,159.1,False,527.2,1613,,2019-10-26T18:30:22.524063Z,64,0,1,0,114283.jpg,4.5,0,0,Grealish,17.0,False,,a,2,7,430.0,81,1363095,42723,556873,82304,0.7,12.7,Grealish,5,18.0,74.86372242339978,4.1590956901888765,3.168625097617718,0.6498587015920119,1.6440269234483589,Aston Villa
30,4,0,195,100.0,100.0,4,193488,0,0,0,0,322.9,0,3,1.4,1.4,1,Anwar,1.9,25,3,107.2,False,296.6,1223,,2019-12-01T18:30:17.584307Z,55,0,0,0,193488.jpg,3.4,0,0,El Ghazi,1.2,False,,a,2,7,453.0,61,230572,1549,185483,7862,0.3,11.1,El Ghazi,2,17.941176470588232,62.21746693694574,3.467858812878943,2.765329888749949,0.6305197841598078,1.4786999662518148,Aston Villa
31,2,4,253,0.0,0.0,3,122806,0,0,1,-1,375.3,0,3,0.0,0.0,0,John,1.1,30,3,113.5,False,386.4,1537,Ankle injury - Unknown return date,2019-12-21T17:00:13.681907Z,56,0,0,0,122806.jpg,3.4,0,0,McGinn,4.4,False,,i,2,7,375.0,61,1282565,86,1209644,29623,0.2,10.9,McGinn,2,17.941176470588232,60.1411183892279,3.35212791021926,0.4049428133530542,0.5985942696820107,1.416532582858009,Aston Villa
32,0,0,0,0.0,0.0,0,174597,0,0,-1,1,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,317,6,1333,16,0.0,0.0,Green,0,,,,,,,Aston Villa
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.0,False,,u,2,7,0.0,0,641,7,7457,35,0.0,0.0,Bjarnason,0,,,,,,,Aston Villa
34,0,0,16,50.0,50.0,0,221239,0,0,-2,2,23.3,0,3,-0.2,-0.2,0,Keinan,0.0,1,0,8.2,False,14.4,74,Hamstring injury - 50% chance of playing,2019-10-30T23:30:12.401435Z,43,0,0,0,221239.jpg,1.0,0,0,Davis,0.3,False,,d,2,7,46.0,6,18085,296,28512,491,0.0,1.4,Davis,0,6.0,9.324283684701726,1.5540472807836208,,0.3614063443682839,0.7494281464713481,Aston Villa
35,0,0,31,100.0,100.0,0,40564,0,0,-1,1,26.8,0,3,0.4,0.4,2,Henri,0.9,5,0,5.2,False,11.0,178,,2019-11-08T18:00:15.526636Z,44,0,0,0,40564.jpg,1.2,0,0,Lansbury,0.5,False,,a,2,7,13.0,10,68312,94,57616,689,0.2,2.3,Lansbury,0,8.333333333333334,11.94483845097462,1.4333806141169545,3.199196232748044,0.3257683213902169,0.6833373958551943,Aston Villa
36,1,0,41,100.0,100.0,2,89274,0,0,-2,2,56.1,0,3,-0.1,-0.1,1,JosÃÂ© Ignacio,0.4,4,0,14.9,False,42.6,310,,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,1.9,0,0,Peleteiro Romallo,0.1,False,,a,2,7,51.0,15,12372,108,25058,168,0.1,2.6,Jota,0,7.894736842105264,14.122758069519088,1.7888826888057503,2.261374653666481,0.3084280497940949,0.7427931064696106,Aston Villa
94,0,3,339,100.0,100.0,4,21205,0,0,0,0,0.3,1,1,2.2,2.2,2,Tom,2.7,34,0,50.5,False,505.8,1710,,2019-11-10T16:00:17.137818Z,45,1,0,0,21205.jpg,3.0,0,67,Heaton,5.4,False,,a,2,7,0.0,57,284129,8232,326316,7649,0.6,12.7,Heaton,0,19.0,51.44092667288853,2.7074171933099223,2.787842243980552,0.6016482651799827,1.276288704593664,Aston Villa
309,2,9,265,75.0,100.0,3,169359,0,0,-1,1,279.2,1,2,1.2,1.6,2,Matt,2.1,22,1,63.4,False,324.0,1148,Knock - 75% chance of playing,2019-12-28T17:00:19.505846Z,44,0,0,0,169359.jpg,3.5,0,0,Targett,1.6,False,,d,2,7,30.0,49,137481,853,111161,11129,0.5,11.1,Targett,3,14.0,41.66966293826729,2.97640449559052,1.6260242291972973,0.6764555671796635,1.418945168503979,Aston Villa
428,1,7,157,100.0,100.0,5,213345,-1,1,-4,4,168.0,1,4,1.2,1.2,2,Wesley,1.7,31,4,98.4,False,253.0,1712,,2019-10-19T19:00:18.658995Z,56,0,1,0,213345.jpg,3.0,0,0,Moraes,1.5,False,,a,2,7,578.0,61,401404,708,389421,6488,0.3,10.7,Wesley,3,20.33333333333333,65.03817427385891,3.1985987347799467,1.9929705843390288,0.5711783454964191,1.3516546649342611,Aston Villa
429,0,0,3,0.0,0.0,0,79852,0,0,-1,1,0.0,0,1,0.0,0.0,0,Jed,0.0,0,0,0.0,False,0.0,7,Achilles injury - Unknown return date,2019-11-10T16:00:17.790777Z,44,0,0,0,79852.jpg,1.0,0,0,Steer,0.1,False,,i,2,7,0.0,1,1109,5,5998,59,0.0,0.2,Steer,0,1.0,1.5495224564678167,1.5495224564678167,,0.3521641946517765,0.7387058467189975,Aston Villa
445,1,3,274,50.0,50.0,3,149484,0,0,0,0,60.4,0,2,0.3,0.3,0,Tyrone,1.1,25,1,52.5,False,412.0,1372,Hamstring injury - 50% chance of playing,2019-12-08T16:00:13.818311Z,45,0,0,0,149484.jpg,2.7,0,0,Mings,3.1,False,,d,2,7,52.0,43,465972,337,413476,10757,0.2,9.6,Mings,3,15.925925925925926,36.889828210198225,2.3163380504077957,-0.9311576386237521,0.5147417889795102,1.0919322286425195,Aston Villa
452,1,0,118,100.0,100.0,2,199798,0,0,-2,2,23.3,0,2,1.2,1.2,1,Ezri,1.7,14,0,25.1,False,166.0,645,,2019-08-05T15:00:10.970602Z,43,0,0,0,199798.jpg,2.5,0,0,Konsa Ngoyo,0.1,False,,a,2,7,61.0,20,4223,109,4890,169,0.4,4.7,Konsa,0,8.0,15.334353925601457,1.9167942407001821,1.872138444432316,0.4457661024884145,0.9243602641552481,Aston Villa
455,0,4,212,100.0,100.0,3,108156,0,0,0,0,5.7,1,2,-0.1,-0.1,0,Bjorn,0.4,25,0,30.4,False,265.0,1221,,2019-11-26T01:30:25.806514Z,45,0,0,0,108156.jpg,2.4,0,0,Engels,0.6,False,,a,2,7,31.0,34,95310,201,76838,2047,0.1,7.6,Engels,1,14.166666666666668,31.58490146662741,2.2295224564678167,1.4139897690129155,0.4954494347706259,1.0510069651840548,Aston Villa
458,2,2,225,100.0,100.0,4,203368,0,0,-1,1,146.7,1,2,-0.1,-0.1,0,FrÃÂ©dÃÂ©ric,0.4,22,0,49.4,False,306.4,1268,,2019-12-01T19:30:19.368861Z,44,0,0,0,203368.jpg,2.6,0,0,Guilbert,0.8,False,,a,2,7,40.0,41,94681,344,79061,3785,0.1,9.3,Guilbert,5,15.769230769230768,33.94189497663342,2.1524128521767536,1.10823850973573,0.48918473913108035,1.026122565580969,Aston Villa
465,1,2,124,100.0,100.0,2,148508,0,0,-3,3,170.2,0,3,1.8,1.8,0,Mahmoud Ahmed,2.3,18,3,91.8,False,249.4,985,,2019-08-31T16:30:09.941826Z,52,0,0,0,148508.jpg,2.5,1,0,Ibrahim Hassan,1.3,False,,a,2,7,501.0,43,137437,868,253462,6123,0.4,8.3,TrÃÂ©zÃÂ©guet,2,17.2,38.801120836670535,2.2558791184110776,1.5326387722821782,0.43382290738674567,0.9892684356948535,Aston Villa
470,0,2,187,,,5,230046,0,0,-1,1,109.9,0,3,1.2,1.2,2,Douglas Luiz,1.7,23,2,54.8,False,216.0,1141,,,44,0,0,0,230046.jpg,2.5,0,0,Soares de Paulo,3.5,False,,a,2,7,221.0,45,578558,7851,415808,9596,0.4,10.2,Douglas Luiz,2,18.0,38.472851054105185,2.1373806141169545,1.8248839884425527,0.48576832139021686,1.0189562272696429,Aston Villa
474,0,0,0,,,0,88175,-1,1,-2,2,0.0,0,1,-0.5,-0.5,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,1426,31,4207,69,0.0,0.0,Kalinic,0,,,,,,,Aston Villa
491,0,0,173,,,1,184704,0,0,-1,1,135.7,0,3,0.5,0.5,0,Marvelous,1.0,23,0,36.9,False,210.6,1057,,,44,0,0,0,184704.jpg,1.8,0,0,Nakamba,0.9,False,,a,2,7,21.0,23,123684,171,85909,2178,0.2,5.2,Nakamba,2,12.777777777777775,25.755418958161076,2.015641483682172,1.7613371427487519,0.45810033720049365,0.9609193740112155,Aston Villa
58,0,5,259,100.0,100.0,3,56917,0,0,0,0,36.4,2,2,0.4,0.4,0,Steve,0.4,23,1,53.9,False,392.8,1440,,2019-12-03T21:30:11.928847Z,50,0,0,0,56917.jpg,2.8,0,0,Cook,0.3,False,,a,3,91,108.0,45,36874,769,40617,606,0.1,9.0,Steve Cook,3,16.071428571428573,47.17951852031557,2.935614485708524,2.4398838814717188,0.5871228971417047,1.3128467091554687,Bournemouth
59,1,5,290,0.0,0.0,3,126184,0,0,-1,1,64.3,0,2,0.0,0.0,0,Nathan,0.6,21,1,58.6,False,353.4,1384,Hamstring injury - Expected back 01 Feb,2019-12-07T17:00:19.171927Z,49,0,0,0,126184.jpg,3.1,0,0,AkÃÂ©,7.2,False,,i,3,91,169.0,50,504475,153,1203699,21847,0.1,10.2,AkÃÂ©,1,16.129032258064516,52.67174124765232,3.265647957354444,1.2123386282030637,0.6664587668070293,1.4752693687880656,Bournemouth
