id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,form 10,value,valuePoints metric,team_name
1,2,2,242,100.0,100.0,4,69140,0,0,-4,4,45.5,345,119,0,2,3.3,1.8,0,Shkodran,2.3,17,0,47.9,303,100,False,277.2,246,97,1205,,2020-07-01T22:00:25.971699Z,51,0,0,0,69140.jpg,2.9,0,0,Mustafi,0.4,False,,a,1,3,155.0,230,57,43,24805,971,45533,477,0.5,8.4,Mustafi,2,14.827586206896553,40.88013924773856,2.7570326469405075,2.590224414439408,2.4900990859433234,0.5405946366550015,1.220834576025262,Arsenal
2,0,4,204,100.0,100.0,4,98745,-1,1,-3,3,76.9,298,92,0,2,3.6,2.1,0,Héctor,2.6,18,1,37.0,336,119,False,187.8,311,121,1156,,2019-12-09T20:00:21.228098Z,52,0,0,0,98745.jpg,2.9,0,0,Bellerín,1.0,False,,a,1,3,103.0,265,75,44,202144,3433,154823,2854,0.5,8.5,Bellerín,2,15.172413793103447,39.60068968168051,2.6100454562925792,3.041664374966346,2.9886771898364137,0.5019318185178037,1.1445806490986403,Arsenal
3,2,1,313,100.0,100.0,4,111457,0,0,-3,3,167.9,214,51,0,2,3.6,2.1,1,Sead,2.6,24,0,48.8,298,98,False,249.8,264,107,1571,,2020-02-23T18:30:13.672943Z,52,0,0,0,111457.jpg,2.2,0,0,Kolasinac,0.5,False,,a,1,3,73.0,309,102,53,63645,799,133675,317,0.5,10.2,Kolasinac,3,24.09090909090909,62.428080985210855,2.5913543050464893,2.295019531962861,2.4153477290861622,0.49833736635509407,1.1363840370534084,Arsenal
4,2,3,229,100.0,100.0,3,154043,0,0,-5,5,159.5,223,55,1,2,1.4,-0.1,1,Ainsley,0.4,20,0,47.3,307,102,False,282.6,241,95,1292,,2019-09-22T18:00:10.824841Z,45,0,0,0,154043.jpg,2.1,1,0,Maitland-Niles,2.2,False,,a,1,3,37.0,361,132,40,609203,491,652290,808,0.1,8.9,Maitland-Niles,4,19.047619047619047,46.67427046872546,2.4503991996080865,1.5661679678395843,1.6147318813311815,0.5445331554684637,1.1551292604379777,Arsenal
5,0,5,305,100.0,100.0,4,39476,0,0,-2,2,36.8,361,127,1,2,1.0,-0.5,0,Sokratis,0.0,25,2,58.5,260,82,False,436.2,153,57,1696,,2020-06-18T18:00:15.974146Z,48,0,0,0,39476.jpg,3.0,0,0,Papastathopoulos,1.3,False,,a,1,3,110.0,260,73,57,181550,384,230375,738,0.0,11.9,Sokratis,6,19.0,53.73268185137718,2.8280358869145883,,3.5196012653814317,0.589174143107206,1.2908158739143742,Arsenal
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,351,121,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,418,153,False,47.2,419,156,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.2,False,,u,1,3,12.0,406,148,10,28257,11,89269,7,0.0,2.0,Monreal,0,3.0303030303030303,10.296280997029852,3.397772729019851,,,0.6795545458039702,1.5195301588366719,Arsenal
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,638,220,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,644,220,False,0.0,642,220,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,634,219,0,756,13,12876,5,0.0,0.0,Koscielny,0,,,,,,,,Arsenal
8,0,0,0,0.0,0.0,0,233963,0,0,-2,2,0.0,570,216,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,584,216,False,0.0,581,216,0,Joined Stuttgart on loan until the end of the 2020/21 season on 16/7. - Expected back 01 Jul,2020-01-13T14:30:21.309535Z,43,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,n,1,3,0.0,550,210,0,1175,8,5043,6,0.0,0.0,Mavropanos,0,,,,,,,,Arsenal
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,586,217,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,598,217,False,0.0,595,217,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,571,213,0,512,19,2691,6,0.0,0.0,Jenkinson,0,,,,,,,,Arsenal
10,0,2,71,100.0,100.0,1,156074,0,0,-1,1,2.4,446,168,0,2,2.7,1.2,2,Rob,1.7,6,0,10.0,417,152,False,91.2,381,146,400,,2019-12-09T10:00:19.335279Z,44,0,0,0,156074.jpg,2.3,0,0,Holding,0.2,False,,a,1,3,6.0,426,157,14,24656,2213,21870,371,0.4,3.2,Holding,0,6.086956521739131,15.6168774809904,2.565629871876994,2.7355520333008028,2.9264259266137063,0.5830976981538623,1.223116050342838,Arsenal
11,4,34,735,100.0,100.0,10,54694,0,0,-1,1,457.3,61,5,4,4,5.7,4.2,1,Pierre-Emerick,4.7,41,20,263.2,14,6,True,909.8,10,3,2956,,2020-01-08T14:00:18.333339Z,109,0,0,0,54694.jpg,5.5,1,0,Aubameyang,21.8,False,,a,1,3,1268.0,9,7,187,3762771,49738,4066199,38008,0.4,17.2,Aubameyang,3,34.0,164.91529411764705,4.850449826989619,3.8960533913672015,4.516240448385012,0.4449953969715247,1.469158890743853,Arsenal
12,6,16,380,100.0,100.0,5,59966,0,0,-3,3,335.7,116,18,2,4,5.9,4.4,11,Alexandre,4.9,23,10,172.2,46,18,False,534.6,95,14,1721,,2019-09-01T18:30:14.246208Z,92,0,0,0,59966.jpg,4.0,0,0,Lacazette,2.3,False,,a,1,3,849.0,34,19,113,434852,25869,541135,1854,0.5,12.3,Lacazette,7,28.25,100.69294117647058,3.5643519000520563,5.3231828696390755,4.606500306394522,0.3874295543534844,1.175132021602749,Arsenal
13,0,1,62,100.0,0.0,3,205533,0,0,-2,2,53.9,331,51,0,4,2.1,0.0,0,Edward,1.1,7,2,31.4,349,52,False,80.2,389,50,505,,2020-07-07T22:00:20.841098Z,43,0,0,0,205533.jpg,2.0,1,0,Nketiah,1.4,False,,a,1,3,179.0,210,53,22,322647,3043,327116,8080,0.3,5.1,Nketiah,0,11.0,27.6,2.5090909090909093,0.2833333333333339,2.270588235294118,0.5835095137420719,1.209991081082125,Arsenal
14,0,10,591,0.0,0.0,7,80201,0,0,-2,2,0.0,630,66,1,1,0.0,0.0,0,Bernd,0.1,39,0,84.1,184,8,False,843.2,18,6,2649,Knee injury - Expected back 26 Jul,2020-06-20T16:00:17.901135Z,48,0,0,1,80201.jpg,3.8,0,113,Leno,4.3,False,,i,1,3,0.0,623,63,114,736993,70,859791,3954,0.0,23.8,Leno,2,30.0,113.68318187059558,3.7894393956865184,,4.764573854677252,0.7894665407680247,1.729634531096876,Arsenal
15,3,1,256,100.0,75.0,5,37605,-1,1,-6,6,582.9,34,27,0,3,1.0,-0.4,0,Mesut,0.0,20,1,99.8,139,75,False,223.6,286,118,1439,,2020-06-28T19:30:23.392750Z,69,0,0,0,37605.jpg,2.9,0,0,Özil,1.1,False,,a,1,3,190.0,202,109,53,246048,99,307084,543,0.0,7.7,Özil,1,18.27586206896552,54.21258736737772,2.9663491201018,,4.453404284078356,0.429905669579971,1.1292698104019794,Arsenal
16,0,0,3,0.0,0.0,1,57249,0,0,-3,3,33.9,367,183,0,3,0.0,0.0,0,Henrikh,0.0,0,0,8.6,427,185,False,5.4,479,202,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Aug,2019-09-02T23:30:14.832021Z,67,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.7,False,,n,1,3,46.0,345,166,4,23222,21,117319,44,0.0,0.6,Mkhitaryan,1,3.0769230769230766,5.3098251761691175,1.7256931822549633,,,0.25756614660521837,0.6666934401779484,Arsenal
18,2,2,389,100.0,100.0,10,84450,0,0,-4,4,292.3,138,85,0,3,4.3,2.8,1,Granit,3.3,29,1,87.8,166,86,False,471.4,137,51,2451,,2020-06-17T22:00:16.575871Z,51,0,0,0,84450.jpg,2.4,0,0,Xhaka,0.8,False,,a,1,3,110.0,261,133,71,80030,2218,136095,960,0.6,13.9,Xhaka,9,29.583333333333336,63.522320367199534,2.147233364525054,2.2319184250879105,2.379265032041749,0.42102614990687337,0.9508109151758648,Arsenal
19,1,0,241,100.0,100.0,3,198849,0,0,-3,3,203.0,189,120,0,3,1.1,-0.4,0,Lucas,0.1,22,1,68.5,222,113,False,281.0,243,97,1438,,2020-06-19T01:30:19.551092Z,47,0,0,0,198849.jpg,1.7,0,0,Torreira,1.0,False,,a,1,3,199.0,195,105,45,100092,112,181093,226,0.0,9.6,Torreira,6,26.470588235294123,52.10540776557255,1.9684265155882965,0.35172811051838193,0.4660816177521405,0.41881415225282903,0.9079674456708801,Arsenal
