id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,ppg_estimate,form 5,ppg next 1,ppg next 5,ppg next 10,value,adjusted value,valuePoints metric,valueAdjustedPoints metric
34,0,0,16,0.0,0.0,0,221239,0,0,-1,1,23.3,0,3,0.0,0.0,0,Keinan,0.0,1,0,8.2,False,14.4,74,Hamstring injury - Expected back 14 Dec,2019-10-30T23:30:12.401435Z,44,0,0,0,221239.jpg,1.0,0,0,Davis,0.2,False,,i,2,7,46.0,6,13238,22,23766,244,0.0,1.4,Davis,0,6.0,10.952299451724524,1.8253832419540876,1.04,1.01,2.0,1.472,1.3960000000000001,0.23636363636363636,0.41485982771683805,0.495800546407708,0.8702173161195289
35,0,0,14,100.0,100.0,0,40564,0,0,-1,1,22.0,0,3,-0.2,-0.2,1,Henri,0.8,1,0,3.5,False,6.4,40,,2019-11-08T18:00:15.526636Z,44,0,0,0,40564.jpg,1.0,0,0,Lansbury,0.6,False,,a,2,7,5.0,5,66894,140,50568,537,0.2,1.1,Lansbury,0,5.0,6.26024954310377,1.2520499086207542,1.05,1.01,1.12,1.1440000000000001,1.1560000000000001,0.23863636363636362,0.28455679741380774,0.500567859353936,0.5968913738691257
36,1,0,32,75.0,75.0,2,89274,0,0,-2,2,53.7,0,3,-0.8,-0.8,0,José Ignacio,0.0,3,0,11.6,False,41.8,245,Lack of match fitness - 75% chance of playing,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,2.4,0,0,Peleteiro Romallo,0.1,False,,d,2,7,21.0,12,10769,5,23677,67,0.0,2.1,Jota,0,5.0,11.515421956896878,2.303084391379376,2.36,2.36,1.24,2.038,2.175,0.4068965517241379,0.39708351575506484,0.9799366622741316,0.9563037421287948
94,0,0,223,100.0,100.0,3,21205,0,0,0,0,0.0,0,1,1.2,1.2,0,Tom,2.2,20,0,31.3,False,314.8,1170,,2019-11-10T16:00:17.137818Z,45,1,0,0,21205.jpg,2.9,0,42,Heaton,5.4,False,,a,2,7,0.0,38,231303,1185,273721,3585,0.5,8.4,Heaton,0,13.10344827586207,36.06606417598435,2.7524101607988056,2.93,2.79,1.6500000000000001,2.91,3.1919999999999997,0.6511111111111112,0.6116467023997346,1.381215245917723,1.2974985928717275
309,2,9,192,100.0,100.0,2,169359,0,0,-1,1,164.8,1,2,3.0,3.0,7,Matt,4.0,10,1,41.0,False,218.6,646,,2019-11-11T12:00:14.805770Z,44,0,0,0,169359.jpg,5.1,0,0,Targett,0.8,False,,a,2,7,26.0,41,46438,2620,71982,582,0.9,9.3,Targett,0,8.03921568627451,32.68606737931242,4.065827893524228,4.76,3.83,3.48,4.144,3.928,1.0818181818181818,0.9240517939827789,2.26924096240451,1.938307395393281
428,1,7,139,100.0,100.0,4,213345,0,0,-1,1,106.2,1,4,0.8,0.8,2,Wesley,1.8,18,4,79.1,False,229.2,1194,,2019-10-19T19:00:18.658995Z,59,0,1,0,213345.jpg,3.6,0,0,Moraes,2.2,False,,a,2,7,469.0,51,371132,1735,309013,6482,0.3,8.6,Wesley,1,14.166666666666664,52.45517241379311,3.7027180527383368,3.5500000000000003,2.04,3.0500000000000003,3.3120000000000003,3.2070000000000007,0.6016949152542374,0.6275793309725994,1.4615118710268975,1.5243848983500499
429,0,0,3,0.0,0.0,0,79852,0,0,-1,1,0.0,0,1,0.0,0.0,0,Jed,0.2,0,0,0.0,False,0.0,7,Achilles injury - Unknown return date,2019-11-10T16:00:17.790777Z,44,0,0,0,79852.jpg,1.0,0,0,Steer,0.1,False,,i,2,7,0.0,1,971,6,5126,66,0.0,0.2,Steer,0,1.0,1.7681996344830164,1.7681996344830164,1.24,1.24,2.0,1.848,1.7719999999999998,0.2818181818181818,0.4018635532915946,0.5911468053322672,0.8429561008986434
445,1,3,262,,,3,149484,0,0,0,0,60.1,0,2,2.5,2.5,7,Tyrone,3.5,22,1,48.3,False,386.6,1260,,,45,0,0,0,149484.jpg,3.0,0,0,Mings,4.9,False,,a,2,7,35.0,42,435816,3687,252080,2605,0.8,9.3,Mings,2,14.0,35.40996729655533,2.5292833783253807,2.95,2.99,3.44,3.018,2.9130000000000003,0.6555555555555556,0.5620629729611957,1.3906433363335435,1.1923156189041977
452,0,0,50,100.0,100.0,1,199798,0,0,-2,2,12.0,0,2,1.0,1.0,1,Ezri,2.0,5,0,8.5,False,55.6,285,,2019-08-05T15:00:10.970602Z,43,0,0,0,199798.jpg,2.2,0,0,Konsa Ngoyo,0.1,False,,a,2,7,17.0,9,1273,78,3306,26,0.5,2.1,Konsa,0,4.090909090909091,8.74263486833961,2.1370885233719052,2.22,2.43,1.24,1.9760000000000002,1.9759999999999998,0.516279069767442,0.49699733101672217,1.0705790652183151,1.0305956007388664
455,0,4,172,100.0,75.0,3,108156,0,0,0,0,5.2,1,2,-0.8,-0.6,0,Bjorn,0.2,17,0,23.2,False,205.6,974,,2019-11-26T01:30:25.806514Z,45,0,0,0,108156.jpg,2.8,0,0,Engels,0.7,False,,a,2,7,19.0,31,91000,26,62070,1332,0.0,6.9,Engels,1,11.071428571428573,29.30506738177625,2.6469093119023706,2.77,1.3,0.74,2.5020000000000002,2.867,0.6155555555555555,0.5882020693116379,1.3057905225911577,1.2477650157546563
458,2,2,191,0.0,100.0,4,203368,0,0,-1,1,128.2,1,2,0.0,2.5,0,Frédéric,3.5,15,0,40.4,False,243.2,1052,Suspended until 08 Dec,2019-12-01T19:30:19.368861Z,44,0,0,0,203368.jpg,3.2,0,0,Guilbert,0.9,False,,s,2,7,33.0,38,76441,1664,52878,1888,0.8,8.6,Guilbert,5,11.875,31.232715487072028,2.630123409437645,3.1,3.02,2.2800000000000002,2.952,2.998,0.7045454545454545,0.5977553203267374,1.4778670133306682,1.253862137998931
465,1,1,82,100.0,100.0,1,148508,0,0,-3,3,121.5,0,3,3.2,3.2,2,Mahmoud Ahmed,4.2,15,2,65.5,False,187.4,764,,2019-08-31T16:30:09.941826Z,52,0,0,0,148508.jpg,2.4,1,0,Ibrahim Hassan,1.5,False,,a,2,7,347.0,29,102078,1213,206833,3034,0.8,5.6,Trézéguet,2,12.083333333333336,27.675775476293893,2.2904090049346664,2.5500000000000003,4.09,2.85,2.7,2.8890000000000002,0.4903846153846154,0.4404632701797435,1.1182489746164623,1.004410792635491
