Squad,Rk,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Last 5,Attendance,Top Team Scorer,Goalkeeper,Notes,xG per game,xGA per game,probability no goals allowed
Chelsea,1,7,5,1,1,15,3,12,16,11.6,8.6,3.0,0.43,D W W L W,39770,Romelu Lukaku - 3,Edouard Mendy,,1.657142857142857,1.2285714285714284,0.29271043690592835
Liverpool,2,7,4,3,0,17,6,11,15,17.9,8.1,9.9,1.41,D W W D D,52923,Mohamed Salah - 6,Alisson,,2.557142857142857,1.157142857142857,0.31438313644003535
Manchester City,3,7,4,2,1,14,3,11,14,15.0,4.0,11.0,1.57,W W D W D,52137,"Gabriel Jesus, Ferrán Torres - 2",Ederson,,2.142857142857143,0.5714285714285714,0.5647181220077593
Manchester Utd,4,7,4,2,1,14,6,8,14,10.8,7.9,2.9,0.42,W W W L D,72879,Bruno Fernandes - 4,David de Gea,,1.542857142857143,1.1285714285714286,0.3234950622856487
Everton,5,7,4,2,1,13,8,5,14,11.3,7.3,4.0,0.57,W W L W D,35769,"Demarai Gray, Dominic Calvert-Lewin... - 3",Jordan Pickford,,1.6142857142857143,1.042857142857143,0.3524462527380765
Brighton,6,7,4,2,1,8,5,3,14,7.4,7.7,-0.3,-0.05,L W W D D,30594,Neal Maupay - 4,Robert Sánchez,,1.0571428571428572,1.1,0.33287108369807955
Brentford,7,7,3,3,1,10,6,4,12,9.6,7.5,2.2,0.31,D L W D W,16624,"Yoane Wissa, Ivan Toney... - 2",David Raya,,1.3714285714285714,1.0714285714285714,0.34251885509304564
Tottenham,8,7,4,0,3,6,10,-4,12,7.3,10.1,-2.8,-0.4,W L L L W,57267,Son Heung-min - 3,Hugo Lloris,,1.042857142857143,1.4428571428571428,0.23625178836047603
West Ham,9,7,3,2,2,14,10,4,11,11.5,8.0,3.5,0.5,D D L W L,57398,Michail Antonio - 5,Łukasz Fabiański,,1.6428571428571428,1.1428571428571428,0.31890655732397044
Aston Villa,10,7,3,1,3,10,9,1,10,7.9,9.0,-1.1,-0.15,D L W W L,41966,Danny Ings - 2,Emiliano Martínez,,1.1285714285714286,1.2857142857142858,0.2764530466295643
Arsenal,11,7,3,1,3,5,10,-5,10,7.4,12.4,-5.0,-0.71,L W W W D,58883,Pierre-Emerick Aubameyang - 2,Aaron Ramsdale,,1.0571428571428572,1.7714285714285716,0.1700898297106658
Wolves,12,7,3,0,4,5,6,-1,9,8.8,7.4,1.4,0.2,L W L W W,30368,Hwang Hee-chan - 3,José Sá,,1.2571428571428573,1.0571428571428572,0.3474470995269354
Leicester City,13,7,2,2,3,9,12,-3,8,9.7,11.5,-1.8,-0.26,W L L D D,31907,Jamie Vardy - 6,Kasper Schmeichel,,1.3857142857142857,1.6428571428571428,0.19342660460039254
Crystal Palace,14,7,1,4,2,8,11,-3,7,7.6,8.1,-0.6,-0.08,D W L D D,24267,"Wilfried Zaha, Conor Gallagher... - 2",Vicente Guaita,,1.0857142857142856,1.157142857142857,0.31438313644003535
Watford,15,7,2,1,4,7,10,-3,7,6.2,10.8,-4.6,-0.66,L L W D L,20240,Ismaila Sarr - 4,Daniel Bachmann,,0.8857142857142858,1.542857142857143,0.21376945818647108
Leeds United,16,7,1,3,3,7,14,-7,6,10.2,12.5,-2.3,-0.33,D L D L W,36370,Raphael Dias Belloli - 3,Illan Meslier,,1.457142857142857,1.7857142857142858,0.16767724875179707
Southampton,17,7,0,4,3,5,10,-5,4,8.9,11.6,-2.7,-0.38,D D D L L,30001,James Ward-Prowse - 2,Alex McCarthy,,1.2714285714285716,1.657142857142857,0.1906830111475015
Burnley,18,7,0,3,4,5,11,-6,3,7.4,11.3,-3.9,-0.56,D L L D D,18584,"Maxwel Cornet, Ben Mee... - 1",Nick Pope,,1.0571428571428572,1.6142857142857143,0.19903278595491863
Newcastle Utd,19,7,0,3,4,8,16,-8,3,8.8,13.3,-4.5,-0.65,D L D D L,48366,"Allan Saint-Maximin, Callum Wilson - 2",Freddie Woodman,,1.2571428571428573,1.9000000000000001,0.14956861922263504
Norwich City,20,7,0,1,6,2,16,-14,1,5.8,14.0,-8.2,-1.18,L L L L D,26812,Teemu Pukki - 2,Tim Krul,,0.8285714285714285,2.0,0.1353352832366127
